"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV1979 - Stemmeberettigede";"EV1979 - Afgivne stemmer";"EV1979 - Blanke stemmer";"EV1979 - Andre ugyldige stemmer";"EV1979 - Gyldige stemmer";"EV1979 - A. Socialdemokratiet";"EV1979 - B. Det Radikale Venstre";"EV1979 - C. Det Konservative Folkeparti";"EV1979 - E. Danmarks Retsforbund";"EV1979 - F. Socialistisk Folkeparti";"EV1979 - M. Centrum-Demokraterne";"EV1979 - N. Folkebevægelsen mod EF";"EV1979 - Q. Kristeligt Folkeparti";"EV1979 - V. Venstre, Danmarks Liberale Parti";"EV1979 - Y. Venstresocialisterne";"EV1979 - Z. Fremskridtspartiet"
"525006";"525006";"64";"11";"3";"336";"187";"0";"1";"186";"16";"9";"13";"0";"2";"6";"16";"13";"81";"2";"28"
"525007";"525007";"64";"11";"3";"2677";"1195";"21";"4";"1170";"197";"49";"165";"55";"14";"66";"112";"37";"360";"14";"101"
"527001";"527001";"65";"11";"3";"2148";"1137";"22";"3";"1112";"175";"45";"170";"33";"11";"71";"142";"38";"332";"13";"82"
"527002";"527002";"65";"11";"3";"226";"130";"3";"0";"127";"12";"8";"3";"4";"0";"11";"9";"2";"69";"1";"8"
"527003";"527003";"65";"11";"3";"862";"461";"3";"1";"457";"54";"23";"21";"9";"5";"24";"36";"22";"217";"9";"37"
"527004";"527004";"65";"11";"3";"1473";"772";"21";"3";"748";"129";"24";"96";"7";"8";"53";"96";"26";"228";"10";"71"
"527005";"527005";"65";"11";"3";"639";"370";"6";"1";"363";"33";"14";"30";"6";"3";"13";"30";"3";"185";"6";"40"
"527006";"527006";"65";"11";"3";"1285";"654";"10";"2";"642";"107";"17";"69";"15";"5";"38";"54";"14";"263";"10";"50"
"527007";"527007";"65";"11";"3";"424";"252";"5";"1";"246";"17";"16";"13";"2";"2";"15";"22";"3";"138";"2";"16"
"527008";"527008";"65";"11";"3";"660";"387";"5";"0";"382";"49";"14";"49";"5";"6";"12";"31";"5";"179";"6";"26"
"529001";"529001";"60";"11";"3";"2990";"1269";"25";"4";"1240";"318";"38";"172";"34";"30";"117";"118";"55";"222";"16";"120"
"529002";"529002";"60";"11";"3";"1340";"612";"5";"2";"605";"111";"11";"92";"25";"0";"58";"68";"50";"133";"4";"53"
"529003";"529003";"60";"11";"3";"749";"423";"4";"0";"419";"70";"18";"72";"3";"4";"34";"34";"17";"133";"6";"28"
"529004";"529004";"60";"11";"3";"366";"205";"3";"0";"202";"9";"12";"27";"6";"1";"13";"14";"6";"103";"2";"9"
"529005";"529005";"60";"11";"3";"754";"340";"3";"0";"337";"68";"5";"21";"6";"2";"28";"27";"5";"127";"8";"40"
"529006";"529006";"60";"11";"3";"754";"365";"7";"3";"355";"92";"9";"38";"12";"11";"23";"31";"8";"97";"2";"32"
"531011";"531011";"63";"11";"3";"616";"280";"1";"0";"279";"32";"9";"40";"8";"1";"20";"31";"11";"93";"2";"32"
"531021";"531021";"63";"11";"3";"671";"328";"3";"2";"323";"44";"22";"37";"12";"2";"27";"33";"12";"114";"1";"19"
"531031";"531031";"63";"11";"3";"219";"119";"2";"0";"117";"14";"1";"15";"1";"3";"5";"8";"4";"44";"3";"19"
"531041";"531041";"63";"11";"3";"371";"175";"3";"0";"172";"16";"5";"8";"5";"1";"10";"33";"1";"74";"2";"17"
"531051";"531051";"63";"11";"3";"606";"277";"10";"2";"265";"37";"7";"43";"13";"1";"22";"51";"7";"66";"3";"15"
"531061";"531061";"63";"11";"3";"2457";"1068";"22";"6";"1040";"218";"40";"172";"40";"13";"52";"110";"41";"254";"9";"91"
"531071";"531071";"63";"11";"3";"637";"327";"4";"1";"322";"34";"19";"45";"9";"5";"11";"25";"13";"109";"4";"48"
"533001";"533001";"62";"11";"3";"877";"479";"8";"0";"471";"133";"15";"50";"11";"17";"39";"69";"3";"104";"4";"26"
"533002";"533002";"62";"11";"3";"522";"240";"4";"0";"236";"48";"6";"32";"5";"6";"23";"30";"7";"57";"1";"21"
"533003";"533003";"62";"11";"3";"1282";"677";"11";"0";"666";"157";"21";"82";"19";"12";"44";"106";"12";"140";"13";"60"
"533004";"533004";"62";"11";"3";"904";"404";"6";"1";"397";"122";"10";"44";"4";"6";"34";"51";"11";"85";"1";"29"
"535001";"535001";"62";"11";"3";"1947";"1014";"4";"1";"1009";"228";"34";"156";"22";"27";"83";"142";"13";"187";"10";"107"
"535002";"535002";"62";"11";"3";"1377";"582";"6";"2";"574";"89";"18";"75";"15";"9";"53";"79";"13";"146";"8";"69"
"535003";"535003";"62";"11";"3";"943";"406";"8";"1";"397";"88";"18";"31";"15";"7";"38";"47";"5";"114";"1";"33"
"535004";"535004";"62";"11";"3";"538";"266";"0";"0";"266";"44";"8";"14";"4";"3";"6";"31";"22";"72";"1";"61"
"537001";"537001";"61";"11";"3";"6966";"3455";"68";"15";"3372";"985";"73";"573";"98";"96";"355";"644";"77";"195";"45";"231"
"537002";"537002";"61";"11";"3";"3880";"2018";"37";"6";"1975";"518";"49";"354";"74";"49";"180";"465";"17";"135";"29";"105"
"537003";"537003";"61";"11";"3";"3717";"1746";"28";"8";"1710";"623";"33";"201";"65";"34";"120";"410";"17";"77";"26";"104"
"537005";"537005";"61";"11";"3";"3079";"1508";"22";"8";"1478";"413";"50";"201";"48";"39";"86";"269";"30";"217";"21";"104"
"537106";"537106";"61";"11";"3";"2896";"1415";"28";"6";"1381";"303";"44";"251";"39";"36";"142";"254";"19";"179";"12";"102"
"539001";"539001";"64";"11";"3";"1815";"872";"17";"2";"853";"206";"14";"116";"14";"14";"198";"89";"19";"103";"7";"73"
"539002";"539002";"64";"11";"3";"426";"217";"0";"0";"217";"11";"2";"6";"2";"2";"80";"8";"7";"66";"4";"29"
"539003";"539003";"64";"11";"3";"1123";"513";"5";"1";"507";"91";"13";"70";"17";"8";"33";"51";"35";"157";"3";"29"
"539004";"539004";"64";"11";"3";"235";"149";"2";"0";"147";"13";"7";"12";"3";"0";"47";"4";"1";"43";"0";"17"
"539006";"539006";"64";"11";"3";"617";"295";"3";"1";"291";"33";"4";"23";"3";"2";"108";"23";"12";"58";"3";"22"
"539008";"539008";"64";"11";"3";"787";"379";"5";"4";"370";"59";"5";"21";"8";"3";"76";"23";"15";"127";"1";"32"
"539009";"539009";"64";"11";"3";"782";"405";"6";"1";"398";"27";"16";"38";"6";"4";"108";"26";"12";"108";"2";"51"
"539010";"539010";"64";"11";"3";"423";"220";"2";"2";"216";"10";"5";"22";"5";"7";"74";"14";"9";"52";"2";"16"
"539105";"539105";"64";"11";"3";"893";"437";"7";"1";"429";"61";"21";"37";"3";"0";"124";"22";"63";"53";"6";"39"
"541005";"541005";"63";"11";"3";"657";"333";"0";"0";"333";"44";"11";"17";"6";"7";"40";"35";"6";"129";"7";"31"
"541006";"541006";"63";"11";"3";"239";"136";"2";"0";"134";"13";"6";"17";"1";"0";"6";"10";"6";"51";"1";"23"
"541007";"541007";"63";"11";"3";"781";"430";"3";"1";"426";"114";"5";"39";"13";"6";"63";"56";"20";"79";"2";"29"
"541008";"541008";"63";"11";"3";"852";"494";"12";"0";"482";"114";"10";"74";"18";"5";"35";"82";"0";"119";"7";"18"
"541009";"541009";"63";"11";"3";"166";"97";"4";"1";"92";"10";"2";"1";"3";"1";"16";"9";"4";"43";"1";"2"
"541010";"541010";"63";"11";"3";"301";"147";"2";"1";"144";"14";"10";"5";"3";"0";"38";"26";"2";"29";"2";"15"
"541011";"541011";"63";"11";"3";"120";"95";"2";"1";"92";"11";"2";"11";"2";"2";"15";"7";"5";"31";"3";"3"
"541101";"541101";"63";"11";"3";"1517";"812";"26";"4";"782";"177";"19";"140";"19";"29";"97";"143";"15";"91";"35";"17"
"541102";"541102";"63";"11";"3";"1629";"885";"7";"3";"875";"205";"21";"136";"23";"26";"117";"166";"24";"113";"31";"13"
"541105";"541105";"63";"11";"3";"1396";"687";"12";"4";"671";"159";"13";"66";"20";"22";"104";"162";"13";"71";"24";"17"
"541106";"541106";"63";"11";"3";"1463";"845";"11";"0";"834";"140";"21";"93";"34";"25";"116";"226";"9";"123";"29";"18"
"543003";"543003";"65";"11";"3";"876";"403";"7";"3";"393";"103";"5";"54";"11";"4";"28";"45";"10";"111";"3";"19"
"543004";"543004";"65";"11";"3";"1024";"516";"15";"3";"498";"123";"11";"69";"19";"7";"30";"55";"7";"145";"2";"30"
"543005";"543005";"65";"11";"3";"491";"263";"4";"0";"259";"55";"5";"21";"8";"3";"13";"23";"16";"96";"4";"15"
"543006";"543006";"65";"11";"3";"413";"250";"4";"0";"246";"29";"7";"26";"7";"2";"13";"21";"6";"103";"1";"31"
"543007";"543007";"65";"11";"3";"1062";"493";"7";"0";"486";"59";"19";"52";"27";"6";"37";"41";"8";"189";"4";"44"
"543008";"543008";"65";"11";"3";"532";"313";"8";"0";"305";"56";"8";"31";"5";"5";"39";"25";"15";"96";"2";"23"
"543009";"543009";"65";"11";"3";"1177";"609";"11";"3";"595";"128";"16";"60";"19";"6";"59";"46";"50";"157";"2";"52"
"543010";"543010";"65";"11";"3";"719";"335";"9";"0";"326";"52";"10";"42";"9";"4";"24";"37";"9";"109";"4";"26"
"543011";"543011";"65";"11";"3";"1102";"454";"11";"1";"442";"99";"7";"59";"4";"10";"32";"84";"9";"87";"3";"48"
"543101";"543101";"65";"11";"3";"4509";"2087";"48";"13";"2026";"572";"60";"351";"61";"34";"174";"413";"32";"202";"25";"102"
"545001";"545001";"60";"11";"3";"8403";"4089";"70";"24";"3995";"1075";"114";"615";"96";"128";"490";"653";"81";"361";"76";"306"
"545002";"545002";"60";"11";"3";"3138";"1592";"19";"6";"1567";"564";"39";"149";"57";"57";"150";"296";"23";"111";"21";"100"
"545003";"545003";"60";"11";"3";"2186";"1136";"16";"1";"1119";"264";"44";"128";"19";"23";"153";"124";"7";"253";"18";"86"
"545005";"545005";"60";"11";"3";"1620";"762";"9";"0";"753";"186";"27";"102";"12";"8";"83";"90";"2";"166";"12";"65"
"545104";"545104";"60";"11";"3";"24";"23";"1";"0";"22";"0";"0";"5";"0";"0";"1";"0";"0";"14";"0";"2"
"551001";"551001";"69";"12";"3";"2849";"1217";"26";"4";"1187";"170";"70";"244";"32";"38";"73";"104";"51";"277";"20";"108"
"551003";"551003";"69";"12";"3";"1170";"483";"2";"0";"481";"80";"31";"33";"20";"10";"26";"58";"54";"110";"4";"55"
"551102";"551102";"69";"12";"3";"243";"109";"4";"0";"105";"7";"4";"7";"0";"1";"7";"4";"15";"32";"0";"28"
"553001";"553001";"66";"12";"3";"326";"160";"1";"0";"159";"17";"7";"12";"4";"1";"9";"26";"14";"53";"4";"12"
"553002";"553002";"66";"12";"3";"346";"153";"4";"1";"148";"21";"3";"12";"4";"5";"10";"12";"1";"70";"1";"9"
"553003";"553003";"66";"12";"3";"447";"177";"5";"0";"172";"12";"6";"26";"6";"3";"16";"19";"2";"58";"1";"23"
"553004";"553004";"66";"12";"3";"452";"224";"1";"0";"223";"11";"17";"15";"0";"2";"16";"16";"2";"129";"0";"15"
"553006";"553006";"66";"12";"3";"694";"318";"9";"0";"309";"16";"10";"16";"4";"2";"16";"25";"6";"172";"4";"38"
"553007";"553007";"66";"12";"3";"1121";"480";"11";"0";"469";"47";"19";"69";"13";"11";"33";"39";"20";"183";"7";"28"
"553008";"553008";"66";"12";"3";"265";"124";"2";"0";"122";"12";"6";"5";"3";"2";"17";"9";"6";"50";"2";"10"
"553009";"553009";"66";"12";"3";"1213";"572";"7";"0";"565";"40";"38";"29";"20";"6";"27";"30";"24";"272";"11";"68"
"555001";"555001";"66";"12";"3";"1695";"735";"10";"1";"724";"139";"15";"115";"30";"10";"64";"93";"13";"180";"11";"54"
"555002";"555002";"66";"12";"3";"403";"181";"3";"0";"178";"22";"5";"11";"10";"4";"11";"17";"8";"70";"1";"19"
"555003";"555003";"66";"12";"3";"45";"18";"0";"0";"18";"1";"0";"4";"2";"1";"0";"3";"0";"6";"0";"1"
"555004";"555004";"66";"12";"3";"236";"105";"5";"0";"100";"15";"1";"5";"8";"5";"0";"24";"1";"34";"0";"7"
"555005";"555005";"66";"12";"3";"134";"58";"2";"0";"56";"9";"4";"5";"2";"1";"0";"9";"4";"14";"0";"8"
"557010";"557010";"68";"12";"3";"4223";"1643";"31";"1";"1611";"302";"95";"192";"53";"51";"105";"252";"70";"366";"22";"103"
"557020";"557020";"68";"12";"3";"769";"353";"4";"0";"349";"51";"18";"35";"13";"10";"14";"55";"4";"124";"6";"19"
"557030";"557030";"68";"12";"3";"415";"193";"4";"0";"189";"15";"7";"11";"7";"3";"6";"10";"8";"98";"2";"22"
"557040";"557040";"68";"12";"3";"1755";"773";"11";"1";"761";"124";"49";"45";"23";"14";"46";"85";"38";"275";"7";"55"
"557050";"557050";"68";"12";"3";"482";"229";"0";"0";"229";"11";"23";"10";"6";"7";"6";"11";"4";"136";"1";"14"
"557060";"557060";"68";"12";"3";"867";"422";"3";"0";"419";"44";"38";"35";"4";"8";"37";"21";"22";"151";"4";"55"
"559002";"559002";"69";"12";"3";"435";"191";"5";"1";"185";"21";"18";"15";"8";"4";"8";"17";"1";"84";"2";"7"
"559003";"559003";"69";"12";"3";"626";"299";"3";"0";"296";"19";"18";"11";"14";"3";"13";"27";"14";"129";"7";"41"
"559101";"559101";"69";"12";"3";"3089";"1310";"10";"2";"1298";"260";"68";"172";"33";"10";"103";"137";"21";"407";"6";"81"
"561001";"561001";"67";"12";"3";"6403";"2811";"54";"10";"2747";"678";"58";"364";"110";"142";"116";"642";"65";"394";"67";"111"
"561002";"561002";"67";"12";"3";"4568";"2149";"33";"7";"2109";"515";"35";"293";"74";"98";"104";"524";"55";"233";"68";"110"
"561003";"561003";"67";"12";"3";"2979";"1314";"19";"14";"1281";"487";"14";"99";"48";"42";"35";"336";"20";"118";"27";"55"
"561004";"561004";"67";"12";"3";"3740";"1620";"37";"12";"1571";"504";"23";"128";"75";"80";"77";"417";"15";"137";"40";"75"
"561005";"561005";"67";"12";"3";"6387";"2540";"50";"8";"2482";"683";"58";"200";"115";"142";"126";"674";"55";"242";"74";"113"
"561006";"561006";"67";"12";"3";"5223";"2443";"33";"7";"2403";"623";"66";"350";"101";"112";"122";"571";"41";"267";"65";"85"
"561007";"561007";"67";"12";"3";"3990";"1616";"41";"11";"1564";"495";"27";"131";"73";"59";"78";"402";"21";"177";"28";"73"
"561008";"561008";"67";"12";"3";"1192";"536";"5";"2";"529";"59";"15";"62";"9";"15";"25";"40";"22";"233";"6";"43"
"561010";"561010";"67";"12";"3";"233";"111";"0";"0";"111";"9";"2";"10";"2";"1";"8";"6";"2";"55";"4";"12"
"561011";"561011";"67";"12";"3";"4545";"2092";"40";"10";"2042";"392";"56";"425";"52";"92";"166";"351";"25";"345";"44";"94"
"561012";"561012";"67";"12";"3";"656";"311";"7";"0";"304";"60";"7";"40";"13";"16";"13";"43";"3";"86";"3";"20"
"561013";"561013";"67";"12";"3";"319";"177";"3";"0";"174";"21";"3";"12";"3";"5";"8";"22";"0";"78";"2";"20"
"561014";"561014";"67";"12";"3";"195";"97";"0";"0";"97";"2";"6";"9";"3";"1";"6";"8";"7";"44";"3";"8"
"561015";"561015";"67";"12";"3";"6591";"2552";"33";"9";"2510";"518";"48";"445";"104";"83";"133";"444";"71";"439";"48";"177"
"561016";"561016";"67";"12";"3";"2819";"1266";"16";"5";"1245";"204";"36";"317";"37";"31";"86";"172";"19";"268";"19";"56"
"561017";"561017";"67";"12";"3";"739";"333";"7";"0";"326";"46";"10";"35";"12";"12";"14";"40";"0";"139";"4";"14"
"561018";"561018";"67";"12";"3";"384";"179";"2";"0";"177";"13";"6";"7";"9";"2";"5";"17";"3";"86";"3";"26"
"561019";"561019";"67";"12";"3";"270";"130";"6";"1";"123";"11";"4";"4";"7";"2";"2";"14";"2";"66";"1";"10"
"561020";"561020";"67";"12";"3";"1681";"740";"16";"3";"721";"152";"26";"90";"39";"27";"35";"102";"11";"181";"12";"46"
"561109";"561109";"67";"12";"3";"415";"216";"5";"0";"211";"24";"6";"29";"7";"9";"14";"24";"1";"87";"1";"9"
"561120";"561120";"67";"12";"3";"3182";"1325";"27";"11";"1287";"342";"27";"138";"58";"68";"58";"336";"15";"123";"56";"66"
"563001";"563001";"67";"12";"3";"1882";"1055";"32";"4";"1019";"151";"28";"274";"37";"12";"64";"249";"3";"117";"12";"72"
"563002";"563002";"67";"12";"3";"283";"165";"2";"0";"163";"27";"4";"38";"7";"2";"11";"47";"1";"14";"1";"11"
"565001";"565001";"69";"12";"3";"7112";"2710";"25";"6";"2679";"471";"77";"347";"63";"70";"181";"329";"140";"747";"47";"207"
"565002";"565002";"69";"12";"3";"1789";"799";"8";"0";"791";"122";"33";"88";"23";"11";"70";"67";"31";"260";"15";"71"
"565003";"565003";"69";"12";"3";"1590";"628";"4";"2";"622";"72";"19";"53";"9";"6";"25";"27";"47";"300";"7";"57"
"565004";"565004";"69";"12";"3";"743";"303";"3";"3";"297";"33";"7";"30";"4";"7";"9";"18";"24";"126";"3";"36"
"565005";"565005";"69";"12";"3";"747";"366";"2";"1";"363";"28";"6";"24";"2";"11";"33";"21";"17";"175";"1";"45"
"567001";"567001";"68";"12";"3";"597";"298";"8";"2";"288";"34";"17";"28";"7";"2";"15";"14";"23";"116";"1";"31"
"567002";"567002";"68";"12";"3";"1095";"495";"8";"0";"487";"63";"20";"43";"13";"15";"18";"35";"54";"176";"11";"39"
"567003";"567003";"68";"12";"3";"570";"304";"6";"1";"297";"17";"28";"24";"0";"5";"23";"22";"5";"139";"7";"27"
"567004";"567004";"68";"12";"3";"932";"453";"6";"0";"447";"40";"17";"59";"9";"5";"17";"42";"11";"212";"4";"31"
"567005";"567005";"68";"12";"3";"659";"365";"3";"0";"362";"36";"19";"45";"6";"5";"24";"21";"10";"163";"2";"31"
"567006";"567006";"68";"12";"3";"822";"382";"3";"1";"378";"43";"30";"39";"4";"6";"10";"35";"28";"144";"8";"31"
"567007";"567007";"68";"12";"3";"1069";"544";"6";"0";"538";"66";"13";"51";"16";"7";"32";"37";"8";"256";"4";"48"
"569002";"569002";"69";"12";"3";"452";"230";"4";"0";"226";"14";"12";"17";"6";"4";"7";"16";"5";"127";"4";"14"
"569003";"569003";"69";"12";"3";"281";"128";"4";"1";"123";"4";"6";"7";"2";"2";"21";"11";"1";"46";"0";"23"
"569004";"569004";"69";"12";"3";"232";"119";"2";"0";"117";"12";"9";"7";"0";"1";"6";"3";"0";"69";"2";"8"
"569005";"569005";"69";"12";"3";"933";"476";"4";"0";"472";"34";"23";"38";"20";"1";"32";"17";"28";"211";"5";"63"
"569006";"569006";"69";"12";"3";"396";"170";"2";"0";"168";"14";"18";"18";"9";"2";"9";"16";"10";"61";"1";"10"
"569101";"569101";"69";"12";"3";"1444";"717";"6";"3";"708";"124";"42";"73";"19";"9";"35";"74";"26";"235";"15";"56"
"569102";"569102";"69";"12";"3";"1090";"463";"6";"0";"457";"94";"33";"47";"18";"11";"19";"46";"21";"120";"11";"37"
"571001";"571001";"68";"12";"3";"6320";"2925";"74";"11";"2840";"546";"85";"418";"99";"196";"137";"644";"35";"408";"141";"131"
"571002";"571002";"68";"12";"3";"583";"336";"3";"0";"333";"24";"18";"18";"6";"6";"14";"50";"13";"164";"5";"15"
"571003";"571003";"68";"12";"3";"244";"113";"0";"0";"113";"8";"3";"15";"0";"0";"7";"7";"0";"56";"0";"17"
"571004";"571004";"68";"12";"3";"1600";"725";"17";"1";"707";"126";"31";"57";"52";"25";"28";"87";"12";"233";"14";"42"
"571005";"571005";"68";"12";"3";"1320";"603";"10";"0";"593";"86";"29";"69";"23";"11";"31";"65";"21";"203";"16";"39"
"571006";"571006";"68";"12";"3";"263";"169";"0";"1";"168";"13";"4";"8";"7";"2";"6";"9";"3";"101";"0";"15"
"571007";"571007";"68";"12";"3";"75";"31";"0";"0";"31";"5";"2";"0";"2";"0";"2";"4";"0";"13";"0";"3"
"571008";"571008";"68";"12";"3";"195";"124";"3";"0";"121";"7";"8";"0";"1";"0";"0";"14";"1";"79";"5";"6"
"571009";"571009";"68";"12";"3";"513";"236";"4";"1";"231";"23";"16";"11";"7";"3";"4";"27";"7";"91";"4";"38"
"571010";"571010";"68";"12";"3";"564";"290";"5";"2";"283";"33";"13";"19";"11";"12";"11";"41";"0";"111";"8";"24"
"571011";"571011";"68";"12";"3";"414";"197";"1";"1";"195";"18";"3";"16";"3";"0";"7";"13";"10";"100";"0";"25"
"571013";"571013";"68";"12";"3";"514";"249";"5";"0";"244";"38";"6";"7";"6";"5";"9";"32";"4";"94";"14";"29"
"571014";"571014";"68";"12";"3";"602";"276";"6";"0";"270";"44";"11";"32";"13";"7";"9";"59";"4";"58";"4";"29"
"573001";"573001";"66";"12";"3";"8280";"3617";"63";"13";"3541";"905";"108";"487";"117";"145";"213";"588";"55";"688";"50";"185"
"573006";"573006";"66";"12";"3";"663";"340";"7";"0";"333";"23";"17";"10";"9";"10";"14";"17";"7";"198";"3";"25"
"573007";"573007";"66";"12";"3";"908";"480";"11";"2";"467";"70";"17";"43";"10";"15";"33";"40";"10";"192";"7";"30"
"573008";"573008";"66";"12";"3";"917";"450";"5";"0";"445";"38";"20";"29";"5";"4";"24";"22";"8";"251";"6";"38"
"573009";"573009";"66";"12";"3";"900";"476";"5";"0";"471";"52";"19";"25";"16";"2";"18";"61";"13";"226";"3";"36"
"573011";"573011";"66";"12";"3";"536";"291";"9";"0";"282";"39";"3";"14";"5";"3";"14";"45";"7";"139";"5";"8"
"573012";"573012";"66";"12";"3";"772";"422";"6";"1";"415";"72";"11";"37";"17";"7";"22";"41";"3";"173";"6";"26"
"575001";"575001";"69";"12";"3";"5304";"2338";"55";"10";"2273";"596";"85";"375";"81";"52";"149";"326";"33";"414";"37";"125"
"575002";"575002";"69";"12";"3";"460";"253";"1";"0";"252";"27";"9";"17";"7";"5";"13";"31";"4";"118";"1";"20"
"575003";"575003";"69";"12";"3";"1267";"623";"14";"1";"608";"82";"53";"66";"29";"23";"30";"109";"2";"188";"3";"23"
"575004";"575004";"69";"12";"3";"1028";"529";"4";"1";"524";"79";"28";"52";"10";"5";"23";"44";"29";"201";"4";"49"
"575005";"575005";"69";"12";"3";"1054";"537";"8";"4";"525";"104";"32";"55";"12";"12";"26";"58";"15";"168";"7";"36"
"575006";"575006";"69";"12";"3";"1193";"515";"13";"1";"501";"104";"17";"65";"13";"8";"24";"44";"18";"173";"3";"32"
"575007";"575007";"69";"12";"3";"273";"133";"4";"0";"129";"13";"5";"10";"4";"0";"5";"12";"1";"72";"0";"7"
"575008";"575008";"69";"12";"3";"159";"51";"0";"0";"51";"5";"5";"5";"4";"1";"3";"5";"1";"20";"0";"2"
"577001";"577001";"66";"12";"3";"3600";"1704";"20";"5";"1679";"150";"57";"190";"35";"28";"137";"94";"187";"628";"28";"145"
"577002";"577002";"66";"12";"3";"300";"166";"2";"2";"162";"9";"2";"9";"0";"1";"6";"2";"7";"119";"2";"5"
"577003";"577003";"66";"12";"3";"1070";"527";"7";"2";"518";"57";"30";"38";"10";"10";"28";"34";"14";"246";"4";"47"
"577004";"577004";"66";"12";"3";"385";"181";"1";"0";"180";"27";"6";"16";"2";"3";"9";"15";"14";"72";"1";"15"
"577005";"577005";"66";"12";"3";"300";"155";"1";"0";"154";"8";"7";"7";"6";"2";"6";"5";"5";"99";"1";"8"
"577006";"577006";"66";"12";"3";"1375";"550";"10";"2";"538";"68";"28";"48";"10";"14";"37";"54";"55";"174";"9";"41"
"577007";"577007";"66";"12";"3";"640";"394";"4";"2";"388";"31";"14";"26";"10";"6";"33";"16";"62";"175";"1";"14"
"601001";"601001";"73";"13";"3";"2195";"1002";"22";"5";"975";"158";"40";"161";"21";"13";"83";"108";"52";"253";"9";"77"
"601003";"601003";"73";"13";"3";"692";"370";"9";"1";"360";"55";"14";"37";"9";"7";"25";"33";"12";"140";"5";"23"
"601004";"601004";"73";"13";"3";"668";"309";"5";"1";"303";"30";"24";"20";"6";"10";"12";"36";"2";"132";"3";"28"
"601005";"601005";"73";"13";"3";"637";"301";"6";"0";"295";"36";"13";"24";"18";"14";"18";"33";"2";"98";"2";"37"
"601006";"601006";"73";"13";"3";"559";"306";"5";"2";"299";"61";"15";"27";"7";"7";"15";"29";"5";"87";"9";"37"
"601007";"601007";"73";"13";"3";"592";"318";"2";"1";"315";"39";"18";"19";"8";"2";"19";"27";"6";"136";"1";"40"
"601101";"601101";"73";"13";"3";"410";"209";"6";"0";"203";"21";"10";"11";"4";"7";"10";"32";"7";"74";"5";"22"
"601102";"601102";"73";"13";"3";"159";"79";"1";"1";"77";"6";"4";"7";"2";"0";"7";"3";"2";"40";"2";"4"
"603001";"603001";"70";"13";"3";"2340";"686";"17";"9";"660";"222";"18";"51";"18";"28";"52";"130";"17";"75";"17";"32"
"603002";"603002";"70";"13";"3";"2730";"1237";"27";"0";"1210";"253";"59";"142";"46";"28";"82";"150";"84";"252";"25";"89"
"603003";"603003";"70";"13";"3";"1243";"602";"6";"0";"596";"119";"18";"78";"16";"11";"59";"76";"36";"134";"3";"46"
"603004";"603004";"70";"13";"3";"1145";"562";"11";"1";"550";"73";"25";"66";"8";"16";"44";"47";"38";"210";"5";"18"
"605001";"605001";"73";"13";"3";"1265";"588";"6";"2";"580";"85";"35";"72";"8";"10";"45";"73";"11";"199";"9";"33"
"605003";"605003";"73";"13";"3";"556";"288";"6";"1";"281";"52";"18";"26";"9";"4";"12";"24";"2";"114";"4";"16"
"605004";"605004";"73";"13";"3";"1186";"563";"12";"2";"549";"63";"123";"47";"10";"10";"17";"36";"8";"190";"10";"35"
"605005";"605005";"73";"13";"3";"1229";"562";"8";"2";"552";"94";"33";"65";"25";"8";"42";"49";"18";"162";"11";"45"
"605006";"605006";"73";"13";"3";"770";"375";"18";"2";"355";"49";"19";"31";"25";"7";"30";"50";"9";"91";"4";"40"
"605007";"605007";"73";"13";"3";"1120";"490";"17";"1";"472";"80";"20";"53";"23";"13";"39";"49";"5";"152";"13";"25"
"605008";"605008";"73";"13";"3";"1298";"616";"14";"1";"601";"134";"42";"71";"32";"16";"43";"63";"10";"138";"13";"39"
"605102";"605102";"73";"13";"3";"2266";"1102";"14";"1";"1087";"119";"42";"128";"35";"36";"125";"95";"37";"374";"17";"79"
"607001";"607001";"70";"13";"3";"17721";"7224";"132";"43";"7049";"2304";"158";"929";"240";"292";"405";"1452";"137";"663";"171";"298"
"607002";"607002";"70";"13";"3";"999";"515";"7";"0";"508";"98";"11";"70";"30";"5";"32";"80";"7";"145";"7";"23"
"607003";"607003";"70";"13";"3";"4568";"2088";"34";"8";"2046";"478";"68";"423";"72";"49";"188";"291";"33";"299";"24";"121"
"607004";"607004";"70";"13";"3";"542";"261";"1";"0";"260";"39";"10";"49";"5";"6";"23";"33";"9";"70";"0";"16"
"607005";"607005";"70";"13";"3";"2666";"1199";"17";"1";"1181";"226";"39";"215";"38";"44";"95";"186";"33";"198";"19";"88"
"607106";"607106";"70";"13";"3";"6065";"2517";"52";"16";"2449";"830";"50";"281";"95";"128";"151";"547";"36";"179";"57";"95"
"609001";"609001";"75";"13";"3";"225";"139";"3";"1";"135";"26";"4";"5";"12";"1";"5";"20";"1";"53";"2";"6"
"609002";"609002";"75";"13";"3";"222";"123";"0";"0";"123";"19";"5";"2";"5";"2";"6";"13";"3";"43";"5";"20"
"609003";"609003";"75";"13";"3";"741";"351";"4";"2";"345";"76";"12";"30";"17";"12";"12";"36";"0";"130";"3";"17"
"609004";"609004";"75";"13";"3";"1108";"504";"13";"2";"489";"132";"14";"53";"19";"25";"20";"89";"2";"87";"10";"38"
