"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV1979 - Stemmeberettigede";"EV1979 - Afgivne stemmer";"EV1979 - Blanke stemmer";"EV1979 - Andre ugyldige stemmer";"EV1979 - Gyldige stemmer";"EV1979 - A. Socialdemokratiet";"EV1979 - B. Det Radikale Venstre";"EV1979 - C. Det Konservative Folkeparti";"EV1979 - E. Danmarks Retsforbund";"EV1979 - F. Socialistisk Folkeparti";"EV1979 - M. Centrum-Demokraterne";"EV1979 - N. Folkebevægelsen mod EF";"EV1979 - Q. Kristeligt Folkeparti";"EV1979 - V. Venstre, Danmarks Liberale Parti";"EV1979 - Y. Venstresocialisterne";"EV1979 - Z. Fremskridtspartiet"
"779114";"779114";"92";"16";"3";"2719";"1082";"21";"4";"1057";"271";"90";"111";"24";"39";"75";"100";"15";"247";"23";"62"
"781001";"781001";"92";"16";"3";"915";"427";"15";"1";"411";"83";"52";"50";"7";"8";"22";"49";"1";"104";"7";"28"
"781002";"781002";"92";"16";"3";"430";"215";"3";"0";"212";"27";"25";"13";"1";"2";"7";"31";"0";"90";"3";"13"
"781004";"781004";"92";"16";"3";"679";"331";"13";"0";"318";"72";"33";"17";"9";"8";"11";"46";"4";"100";"2";"16"
"781005";"781005";"92";"16";"3";"313";"173";"4";"0";"169";"17";"24";"8";"6";"5";"12";"15";"3";"67";"4";"8"
"781006";"781006";"92";"16";"3";"792";"370";"11";"2";"357";"65";"61";"25";"11";"5";"9";"40";"6";"112";"3";"20"
"781008";"781008";"92";"16";"3";"588";"268";"8";"0";"260";"63";"45";"15";"2";"6";"4";"28";"2";"73";"4";"18"
"781009";"781009";"92";"16";"3";"706";"326";"8";"1";"317";"56";"34";"29";"7";"15";"11";"38";"0";"101";"4";"22"
"781010";"781010";"92";"16";"3";"1100";"468";"8";"2";"458";"116";"55";"38";"6";"8";"20";"35";"20";"126";"9";"25"
"783001";"783001";"92";"16";"3";"876";"321";"1";"1";"319";"34";"27";"37";"7";"6";"20";"34";"35";"94";"3";"22"
"783002";"783002";"92";"16";"3";"927";"464";"5";"3";"456";"63";"52";"27";"5";"10";"13";"112";"24";"119";"11";"20"
"783003";"783003";"92";"16";"3";"690";"304";"8";"2";"294";"29";"48";"16";"2";"4";"11";"48";"1";"105";"8";"22"
"783004";"783004";"92";"16";"3";"364";"207";"7";"0";"200";"26";"36";"21";"1";"1";"18";"25";"0";"59";"4";"9"
"783005";"783005";"92";"16";"3";"1130";"513";"10";"1";"502";"89";"72";"56";"10";"10";"31";"32";"4";"160";"4";"34"
"783006";"783006";"92";"16";"3";"1377";"624";"14";"4";"606";"118";"66";"61";"18";"15";"36";"92";"9";"138";"11";"42"
"785001";"785001";"90";"16";"3";"2050";"983";"13";"0";"970";"142";"15";"121";"28";"3";"50";"121";"73";"326";"8";"83"
"785002";"785002";"90";"16";"3";"2561";"1139";"8";"0";"1131";"141";"14";"250";"26";"19";"92";"125";"52";"343";"6";"63"
"785003";"785003";"90";"16";"3";"1514";"687";"6";"3";"678";"82";"11";"109";"10";"13";"42";"89";"40";"212";"10";"60"
"785004";"785004";"90";"16";"3";"1761";"749";"6";"3";"740";"98";"9";"103";"15";"5";"65";"60";"121";"221";"1";"42"
"785005";"785005";"90";"16";"3";"1308";"674";"6";"1";"667";"59";"11";"121";"19";"10";"53";"91";"34";"192";"9";"68"
"787001";"787001";"90";"16";"3";"6774";"2879";"24";"13";"2842";"646";"52";"407";"91";"83";"153";"575";"70";"586";"57";"122"
"787002";"787002";"90";"16";"3";"1013";"431";"6";"3";"422";"65";"7";"50";"20";"9";"19";"47";"57";"110";"8";"30"
"787003";"787003";"90";"16";"3";"859";"490";"6";"0";"484";"32";"9";"58";"16";"7";"33";"55";"23";"207";"8";"36"
"787004";"787004";"90";"16";"3";"898";"360";"3";"0";"357";"34";"7";"75";"15";"5";"5";"57";"29";"103";"5";"22"
"787005";"787005";"90";"16";"3";"564";"168";"4";"0";"164";"19";"2";"18";"0";"1";"7";"27";"10";"55";"5";"20"
"787006";"787006";"90";"16";"3";"1166";"593";"11";"1";"581";"60";"6";"96";"8";"7";"38";"68";"52";"198";"10";"38"
"787007";"787007";"90";"16";"3";"805";"428";"5";"0";"423";"37";"9";"69";"14";"9";"23";"46";"11";"170";"7";"28"
"787008";"787008";"90";"16";"3";"1094";"480";"3";"2";"475";"43";"18";"59";"9";"6";"22";"80";"12";"193";"8";"25"
"787009";"787009";"90";"16";"3";"566";"275";"4";"0";"271";"16";"12";"31";"7";"9";"16";"41";"34";"85";"3";"17"
"787010";"787010";"90";"16";"3";"1804";"807";"8";"2";"797";"96";"11";"120";"34";"7";"40";"117";"49";"246";"11";"66"
"787011";"787011";"90";"16";"3";"382";"221";"3";"0";"218";"8";"3";"37";"5";"3";"9";"20";"29";"80";"5";"19"
"787012";"787012";"90";"16";"3";"2825";"1338";"15";"1";"1322";"221";"30";"191";"39";"39";"77";"253";"39";"336";"27";"70"
"787013";"787013";"90";"16";"3";"371";"163";"3";"1";"159";"10";"11";"31";"4";"3";"7";"21";"12";"44";"4";"12"
"787014";"787014";"90";"16";"3";"508";"268";"2";"0";"266";"23";"4";"35";"1";"6";"22";"25";"18";"110";"5";"17"
"787015";"787015";"90";"16";"3";"1082";"453";"5";"0";"448";"61";"23";"33";"8";"16";"18";"79";"8";"170";"9";"23"
"787016";"787016";"90";"16";"3";"933";"390";"3";"0";"387";"38";"9";"37";"8";"14";"21";"80";"12";"133";"0";"35"
"789001";"789001";"93";"16";"3";"615";"316";"5";"0";"311";"76";"16";"37";"10";"5";"26";"16";"5";"99";"8";"13"
"789002";"789002";"93";"16";"3";"344";"161";"4";"0";"157";"33";"9";"9";"2";"2";"15";"15";"0";"61";"2";"9"
"789003";"789003";"93";"16";"3";"411";"243";"1";"0";"242";"55";"11";"20";"3";"2";"16";"38";"1";"71";"8";"17"
"789004";"789004";"93";"16";"3";"644";"323";"3";"0";"320";"55";"13";"13";"8";"3";"21";"21";"8";"145";"3";"30"
"789005";"789005";"93";"16";"3";"638";"345";"2";"1";"342";"45";"18";"28";"22";"4";"16";"33";"22";"129";"2";"23"
"789006";"789006";"93";"16";"3";"372";"193";"6";"1";"186";"37";"17";"11";"2";"1";"12";"22";"1";"62";"7";"14"
"789007";"789007";"93";"16";"3";"607";"301";"5";"2";"294";"54";"16";"18";"3";"1";"15";"17";"9";"137";"8";"16"
"789008";"789008";"93";"16";"3";"631";"300";"2";"1";"297";"48";"12";"26";"8";"5";"21";"20";"28";"95";"7";"27"
"789009";"789009";"93";"16";"3";"397";"221";"1";"0";"220";"32";"13";"21";"3";"0";"8";"22";"5";"91";"2";"23"
"789010";"789010";"93";"16";"3";"1094";"558";"5";"0";"553";"78";"26";"68";"3";"12";"33";"45";"39";"193";"2";"54"
"791001";"791001";"93";"16";"3";"19309";"7818";"133";"24";"7661";"2081";"206";"1153";"217";"372";"504";"1221";"192";"1084";"209";"422"
"791002";"791002";"93";"16";"3";"2112";"1039";"16";"1";"1022";"160";"47";"115";"19";"34";"50";"81";"28";"420";"14";"54"
"791003";"791003";"93";"16";"3";"2175";"1002";"16";"0";"986";"132";"51";"135";"36";"49";"74";"131";"13";"257";"33";"75"
"791102";"791102";"93";"16";"3";"4946";"2427";"40";"2";"2385";"358";"89";"428";"62";"86";"203";"283";"57";"620";"58";"141"
"793001";"793001";"93";"16";"3";"1668";"688";"5";"3";"680";"125";"27";"128";"18";"13";"60";"57";"60";"137";"8";"47"
"793004";"793004";"93";"16";"3";"687";"283";"1";"0";"282";"35";"6";"24";"5";"4";"24";"17";"23";"122";"3";"19"
"793005";"793005";"93";"16";"3";"507";"244";"1";"0";"243";"64";"10";"23";"2";"2";"17";"16";"28";"62";"2";"17"
"793006";"793006";"93";"16";"3";"421";"219";"5";"0";"214";"27";"11";"9";"7";"1";"19";"2";"14";"97";"2";"25"
"793007";"793007";"93";"16";"3";"917";"455";"7";"0";"448";"103";"12";"61";"20";"10";"35";"45";"18";"109";"2";"33"
"793008";"793008";"93";"16";"3";"430";"230";"3";"0";"227";"26";"5";"17";"2";"0";"13";"9";"31";"97";"1";"26"
"793102";"793102";"93";"16";"3";"182";"86";"0";"0";"86";"3";"4";"7";"0";"0";"5";"5";"5";"53";"1";"3"
"793103";"793103";"93";"16";"3";"323";"182";"3";"0";"179";"9";"5";"10";"5";"1";"19";"21";"11";"78";"0";"20"
"793106";"793106";"93";"16";"3";"293";"138";"2";"2";"134";"12";"5";"9";"1";"1";"14";"4";"11";"71";"1";"5"
"801001";"801001";"102";"17";"3";"1571";"610";"21";"5";"584";"156";"16";"78";"21";"15";"51";"68";"9";"111";"12";"47"
"801002";"801002";"102";"17";"3";"876";"351";"2";"1";"348";"86";"23";"29";"11";"9";"20";"31";"1";"91";"7";"40"
"801003";"801003";"102";"17";"3";"628";"298";"0";"1";"297";"62";"10";"38";"3";"6";"33";"12";"8";"84";"1";"40"
"801004";"801004";"102";"17";"3";"710";"334";"5";"1";"328";"55";"13";"38";"8";"5";"24";"19";"17";"114";"8";"27"
"801005";"801005";"102";"17";"3";"711";"368";"6";"1";"361";"54";"20";"37";"8";"5";"26";"25";"25";"120";"4";"37"
"801006";"801006";"102";"17";"3";"1021";"409";"4";"0";"405";"69";"23";"33";"9";"8";"39";"25";"7";"126";"5";"61"
"801007";"801007";"102";"17";"3";"330";"132";"3";"2";"127";"29";"1";"19";"2";"3";"5";"13";"0";"41";"2";"12"
"803001";"803001";"98";"17";"3";"2108";"947";"16";"2";"929";"193";"25";"100";"32";"20";"60";"91";"75";"236";"20";"77"
"803002";"803002";"98";"17";"3";"1274";"564";"7";"0";"557";"108";"25";"44";"14";"13";"57";"58";"18";"164";"5";"51"
"803003";"803003";"98";"17";"3";"556";"263";"4";"0";"259";"54";"10";"23";"1";"12";"23";"28";"3";"77";"1";"27"
"803004";"803004";"98";"17";"3";"887";"414";"6";"1";"407";"52";"13";"18";"9";"8";"44";"47";"15";"154";"10";"37"
"803005";"803005";"98";"17";"3";"1432";"681";"2";"0";"679";"109";"20";"30";"18";"13";"46";"81";"62";"223";"10";"67"
"805010";"805010";"96";"17";"3";"8410";"3634";"70";"23";"3541";"1002";"89";"387";"196";"165";"238";"562";"101";"496";"80";"225"
"805034";"805034";"96";"17";"3";"589";"252";"4";"0";"248";"29";"12";"19";"4";"1";"16";"19";"0";"109";"7";"32"
"805036";"805036";"96";"17";"3";"394";"169";"6";"1";"162";"18";"6";"14";"6";"4";"15";"15";"3";"57";"3";"21"
"805040";"805040";"96";"17";"3";"745";"368";"7";"1";"360";"39";"23";"23";"18";"8";"17";"28";"19";"142";"5";"38"
"805050";"805050";"96";"17";"3";"973";"363";"10";"2";"351";"54";"13";"21";"26";"7";"22";"47";"13";"115";"4";"29"
"805054";"805054";"96";"17";"3";"185";"95";"3";"1";"91";"8";"0";"9";"4";"5";"3";"9";"2";"39";"5";"7"
"805056";"805056";"96";"17";"3";"595";"249";"2";"0";"247";"32";"8";"19";"12";"3";"22";"24";"7";"93";"1";"26"
"805060";"805060";"96";"17";"3";"322";"137";"2";"0";"135";"16";"1";"22";"5";"3";"10";"18";"2";"39";"4";"15"
"805070";"805070";"96";"17";"3";"1222";"443";"4";"2";"437";"74";"22";"26";"28";"11";"27";"47";"11";"141";"8";"42"
"805074";"805074";"96";"17";"3";"339";"111";"0";"0";"111";"5";"5";"9";"2";"4";"14";"15";"2";"39";"1";"15"
"805076";"805076";"96";"17";"3";"297";"141";"2";"0";"139";"25";"9";"10";"7";"5";"4";"16";"7";"42";"2";"12"
"805080";"805080";"96";"17";"3";"663";"286";"9";"2";"275";"40";"11";"17";"7";"3";"10";"43";"7";"105";"3";"29"
"807001";"807001";"96";"17";"3";"732";"325";"4";"2";"319";"60";"7";"25";"5";"17";"32";"25";"17";"101";"4";"26"
"807002";"807002";"96";"17";"3";"1609";"606";"12";"4";"590";"128";"7";"70";"10";"21";"41";"82";"10";"145";"8";"68"
"807003";"807003";"96";"17";"3";"3349";"1531";"29";"10";"1492";"285";"49";"186";"27";"29";"102";"165";"83";"425";"26";"115"
"807004";"807004";"96";"17";"3";"964";"394";"6";"3";"385";"56";"7";"38";"4";"6";"54";"32";"22";"125";"2";"39"
"807005";"807005";"96";"17";"3";"2098";"850";"13";"6";"831";"192";"17";"108";"16";"22";"67";"111";"19";"186";"14";"79"
"807006";"807006";"96";"17";"3";"1143";"539";"5";"1";"533";"84";"15";"52";"13";"10";"31";"73";"7";"183";"12";"53"
"807007";"807007";"96";"17";"3";"329";"185";"2";"0";"183";"22";"8";"16";"4";"2";"10";"7";"10";"91";"1";"12"
"807008";"807008";"96";"17";"3";"466";"222";"4";"0";"218";"36";"5";"11";"0";"4";"14";"27";"3";"90";"5";"23"
"807103";"807103";"96";"17";"3";"257";"126";"2";"0";"124";"20";"1";"11";"4";"3";"7";"16";"7";"47";"2";"6"
"809001";"809001";"103";"17";"3";"2955";"1119";"12";"1";"1106";"154";"31";"138";"17";"15";"86";"82";"90";"386";"3";"104"
"809002";"809002";"103";"17";"3";"735";"281";"1";"1";"279";"32";"5";"26";"6";"3";"23";"27";"8";"114";"5";"30"
"809003";"809003";"103";"17";"3";"763";"242";"3";"0";"239";"40";"6";"31";"4";"3";"12";"22";"15";"67";"3";"36"
"809004";"809004";"103";"17";"3";"570";"229";"3";"0";"226";"26";"13";"19";"6";"0";"7";"20";"5";"103";"2";"25"
"809005";"809005";"103";"17";"3";"889";"411";"4";"0";"407";"50";"19";"23";"6";"6";"19";"38";"9";"194";"3";"40"
"811001";"811001";"98";"17";"3";"2710";"1186";"21";"2";"1163";"220";"33";"174";"31";"29";"106";"81";"61";"319";"14";"95"
"811002";"811002";"98";"17";"3";"1169";"497";"5";"1";"491";"73";"15";"37";"17";"3";"30";"48";"3";"226";"4";"35"
"811003";"811003";"98";"17";"3";"942";"448";"5";"0";"443";"25";"6";"26";"14";"8";"25";"31";"28";"239";"3";"38"
"811004";"811004";"98";"17";"3";"1113";"489";"3";"1";"485";"54";"9";"28";"13";"7";"57";"42";"34";"202";"12";"27"
"813001";"813001";"95";"17";"3";"18769";"7050";"123";"30";"6897";"2001";"126";"966";"325";"343";"445";"1508";"99";"478";"150";"456"
"813006";"813006";"95";"17";"3";"2766";"972";"9";"3";"960";"180";"19";"157";"41";"29";"62";"151";"100";"135";"10";"76"
"813007";"813007";"95";"17";"3";"746";"312";"2";"0";"310";"56";"11";"29";"14";"8";"21";"57";"6";"76";"4";"28"
"813009";"813009";"95";"17";"3";"1176";"538";"5";"1";"532";"80";"12";"86";"11";"13";"39";"73";"35";"124";"6";"53"
"813103";"813103";"95";"17";"3";"1539";"630";"5";"1";"624";"81";"25";"59";"17";"22";"45";"82";"38";"168";"11";"76"
"813106";"813106";"95";"17";"3";"10";"6";"1";"0";"5";"2";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0"
"815001";"815001";"102";"17";"3";"3636";"1607";"32";"9";"1566";"518";"28";"240";"51";"53";"113";"205";"21";"177";"34";"126"
"815002";"815002";"102";"17";"3";"590";"224";"4";"2";"218";"76";"13";"31";"3";"4";"12";"22";"0";"38";"2";"17"
"815003";"815003";"102";"17";"3";"483";"241";"3";"2";"236";"94";"7";"26";"4";"2";"13";"12";"5";"46";"0";"27"
"815004";"815004";"102";"17";"3";"548";"235";"1";"0";"234";"62";"12";"11";"5";"3";"13";"22";"1";"86";"2";"17"
"815005";"815005";"102";"17";"3";"341";"133";"2";"0";"131";"25";"0";"12";"1";"3";"2";"12";"2";"54";"0";"20"
"815006";"815006";"102";"17";"3";"209";"67";"0";"0";"67";"17";"0";"4";"3";"0";"6";"5";"1";"17";"0";"14"
"815007";"815007";"102";"17";"3";"927";"388";"5";"0";"383";"119";"19";"46";"9";"6";"15";"27";"2";"104";"0";"36"
"815008";"815008";"102";"17";"3";"634";"259";"4";"1";"254";"65";"13";"23";"3";"3";"18";"26";"2";"83";"5";"13"
"817001";"817001";"99";"17";"3";"1456";"594";"9";"0";"585";"115";"14";"94";"26";"11";"46";"67";"18";"130";"14";"50"
"817002";"817002";"99";"17";"3";"299";"133";"1";"0";"132";"12";"2";"17";"9";"5";"6";"22";"9";"34";"4";"12"
"817003";"817003";"99";"17";"3";"1913";"793";"11";"2";"780";"180";"31";"120";"34";"24";"50";"113";"27";"147";"11";"43"
"817004";"817004";"99";"17";"3";"1939";"797";"14";"0";"783";"116";"28";"124";"53";"18";"39";"141";"20";"147";"23";"74"
"817005";"817005";"99";"17";"3";"493";"193";"2";"1";"190";"28";"5";"16";"4";"9";"21";"30";"17";"42";"3";"15"
"817006";"817006";"99";"17";"3";"1104";"447";"2";"0";"445";"89";"13";"42";"14";"10";"29";"51";"26";"110";"11";"50"
"819001";"819001";"97";"17";"3";"766";"337";"10";"0";"327";"45";"23";"31";"14";"4";"32";"42";"44";"71";"3";"18"
"819002";"819002";"97";"17";"3";"672";"210";"1";"0";"209";"34";"9";"12";"10";"6";"17";"28";"13";"63";"2";"15"
"819003";"819003";"97";"17";"3";"4690";"1303";"14";"11";"1278";"318";"32";"162";"68";"23";"93";"237";"49";"182";"17";"97"
"819005";"819005";"97";"17";"3";"319";"146";"1";"0";"145";"22";"8";"13";"1";"4";"9";"9";"6";"63";"1";"9"
"819006";"819006";"97";"17";"3";"859";"334";"4";"0";"330";"55";"11";"25";"14";"15";"15";"58";"15";"77";"7";"38"
"819007";"819007";"97";"17";"3";"1413";"540";"3";"1";"536";"62";"28";"68";"9";"7";"55";"43";"27";"189";"6";"42"
"819008";"819008";"97";"17";"3";"639";"229";"0";"1";"228";"24";"11";"24";"11";"4";"13";"29";"9";"82";"2";"19"
"819009";"819009";"97";"17";"3";"339";"116";"2";"0";"114";"14";"3";"4";"1";"1";"6";"15";"1";"46";"2";"21"
"819010";"819010";"97";"17";"3";"443";"160";"3";"0";"157";"18";"3";"11";"0";"2";"10";"15";"5";"71";"0";"22"
"821001";"821001";"97";"17";"3";"18248";"7581";"138";"19";"7424";"1883";"205";"954";"282";"275";"584";"1394";"237";"1063";"133";"414"
"821002";"821002";"97";"17";"3";"2697";"1035";"11";"3";"1021";"162";"53";"96";"30";"14";"90";"96";"53";"292";"14";"121"
"821003";"821003";"97";"17";"3";"1763";"714";"10";"2";"702";"85";"34";"37";"17";"14";"45";"71";"27";"286";"18";"68"
"821004";"821004";"97";"17";"3";"1360";"561";"6";"1";"554";"67";"26";"64";"17";"12";"52";"53";"14";"198";"3";"48"
"821005";"821005";"97";"17";"3";"1151";"517";"6";"4";"507";"65";"43";"61";"23";"8";"30";"81";"6";"144";"7";"39"
"823001";"823001";"102";"17";"3";"1093";"538";"9";"0";"529";"108";"19";"74";"15";"17";"53";"51";"10";"127";"6";"49"
"823002";"823002";"102";"17";"3";"411";"209";"0";"0";"209";"32";"13";"11";"3";"10";"18";"10";"1";"80";"3";"28"
"823003";"823003";"102";"17";"3";"743";"370";"5";"1";"364";"66";"19";"49";"16";"11";"24";"32";"6";"101";"9";"31"
"823004";"823004";"102";"17";"3";"533";"267";"4";"0";"263";"30";"16";"29";"4";"5";"5";"23";"1";"107";"2";"41"
"823005";"823005";"102";"17";"3";"389";"223";"3";"2";"218";"39";"8";"11";"4";"3";"19";"33";"10";"50";"3";"38"
"823006";"823006";"102";"17";"3";"291";"162";"4";"0";"158";"12";"4";"15";"2";"1";"13";"8";"10";"76";"0";"17"
"823007";"823007";"102";"17";"3";"286";"162";"4";"0";"158";"17";"4";"10";"2";"1";"18";"16";"5";"60";"5";"20"
"823008";"823008";"102";"17";"3";"6352";"2972";"73";"22";"2877";"911";"82";"480";"48";"136";"252";"392";"55";"305";"44";"172"
"825005";"825005";"95";"17";"3";"722";"202";"1";"1";"200";"21";"4";"32";"11";"4";"8";"30";"7";"45";"6";"32"
"825015";"825015";"95";"17";"3";"818";"268";"2";"3";"263";"45";"5";"31";"9";"8";"19";"44";"11";"63";"7";"21"
"825020";"825020";"95";"17";"3";"396";"98";"1";"0";"97";"23";"0";"8";"9";"1";"6";"12";"7";"17";"2";"12"
"827001";"827001";"103";"17";"3";"3463";"1471";"31";"3";"1437";"417";"25";"162";"44";"33";"77";"178";"22";"384";"16";"79"
"827002";"827002";"103";"17";"3";"464";"212";"3";"0";"209";"24";"3";"9";"10";"0";"8";"19";"5";"120";"0";"11"
"827003";"827003";"103";"17";"3";"937";"421";"5";"2";"414";"44";"5";"14";"11";"8";"19";"33";"9";"251";"1";"19"
"827004";"827004";"103";"17";"3";"390";"223";"3";"0";"220";"18";"12";"6";"0";"1";"6";"15";"4";"128";"10";"20"
"827005";"827005";"103";"17";"3";"382";"170";"0";"0";"170";"9";"5";"3";"6";"8";"6";"17";"3";"106";"1";"6"
"827006";"827006";"103";"17";"3";"1626";"873";"17";"2";"854";"124";"41";"65";"19";"44";"22";"176";"10";"276";"39";"38"
"827007";"827007";"103";"17";"3";"875";"411";"5";"0";"406";"58";"14";"26";"6";"3";"17";"33";"14";"206";"7";"22"
"829001";"829001";"98";"17";"3";"3564";"1567";"16";"2";"1549";"270";"80";"141";"37";"34";"109";"217";"53";"501";"23";"84"
"829002";"829002";"98";"17";"3";"1045";"418";"10";"0";"408";"37";"22";"17";"20";"2";"39";"42";"4";"180";"3";"42"
"829003";"829003";"98";"17";"3";"2363";"933";"20";"6";"907";"164";"38";"90";"32";"16";"74";"139";"14";"242";"9";"89"
"831001";"831001";"103";"17";"3";"2394";"1066";"18";"4";"1044";"292";"29";"194";"28";"36";"83";"132";"13";"184";"14";"39"
"831002";"831002";"103";"17";"3";"495";"249";"3";"1";"245";"22";"7";"29";"1";"8";"18";"29";"6";"97";"3";"25"
"831003";"831003";"103";"17";"3";"526";"247";"4";"1";"242";"31";"2";"18";"5";"4";"18";"14";"10";"117";"3";"20"
"831004";"831004";"103";"17";"3";"587";"214";"2";"1";"211";"41";"3";"31";"6";"5";"14";"45";"5";"37";"6";"18"
"831005";"831005";"103";"17";"3";"366";"196";"2";"0";"194";"24";"3";"15";"12";"3";"9";"27";"8";"70";"5";"18"
"831006";"831006";"103";"17";"3";"812";"279";"1";"0";"278";"45";"15";"4";"23";"5";"23";"36";"4";"92";"2";"29"
"831007";"831007";"103";"17";"3";"213";"116";"1";"0";"115";"6";"1";"9";"0";"1";"4";"8";"5";"67";"1";"13"
"833001";"833001";"103";"17";"3";"456";"211";"3";"0";"208";"7";"5";"15";"3";"2";"11";"14";"22";"109";"2";"18"
"833002";"833002";"103";"17";"3";"827";"415";"8";"0";"407";"76";"17";"47";"8";"12";"36";"28";"23";"125";"2";"33"
"833003";"833003";"103";"17";"3";"626";"288";"4";"1";"283";"39";"18";"13";"4";"0";"30";"7";"13";"132";"3";"24"
"833004";"833004";"103";"17";"3";"359";"188";"2";"0";"186";"12";"5";"14";"2";"2";"24";"10";"14";"86";"1";"16"
"833005";"833005";"103";"17";"3";"379";"193";"2";"0";"191";"26";"5";"6";"2";"1";"11";"5";"15";"103";"1";"16"
"833006";"833006";"103";"17";"3";"591";"223";"2";"0";"221";"29";"5";"21";"3";"5";"21";"22";"18";"72";"2";"23"
"833007";"833007";"103";"17";"3";"800";"388";"2";"1";"385";"69";"15";"14";"8";"11";"16";"48";"14";"148";"9";"33"
"835001";"835001";"98";"17";"3";"1954";"738";"14";"3";"721";"138";"28";"117";"24";"8";"74";"72";"30";"153";"10";"67"
"835002";"835002";"98";"17";"3";"2169";"711";"8";"7";"696";"216";"23";"55";"28";"28";"55";"129";"25";"72";"7";"58"
"835003";"835003";"98";"17";"3";"746";"333";"6";"0";"327";"56";"9";"46";"14";"7";"32";"74";"6";"51";"3";"29"
"835004";"835004";"98";"17";"3";"836";"394";"5";"0";"389";"82";"30";"60";"4";"4";"23";"32";"14";"109";"4";"27"
"835006";"835006";"98";"17";"3";"622";"267";"3";"0";"264";"26";"13";"20";"12";"6";"23";"30";"22";"88";"7";"17"
"835007";"835007";"98";"17";"3";"583";"261";"6";"2";"253";"36";"12";"27";"5";"6";"13";"33";"6";"89";"11";"15"
"835105";"835105";"98";"17";"3";"310";"135";"1";"0";"134";"19";"5";"3";"4";"0";"14";"21";"2";"51";"4";"11"
"837001";"837001";"102";"17";"3";"326";"128";"1";"0";"127";"27";"8";"15";"4";"6";"11";"19";"2";"22";"3";"10"
"837002";"837002";"102";"17";"3";"715";"298";"3";"0";"295";"86";"7";"31";"4";"11";"43";"31";"6";"59";"3";"14"
"837003";"837003";"102";"17";"3";"1216";"524";"7";"3";"514";"179";"14";"60";"10";"14";"28";"57";"12";"90";"5";"45"
"837004";"837004";"102";"17";"3";"474";"209";"3";"0";"206";"53";"8";"17";"8";"7";"12";"19";"4";"58";"4";"16"
"837005";"837005";"102";"17";"3";"1265";"534";"3";"0";"531";"116";"9";"34";"26";"26";"30";"103";"16";"110";"13";"48"
"837006";"837006";"102";"17";"3";"337";"158";"2";"0";"156";"47";"3";"12";"5";"4";"6";"18";"2";"31";"2";"26"
"837007";"837007";"102";"17";"3";"425";"176";"2";"0";"174";"44";"9";"21";"6";"4";"15";"18";"4";"33";"5";"15"
"837008";"837008";"102";"17";"3";"1135";"497";"7";"2";"488";"140";"16";"43";"12";"19";"39";"68";"20";"91";"7";"33"
"839001";"839001";"97";"17";"3";"2211";"902";"16";"2";"884";"202";"36";"99";"20";"16";"60";"79";"70";"235";"14";"53"
"839002";"839002";"97";"17";"3";"818";"342";"0";"1";"341";"48";"9";"20";"12";"7";"30";"41";"25";"123";"4";"22"
"839004";"839004";"97";"17";"3";"562";"249";"4";"0";"245";"30";"5";"10";"10";"4";"20";"23";"21";"82";"1";"39"
"839005";"839005";"97";"17";"3";"695";"304";"4";"1";"299";"55";"8";"29";"4";"3";"26";"22";"18";"101";"8";"25"
"839006";"839006";"97";"17";"3";"491";"217";"1";"0";"216";"41";"8";"34";"6";"4";"12";"35";"3";"54";"0";"19"
"839007";"839007";"97";"17";"3";"955";"391";"5";"1";"385";"57";"12";"27";"7";"2";"33";"43";"20";"137";"7";"40"
"839008";"839008";"97";"17";"3";"995";"398";"2";"2";"394";"60";"15";"31";"5";"8";"23";"44";"26";"142";"3";"37"
"841001";"841001";"95";"17";"3";"8368";"2499";"52";"9";"2438";"490";"46";"408";"111";"80";"144";"620";"53";"257";"57";"172"
"841002";"841002";"95";"17";"3";"153";"40";"0";"0";"40";"7";"0";"11";"1";"1";"0";"5";"1";"10";"0";"4"
