"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV2004 - Stemmeberettigede";"EV2004 - Afgivne stemmer";"EV2004 - Blanke stemmer";"EV2004 - Andre ugyldige stemmer";"EV2004 - Gyldige stemmer";"EV2004 - A. Socialdemokratiet";"EV2004 - B. Det Radikale Venstre";"EV2004 - C. Det Konservative Folkeparti";"EV2004 - F. Socialistisk Folkeparti";"EV2004 - J. JuniBevægelsen - Mod Union";"EV2004 - K. Kristendemokraterne";"EV2004 - N. Folkebevægelsen mod EU";"EV2004 - O. Dansk Folkeparti";"EV2004 - V. Venstre, Danmarks Liberale Parti"
"211002";"211002";"32";"5";"2";"3998";"1675";"21";"3";"1651";"638";"72";"187";"129";"194";"13";"90";"140";"188"
"211003";"211003";"32";"5";"2";"2749";"1162";"9";"3";"1150";"443";"55";"126";"96";"127";"5";"70";"95";"133"
"211004";"211004";"32";"5";"2";"3168";"1509";"17";"5";"1487";"445";"66";"222";"120";"176";"9";"116";"175";"158"
"211005";"211005";"32";"5";"2";"2142";"898";"16";"2";"880";"307";"34";"106";"58";"89";"7";"51";"98";"130"
"213001";"213001";"30";"5";"2";"3805";"1678";"13";"5";"1660";"442";"79";"225";"143";"165";"13";"112";"157";"324"
"213002";"213002";"30";"5";"2";"2483";"1139";"9";"0";"1130";"305";"71";"130";"101";"139";"15";"84";"91";"194"
"213004";"213004";"30";"5";"2";"3503";"1632";"17";"3";"1612";"462";"76";"153";"139";"157";"82";"119";"144";"280"
"213006";"213006";"30";"5";"2";"4859";"2391";"29";"4";"2358";"593";"143";"331";"220";"257";"37";"138";"181";"458"
"213007";"213007";"30";"5";"2";"1278";"624";"5";"2";"617";"146";"31";"80";"67";"66";"14";"55";"48";"110"
"215001";"215001";"32";"5";"2";"5601";"2579";"31";"4";"2544";"847";"140";"336";"184";"233";"27";"122";"212";"443"
"215002";"215002";"32";"5";"2";"785";"462";"8";"0";"454";"108";"34";"63";"47";"42";"7";"26";"36";"91"
"215003";"215003";"32";"5";"2";"405";"241";"4";"0";"237";"45";"12";"37";"16";"28";"5";"22";"19";"53"
"215004";"215004";"32";"5";"2";"2099";"1025";"8";"3";"1014";"282";"68";"131";"88";"87";"10";"75";"78";"195"
"215005";"215005";"32";"5";"2";"1713";"956";"10";"2";"944";"238";"60";"174";"79";"85";"4";"31";"81";"192"
"215006";"215006";"32";"5";"2";"2258";"1096";"16";"5";"1075";"262";"61";"101";"96";"143";"13";"94";"109";"196"
"215007";"215007";"32";"5";"2";"1556";"937";"6";"2";"929";"248";"75";"118";"102";"116";"11";"70";"53";"136"
"217001";"217001";"29";"5";"2";"7236";"3219";"42";"7";"3170";"1041";"209";"411";"335";"284";"23";"366";"183";"318"
"217002";"217002";"29";"5";"2";"9494";"4219";"40";"9";"4170";"1735";"151";"458";"338";"443";"23";"417";"320";"285"
"217003";"217003";"29";"5";"2";"5357";"2373";"20";"2";"2351";"909";"98";"280";"170";"242";"14";"210";"187";"241"
"217004";"217004";"29";"5";"2";"4031";"2178";"24";"3";"2151";"651";"172";"438";"167";"161";"4";"133";"129";"296"
"217005";"217005";"29";"5";"2";"3768";"1823";"23";"4";"1796";"493";"100";"342";"139";"179";"7";"104";"138";"294"
"217006";"217006";"29";"5";"2";"987";"501";"7";"1";"493";"144";"34";"76";"34";"54";"1";"44";"31";"75"
"217007";"217007";"29";"5";"2";"1227";"635";"4";"0";"631";"168";"48";"92";"42";"48";"5";"58";"50";"120"
"217008";"217008";"29";"5";"2";"719";"340";"4";"1";"335";"101";"24";"43";"24";"35";"6";"25";"40";"37"
"217009";"217009";"29";"5";"2";"3579";"1965";"20";"2";"1943";"562";"158";"399";"152";"147";"12";"108";"123";"282"
"217010";"217010";"29";"5";"2";"3343";"1909";"18";"4";"1887";"454";"186";"417";"159";"136";"10";"122";"125";"278"
"217011";"217011";"29";"5";"2";"4884";"2756";"30";"3";"2723";"698";"236";"607";"207";"216";"12";"167";"202";"378"
"219001";"219001";"31";"5";"2";"5695";"2758";"42";"3";"2713";"753";"201";"383";"355";"199";"61";"197";"158";"406"
"219002";"219002";"31";"5";"2";"4652";"2584";"29";"4";"2551";"814";"195";"341";"240";"210";"54";"141";"149";"407"
"219003";"219003";"31";"5";"2";"627";"366";"7";"1";"358";"77";"29";"51";"30";"38";"5";"14";"16";"98"
"219004";"219004";"31";"5";"2";"1181";"851";"11";"1";"839";"201";"95";"102";"145";"56";"20";"61";"28";"131"
"219005";"219005";"31";"5";"2";"1688";"891";"12";"0";"879";"227";"46";"105";"80";"75";"18";"44";"82";"202"
"219006";"219006";"31";"5";"2";"409";"241";"5";"0";"236";"52";"13";"30";"15";"26";"2";"9";"16";"73"
"219007";"219007";"31";"5";"2";"2432";"1375";"18";"5";"1352";"401";"79";"188";"139";"135";"24";"68";"87";"231"
"219008";"219008";"31";"5";"2";"1406";"884";"7";"0";"877";"217";"86";"148";"89";"63";"5";"59";"44";"166"
"219009";"219009";"31";"5";"2";"770";"557";"6";"1";"550";"110";"61";"82";"85";"41";"15";"30";"27";"99"
"219010";"219010";"31";"5";"2";"3177";"1799";"17";"2";"1780";"547";"126";"254";"205";"134";"60";"107";"88";"259"
"219011";"219011";"31";"5";"2";"4832";"2527";"23";"11";"2493";"735";"203";"332";"245";"244";"51";"174";"156";"353"
"221001";"221001";"32";"5";"2";"7479";"3456";"29";"14";"3413";"1123";"151";"336";"327";"433";"22";"291";"310";"420"
"223001";"223001";"30";"5";"2";"4571";"2629";"20";"6";"2603";"455";"220";"801";"114";"147";"11";"73";"183";"599"
"223002";"223002";"30";"5";"2";"4994";"2841";"18";"8";"2815";"621";"239";"756";"143";"167";"7";"83";"172";"627"
"223003";"223003";"30";"5";"2";"3227";"2117";"17";"6";"2094";"212";"160";"738";"55";"70";"12";"44";"120";"683"
"223004";"223004";"30";"5";"2";"359";"213";"1";"0";"212";"34";"16";"52";"13";"9";"0";"10";"16";"62"
"223005";"223005";"30";"5";"2";"4795";"2733";"27";"4";"2702";"460";"184";"871";"118";"121";"12";"65";"191";"680"
"225001";"225001";"32";"5";"2";"1256";"639";"9";"1";"629";"183";"23";"52";"70";"88";"2";"39";"57";"115"
"225002";"225002";"32";"5";"2";"3379";"1792";"21";"2";"1769";"597";"90";"220";"190";"198";"9";"130";"119";"216"
"225003";"225003";"32";"5";"2";"1099";"536";"5";"1";"530";"135";"24";"49";"48";"70";"2";"52";"88";"62"
"225004";"225004";"32";"5";"2";"1457";"648";"11";"1";"636";"191";"26";"44";"105";"74";"1";"56";"49";"90"
"227003";"227003";"30";"5";"2";"892";"499";"6";"1";"492";"91";"32";"117";"28";"32";"4";"17";"32";"139"
"227004";"227004";"30";"5";"2";"2868";"1598";"8";"6";"1584";"487";"141";"256";"146";"114";"14";"85";"108";"233"
"227005";"227005";"30";"5";"2";"3230";"1686";"16";"3";"1667";"447";"144";"297";"142";"101";"13";"87";"105";"331"
"227006";"227006";"30";"5";"2";"3348";"1653";"20";"3";"1630";"462";"107";"342";"80";"114";"10";"61";"143";"311"
"227007";"227007";"30";"5";"2";"2823";"1527";"15";"2";"1510";"457";"96";"270";"135";"116";"4";"64";"120";"248"
"229001";"229001";"32";"5";"2";"5164";"2260";"35";"6";"2219";"650";"110";"244";"174";"232";"16";"178";"168";"447"
"231001";"231001";"32";"5";"2";"1443";"889";"19";"0";"870";"241";"47";"122";"47";"92";"10";"34";"78";"199"
"231002";"231002";"32";"5";"2";"1517";"920";"36";"2";"882";"289";"28";"169";"56";"69";"10";"40";"64";"157"
"231003";"231003";"32";"5";"2";"864";"520";"15";"4";"501";"135";"14";"80";"39";"54";"9";"31";"43";"96"
"231004";"231004";"32";"5";"2";"406";"246";"7";"1";"238";"33";"8";"64";"15";"25";"2";"5";"26";"60"
"233001";"233001";"31";"5";"2";"2735";"1345";"16";"1";"1328";"392";"76";"190";"113";"128";"9";"72";"84";"264"
"233002";"233002";"31";"5";"2";"2902";"1433";"25";"5";"1403";"388";"77";"222";"97";"136";"4";"64";"100";"315"
"233003";"233003";"31";"5";"2";"891";"532";"10";"0";"522";"125";"29";"60";"54";"42";"2";"27";"40";"143"
"235001";"235001";"31";"5";"2";"2496";"1484";"20";"1";"1463";"352";"115";"281";"126";"141";"4";"63";"86";"295"
"235002";"235002";"31";"5";"2";"1161";"682";"7";"2";"673";"154";"51";"76";"74";"95";"5";"62";"44";"112"
"235003";"235003";"31";"5";"2";"4194";"2194";"29";"0";"2165";"668";"118";"349";"118";"176";"15";"99";"173";"449"
"235004";"235004";"31";"5";"2";"444";"218";"3";"0";"215";"51";"20";"25";"23";"30";"2";"9";"8";"47"
"235005";"235005";"31";"5";"2";"1370";"775";"9";"2";"764";"215";"54";"121";"63";"98";"1";"29";"57";"126"
"237001";"237001";"31";"5";"2";"6188";"2986";"51";"6";"2929";"988";"151";"437";"199";"268";"20";"159";"214";"493"
"237002";"237002";"31";"5";"2";"4472";"2022";"22";"4";"1996";"668";"74";"292";"131";"225";"10";"79";"176";"341"
"251001";"251001";"35";"6";"2";"2655";"1290";"14";"1";"1275";"373";"50";"150";"91";"142";"14";"71";"89";"295"
"251002";"251002";"35";"6";"2";"1942";"1058";"12";"3";"1043";"324";"61";"112";"68";"97";"4";"65";"96";"216"
"251003";"251003";"35";"6";"2";"1291";"697";"4";"2";"691";"192";"24";"87";"60";"81";"1";"44";"67";"135"
"251004";"251004";"35";"6";"2";"1148";"575";"7";"1";"567";"160";"34";"58";"29";"56";"9";"34";"35";"152"
"253001";"253001";"34";"6";"2";"988";"479";"7";"0";"472";"149";"24";"73";"27";"30";"2";"17";"47";"103"
"253002";"253002";"34";"6";"2";"2523";"1372";"9";"0";"1363";"358";"63";"294";"52";"86";"10";"35";"172";"293"
"253003";"253003";"34";"6";"2";"1999";"955";"5";"1";"949";"317";"63";"142";"40";"69";"8";"35";"90";"185"
"253004";"253004";"34";"6";"2";"3797";"1991";"20";"5";"1966";"594";"84";"388";"90";"123";"9";"72";"201";"405"
"253005";"253005";"34";"6";"2";"4152";"2150";"20";"1";"2129";"613";"82";"432";"117";"138";"28";"65";"200";"454"
"253006";"253006";"34";"6";"2";"1336";"652";"8";"0";"644";"186";"30";"108";"36";"52";"6";"24";"72";"130"
"253007";"253007";"34";"6";"2";"3990";"1888";"27";"1";"1860";"663";"59";"255";"76";"164";"10";"76";"209";"348"
"253008";"253008";"34";"6";"2";"2487";"1265";"17";"0";"1248";"386";"43";"197";"57";"90";"7";"59";"154";"255"
"253009";"253009";"34";"6";"2";"3006";"1190";"14";"0";"1176";"442";"45";"178";"64";"84";"8";"66";"155";"134"
"253010";"253010";"34";"6";"2";"4305";"1643";"20";"3";"1620";"628";"63";"217";"115";"127";"13";"76";"163";"218"
"253011";"253011";"34";"6";"2";"5793";"2564";"25";"11";"2528";"744";"126";"464";"137";"187";"8";"134";"276";"452"
"255001";"255001";"33";"6";"2";"1981";"1102";"11";"0";"1091";"323";"64";"141";"90";"92";"4";"54";"111";"212"
"255002";"255002";"33";"6";"2";"430";"265";"3";"0";"262";"61";"15";"37";"17";"17";"2";"11";"25";"77"
"255003";"255003";"33";"6";"2";"7037";"3519";"36";"7";"3476";"944";"207";"658";"197";"300";"18";"140";"318";"694"
"255004";"255004";"33";"6";"2";"1830";"994";"18";"0";"976";"315";"41";"156";"57";"86";"3";"42";"87";"189"
"257001";"257001";"35";"6";"2";"3007";"1723";"22";"4";"1697";"541";"122";"182";"219";"161";"13";"113";"93";"253"
"257002";"257002";"35";"6";"2";"432";"268";"6";"0";"262";"68";"20";"28";"33";"45";"3";"14";"19";"32"
"257003";"257003";"35";"6";"2";"2207";"1084";"21";"1";"1062";"344";"61";"120";"86";"102";"7";"54";"105";"183"
"259001";"259001";"34";"6";"2";"3084";"1582";"20";"3";"1559";"538";"87";"246";"118";"107";"9";"84";"147";"223"
"259002";"259002";"34";"6";"2";"4425";"1988";"24";"4";"1960";"767";"84";"276";"115";"134";"8";"119";"161";"296"
"259003";"259003";"34";"6";"2";"688";"366";"4";"1";"361";"102";"22";"72";"17";"32";"1";"12";"29";"74"
"259004";"259004";"34";"6";"2";"1546";"741";"15";"0";"726";"231";"29";"91";"45";"69";"2";"38";"71";"150"
"259005";"259005";"34";"6";"2";"3379";"1518";"14";"5";"1499";"565";"61";"171";"92";"127";"7";"113";"165";"198"
"259006";"259006";"34";"6";"2";"2980";"1320";"9";"3";"1308";"451";"49";"192";"59";"102";"6";"69";"168";"212"
"259007";"259007";"34";"6";"2";"2880";"1397";"15";"3";"1379";"474";"73";"165";"130";"118";"14";"95";"110";"200"
"259008";"259008";"34";"6";"2";"1023";"510";"11";"1";"498";"162";"23";"73";"34";"36";"7";"43";"44";"76"
"259009";"259009";"34";"6";"2";"3711";"1788";"16";"4";"1768";"683";"86";"226";"111";"139";"10";"94";"132";"287"
"259010";"259010";"34";"6";"2";"3874";"1971";"30";"1";"1940";"655";"103";"323";"146";"140";"6";"93";"160";"314"
"259011";"259011";"34";"6";"2";"1764";"697";"9";"6";"682";"273";"18";"79";"61";"57";"3";"41";"53";"97"
"261001";"261001";"35";"6";"2";"1578";"959";"19";"1";"939";"278";"66";"109";"63";"71";"5";"57";"47";"243"
"261002";"261002";"35";"6";"2";"398";"260";"0";"0";"260";"60";"13";"33";"33";"32";"1";"10";"10";"68"
"261003";"261003";"35";"6";"2";"1708";"1198";"8";"3";"1187";"297";"124";"159";"126";"94";"8";"63";"34";"282"
"261004";"261004";"35";"6";"2";"1844";"1003";"14";"2";"987";"310";"56";"102";"51";"83";"16";"38";"63";"268"
"261005";"261005";"35";"6";"2";"867";"513";"6";"1";"506";"138";"29";"57";"41";"43";"2";"25";"37";"134"
"263001";"263001";"35";"6";"2";"1619";"872";"6";"2";"864";"277";"54";"131";"54";"62";"10";"53";"51";"172"
"263002";"263002";"35";"6";"2";"2749";"1583";"20";"2";"1561";"581";"82";"202";"81";"132";"7";"102";"86";"288"
"263003";"263003";"35";"6";"2";"859";"451";"6";"0";"445";"144";"15";"57";"24";"33";"4";"14";"34";"120"
"263004";"263004";"35";"6";"2";"286";"171";"1";"0";"170";"56";"5";"20";"17";"12";"0";"0";"19";"41"
"263005";"263005";"35";"6";"2";"1183";"681";"7";"2";"672";"183";"34";"79";"45";"85";"4";"39";"37";"166"
"265001";"265001";"33";"6";"2";"4535";"2511";"32";"4";"2475";"773";"221";"334";"322";"208";"27";"199";"113";"278"
"265002";"265002";"33";"6";"2";"4468";"2677";"28";"2";"2647";"789";"212";"474";"242";"205";"21";"121";"159";"424"
"265003";"265003";"33";"6";"2";"6173";"3319";"30";"2";"3287";"1149";"237";"310";"439";"348";"31";"259";"175";"339"
"265004";"265004";"33";"6";"2";"3610";"1756";"16";"1";"1739";"613";"117";"166";"221";"155";"20";"149";"107";"191"
"265005";"265005";"33";"6";"2";"4889";"2404";"29";"6";"2369";"887";"150";"290";"205";"208";"26";"122";"206";"275"
"265006";"265006";"33";"6";"2";"6572";"3982";"31";"7";"3944";"1040";"347";"705";"444";"313";"26";"185";"206";"678"
"265007";"265007";"33";"6";"2";"3239";"1966";"19";"2";"1945";"701";"124";"321";"137";"140";"16";"83";"89";"334"
"265008";"265008";"33";"6";"2";"1658";"942";"16";"3";"923";"316";"56";"132";"51";"89";"17";"41";"73";"148"
"265009";"265009";"33";"6";"2";"867";"461";"13";"0";"448";"150";"24";"66";"33";"38";"3";"26";"36";"72"
"265010";"265010";"33";"6";"2";"4447";"1914";"25";"6";"1883";"769";"98";"157";"174";"216";"11";"155";"146";"157"
"267001";"267001";"35";"6";"2";"3607";"1932";"26";"6";"1900";"586";"91";"288";"150";"167";"18";"106";"154";"340"
"267002";"267002";"35";"6";"2";"2399";"1177";"13";"5";"1159";"353";"71";"185";"76";"101";"7";"56";"93";"217"
"267003";"267003";"35";"6";"2";"990";"470";"2";"0";"468";"112";"21";"45";"38";"64";"6";"14";"57";"111"
"267004";"267004";"35";"6";"2";"2340";"1064";"17";"4";"1043";"311";"43";"163";"61";"74";"4";"52";"100";"235"
"267005";"267005";"35";"6";"2";"1261";"648";"12";"0";"636";"187";"14";"137";"40";"54";"4";"41";"57";"102"
"269001";"269001";"34";"6";"2";"3025";"1528";"17";"2";"1509";"528";"70";"199";"102";"135";"5";"78";"126";"266"
"269002";"269002";"34";"6";"2";"604";"329";"7";"0";"322";"80";"19";"50";"24";"29";"2";"16";"19";"83"
"269003";"269003";"34";"6";"2";"553";"340";"5";"0";"335";"89";"24";"48";"28";"27";"0";"9";"33";"77"
"269004";"269004";"34";"6";"2";"4193";"2054";"24";"3";"2027";"591";"79";"404";"102";"147";"2";"78";"197";"427"
"269005";"269005";"34";"6";"2";"6582";"3190";"35";"2";"3153";"918";"142";"576";"180";"254";"11";"132";"280";"660"
"271001";"271001";"34";"6";"2";"1634";"800";"4";"1";"795";"221";"24";"111";"54";"74";"4";"51";"99";"157"
"271002";"271002";"34";"6";"2";"2179";"1250";"16";"0";"1234";"389";"48";"219";"55";"87";"4";"52";"115";"265"
"271003";"271003";"34";"6";"2";"2086";"1035";"12";"0";"1023";"369";"23";"120";"52";"95";"6";"57";"85";"216"
"271004";"271004";"34";"6";"2";"230";"121";"1";"0";"120";"37";"0";"21";"14";"10";"0";"13";"8";"17"
"271005";"271005";"34";"6";"2";"665";"353";"13";"0";"340";"57";"16";"57";"22";"38";"3";"31";"25";"91"
"271006";"271006";"34";"6";"2";"929";"516";"7";"0";"509";"173";"17";"78";"27";"42";"5";"37";"42";"88"
"271007";"271007";"34";"6";"2";"167";"86";"0";"0";"86";"17";"5";"10";"6";"14";"0";"6";"4";"24"
"301001";"301001";"37";"7";"2";"508";"296";"3";"0";"293";"84";"19";"17";"42";"31";"3";"16";"20";"61"
"301002";"301002";"37";"7";"2";"2012";"814";"6";"1";"807";"256";"36";"64";"87";"83";"4";"39";"100";"138"
"301003";"301003";"37";"7";"2";"362";"205";"1";"0";"204";"45";"12";"12";"16";"21";"5";"14";"28";"51"
"301004";"301004";"37";"7";"2";"648";"295";"3";"1";"291";"91";"9";"19";"21";"29";"6";"17";"39";"60"
"301005";"301005";"37";"7";"2";"1614";"686";"11";"0";"675";"293";"33";"54";"41";"49";"3";"25";"44";"133"
"301006";"301006";"37";"7";"2";"930";"393";"6";"3";"384";"112";"12";"26";"49";"53";"4";"20";"40";"68"
"303001";"303001";"39";"7";"2";"3594";"1473";"19";"3";"1451";"465";"60";"201";"94";"117";"44";"61";"111";"298"
"303002";"303002";"39";"7";"2";"1342";"582";"7";"2";"573";"210";"16";"59";"34";"70";"5";"34";"44";"101"
"303003";"303003";"39";"7";"2";"557";"255";"1";"0";"254";"77";"16";"26";"13";"26";"6";"10";"24";"56"
"305001";"305001";"37";"7";"2";"2934";"1290";"18";"3";"1269";"394";"103";"162";"98";"134";"4";"54";"104";"216"
"305002";"305002";"37";"7";"2";"3003";"1287";"22";"2";"1263";"412";"88";"129";"102";"114";"18";"58";"94";"248"
"305003";"305003";"37";"7";"2";"1969";"824";"12";"2";"810";"263";"50";"53";"68";"97";"1";"58";"81";"139"
"305004";"305004";"37";"7";"2";"2537";"1105";"11";"0";"1094";"343";"93";"117";"97";"102";"9";"66";"66";"201"
"307001";"307001";"40";"7";"2";"3297";"1581";"14";"1";"1566";"486";"83";"154";"126";"158";"11";"76";"110";"362"
"307003";"307003";"40";"7";"2";"1566";"713";"11";"0";"702";"244";"25";"61";"36";"76";"3";"42";"51";"164"
"309001";"309001";"38";"7";"2";"2342";"965";"12";"4";"949";"378";"39";"75";"40";"87";"1";"45";"67";"217"
"309002";"309002";"38";"7";"2";"1381";"668";"6";"1";"661";"206";"24";"66";"40";"48";"1";"26";"49";"201"
"309003";"309003";"38";"7";"2";"499";"240";"2";"0";"238";"75";"7";"25";"15";"23";"2";"20";"22";"49"
"309004";"309004";"38";"7";"2";"819";"405";"5";"0";"400";"109";"13";"33";"12";"54";"3";"29";"39";"108"
"311001";"311001";"40";"7";"2";"1326";"594";"6";"1";"587";"214";"30";"61";"30";"43";"0";"25";"44";"140"
"311002";"311002";"40";"7";"2";"1131";"542";"7";"0";"535";"132";"24";"61";"36";"39";"0";"19";"75";"149"
"311003";"311003";"40";"7";"2";"1065";"501";"6";"0";"495";"133";"30";"48";"35";"33";"6";"11";"42";"157"
"311004";"311004";"40";"7";"2";"1363";"645";"4";"3";"638";"217";"38";"64";"26";"52";"2";"18";"46";"175"
"313001";"313001";"39";"7";"2";"8531";"4000";"49";"10";"3941";"1255";"236";"483";"270";"406";"33";"225";"279";"754"
"313003";"313003";"39";"7";"2";"1210";"597";"7";"0";"590";"162";"34";"50";"36";"73";"2";"42";"71";"120"
"313004";"313004";"39";"7";"2";"495";"265";"6";"0";"259";"64";"10";"21";"18";"24";"3";"10";"27";"82"
"313005";"313005";"39";"7";"2";"685";"323";"8";"1";"314";"92";"16";"17";"21";"26";"5";"32";"21";"84"
"315001";"315001";"36";"7";"2";"5506";"2533";"47";"6";"2480";"755";"287";"313";"279";"248";"12";"140";"132";"314"
"315002";"315002";"36";"7";"2";"6342";"2589";"35";"5";"2549";"926";"217";"280";"267";"260";"21";"91";"181";"306"
"315003";"315003";"36";"7";"2";"5351";"2502";"17";"7";"2478";"799";"306";"329";"238";"197";"23";"99";"141";"346"
"315004";"315004";"36";"7";"2";"2230";"1057";"18";"1";"1038";"320";"109";"148";"91";"89";"5";"47";"47";"182"
"315005";"315005";"36";"7";"2";"753";"405";"3";"0";"402";"139";"18";"21";"46";"60";"0";"22";"48";"48"
"315006";"315006";"36";"7";"2";"3142";"1644";"17";"0";"1627";"508";"130";"196";"124";"175";"19";"61";"128";"286"
"315007";"315007";"36";"7";"2";"800";"316";"4";"0";"312";"97";"22";"28";"18";"37";"3";"12";"23";"72"
"315008";"315008";"36";"7";"2";"1777";"955";"19";"3";"933";"244";"94";"65";"55";"133";"1";"58";"87";"196"
"317001";"317001";"38";"7";"2";"250";"127";"2";"0";"125";"32";"11";"13";"8";"4";"2";"7";"15";"33"
"317002";"317002";"38";"7";"2";"1029";"462";"13";"0";"449";"151";"30";"31";"25";"39";"3";"22";"40";"108"
"317003";"317003";"38";"7";"2";"360";"134";"0";"0";"134";"41";"5";"6";"11";"14";"3";"6";"15";"33"
"317004";"317004";"38";"7";"2";"570";"284";"7";"0";"277";"85";"24";"24";"20";"26";"1";"8";"28";"61"
"317005";"317005";"38";"7";"2";"1512";"656";"13";"1";"642";"213";"32";"55";"35";"47";"2";"29";"41";"188"
"317006";"317006";"38";"7";"2";"354";"178";"3";"0";"175";"51";"12";"12";"14";"24";"1";"14";"12";"35"
"319001";"319001";"38";"7";"2";"2000";"897";"21";"2";"874";"312";"44";"79";"63";"73";"6";"33";"65";"199"
"319002";"319002";"38";"7";"2";"1543";"797";"18";"1";"778";"318";"34";"75";"37";"44";"5";"32";"65";"168"
"319003";"319003";"38";"7";"2";"616";"252";"5";"1";"246";"75";"8";"20";"21";"34";"0";"15";"22";"51"
"319004";"319004";"38";"7";"2";"410";"206";"2";"0";"204";"60";"6";"19";"26";"22";"4";"12";"16";"39"
"319005";"319005";"38";"7";"2";"425";"220";"3";"1";"216";"52";"19";"17";"22";"33";"1";"14";"9";"49"
"319006";"319006";"38";"7";"2";"651";"317";"2";"0";"315";"87";"10";"27";"22";"41";"0";"24";"27";"77"
"319007";"319007";"38";"7";"2";"509";"239";"6";"1";"232";"55";"5";"18";"17";"31";"2";"16";"22";"66"
"321001";"321001";"36";"7";"2";"1307";"641";"6";"0";"635";"148";"53";"68";"56";"67";"1";"35";"39";"168"
"321002";"321002";"36";"7";"2";"1630";"773";"7";"1";"765";"269";"56";"76";"47";"92";"11";"22";"47";"145"
"321003";"321003";"36";"7";"2";"1457";"657";"6";"2";"649";"220";"36";"59";"49";"51";"3";"39";"44";"148"
"323001";"323001";"38";"7";"2";"3177";"1521";"15";"1";"1505";"493";"94";"169";"138";"123";"22";"75";"121";"270"
"323002";"323002";"38";"7";"2";"2503";"898";"12";"2";"884";"412";"39";"49";"70";"82";"3";"41";"74";"114"
"323003";"323003";"38";"7";"2";"885";"391";"8";"1";"382";"133";"37";"33";"30";"17";"0";"8";"29";"95"
"323004";"323004";"38";"7";"2";"1585";"626";"12";"1";"613";"277";"32";"40";"36";"37";"1";"20";"62";"108"
