"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV2014 - Personlige stemmer i alt";"EV2014 - A - personlige stemmer i alt";"EV2014 - B - personlige stemmer i alt";"EV2014 - C - personlige stemmer i alt";"EV2014 - F - personlige stemmer i alt";"EV2014 - I - personlige stemmer i alt";"EV2014 - N - personlige stemmer i alt";"EV2014 - O - personlige stemmer i alt";"EV2014 - V - personlige stemmer i alt";"EV2014 - A-01";"EV2014 - A-02";"EV2014 - A-03";"EV2014 - A-04";"EV2014 - A-05";"EV2014 - A-06";"EV2014 - A-07";"EV2014 - A-08";"EV2014 - B-01";"EV2014 - B-02";"EV2014 - B-03";"EV2014 - B-04";"EV2014 - B-05";"EV2014 - B-06";"EV2014 - B-07";"EV2014 - C-01";"EV2014 - C-02";"EV2014 - C-03";"EV2014 - C-04";"EV2014 - C-05";"EV2014 - C-06";"EV2014 - C-07";"EV2014 - C-08";"EV2014 - C-09";"EV2014 - C-10";"EV2014 - F-01";"EV2014 - F-02";"EV2014 - F-03";"EV2014 - F-04";"EV2014 - F-05";"EV2014 - F-06";"EV2014 - F-07";"EV2014 - F-08";"EV2014 - F-09";"EV2014 - F-10";"EV2014 - F-11";"EV2014 - F-12";"EV2014 - F-13";"EV2014 - F-14";"EV2014 - F-15";"EV2014 - F-16";"EV2014 - F-17";"EV2014 - F-18";"EV2014 - F-19";"EV2014 - F-20";"EV2014 - I-01";"EV2014 - I-02";"EV2014 - I-03";"EV2014 - I-04";"EV2014 - I-05";"EV2014 - I-06";"EV2014 - I-07";"EV2014 - I-08";"EV2014 - I-09";"EV2014 - N-01";"EV2014 - N-02";"EV2014 - N-03";"EV2014 - N-04";"EV2014 - N-05";"EV2014 - N-06";"EV2014 - N-07";"EV2014 - N-08";"EV2014 - N-09";"EV2014 - N-10";"EV2014 - N-11";"EV2014 - N-12";"EV2014 - N-13";"EV2014 - N-14";"EV2014 - N-15";"EV2014 - N-16";"EV2014 - N-17";"EV2014 - N-18";"EV2014 - N-19";"EV2014 - N-20";"EV2014 - O-01";"EV2014 - O-02";"EV2014 - O-03";"EV2014 - O-04";"EV2014 - O-05";"EV2014 - O-06";"EV2014 - O-07";"EV2014 - O-08";"EV2014 - O-09";"EV2014 - O-10";"EV2014 - V-01";"EV2014 - V-02";"EV2014 - V-03";"EV2014 - V-04";"EV2014 - V-05";"EV2014 - V-06";"EV2014 - V-07";"EV2014 - V-08";"EV2014 - V-09";"EV2014 - V-10";"EV2014 - V-11";"EV2014 - V-12";"EV2014 - V-13";"EV2014 - V-14";"EV2014 - V-15";"EV2014 - V-16"
"630004";"630004";"57";"7";"2";"783";"106";"24";"69";"36";"23";"27";"262";"236";"62";"1";"35";"1";"5";"1";"1";"0";"21";"0";"1";"1";"0";"0";"1";"61";"0";"6";"0";"0";"1";"0";"0";"1";"0";"32";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"22";"0";"0";"0";"1";"0";"0";"0";"0";"19";"2";"1";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"237";"4";"2";"2";"2";"11";"2";"2";"0";"0";"91";"1";"92";"1";"0";"5";"0";"0";"18";"2";"0";"0";"15";"9";"0";"2"
"630005";"630005";"57";"7";"2";"671";"110";"27";"57";"44";"9";"19";"231";"174";"56";"2";"42";"0";"4";"3";"2";"1";"16";"2";"0";"1";"4";"1";"3";"48";"1";"8";"0";"0";"0";"0";"0";"0";"0";"36";"1";"3";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"206";"1";"2";"1";"1";"8";"4";"5";"0";"3";"66";"0";"64";"0";"1";"3";"1";"0";"15";"1";"1";"0";"20";"1";"1";"0"
"630006";"630006";"57";"7";"2";"1235";"176";"66";"129";"60";"32";"24";"369";"379";"87";"2";"81";"0";"3";"1";"2";"0";"61";"3";"0";"1";"0";"0";"1";"121";"1";"3";"1";"2";"0";"0";"0";"0";"1";"51";"2";"0";"0";"1";"0";"0";"1";"1";"0";"0";"2";"0";"2";"0";"0";"0";"0";"0";"0";"26";"0";"1";"3";"1";"1";"0";"0";"0";"13";"3";"1";"3";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"326";"4";"1";"2";"1";"25";"2";"4";"1";"3";"158";"0";"149";"0";"1";"4";"2";"1";"18";"9";"0";"2";"30";"5";"0";"0"
"630007";"630007";"57";"7";"2";"340";"60";"24";"3";"20";"8";"9";"139";"77";"36";"0";"22";"0";"1";"0";"1";"0";"14";"0";"0";"2";"0";"0";"8";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"16";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"7";"0";"0";"1";"0";"0";"0";"0";"0";"6";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"130";"2";"0";"1";"0";"4";"0";"1";"1";"0";"32";"0";"27";"0";"0";"1";"1";"3";"2";"2";"0";"0";"9";"0";"0";"0"
"630008";"630008";"57";"7";"2";"666";"115";"35";"55";"51";"19";"16";"209";"166";"57";"2";"49";"1";"4";"1";"1";"0";"27";"0";"0";"4";"2";"0";"2";"47";"2";"3";"1";"1";"0";"1";"0";"0";"0";"38";"2";"1";"1";"2";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"1";"2";"1";"16";"1";"2";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"177";"1";"0";"1";"0";"23";"3";"2";"1";"1";"62";"1";"74";"0";"0";"4";"0";"0";"4";"6";"0";"0";"14";"0";"1";"0"
"630009";"630009";"57";"7";"2";"3349";"646";"171";"261";"313";"85";"209";"1159";"505";"289";"17";"292";"12";"17";"7";"7";"5";"115";"7";"9";"6";"11";"4";"19";"217";"6";"23";"5";"0";"3";"1";"0";"3";"3";"264";"4";"4";"3";"6";"5";"3";"2";"2";"4";"0";"1";"0";"0";"1";"2";"3";"5";"2";"2";"64";"1";"2";"3";"6";"4";"3";"1";"1";"140";"13";"4";"12";"5";"3";"7";"0";"2";"2";"2";"1";"3";"0";"8";"1";"2";"2";"0";"2";"1054";"19";"13";"11";"5";"27";"4";"18";"4";"4";"237";"5";"55";"7";"7";"20";"1";"4";"74";"7";"3";"3";"66";"15";"1";"0"
"630010";"630010";"57";"7";"2";"457";"63";"15";"48";"32";"7";"24";"149";"119";"24";"1";"32";"3";"1";"2";"0";"0";"12";"0";"1";"1";"0";"0";"1";"39";"0";"6";"0";"0";"0";"0";"3";"0";"0";"28";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"1";"0";"0";"1";"0";"0";"0";"0";"12";"2";"0";"4";"0";"2";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"139";"2";"5";"0";"0";"1";"0";"1";"1";"0";"57";"0";"35";"0";"0";"2";"0";"0";"12";"2";"0";"0";"10";"1";"0";"0"
"630011";"630011";"57";"7";"2";"1725";"303";"114";"158";"106";"56";"50";"532";"406";"140";"6";"147";"1";"1";"4";"3";"1";"89";"5";"1";"3";"6";"0";"10";"150";"0";"3";"0";"1";"0";"0";"2";"1";"1";"94";"1";"1";"1";"2";"0";"1";"0";"0";"0";"0";"2";"0";"0";"2";"0";"0";"1";"0";"1";"50";"2";"1";"0";"2";"1";"0";"0";"0";"34";"7";"2";"3";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"489";"12";"6";"1";"1";"10";"6";"4";"2";"1";"229";"2";"32";"3";"0";"20";"1";"4";"38";"10";"0";"2";"59";"3";"1";"2"
"630012";"630012";"57";"7";"2";"1304";"205";"97";"163";"125";"37";"38";"346";"293";"96";"1";"94";"5";"3";"3";"2";"1";"77";"1";"4";"4";"5";"1";"5";"145";"7";"5";"1";"2";"0";"0";"1";"1";"1";"110";"3";"1";"2";"1";"1";"0";"0";"1";"1";"0";"0";"0";"2";"0";"0";"1";"1";"1";"0";"33";"2";"0";"0";"2";"0";"0";"0";"0";"27";"2";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"334";"2";"1";"1";"1";"5";"1";"0";"0";"1";"167";"0";"14";"2";"3";"21";"0";"4";"49";"5";"1";"1";"24";"1";"0";"1"
"630013";"630013";"57";"7";"2";"849";"166";"51";"49";"102";"12";"44";"313";"112";"77";"7";"69";"3";"6";"0";"4";"0";"43";"1";"0";"2";"0";"0";"5";"40";"1";"8";"0";"0";"0";"0";"0";"0";"0";"86";"1";"0";"0";"1";"0";"4";"1";"1";"1";"1";"0";"0";"0";"0";"1";"1";"2";"2";"0";"6";"0";"0";"2";"0";"2";"1";"0";"1";"27";"2";"4";"3";"2";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"0";"1";"285";"4";"5";"1";"0";"9";"2";"5";"0";"2";"65";"0";"10";"0";"0";"5";"1";"0";"14";"0";"0";"1";"15";"1";"0";"0"
"630014";"630014";"57";"7";"2";"975";"213";"55";"79";"112";"25";"52";"322";"117";"91";"3";"101";"3";"9";"2";"2";"2";"44";"3";"0";"2";"4";"0";"2";"70";"0";"6";"2";"0";"0";"0";"0";"0";"1";"91";"1";"1";"1";"3";"1";"0";"0";"0";"2";"0";"2";"2";"1";"0";"1";"0";"4";"1";"1";"20";"0";"1";"0";"1";"3";"0";"0";"0";"41";"2";"2";"1";"1";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"289";"5";"6";"1";"0";"12";"4";"3";"0";"2";"64";"1";"12";"2";"1";"6";"0";"0";"11";"0";"0";"0";"19";"0";"0";"1"
"630015";"630015";"57";"7";"2";"1079";"231";"46";"77";"107";"22";"70";"384";"142";"115";"7";"91";"4";"8";"0";"5";"1";"36";"2";"0";"2";"4";"0";"2";"68";"0";"9";"0";"0";"0";"0";"0";"0";"0";"89";"6";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"3";"0";"0";"1";"4";"1";"0";"18";"0";"0";"0";"0";"1";"0";"2";"1";"47";"6";"2";"5";"2";"1";"2";"0";"0";"0";"1";"0";"0";"2";"1";"0";"0";"1";"0";"0";"356";"4";"3";"1";"0";"9";"3";"5";"1";"2";"69";"3";"16";"3";"0";"5";"0";"2";"17";"4";"0";"0";"22";"1";"0";"0"
"630016";"630016";"56";"7";"2";"817";"154";"84";"68";"58";"17";"35";"235";"166";"49";"1";"91";"2";"5";"2";"3";"1";"34";"0";"0";"2";"3";"0";"45";"58";"3";"6";"1";"0";"0";"0";"0";"0";"0";"53";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"1";"1";"0";"17";"0";"0";"0";"0";"0";"0";"0";"0";"25";"2";"0";"4";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"217";"5";"3";"0";"0";"4";"1";"5";"0";"0";"75";"0";"18";"1";"0";"10";"0";"1";"18";"4";"0";"0";"36";"1";"1";"1"
"630017";"630017";"56";"7";"2";"1827";"270";"62";"238";"72";"37";"34";"642";"472";"127";"5";"125";"2";"8";"1";"1";"1";"52";"1";"1";"3";"2";"0";"3";"192";"3";"37";"2";"0";"2";"1";"0";"0";"1";"57";"4";"2";"0";"3";"2";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"0";"34";"2";"0";"1";"0";"0";"0";"0";"0";"24";"4";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"2";"577";"14";"8";"1";"2";"27";"1";"5";"0";"7";"248";"0";"128";"1";"2";"10";"3";"2";"43";"2";"1";"0";"27";"5";"0";"0"
"630018";"630018";"56";"7";"2";"800";"90";"32";"60";"42";"13";"24";"372";"167";"55";"0";"29";"4";"1";"1";"0";"0";"27";"1";"0";"1";"2";"0";"1";"40";"0";"18";"0";"0";"0";"0";"0";"1";"1";"35";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"0";"12";"0";"0";"0";"0";"0";"0";"1";"0";"17";"2";"0";"2";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"320";"17";"7";"1";"2";"18";"1";"5";"0";"1";"73";"2";"46";"3";"0";"7";"4";"0";"5";"0";"0";"0";"25";"2";"0";"0"
"630019";"630019";"56";"7";"2";"401";"51";"11";"44";"30";"7";"16";"131";"111";"21";"3";"21";"0";"1";"2";"2";"1";"10";"0";"0";"1";"0";"0";"0";"36";"1";"4";"0";"2";"1";"0";"0";"0";"0";"19";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"3";"0";"0";"6";"1";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"116";"3";"4";"0";"0";"3";"0";"4";"0";"1";"50";"1";"32";"1";"0";"4";"1";"1";"7";"2";"0";"0";"12";"0";"0";"0"
"630020";"630020";"56";"7";"2";"393";"45";"7";"27";"23";"8";"7";"136";"140";"23";"1";"14";"2";"3";"1";"1";"0";"6";"1";"0";"0";"0";"0";"0";"26";"0";"1";"0";"0";"0";"0";"0";"0";"0";"16";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"2";"0";"0";"0";"1";"0";"0";"4";"0";"0";"0";"0";"2";"1";"1";"0";"6";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"123";"3";"0";"2";"0";"4";"4";"0";"0";"0";"74";"1";"39";"0";"0";"0";"1";"0";"8";"2";"0";"0";"14";"1";"0";"0"
"630021";"630021";"56";"7";"2";"367";"24";"14";"45";"21";"9";"7";"122";"125";"14";"0";"8";"0";"1";"0";"0";"1";"14";"0";"0";"0";"0";"0";"0";"35";"0";"10";"0";"0";"0";"0";"0";"0";"0";"17";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"8";"1";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"108";"2";"2";"0";"0";"8";"0";"1";"0";"1";"47";"0";"44";"0";"0";"2";"2";"1";"10";"0";"2";"0";"16";"1";"0";"0"
"630022";"630022";"56";"7";"2";"185";"22";"12";"12";"8";"4";"7";"55";"65";"7";"0";"14";"0";"0";"1";"0";"0";"10";"0";"1";"1";"0";"0";"0";"11";"0";"1";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"1";"2";"1";"0";"0";"0";"0";"1";"0";"21";"0";"34";"0";"0";"0";"1";"2";"5";"0";"0";"0";"2";"0";"0";"0"
"630023";"630023";"56";"7";"2";"480";"65";"20";"54";"33";"7";"17";"168";"116";"30";"2";"28";"1";"3";"0";"1";"0";"10";"0";"1";"1";"0";"1";"7";"47";"1";"6";"0";"0";"0";"0";"0";"0";"0";"30";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"11";"1";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"150";"4";"5";"0";"2";"3";"1";"2";"0";"1";"64";"1";"20";"1";"0";"2";"2";"0";"9";"1";"0";"1";"11";"4";"0";"0"
"630024";"630024";"56";"7";"2";"1459";"300";"125";"135";"215";"21";"46";"288";"329";"138";"1";"130";"15";"9";"1";"3";"3";"102";"2";"3";"1";"4";"0";"13";"116";"1";"15";"0";"0";"0";"0";"1";"1";"1";"191";"2";"2";"2";"0";"4";"0";"1";"1";"2";"1";"0";"0";"2";"0";"1";"0";"0";"3";"3";"20";"0";"1";"0";"0";"0";"0";"0";"0";"30";"4";"0";"6";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"272";"4";"2";"0";"3";"5";"0";"2";"0";"0";"176";"1";"59";"2";"0";"9";"0";"0";"29";"5";"1";"1";"42";"4";"0";"0"
"630025";"630025";"56";"7";"2";"580";"56";"28";"42";"51";"5";"23";"196";"179";"23";"0";"26";"0";"4";"0";"1";"2";"23";"3";"0";"1";"0";"0";"1";"35";"0";"7";"0";"0";"0";"0";"0";"0";"0";"44";"4";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0";"2";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"177";"6";"2";"0";"2";"6";"0";"3";"0";"0";"93";"2";"48";"0";"0";"3";"0";"0";"15";"1";"0";"0";"15";"2";"0";"0"
"630026";"630026";"56";"7";"2";"466";"82";"24";"54";"45";"12";"17";"129";"103";"43";"0";"36";"1";"1";"0";"0";"1";"17";"0";"2";"1";"2";"0";"2";"39";"0";"13";"0";"2";"0";"0";"0";"0";"0";"37";"3";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"10";"0";"1";"0";"1";"0";"0";"0";"0";"10";"2";"2";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"121";"1";"2";"0";"1";"0";"1";"0";"1";"2";"50";"0";"9";"1";"0";"4";"0";"1";"13";"0";"1";"0";"15";"6";"3";"0"
"630027";"630027";"56";"7";"2";"805";"124";"33";"76";"54";"16";"16";"255";"231";"59";"0";"62";"1";"1";"1";"0";"0";"24";"0";"1";"0";"3";"0";"5";"65";"3";"5";"1";"0";"1";"0";"0";"1";"0";"46";"2";"2";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"13";"0";"1";"2";"0";"0";"0";"0";"0";"11";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"233";"1";"8";"2";"0";"7";"3";"1";"0";"0";"96";"1";"57";"2";"0";"6";"0";"0";"29";"7";"1";"0";"32";"0";"0";"0"
"630028";"630028";"56";"7";"2";"532";"48";"24";"53";"46";"16";"23";"157";"165";"18";"1";"27";"0";"1";"1";"0";"0";"20";"0";"1";"0";"1";"1";"1";"45";"1";"6";"0";"0";"0";"1";"0";"0";"0";"42";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"15";"0";"0";"0";"0";"1";"0";"0";"0";"16";"2";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"138";"2";"3";"2";"0";"9";"2";"1";"0";"0";"68";"0";"60";"2";"0";"7";"0";"0";"10";"1";"1";"0";"16";"0";"0";"0"
"630029";"630029";"56";"7";"2";"541";"77";"19";"64";"36";"7";"9";"182";"147";"33";"1";"40";"0";"1";"0";"1";"1";"17";"0";"2";"0";"0";"0";"0";"54";"0";"7";"1";"1";"0";"0";"0";"1";"0";"34";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"7";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"166";"7";"2";"0";"0";"6";"0";"0";"1";"0";"72";"0";"37";"0";"0";"3";"0";"0";"18";"2";"0";"0";"13";"0";"2";"0"
"630030";"630030";"56";"7";"2";"1757";"383";"106";"178";"210";"31";"74";"522";"253";"177";"4";"162";"9";"14";"4";"8";"5";"78";"2";"1";"12";"3";"1";"9";"133";"13";"25";"0";"1";"2";"1";"0";"2";"1";"177";"2";"5";"2";"0";"1";"3";"7";"2";"2";"1";"3";"1";"0";"0";"0";"0";"3";"0";"1";"28";"0";"0";"0";"1";"1";"0";"1";"0";"56";"3";"2";"1";"0";"1";"2";"0";"0";"0";"1";"0";"0";"0";"2";"0";"1";"2";"2";"1";"486";"4";"5";"1";"1";"18";"4";"1";"0";"2";"130";"3";"17";"1";"2";"12";"0";"2";"36";"8";"0";"0";"37";"5";"0";"0"
"630031";"630031";"56";"7";"2";"399";"84";"12";"41";"23";"19";"7";"108";"105";"43";"2";"36";"0";"0";"2";"0";"1";"12";"0";"0";"0";"0";"0";"0";"38";"0";"3";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"16";"1";"0";"0";"1";"1";"0";"0";"0";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"100";"2";"1";"0";"1";"4";"0";"0";"0";"0";"58";"0";"15";"0";"1";"2";"0";"0";"7";"1";"0";"0";"15";"6";"0";"0"
"630032";"630032";"56";"7";"2";"3083";"530";"189";"453";"226";"99";"62";"783";"741";"236";"7";"255";"13";"10";"5";"2";"2";"143";"4";"4";"5";"9";"1";"23";"396";"6";"38";"3";"0";"3";"3";"1";"2";"1";"200";"8";"3";"2";"2";"2";"0";"1";"0";"0";"0";"0";"1";"2";"0";"0";"2";"2";"0";"1";"86";"2";"0";"1";"1";"1";"1";"4";"3";"51";"3";"2";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"720";"10";"10";"1";"2";"22";"7";"6";"3";"2";"377";"7";"45";"5";"7";"21";"0";"0";"118";"26";"0";"0";"122";"10";"1";"2"
"630033";"630033";"56";"7";"2";"693";"123";"57";"60";"88";"12";"28";"226";"99";"50";"2";"61";"1";"6";"0";"3";"0";"42";"0";"0";"4";"5";"0";"6";"44";"2";"12";"0";"0";"0";"0";"0";"1";"1";"75";"2";"0";"0";"3";"0";"0";"0";"1";"0";"0";"2";"0";"1";"0";"0";"0";"3";"0";"1";"9";"2";"0";"1";"0";"0";"0";"0";"0";"21";"2";"0";"2";"0";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"206";"2";"4";"0";"2";"8";"2";"2";"0";"0";"53";"0";"10";"0";"1";"3";"2";"1";"14";"0";"0";"0";"12";"2";"1";"0"
"630034";"630034";"56";"7";"2";"1329";"272";"62";"111";"131";"27";"68";"434";"224";"135";"5";"114";"3";"6";"1";"4";"4";"49";"0";"1";"1";"2";"0";"9";"90";"2";"10";"2";"0";"3";"0";"0";"3";"1";"113";"0";"3";"0";"2";"3";"0";"0";"0";"0";"0";"4";"0";"1";"1";"0";"0";"2";"1";"1";"24";"1";"0";"0";"0";"1";"0";"0";"1";"48";"3";"2";"5";"1";"0";"1";"0";"1";"0";"1";"1";"1";"0";"4";"0";"0";"0";"0";"0";"397";"1";"8";"0";"4";"14";"5";"1";"2";"2";"107";"1";"34";"1";"0";"13";"0";"0";"23";"2";"2";"0";"37";"4";"0";"0"
"657001";"657001";"80";"9";"3";"7205";"1073";"416";"833";"593";"130";"274";"2192";"1694";"697";"24";"131";"38";"42";"123";"11";"7";"308";"36";"13";"21";"31";"1";"6";"575";"10";"209";"23";"2";"2";"2";"0";"6";"4";"435";"10";"8";"8";"4";"4";"1";"5";"2";"2";"2";"6";"59";"11";"8";"0";"3";"6";"12";"7";"110";"3";"1";"2";"1";"7";"2";"3";"1";"181";"20";"4";"16";"3";"0";"7";"1";"2";"2";"9";"2";"2";"1";"5";"2";"5";"5";"1";"6";"1986";"73";"17";"8";"46";"18";"4";"14";"6";"20";"658";"11";"18";"23";"9";"63";"77";"8";"174";"23";"6";"6";"603";"8";"5";"2"
"657002";"657002";"80";"9";"3";"426";"61";"6";"31";"22";"7";"11";"178";"110";"42";"4";"9";"0";"2";"1";"3";"0";"5";"0";"1";"0";"0";"0";"0";"24";"0";"6";"0";"0";"1";"0";"0";"0";"0";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"3";"0";"0";"0";"0";"2";"0";"2";"0";"9";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"155";"16";"1";"0";"3";"1";"0";"1";"1";"0";"44";"0";"9";"0";"0";"1";"15";"0";"8";"0";"0";"0";"31";"1";"0";"1"
"657005";"657005";"80";"9";"3";"1146";"153";"28";"189";"41";"15";"23";"367";"330";"69";"3";"20";"0";"0";"60";"1";"0";"24";"3";"0";"0";"0";"1";"0";"128";"0";"51";"4";"1";"2";"2";"0";"1";"0";"37";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"13";"0";"0";"0";"0";"1";"1";"0";"0";"15";"2";"0";"2";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"344";"13";"2";"1";"1";"1";"0";"0";"1";"4";"132";"3";"13";"1";"0";"9";"40";"0";"48";"2";"0";"0";"80";"1";"0";"1"
"657006";"657006";"80";"9";"3";"297";"45";"10";"29";"20";"3";"9";"106";"75";"35";"0";"4";"1";"1";"2";"2";"0";"8";"0";"1";"1";"0";"0";"0";"20";"0";"8";"0";"0";"1";"0";"0";"0";"0";"18";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"7";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"96";"1";"1";"1";"2";"4";"0";"1";"0";"0";"35";"0";"3";"0";"0";"3";"10";"1";"2";"0";"0";"0";"21";"0";"0";"0"
"657007";"657007";"80";"9";"3";"1985";"277";"84";"251";"111";"36";"43";"567";"616";"188";"5";"41";"8";"8";"25";"1";"1";"65";"5";"1";"4";"8";"0";"1";"183";"6";"57";"3";"0";"1";"0";"0";"1";"0";"86";"2";"1";"1";"1";"2";"1";"0";"1";"0";"0";"0";"10";"3";"0";"0";"1";"2";"0";"0";"34";"0";"0";"0";"0";"1";"1";"0";"0";"26";"8";"1";"1";"0";"0";"0";"0";"0";"1";"2";"0";"1";"2";"0";"0";"0";"1";"0";"0";"526";"20";"8";"0";"5";"4";"0";"2";"1";"1";"231";"1";"22";"1";"0";"18";"33";"0";"72";"5";"1";"0";"228";"3";"1";"0"
