"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV2009 - Stemmeberettigede";"EV2009 - Afgivne stemmer";"EV2009 - Blanke stemmer";"EV2009 - Andre ugyldige stemmer";"EV2009 - Gyldige stemmer";"EV2009 - A. Socialdemokratiet";"EV2009 - B. Det Radikale Venstre";"EV2009 - C. Det Konservative Folkeparti";"EV2009 - F. SF - Socialistisk Folkeparti";"EV2009 - I. Liberal Alliance";"EV2009 - J. JuniBevægelsen";"EV2009 - N. Folkebevægelsen mod EU";"EV2009 - O. Dansk Folkeparti";"EV2009 - V. Venstre, Danmarks Liberale Parti"
"575012";"575012";"55";"7";"2";"365";"243";"15";"1";"227";"28";"6";"30";"21";"3";"9";"3";"24";"103"
"575013";"575013";"55";"7";"2";"596";"370";"14";"0";"356";"42";"9";"54";"44";"2";"9";"15";"48";"133"
"575014";"575014";"55";"7";"2";"6704";"3620";"123";"22";"3475";"792";"95";"478";"458";"11";"77";"139";"561";"864"
"575015";"575015";"55";"7";"2";"495";"323";"8";"0";"315";"39";"8";"41";"21";"4";"5";"16";"49";"132"
"575016";"575016";"55";"7";"2";"1961";"1293";"38";"2";"1253";"205";"45";"189";"189";"10";"28";"49";"164";"374"
"575017";"575017";"55";"7";"2";"1067";"680";"29";"0";"651";"90";"17";"71";"96";"3";"15";"39";"97";"223"
"575018";"575018";"55";"7";"2";"1102";"677";"26";"0";"651";"134";"10";"80";"61";"2";"15";"26";"108";"215"
"575019";"575019";"55";"7";"2";"1575";"894";"25";"2";"867";"120";"36";"113";"79";"3";"12";"39";"189";"276"
"580001";"580001";"50";"7";"2";"758";"449";"15";"2";"432";"101";"12";"54";"22";"3";"6";"31";"98";"105"
"580002";"580002";"50";"7";"2";"1387";"748";"28";"1";"719";"142";"11";"124";"70";"3";"10";"37";"152";"170"
"580003";"580003";"50";"7";"2";"1354";"738";"23";"5";"710";"143";"18";"87";"54";"2";"11";"39";"179";"177"
"580004";"580004";"50";"7";"2";"1116";"639";"20";"0";"619";"109";"14";"68";"35";"2";"11";"37";"179";"164"
"580005";"580005";"50";"7";"2";"976";"615";"16";"1";"598";"84";"10";"125";"53";"7";"8";"30";"105";"176"
"580006";"580006";"50";"7";"2";"365";"204";"5";"0";"199";"25";"8";"19";"10";"2";"1";"8";"37";"89"
"580007";"580007";"50";"7";"2";"1096";"613";"24";"2";"587";"100";"20";"81";"30";"5";"12";"30";"107";"202"
"580008";"580008";"50";"7";"2";"1592";"848";"32";"3";"813";"134";"18";"118";"44";"3";"18";"37";"163";"278"
"580009";"580009";"50";"7";"2";"688";"372";"10";"1";"361";"41";"16";"46";"18";"1";"4";"23";"78";"134"
"580010";"580010";"50";"7";"2";"376";"224";"4";"0";"220";"24";"5";"43";"16";"0";"2";"4";"38";"88"
"580011";"580011";"50";"7";"2";"264";"151";"6";"0";"145";"13";"3";"18";"10";"0";"1";"3";"21";"76"
"580012";"580012";"50";"7";"2";"996";"543";"19";"3";"521";"93";"17";"86";"36";"1";"7";"16";"114";"151"
"580013";"580013";"50";"7";"2";"448";"285";"8";"0";"277";"50";"4";"37";"23";"0";"13";"20";"64";"66"
"580014";"580014";"50";"7";"2";"1711";"1011";"52";"2";"957";"171";"28";"110";"79";"3";"20";"42";"193";"311"
"580016";"580016";"50";"7";"2";"469";"284";"18";"1";"265";"51";"10";"32";"11";"1";"10";"3";"45";"102"
"580017";"580017";"50";"7";"2";"484";"285";"6";"1";"278";"50";"4";"27";"31";"1";"12";"13";"47";"93"
"580018";"580018";"50";"7";"2";"4756";"2670";"125";"12";"2533";"561";"80";"343";"197";"9";"50";"130";"509";"654"
"580019";"580019";"50";"7";"2";"1513";"875";"41";"3";"831";"196";"22";"104";"59";"4";"12";"30";"166";"238"
"580020";"580020";"50";"7";"2";"684";"409";"15";"0";"394";"76";"13";"47";"37";"0";"4";"16";"56";"145"
"580021";"580021";"50";"7";"2";"289";"187";"4";"2";"181";"11";"10";"18";"16";"1";"5";"16";"22";"82"
"580022";"580022";"50";"7";"2";"669";"379";"16";"1";"362";"82";"8";"45";"25";"0";"4";"23";"68";"107"
"580023";"580023";"50";"7";"2";"750";"474";"23";"1";"450";"104";"12";"54";"43";"1";"8";"26";"90";"112"
"580024";"580024";"50";"7";"2";"2315";"1137";"35";"2";"1100";"230";"40";"163";"102";"2";"19";"60";"172";"312"
"580025";"580025";"50";"7";"2";"328";"176";"7";"1";"168";"23";"6";"17";"12";"1";"3";"18";"33";"55"
"580026";"580026";"50";"7";"2";"1188";"643";"19";"9";"615";"118";"9";"70";"44";"3";"13";"30";"120";"208"
"580027";"580027";"50";"7";"2";"187";"111";"3";"0";"108";"13";"0";"21";"5";"0";"1";"2";"25";"41"
"580028";"580028";"50";"7";"2";"447";"183";"7";"0";"176";"15";"4";"30";"17";"1";"3";"14";"46";"46"
"580029";"580029";"50";"7";"2";"7134";"3915";"131";"19";"3765";"731";"224";"521";"510";"19";"85";"204";"626";"845"
"580030";"580030";"50";"7";"2";"3189";"1749";"57";"5";"1687";"418";"74";"186";"215";"10";"39";"104";"292";"349"
"580031";"580031";"50";"7";"2";"2478";"1641";"49";"2";"1590";"299";"47";"268";"191";"2";"35";"60";"254";"434"
"580032";"580032";"50";"7";"2";"1707";"1061";"40";"1";"1020";"192";"28";"131";"108";"6";"20";"59";"186";"290"
"580033";"580033";"50";"7";"2";"2031";"1080";"36";"2";"1042";"269";"39";"120";"139";"3";"13";"65";"194";"200"
"607001";"607001";"58";"7";"2";"9965";"5491";"208";"16";"5267";"1323";"127";"580";"865";"26";"127";"376";"1002";"841"
"607002";"607002";"58";"7";"2";"1139";"745";"27";"0";"718";"152";"15";"91";"84";"8";"12";"47";"129";"180"
"607003";"607003";"58";"7";"2";"7091";"4555";"128";"14";"4413";"841";"120";"667";"500";"30";"75";"251";"772";"1157"
"607004";"607004";"58";"7";"2";"591";"340";"17";"0";"323";"31";"8";"61";"38";"1";"3";"14";"89";"78"
"607005";"607005";"58";"7";"2";"3883";"2489";"77";"6";"2406";"408";"74";"378";"305";"19";"41";"121";"373";"687"
"607006";"607006";"58";"7";"2";"7553";"3815";"121";"9";"3685";"899";"81";"441";"521";"24";"73";"269";"792";"585"
"607007";"607007";"58";"7";"2";"1424";"995";"24";"1";"970";"174";"27";"127";"116";"2";"18";"58";"183";"265"
"607008";"607008";"58";"7";"2";"5346";"2516";"116";"11";"2389";"568";"54";"271";"396";"15";"49";"196";"475";"365"
"615001";"615001";"71";"8";"3";"4628";"2344";"64";"12";"2268";"743";"63";"193";"319";"10";"69";"211";"427";"233"
"615002";"615002";"71";"8";"3";"4100";"1924";"61";"5";"1858";"511";"58";"184";"312";"6";"52";"193";"300";"242"
"615003";"615003";"71";"8";"3";"6909";"3512";"126";"7";"3379";"789";"133";"441";"542";"28";"85";"228";"537";"596"
"615004";"615004";"71";"8";"3";"138";"109";"1";"0";"108";"19";"1";"14";"8";"0";"23";"10";"9";"24"
"615005";"615005";"71";"8";"3";"5367";"2729";"89";"8";"2632";"757";"88";"246";"459";"13";"52";"216";"429";"372"
"615006";"615006";"71";"8";"3";"6818";"4070";"133";"10";"3927";"932";"95";"505";"486";"25";"85";"241";"819";"739"
"615007";"615007";"71";"8";"3";"3854";"2443";"85";"3";"2355";"549";"65";"286";"289";"14";"44";"139";"513";"456"
"615008";"615008";"71";"8";"3";"1529";"981";"17";"0";"964";"179";"33";"147";"90";"9";"26";"35";"181";"264"
"615009";"615009";"71";"8";"3";"1754";"1071";"26";"1";"1044";"221";"22";"125";"108";"6";"22";"58";"176";"306"
"615010";"615010";"71";"8";"3";"1924";"1291";"32";"4";"1255";"250";"32";"167";"165";"9";"25";"64";"225";"318"
"615011";"615011";"71";"8";"3";"4417";"3183";"60";"4";"3119";"450";"127";"564";"338";"31";"55";"147";"485";"922"
"615012";"615012";"71";"8";"3";"3059";"1973";"48";"0";"1925";"396";"53";"274";"240";"14";"25";"111";"379";"433"
"615013";"615013";"71";"8";"3";"3477";"2122";"64";"7";"2051";"336";"60";"442";"219";"11";"31";"74";"353";"525"
"615014";"615014";"71";"8";"3";"1331";"887";"14";"2";"871";"107";"15";"216";"88";"10";"32";"46";"129";"228"
"615015";"615015";"71";"8";"3";"1365";"915";"20";"2";"893";"111";"31";"129";"170";"8";"27";"53";"173";"191"
"615016";"615016";"71";"8";"3";"2447";"1510";"39";"6";"1465";"289";"36";"186";"202";"8";"21";"61";"249";"413"
"615017";"615017";"71";"8";"3";"1863";"1231";"47";"3";"1181";"216";"43";"154";"188";"3";"21";"71";"178";"307"
"615018";"615018";"71";"8";"3";"2455";"1624";"35";"6";"1583";"259";"52";"237";"228";"3";"31";"104";"301";"368"
"615019";"615019";"71";"8";"3";"1401";"979";"27";"0";"952";"196";"32";"93";"139";"11";"18";"64";"141";"258"
"621001";"621001";"59";"7";"2";"5438";"3108";"113";"4";"2991";"510";"130";"402";"572";"29";"75";"188";"441";"644"
"621002";"621002";"59";"7";"2";"3604";"1710";"47";"11";"1652";"381";"58";"169";"400";"4";"42";"122";"259";"217"
"621003";"621003";"59";"7";"2";"4247";"2274";"60";"11";"2203";"497";"70";"238";"402";"13";"54";"133";"386";"410"
"621004";"621004";"59";"7";"2";"5707";"3845";"106";"9";"3730";"518";"178";"674";"406";"23";"44";"118";"534";"1235"
"621005";"621005";"59";"7";"2";"4024";"2508";"51";"8";"2449";"462";"74";"369";"306";"12";"31";"116";"406";"673"
"621006";"621006";"59";"7";"2";"3322";"2039";"73";"7";"1959";"300";"69";"283";"216";"12";"33";"73";"337";"636"
"621007";"621007";"59";"7";"2";"4124";"2492";"83";"2";"2407";"406";"54";"410";"318";"9";"35";"128";"366";"681"
"621008";"621008";"60";"7";"2";"4632";"2278";"90";"5";"2183";"490";"66";"225";"430";"14";"53";"152";"395";"358"
"621009";"621009";"60";"7";"2";"6278";"3327";"107";"9";"3211";"655";"108";"418";"646";"24";"71";"212";"504";"573"
"621010";"621010";"60";"7";"2";"4408";"2744";"82";"4";"2658";"545";"63";"400";"419";"7";"55";"135";"497";"537"
"621011";"621011";"60";"7";"2";"2925";"1945";"38";"6";"1901";"300";"72";"333";"205";"10";"28";"51";"317";"585"
"621012";"621012";"60";"7";"2";"3321";"2014";"44";"6";"1964";"312";"66";"261";"410";"10";"44";"113";"281";"467"
"621013";"621013";"60";"7";"2";"2622";"1520";"42";"3";"1475";"303";"47";"187";"189";"3";"31";"64";"311";"340"
"621014";"621014";"60";"7";"2";"5540";"3119";"105";"6";"3008";"566";"67";"585";"299";"13";"37";"152";"474";"815"
"621015";"621015";"60";"7";"2";"4527";"2576";"77";"2";"2497";"435";"73";"398";"299";"11";"27";"125";"440";"689"
"630001";"630001";"57";"7";"2";"2144";"1153";"19";"5";"1129";"278";"29";"138";"201";"4";"30";"68";"171";"210"
"630002";"630002";"57";"7";"2";"3696";"2171";"54";"8";"2109";"387";"64";"341";"292";"7";"36";"119";"378";"485"
"630003";"630003";"57";"7";"2";"1531";"1067";"28";"3";"1036";"224";"23";"149";"124";"3";"24";"52";"169";"268"
"630004";"630004";"57";"7";"2";"1714";"1030";"30";"6";"994";"163";"23";"119";"103";"6";"15";"61";"194";"310"
"630005";"630005";"57";"7";"2";"1425";"893";"24";"0";"869";"172";"22";"105";"98";"4";"18";"30";"164";"256"
"630006";"630006";"57";"7";"2";"2651";"1607";"46";"9";"1552";"236";"62";"204";"176";"6";"31";"56";"236";"545"
"630007";"630007";"57";"7";"2";"734";"518";"19";"2";"497";"87";"12";"73";"55";"1";"11";"11";"107";"140"
"630008";"630008";"57";"7";"2";"1489";"965";"36";"6";"923";"147";"33";"114";"133";"4";"18";"39";"146";"289"
"630009";"630009";"57";"7";"2";"10629";"5027";"158";"17";"4852";"1053";"180";"564";"795";"27";"112";"400";"869";"852"
"630010";"630010";"57";"7";"2";"914";"621";"21";"2";"598";"105";"12";"81";"78";"1";"14";"42";"100";"165"
"630011";"630011";"57";"7";"2";"3531";"2337";"61";"8";"2268";"406";"77";"326";"261";"6";"36";"100";"435";"621"
"630012";"630012";"57";"7";"2";"2547";"1797";"39";"4";"1754";"262";"83";"299";"245";"12";"38";"80";"280";"455"
"630013";"630013";"57";"7";"2";"2124";"1158";"45";"8";"1105";"264";"33";"81";"234";"13";"17";"86";"200";"177"
"630014";"630014";"57";"7";"2";"2410";"1452";"40";"5";"1407";"357";"66";"133";"256";"2";"33";"89";"263";"208"
"630015";"630015";"57";"7";"2";"2880";"1411";"40";"10";"1361";"343";"42";"169";"222";"9";"33";"92";"248";"203"
"630016";"630016";"56";"7";"2";"1563";"1105";"38";"2";"1065";"183";"33";"160";"132";"8";"26";"65";"163";"295"
"630017";"630017";"56";"7";"2";"4384";"2495";"82";"6";"2407";"352";"54";"415";"206";"11";"25";"75";"474";"795"
"630018";"630018";"56";"7";"2";"1744";"1081";"51";"1";"1029";"129";"30";"157";"100";"7";"16";"39";"245";"306"
"630019";"630019";"56";"7";"2";"940";"568";"10";"1";"557";"90";"20";"89";"61";"1";"9";"24";"97";"166"
"630020";"630020";"56";"7";"2";"860";"584";"21";"2";"561";"84";"13";"76";"60";"2";"11";"20";"98";"197"
"630021";"630021";"56";"7";"2";"819";"470";"10";"0";"460";"49";"7";"60";"38";"4";"4";"23";"106";"169"
"630022";"630022";"56";"7";"2";"392";"261";"4";"0";"257";"24";"7";"32";"33";"3";"11";"12";"42";"93"
"630023";"630023";"56";"7";"2";"1257";"708";"24";"3";"681";"105";"15";"91";"77";"1";"12";"15";"138";"227"
"630024";"630024";"56";"7";"2";"2887";"1984";"56";"7";"1921";"352";"94";"222";"439";"10";"39";"90";"208";"467"
"630025";"630025";"56";"7";"2";"1331";"825";"18";"4";"803";"106";"19";"79";"123";"3";"18";"48";"129";"278"
"630026";"630026";"56";"7";"2";"981";"667";"19";"2";"646";"119";"19";"85";"108";"4";"12";"30";"107";"162"
"630027";"630027";"56";"7";"2";"1599";"1056";"30";"2";"1024";"188";"33";"130";"99";"6";"12";"52";"169";"335"
"630028";"630028";"56";"7";"2";"1211";"753";"17";"5";"731";"83";"23";"116";"79";"5";"10";"40";"111";"264"
"630029";"630029";"56";"7";"2";"1169";"707";"18";"2";"687";"108";"22";"99";"76";"4";"10";"25";"133";"210"
"630030";"630030";"56";"7";"2";"4274";"2391";"73";"10";"2308";"528";"77";"271";"396";"15";"50";"148";"372";"451"
"630031";"630031";"56";"7";"2";"797";"531";"20";"2";"509";"92";"21";"67";"61";"2";"17";"19";"85";"145"
"630032";"630032";"56";"7";"2";"5933";"4009";"82";"11";"3916";"617";"148";"649";"484";"29";"74";"194";"581";"1140"
"630033";"630033";"56";"7";"2";"1768";"1039";"30";"5";"1004";"191";"34";"125";"201";"6";"24";"63";"174";"186"
"630034";"630034";"56";"7";"2";"2887";"1747";"47";"3";"1697";"369";"70";"190";"306";"15";"28";"118";"281";"320"
"657001";"657001";"80";"9";"3";"19240";"10373";"323";"28";"10022";"2120";"346";"1620";"1153";"57";"140";"521";"1510";"2555"
"657002";"657002";"80";"9";"3";"697";"405";"11";"2";"392";"76";"5";"54";"38";"6";"4";"18";"65";"126"
"657003";"657003";"80";"9";"3";"350";"197";"10";"3";"184";"37";"3";"25";"14";"1";"1";"17";"46";"40"
"657004";"657004";"81";"9";"3";"1199";"688";"23";"2";"663";"150";"38";"61";"132";"5";"10";"52";"87";"128"
"657005";"657005";"81";"9";"3";"5957";"3770";"120";"11";"3639";"622";"146";"721";"365";"18";"56";"127";"463";"1121"
"657006";"657006";"81";"9";"3";"712";"410";"15";"1";"394";"65";"5";"55";"31";"2";"8";"20";"61";"147"
"657007";"657007";"80";"9";"3";"728";"445";"20";"2";"423";"84";"8";"87";"50";"0";"5";"21";"84";"84"
"657008";"657008";"80";"9";"3";"3887";"2541";"73";"7";"2461";"460";"70";"398";"227";"11";"34";"92";"321";"848"
"657009";"657009";"81";"9";"3";"365";"189";"10";"1";"178";"20";"6";"27";"7";"0";"0";"9";"30";"79"
"657010";"657010";"81";"9";"3";"449";"276";"4";"0";"272";"24";"6";"55";"29";"3";"5";"13";"35";"102"
"657011";"657011";"81";"9";"3";"3358";"2178";"61";"5";"2112";"354";"61";"410";"159";"15";"30";"101";"302";"680"
"657012";"657012";"80";"9";"3";"579";"342";"13";"1";"328";"62";"6";"48";"29";"2";"10";"8";"63";"100"
"657013";"657013";"81";"9";"3";"3310";"1917";"61";"7";"1849";"271";"47";"315";"156";"11";"26";"85";"316";"622"
"657014";"657014";"81";"9";"3";"3649";"2312";"62";"2";"2248";"444";"71";"410";"200";"11";"20";"85";"339";"668"
"657015";"657015";"81";"9";"3";"214";"160";"0";"0";"160";"28";"7";"13";"17";"0";"9";"7";"15";"64"
"657016";"657016";"81";"9";"3";"2944";"1851";"51";"3";"1797";"230";"40";"519";"148";"7";"18";"71";"244";"520"
"657017";"657017";"81";"9";"3";"535";"327";"7";"3";"317";"31";"4";"69";"23";"1";"2";"9";"49";"129"
"657018";"657018";"81";"9";"3";"605";"315";"16";"1";"298";"46";"1";"43";"17";"2";"6";"15";"72";"96"
"657019";"657019";"81";"9";"3";"896";"554";"21";"0";"533";"69";"11";"79";"42";"1";"8";"15";"92";"216"
"657020";"657020";"81";"9";"3";"130";"78";"0";"0";"78";"1";"0";"10";"4";"0";"2";"2";"21";"38"
"657021";"657021";"81";"9";"3";"727";"522";"19";"1";"502";"79";"10";"112";"63";"1";"12";"17";"82";"126"
"657022";"657022";"81";"9";"3";"961";"603";"9";"3";"591";"47";"13";"167";"43";"2";"5";"14";"103";"197"
"657023";"657023";"81";"9";"3";"3082";"1885";"53";"6";"1826";"315";"36";"352";"144";"4";"26";"67";"263";"619"
"657024";"657024";"81";"9";"3";"376";"261";"9";"1";"251";"40";"19";"36";"27";"0";"4";"9";"32";"84"
"657025";"657025";"81";"9";"3";"1231";"817";"24";"2";"791";"87";"25";"190";"68";"3";"11";"22";"88";"297"
"657026";"657026";"81";"9";"3";"746";"471";"18";"1";"452";"52";"9";"71";"36";"2";"10";"16";"85";"171"
"657027";"657027";"80";"9";"3";"2441";"1403";"35";"5";"1363";"196";"43";"280";"80";"9";"22";"44";"201";"488"
"657028";"657028";"80";"9";"3";"425";"270";"8";"0";"262";"29";"8";"36";"16";"2";"7";"16";"48";"100"
"657029";"657029";"80";"9";"3";"293";"197";"5";"0";"192";"22";"9";"44";"16";"2";"1";"8";"36";"54"
"657030";"657030";"80";"9";"3";"1565";"879";"23";"2";"854";"153";"16";"152";"76";"4";"18";"22";"153";"260"
"657031";"657031";"80";"9";"3";"279";"145";"6";"0";"139";"31";"3";"27";"8";"0";"2";"6";"20";"42"
"661001";"661001";"82";"9";"3";"13787";"8133";"301";"19";"7813";"1557";"373";"1138";"1147";"55";"141";"435";"1066";"1901"
"661002";"661002";"82";"9";"3";"3096";"2125";"83";"3";"2039";"364";"90";"308";"269";"13";"31";"97";"281";"586"
"661003";"661003";"82";"9";"3";"1662";"937";"29";"1";"907";"122";"36";"127";"90";"10";"9";"32";"133";"348"
"661004";"661004";"82";"9";"3";"2644";"1779";"66";"5";"1708";"289";"85";"265";"211";"9";"23";"87";"219";"520"
"661005";"661005";"82";"9";"3";"10090";"5920";"200";"9";"5711";"1397";"228";"803";"851";"15";"113";"321";"849";"1134"
"661006";"661006";"82";"9";"3";"4346";"2352";"63";"7";"2282";"384";"95";"392";"239";"8";"41";"113";"348";"662"
"661007";"661007";"82";"9";"3";"1566";"918";"23";"0";"895";"107";"33";"187";"79";"3";"13";"46";"98";"329"
"661008";"661008";"82";"9";"3";"2573";"1508";"51";"0";"1457";"195";"41";"172";"191";"7";"19";"100";"225";"507"
"661009";"661009";"82";"9";"3";"1574";"939";"33";"0";"906";"155";"28";"102";"81";"1";"15";"37";"156";"331"
"661010";"661010";"82";"9";"3";"940";"500";"17";"1";"482";"63";"13";"69";"53";"0";"6";"45";"82";"151"
"665001";"665001";"73";"9";"3";"5546";"3161";"128";"2";"3031";"537";"103";"559";"404";"19";"52";"126";"440";"791"
"665002";"665002";"73";"9";"3";"2009";"1274";"41";"4";"1229";"204";"54";"214";"220";"2";"34";"41";"140";"320"
"665003";"665003";"73";"9";"3";"1700";"1045";"32";"4";"1009";"139";"29";"151";"150";"4";"19";"50";"142";"325"
"665004";"665004";"73";"9";"3";"1641";"1010";"44";"3";"963";"123";"31";"127";"140";"4";"26";"64";"166";"282"
"665005";"665005";"73";"9";"3";"1169";"665";"18";"1";"646";"56";"14";"112";"88";"1";"15";"37";"79";"244"
"665006";"665006";"73";"9";"3";"1105";"687";"24";"2";"661";"60";"10";"141";"71";"3";"9";"27";"98";"242"
"665007";"665007";"73";"9";"3";"1689";"775";"36";"1";"738";"132";"25";"122";"69";"1";"11";"26";"158";"194"
"665008";"665008";"73";"9";"3";"1507";"846";"26";"0";"820";"166";"18";"175";"75";"2";"10";"23";"130";"221"
"671001";"671001";"73";"9";"3";"6477";"3656";"115";"9";"3532";"880";"109";"510";"570";"15";"74";"219";"495";"660"
"671002";"671002";"73";"9";"3";"1722";"1049";"36";"2";"1011";"227";"43";"149";"155";"2";"14";"70";"136";"215"
"671003";"671003";"73";"9";"3";"1301";"866";"39";"1";"826";"143";"29";"136";"81";"7";"12";"25";"120";"273"
"671004";"671004";"73";"9";"3";"1399";"916";"26";"0";"890";"184";"24";"136";"138";"2";"23";"50";"102";"231"
"671005";"671005";"73";"9";"3";"1478";"997";"19";"4";"974";"211";"41";"156";"127";"5";"25";"49";"109";"251"
"671006";"671006";"73";"9";"3";"1695";"1085";"28";"0";"1057";"129";"24";"220";"115";"3";"14";"33";"163";"356"
"671007";"671007";"73";"9";"3";"2705";"1442";"55";"0";"1387";"219";"19";"324";"158";"3";"34";"91";"192";"347"
"706001";"706001";"66";"8";"3";"6885";"4129";"91";"12";"4026";"807";"128";"474";"563";"15";"85";"237";"742";"975"
"706002";"706002";"66";"8";"3";"3019";"1916";"39";"2";"1875";"339";"59";"154";"332";"10";"64";"156";"292";"469"
"706003";"706003";"66";"8";"3";"1785";"1053";"19";"4";"1030";"212";"27";"80";"174";"4";"27";"88";"191";"227"
"706004";"706004";"66";"8";"3";"2498";"1413";"32";"3";"1378";"296";"41";"144";"179";"6";"23";"92";"256";"341"
"706005";"706005";"66";"8";"3";"3453";"1855";"64";"2";"1789";"493";"41";"194";"247";"5";"27";"92";"311";"379"
"706006";"706006";"66";"8";"3";"5104";"3116";"94";"6";"3016";"719";"82";"334";"402";"13";"53";"162";"486";"765"
"706007";"706007";"66";"8";"3";"2607";"1470";"28";"0";"1442";"330";"31";"123";"211";"3";"40";"95";"228";"381"
"706008";"706008";"66";"8";"3";"5480";"3391";"81";"5";"3305";"705";"123";"395";"514";"19";"61";"171";"521";"796"
"707001";"707001";"66";"8";"3";"6659";"3637";"96";"8";"3533";"975";"74";"378";"408";"8";"53";"154";"683";"800"
"707002";"707002";"66";"8";"3";"126";"70";"3";"0";"67";"12";"1";"3";"14";"0";"1";"9";"8";"19"
"707003";"707003";"66";"8";"3";"2129";"1169";"26";"0";"1143";"229";"22";"109";"116";"1";"30";"80";"273";"283"
"707004";"707004";"66";"8";"3";"5431";"2834";"79";"6";"2749";"834";"39";"231";"324";"8";"47";"133";"646";"487"
"707005";"707005";"66";"8";"3";"4001";"2149";"37";"5";"2107";"440";"43";"193";"282";"7";"62";"141";"407";"532"
"707006";"707006";"66";"8";"3";"1751";"966";"24";"2";"940";"187";"18";"107";"100";"4";"17";"56";"180";"271"
"707007";"707007";"66";"8";"3";"2565";"1356";"35";"2";"1319";"249";"31";"136";"168";"10";"23";"86";"278";"338"
"707008";"707008";"66";"8";"3";"3482";"1824";"43";"3";"1778";"463";"41";"186";"212";"5";"47";"84";"333";"407"
"707009";"707009";"66";"8";"3";"3036";"1702";"49";"1";"1652";"411";"31";"165";"166";"3";"33";"80";"312";"451"
"710001";"710001";"69";"8";"3";"3949";"2661";"57";"8";"2596";"604";"90";"328";"371";"14";"48";"117";"402";"622"
"710002";"710002";"69";"8";"3";"2733";"1705";"60";"3";"1642";"414";"41";"209";"225";"3";"29";"83";"240";"398"
"710003";"710003";"69";"8";"3";"1472";"937";"28";"0";"909";"200";"35";"108";"118";"8";"18";"36";"156";"230"
"710004";"710004";"69";"8";"3";"5410";"3388";"113";"6";"3269";"783";"101";"472";"381";"19";"46";"159";"544";"764"
"710005";"710005";"69";"8";"3";"1486";"918";"29";"1";"888";"161";"23";"120";"151";"5";"15";"42";"141";"230"
"710006";"710006";"69";"8";"3";"3064";"1993";"52";"3";"1938";"464";"90";"221";"330";"13";"46";"93";"265";"416"
"710007";"710007";"69";"8";"3";"2837";"2006";"49";"4";"1953";"447";"64";"236";"294";"13";"53";"89";"270";"487"
"710008";"710008";"69";"8";"3";"1088";"769";"20";"0";"749";"165";"20";"67";"128";"4";"24";"47";"134";"160"
"710009";"710009";"69";"8";"3";"3138";"1876";"68";"3";"1805";"374";"29";"213";"214";"6";"40";"69";"335";"525"
"710010";"710010";"69";"8";"3";"2740";"1617";"46";"1";"1570";"339";"33";"177";"147";"3";"42";"63";"278";"488"
"710011";"710011";"69";"8";"3";"1516";"935";"35";"1";"899";"215";"33";"92";"122";"6";"19";"50";"150";"212"
"710012";"710012";"69";"8";"3";"1902";"1396";"29";"0";"1367";"358";"62";"177";"183";"10";"18";"49";"165";"345"
"710013";"710013";"69";"8";"3";"892";"602";"18";"1";"583";"113";"14";"74";"70";"1";"9";"25";"127";"150"
"710014";"710014";"69";"8";"3";"803";"544";"17";"2";"525";"113";"13";"52";"70";"3";"16";"42";"104";"112"
"727001";"727001";"70";"8";"3";"8858";"5654";"138";"13";"5503";"1434";"248";"726";"897";"25";"109";"289";"624";"1151"
"727002";"727002";"70";"8";"3";"334";"221";"6";"0";"215";"41";"3";"26";"33";"3";"3";"19";"32";"55"
"727003";"727003";"70";"8";"3";"1240";"903";"28";"0";"875";"175";"33";"112";"143";"6";"21";"45";"135";"205"
"727004";"727004";"70";"8";"3";"989";"671";"18";"3";"650";"143";"28";"89";"111";"2";"15";"33";"68";"161"
"727005";"727005";"70";"8";"3";"1415";"1021";"22";"0";"999";"218";"34";"124";"191";"3";"32";"81";"110";"206"
"727006";"727006";"70";"8";"3";"834";"545";"20";"1";"524";"93";"23";"57";"94";"6";"18";"28";"97";"108"
"727007";"727007";"70";"8";"3";"978";"637";"16";"0";"621";"177";"27";"45";"74";"1";"15";"49";"96";"137"
"727008";"727008";"70";"8";"3";"969";"647";"12";"2";"633";"119";"21";"65";"91";"3";"25";"62";"94";"153"
"727009";"727009";"70";"8";"3";"108";"92";"2";"0";"90";"9";"6";"7";"13";"1";"3";"7";"15";"29"
"727010";"727010";"70";"8";"3";"99";"76";"0";"0";"76";"14";"4";"9";"14";"0";"4";"4";"19";"8"
"730001";"730001";"68";"8";"3";"2345";"1442";"35";"1";"1406";"403";"45";"147";"220";"10";"28";"87";"196";"270"
"730002";"730002";"68";"8";"3";"1826";"1170";"31";"1";"1138";"255";"22";"145";"103";"5";"17";"56";"235";"300"
"730004";"730004";"68";"8";"3";"671";"451";"14";"1";"436";"87";"5";"33";"44";"4";"13";"23";"97";"130"
"730005";"730005";"67";"8";"3";"1232";"680";"28";"1";"651";"148";"12";"77";"62";"6";"19";"30";"131";"166"
"730006";"730006";"67";"8";"3";"1020";"527";"15";"2";"510";"130";"12";"44";"48";"0";"16";"40";"90";"130"
"730007";"730007";"67";"8";"3";"1179";"667";"16";"2";"649";"170";"13";"70";"60";"0";"9";"24";"149";"154"
"730008";"730008";"67";"8";"3";"1942";"1174";"17";"1";"1156";"277";"26";"123";"110";"4";"26";"63";"214";"313"
"730009";"730009";"67";"8";"3";"1261";"744";"12";"0";"732";"184";"18";"64";"85";"3";"10";"38";"161";"169"
