"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1990 - Stemmeberettigede";"FV1990 - Afgivne stemmer";"FV1990 - Blanke stemmer";"FV1990 - Andre ugyldige stemmer";"FV1990 - Gyldige stemmer";"FV1990 - A. Socialdemokratiet";"FV1990 - B. Det Radikale Venstre";"FV1990 - C. Det Konservative Folkeparti";"FV1990 - D. Centrum-Demokraterne";"FV1990 - E. Danmarks Retsforbund";"FV1990 - F. Socialistisk Folkeparti";"FV1990 - G. De Grønne";"FV1990 - H. Det Humanistiske Parti";"FV1990 - P. Fælles Kurs";"FV1990 - Q. Kristeligt Folkeparti";"FV1990 - V. Venstre, Danmarks Liberale Parti";"FV1990 - Z. Fremskridtspartiet";"FV1990 - Ø. Enhedslisten";"FV1990 - 1. Uden for partierne";"FV1990 - 2. Uden for partierne"
"175009";"175009";"28";"4";"2";"1170";"945";"9";"2";"934";"440";"27";"164";"58";"4";"71";"11";"0";"26";"11";"55";"41";"26";"-";"-"
"181001";"181001";"21";"4";"2";"3053";"2804";"16";"1";"2787";"249";"244";"978";"191";"10";"99";"18";"1";"19";"39";"822";"77";"40";"-";"-"
"181002";"181002";"21";"4";"2";"2459";"2113";"11";"1";"2101";"372";"154";"726";"164";"14";"104";"15";"0";"11";"31";"440";"49";"21";"-";"-"
"181003";"181003";"21";"4";"2";"2612";"2335";"6";"3";"2326";"283";"202";"832";"161";"7";"135";"22";"1";"10";"29";"535";"67";"42";"-";"-"
"181004";"181004";"21";"4";"2";"2613";"2324";"9";"3";"2312";"382";"162";"790";"190";"24";"130";"27";"1";"16";"28";"467";"62";"33";"-";"-"
"181005";"181005";"21";"4";"2";"4001";"3449";"16";"7";"3426";"1031";"205";"871";"280";"18";"234";"29";"2";"35";"38";"528";"99";"56";"-";"-"
"181006";"181006";"21";"4";"2";"4128";"3660";"16";"1";"3643";"791";"230";"1148";"253";"9";"198";"25";"1";"37";"43";"766";"102";"40";"-";"-"
"181008";"181008";"21";"4";"2";"1385";"1234";"10";"3";"1221";"100";"70";"575";"69";"3";"22";"11";"0";"5";"15";"287";"58";"6";"-";"-"
"181009";"181009";"21";"4";"2";"3566";"3177";"10";"5";"3162";"430";"229";"1085";"250";"15";"162";"23";"1";"21";"20";"781";"106";"39";"-";"-"
"183001";"183001";"23";"4";"2";"1010";"886";"6";"1";"879";"307";"59";"179";"71";"5";"62";"5";"0";"18";"14";"97";"46";"16";"-";"-"
"183002";"183002";"23";"4";"2";"2852";"2332";"16";"1";"2315";"1041";"53";"390";"166";"13";"245";"20";"1";"72";"26";"129";"116";"43";"-";"-"
"183003";"183003";"23";"4";"2";"3152";"2527";"15";"5";"2507";"1199";"76";"399";"161";"9";"222";"15";"1";"97";"10";"183";"104";"31";"-";"-"
"183004";"183004";"23";"4";"2";"2582";"1801";"7";"3";"1791";"1110";"28";"140";"39";"8";"189";"9";"1";"91";"9";"53";"72";"42";"-";"-"
"183005";"183005";"23";"4";"2";"3755";"3053";"18";"9";"3026";"1312";"76";"610";"236";"13";"185";"13";"3";"98";"26";"235";"184";"35";"-";"-"
"185001";"185001";"27";"4";"2";"4100";"3401";"15";"2";"3384";"1421";"70";"550";"313";"18";"317";"27";"1";"221";"24";"210";"169";"43";"-";"-"
"185002";"185002";"27";"4";"2";"5130";"4372";"30";"11";"4331";"1817";"123";"773";"430";"27";"368";"22";"0";"190";"31";"276";"210";"64";"-";"-"
"185003";"185003";"27";"4";"2";"5179";"4130";"21";"9";"4100";"2042";"101";"532";"245";"18";"454";"20";"2";"208";"51";"206";"159";"62";"-";"-"
"185004";"185004";"27";"4";"2";"3803";"3204";"17";"4";"3183";"1462";"97";"528";"221";"15";"291";"12";"1";"111";"34";"222";"143";"46";"-";"-"
"185005";"185005";"27";"4";"2";"3668";"3058";"9";"8";"3041";"1211";"62";"562";"267";"22";"275";"28";"0";"122";"41";"226";"180";"45";"-";"-"
"185006";"185006";"27";"4";"2";"9299";"7702";"43";"15";"7644";"3942";"221";"1170";"383";"37";"750";"39";"2";"304";"62";"362";"275";"97";"-";"-"
"187001";"187001";"23";"4";"2";"2358";"1914";"16";"3";"1895";"640";"78";"487";"149";"13";"135";"17";"0";"62";"18";"166";"109";"21";"-";"-"
"187002";"187002";"23";"4";"2";"3064";"2696";"21";"5";"2670";"887";"106";"779";"234";"17";"193";"19";"1";"52";"18";"188";"149";"27";"-";"-"
"187003";"187003";"23";"4";"2";"3205";"2826";"16";"5";"2805";"851";"136";"834";"285";"14";"218";"15";"1";"29";"20";"268";"100";"34";"-";"-"
"189001";"189001";"22";"4";"2";"8546";"7489";"53";"6";"7430";"1946";"526";"1907";"648";"25";"590";"65";"1";"91";"72";"1174";"259";"126";"-";"-"
"189002";"189002";"22";"4";"2";"2628";"2372";"25";"0";"2347";"471";"191";"663";"207";"22";"189";"34";"0";"23";"37";"369";"67";"74";"-";"-"
"189003";"189003";"22";"4";"2";"1042";"914";"3";"0";"911";"175";"90";"243";"81";"4";"87";"6";"0";"9";"11";"160";"32";"13";"-";"-"
"189004";"189004";"22";"4";"2";"862";"762";"2";"2";"758";"210";"59";"168";"77";"4";"81";"8";"1";"7";"8";"84";"29";"22";"-";"-"
"201001";"201001";"31";"5";"2";"2018";"1781";"11";"0";"1770";"319";"99";"499";"162";"7";"113";"22";"1";"17";"27";"381";"80";"43";"-";"-"
"201002";"201002";"31";"5";"2";"2574";"2201";"10";"3";"2188";"713";"108";"397";"122";"17";"227";"30";"1";"25";"35";"362";"84";"67";"-";"-"
"201003";"201003";"31";"5";"2";"2584";"2283";"17";"3";"2263";"660";"125";"457";"172";"18";"225";"21";"2";"23";"46";"392";"76";"46";"-";"-"
"201004";"201004";"31";"5";"2";"3226";"2744";"20";"4";"2720";"634";"95";"549";"236";"15";"196";"18";"0";"51";"30";"650";"181";"65";"-";"-"
"201005";"201005";"31";"5";"2";"3316";"2948";"10";"3";"2935";"613";"168";"771";"295";"12";"171";"21";"1";"19";"29";"689";"116";"30";"-";"-"
"201006";"201006";"31";"5";"2";"2003";"1766";"16";"4";"1746";"413";"90";"458";"142";"13";"167";"26";"0";"9";"24";"334";"54";"16";"-";"-"
"205001";"205001";"30";"5";"2";"3237";"2813";"15";"5";"2793";"637";"147";"718";"232";"10";"196";"25";"0";"26";"37";"560";"115";"90";"-";"-"
"205002";"205002";"30";"5";"2";"4677";"3884";"24";"9";"3851";"1020";"248";"945";"231";"20";"344";"40";"0";"44";"57";"612";"152";"138";"-";"-"
"205003";"205003";"30";"5";"2";"3897";"3330";"21";"6";"3303";"934";"182";"776";"255";"9";"277";"43";"1";"26";"60";"518";"124";"98";"-";"-"
"205004";"205004";"30";"5";"2";"2674";"2295";"12";"2";"2281";"483";"141";"577";"164";"9";"219";"31";"1";"19";"31";"414";"67";"125";"-";"-"
"205005";"205005";"30";"5";"2";"1219";"1068";"3";"2";"1063";"145";"53";"339";"77";"2";"57";"12";"0";"7";"28";"252";"71";"20";"-";"-"
"207001";"207001";"31";"5";"2";"3876";"3437";"29";"5";"3403";"724";"197";"766";"236";"7";"334";"32";"1";"28";"29";"816";"87";"146";"-";"-"
"207002";"207002";"31";"5";"2";"4003";"3568";"23";"6";"3539";"746";"205";"813";"278";"18";"328";"42";"3";"28";"37";"791";"123";"127";"-";"-"
"207003";"207003";"31";"5";"2";"4003";"3209";"30";"5";"3174";"1108";"116";"407";"138";"13";"452";"46";"1";"64";"44";"467";"128";"190";"-";"-"
"208001";"208001";"30";"5";"2";"3728";"3074";"14";"5";"3055";"1010";"122";"635";"209";"11";"232";"29";"0";"32";"71";"513";"151";"40";"-";"-"
"208002";"208002";"30";"5";"2";"3557";"3047";"16";"6";"3025";"668";"123";"838";"242";"9";"203";"31";"0";"23";"41";"647";"142";"58";"-";"-"
"208003";"208003";"30";"5";"2";"3575";"3055";"11";"6";"3038";"929";"133";"770";"203";"18";"285";"20";"1";"29";"40";"400";"129";"81";"-";"-"
"208004";"208004";"30";"5";"2";"3264";"2782";"14";"4";"2764";"899";"125";"579";"139";"20";"296";"28";"0";"30";"24";"418";"132";"74";"-";"-"
"209001";"209001";"32";"5";"2";"4319";"3493";"23";"4";"3466";"1479";"73";"590";"230";"18";"288";"30";"0";"69";"54";"406";"177";"52";"-";"-"
"209002";"209002";"32";"5";"2";"2732";"2251";"20";"1";"2230";"768";"75";"435";"196";"12";"195";"21";"0";"35";"34";"311";"123";"25";"-";"-"
"209003";"209003";"32";"5";"2";"3732";"3151";"24";"6";"3121";"1089";"102";"588";"318";"12";"236";"21";"2";"48";"30";"461";"181";"33";"-";"-"
"209004";"209004";"32";"5";"2";"732";"631";"2";"1";"628";"193";"22";"115";"55";"9";"42";"8";"0";"16";"3";"117";"39";"9";"-";"-"
"209005";"209005";"32";"5";"2";"485";"422";"3";"0";"419";"116";"16";"58";"27";"2";"23";"7";"0";"8";"6";"118";"29";"9";"-";"-"
"209006";"209006";"32";"5";"2";"924";"735";"3";"1";"731";"301";"18";"91";"43";"3";"79";"15";"0";"19";"13";"81";"53";"15";"-";"-"
"211001";"211001";"32";"5";"2";"2683";"2144";"21";"4";"2119";"1034";"40";"305";"122";"9";"167";"16";"0";"30";"55";"165";"154";"22";"-";"-"
"211002";"211002";"32";"5";"2";"3845";"3110";"13";"6";"3091";"1378";"60";"414";"218";"9";"290";"23";"2";"55";"51";"311";"228";"52";"-";"-"
"211003";"211003";"32";"5";"2";"2679";"2206";"4";"1";"2201";"1002";"52";"302";"128";"3";"205";"10";"0";"47";"25";"198";"212";"17";"-";"-"
"211004";"211004";"32";"5";"2";"2406";"2029";"13";"1";"2015";"705";"45";"351";"158";"12";"167";"13";"1";"51";"39";"246";"198";"29";"-";"-"
"211005";"211005";"32";"5";"2";"1708";"1397";"12";"8";"1377";"553";"26";"195";"80";"7";"108";"9";"0";"37";"15";"186";"148";"13";"-";"-"
"213001";"213001";"30";"5";"2";"2948";"2376";"12";"3";"2361";"715";"59";"397";"176";"10";"172";"33";"1";"68";"42";"411";"231";"46";"-";"-"
"213002";"213002";"30";"5";"2";"2166";"1774";"14";"3";"1757";"574";"44";"266";"134";"5";"147";"28";"0";"41";"38";"300";"119";"61";"-";"-"
"213004";"213004";"30";"5";"2";"3274";"2695";"8";"4";"2683";"900";"73";"377";"213";"18";"198";"26";"2";"52";"180";"438";"161";"45";"-";"-"
"213006";"213006";"30";"5";"2";"4112";"3317";"19";"4";"3294";"982";"79";"603";"255";"13";"295";"44";"2";"75";"105";"576";"192";"73";"-";"-"
"213007";"213007";"30";"5";"2";"1015";"838";"2";"2";"834";"230";"16";"142";"66";"2";"53";"10";"0";"19";"11";"208";"55";"22";"-";"-"
"215001";"215001";"32";"5";"2";"5153";"4279";"23";"16";"4240";"1318";"126";"632";"362";"21";"239";"51";"2";"65";"106";"1042";"231";"45";"-";"-"
"215002";"215002";"32";"5";"2";"731";"614";"0";"1";"613";"181";"22";"97";"48";"2";"41";"4";"0";"11";"14";"149";"37";"7";"-";"-"
"215003";"215003";"32";"5";"2";"401";"348";"0";"0";"348";"74";"7";"48";"25";"0";"19";"2";"0";"7";"10";"112";"38";"6";"-";"-"
"215004";"215004";"32";"5";"2";"2012";"1704";"9";"2";"1693";"393";"61";"265";"167";"8";"122";"25";"0";"25";"41";"443";"119";"24";"-";"-"
"215005";"215005";"32";"5";"2";"1806";"1583";"2";"1";"1580";"386";"55";"288";"128";"4";"110";"15";"2";"21";"12";"439";"94";"26";"-";"-"
"215006";"215006";"32";"5";"2";"1935";"1590";"14";"5";"1571";"531";"51";"199";"115";"11";"130";"15";"0";"45";"30";"321";"98";"25";"-";"-"
"215007";"215007";"32";"5";"2";"1348";"1141";"2";"1";"1138";"347";"44";"203";"85";"7";"122";"23";"0";"20";"21";"185";"36";"45";"-";"-"
"217001";"217001";"29";"5";"2";"7261";"5525";"37";"8";"5480";"2204";"163";"1069";"222";"21";"634";"77";"4";"106";"76";"489";"253";"162";"-";"-"
"217002";"217002";"29";"5";"2";"9636";"7773";"38";"25";"7710";"4145";"151";"1120";"296";"34";"824";"60";"1";"183";"64";"413";"269";"150";"-";"-"
"217003";"217003";"29";"5";"2";"4953";"3828";"29";"11";"3788";"1692";"87";"735";"192";"17";"352";"33";"4";"125";"44";"272";"160";"75";"-";"-"
"217004";"217004";"29";"5";"2";"3693";"3006";"13";"3";"2990";"976";"112";"776";"227";"27";"261";"36";"0";"32";"32";"314";"147";"50";"-";"-"
"217005";"217005";"29";"5";"2";"3374";"2799";"18";"8";"2773";"850";"90";"726";"195";"13";"247";"27";"0";"47";"21";"340";"170";"47";"-";"-"
"217006";"217006";"29";"5";"2";"951";"811";"3";"1";"807";"252";"21";"214";"39";"3";"58";"10";"1";"7";"16";"110";"57";"19";"-";"-"
"217007";"217007";"29";"5";"2";"1069";"900";"7";"0";"893";"235";"27";"227";"61";"13";"52";"12";"0";"15";"14";"166";"56";"15";"-";"-"
"217008";"217008";"29";"5";"2";"606";"507";"1";"0";"506";"178";"12";"127";"28";"0";"32";"7";"0";"13";"27";"46";"26";"10";"-";"-"
"217009";"217009";"29";"5";"2";"3396";"2776";"13";"6";"2757";"916";"107";"787";"179";"17";"178";"25";"1";"37";"27";"311";"105";"67";"-";"-"
"217010";"217010";"29";"5";"2";"3281";"2731";"11";"7";"2713";"730";"129";"871";"171";"17";"226";"25";"2";"29";"35";"321";"107";"50";"-";"-"
"217011";"217011";"29";"5";"2";"4570";"3861";"30";"6";"3825";"1145";"149";"1258";"242";"22";"284";"42";"1";"48";"36";"410";"118";"70";"-";"-"
"219001";"219001";"31";"5";"2";"4136";"3430";"22";"6";"3402";"1085";"99";"663";"243";"21";"361";"54";"0";"46";"82";"514";"139";"95";"-";"-"
"219002";"219002";"31";"5";"2";"4643";"3898";"27";"7";"3864";"1280";"163";"741";"305";"12";"303";"26";"2";"47";"144";"613";"144";"84";"-";"-"
"219003";"219003";"31";"5";"2";"2139";"1795";"18";"0";"1777";"432";"83";"355";"134";"8";"189";"21";"0";"19";"104";"302";"61";"69";"-";"-"
"219004";"219004";"31";"5";"2";"490";"438";"3";"0";"435";"118";"16";"77";"35";"2";"43";"3";"0";"8";"4";"106";"15";"8";"-";"-"
"219005";"219005";"31";"5";"2";"1175";"1021";"14";"0";"1007";"249";"45";"169";"79";"6";"119";"17";"0";"6";"20";"186";"49";"62";"-";"-"
"219006";"219006";"31";"5";"2";"1632";"1418";"12";"3";"1403";"406";"57";"242";"125";"12";"100";"10";"0";"13";"41";"276";"94";"27";"-";"-"
"219007";"219007";"31";"5";"2";"424";"369";"1";"0";"368";"58";"23";"58";"29";"5";"20";"16";"0";"8";"7";"103";"36";"5";"-";"-"
"219008";"219008";"31";"5";"2";"1708";"1498";"8";"2";"1488";"350";"76";"331";"120";"10";"136";"14";"0";"11";"76";"278";"70";"16";"-";"-"
"219009";"219009";"31";"5";"2";"1225";"1051";"3";"4";"1044";"225";"73";"265";"84";"4";"75";"15";"1";"11";"7";"200";"49";"35";"-";"-"
"219010";"219010";"31";"5";"2";"800";"725";"4";"2";"719";"144";"53";"188";"42";"4";"65";"8";"1";"10";"7";"138";"28";"31";"-";"-"
"219011";"219011";"31";"5";"2";"3110";"2676";"17";"4";"2655";"889";"105";"496";"212";"12";"213";"22";"0";"16";"117";"418";"93";"62";"-";"-"
"219012";"219012";"31";"5";"2";"3824";"2998";"8";"10";"2980";"1161";"92";"487";"222";"14";"284";"37";"3";"58";"68";"366";"129";"59";"-";"-"
"221001";"221001";"32";"5";"2";"6785";"5491";"29";"13";"5449";"2377";"134";"754";"301";"18";"503";"47";"2";"161";"68";"639";"353";"92";"-";"-"
"223001";"223001";"30";"5";"2";"4201";"3601";"17";"5";"3579";"698";"154";"1388";"242";"12";"157";"30";"2";"28";"30";"660";"137";"41";"-";"-"
"223002";"223002";"30";"5";"2";"5162";"4484";"22";"7";"4455";"1087";"251";"1463";"332";"11";"209";"41";"2";"31";"23";"810";"149";"46";"-";"-"
"223003";"223003";"30";"5";"2";"3303";"2924";"5";"5";"2914";"211";"171";"1341";"174";"5";"64";"14";"0";"8";"21";"772";"92";"41";"-";"-"
"223004";"223004";"30";"5";"2";"428";"361";"2";"0";"359";"52";"6";"126";"28";"1";"22";"3";"0";"8";"1";"84";"19";"9";"-";"-"
"223005";"223005";"30";"5";"2";"4980";"4162";"18";"5";"4139";"637";"177";"1704";"284";"13";"144";"32";"2";"17";"41";"920";"131";"37";"-";"-"
"225001";"225001";"32";"5";"2";"1061";"927";"8";"3";"916";"311";"24";"112";"74";"3";"83";"16";"0";"29";"7";"180";"53";"24";"-";"-"
"225002";"225002";"32";"5";"2";"3093";"2642";"19";"5";"2618";"1082";"87";"417";"156";"13";"326";"21";"1";"29";"31";"283";"100";"72";"-";"-"
"225003";"225003";"32";"5";"2";"777";"655";"6";"1";"648";"304";"17";"79";"20";"3";"66";"2";"0";"32";"0";"71";"45";"9";"-";"-"
"225104";"225104";"32";"5";"2";"313";"263";"2";"0";"261";"117";"10";"40";"8";"2";"23";"3";"0";"15";"7";"28";"6";"2";"-";"-"
"225105";"225105";"32";"5";"2";"965";"815";"4";"2";"809";"308";"16";"86";"41";"4";"107";"11";"0";"17";"4";"128";"48";"39";"-";"-"
"227003";"227003";"30";"5";"2";"829";"725";"4";"2";"719";"137";"33";"177";"54";"2";"42";"5";"0";"10";"5";"188";"57";"9";"-";"-"
"227004";"227004";"30";"5";"2";"2548";"2076";"13";"5";"2058";"647";"104";"435";"126";"11";"190";"29";"0";"44";"32";"312";"79";"49";"-";"-"
"227005";"227005";"30";"5";"2";"3325";"2785";"18";"3";"2764";"772";"147";"595";"234";"22";"257";"22";"0";"40";"37";"447";"119";"72";"-";"-"
"227006";"227006";"30";"5";"2";"3457";"2914";"9";"4";"2901";"849";"87";"761";"226";"6";"200";"17";"3";"38";"26";"523";"139";"26";"-";"-"
"227007";"227007";"30";"5";"2";"2468";"2083";"11";"7";"2065";"645";"72";"442";"165";"5";"206";"13";"2";"40";"17";"311";"97";"50";"-";"-"
"229001";"229001";"32";"5";"2";"2026";"1690";"16";"7";"1667";"605";"51";"313";"129";"9";"84";"7";"1";"39";"17";"301";"99";"12";"-";"-"
"229002";"229002";"32";"5";"2";"980";"853";"4";"2";"847";"268";"40";"109";"57";"3";"73";"7";"0";"21";"9";"186";"62";"12";"-";"-"
"229003";"229003";"32";"5";"2";"1388";"1171";"14";"1";"1156";"398";"31";"168";"71";"6";"127";"13";"1";"30";"16";"180";"80";"35";"-";"-"
"231001";"231001";"32";"5";"2";"1378";"1185";"7";"1";"1177";"364";"39";"227";"87";"6";"78";"12";"1";"18";"14";"222";"91";"18";"-";"-"
"231002";"231002";"32";"5";"2";"1379";"1173";"7";"4";"1162";"408";"27";"254";"88";"6";"66";"8";"0";"10";"8";"204";"72";"11";"-";"-"
"231003";"231003";"32";"5";"2";"823";"714";"7";"0";"707";"227";"18";"136";"74";"4";"56";"3";"0";"3";"9";"119";"53";"5";"-";"-"
"231004";"231004";"32";"5";"2";"347";"299";"4";"0";"295";"55";"5";"70";"19";"1";"14";"2";"0";"7";"0";"94";"25";"3";"-";"-"
"233001";"233001";"31";"5";"2";"2180";"1823";"13";"5";"1805";"572";"46";"287";"191";"7";"129";"20";"0";"35";"15";"324";"126";"53";"-";"-"
"233002";"233002";"31";"5";"2";"2688";"2306";"13";"6";"2287";"675";"86";"458";"214";"13";"126";"20";"0";"41";"27";"439";"162";"26";"-";"-"
"233003";"233003";"31";"5";"2";"893";"777";"7";"0";"770";"169";"21";"162";"69";"4";"71";"8";"0";"12";"4";"179";"57";"14";"-";"-"
"235001";"235001";"31";"5";"2";"2410";"2151";"25";"3";"2123";"539";"95";"428";"240";"7";"154";"20";"0";"17";"14";"449";"123";"37";"-";"-"
"235002";"235002";"31";"5";"2";"1050";"887";"11";"1";"875";"215";"24";"160";"103";"4";"97";"15";"0";"20";"6";"145";"42";"44";"-";"-"
"235003";"235003";"31";"5";"2";"4253";"3594";"31";"5";"3558";"1114";"112";"758";"358";"18";"256";"30";"1";"47";"27";"619";"180";"38";"-";"-"
"235004";"235004";"31";"5";"2";"436";"369";"0";"1";"368";"94";"7";"50";"32";"3";"41";"4";"0";"8";"2";"100";"15";"12";"-";"-"
"235005";"235005";"31";"5";"2";"1311";"1136";"11";"0";"1125";"307";"38";"215";"115";"8";"117";"19";"1";"28";"7";"193";"54";"23";"-";"-"
"237001";"237001";"31";"5";"2";"5719";"4934";"37";"11";"4886";"1579";"119";"998";"500";"35";"383";"47";"1";"77";"40";"750";"261";"96";"-";"-"
"237002";"237002";"31";"5";"2";"4033";"3405";"20";"6";"3379";"1248";"92";"656";"311";"13";"299";"25";"2";"80";"17";"441";"159";"36";"-";"-"
"251001";"251001";"35";"6";"2";"2123";"1796";"9";"3";"1784";"586";"82";"268";"156";"18";"111";"19";"1";"40";"31";"353";"95";"24";"-";"-"
"251002";"251002";"35";"6";"2";"1752";"1479";"9";"3";"1467";"511";"65";"225";"133";"11";"104";"18";"0";"24";"14";"242";"103";"17";"-";"-"
"251003";"251003";"35";"6";"2";"1119";"950";"4";"1";"945";"239";"46";"189";"87";"8";"81";"13";"0";"16";"12";"172";"71";"11";"-";"-"
"251004";"251004";"35";"6";"2";"1111";"948";"6";"1";"941";"339";"26";"155";"90";"0";"71";"10";"0";"22";"9";"165";"47";"7";"-";"-"
"253001";"253001";"34";"6";"2";"979";"811";"6";"1";"804";"258";"26";"163";"50";"1";"62";"4";"0";"16";"11";"129";"78";"6";"-";"-"
"253002";"253002";"34";"6";"2";"2769";"2420";"12";"8";"2400";"592";"72";"640";"223";"8";"114";"20";"1";"33";"27";"499";"157";"14";"-";"-"
"253003";"253003";"34";"6";"2";"3236";"2591";"18";"3";"2570";"924";"60";"544";"186";"12";"227";"21";"1";"49";"14";"370";"141";"21";"-";"-"
"253004";"253004";"34";"6";"2";"4024";"3478";"19";"6";"3453";"1013";"118";"887";"355";"15";"154";"24";"0";"43";"29";"622";"175";"18";"-";"-"
"253005";"253005";"34";"6";"2";"3609";"3063";"21";"7";"3035";"852";"98";"692";"319";"12";"189";"25";"3";"45";"64";"535";"181";"20";"-";"-"
"253006";"253006";"34";"6";"2";"1944";"1624";"6";"4";"1614";"439";"81";"348";"173";"11";"111";"16";"0";"24";"34";"233";"127";"17";"-";"-"
"253007";"253007";"34";"6";"2";"3857";"3325";"16";"5";"3304";"1140";"97";"672";"290";"16";"236";"25";"1";"53";"50";"484";"214";"26";"-";"-"
"253008";"253008";"34";"6";"2";"2402";"2098";"10";"1";"2087";"657";"73";"478";"212";"10";"110";"15";"0";"38";"19";"327";"133";"15";"-";"-"
"253009";"253009";"34";"6";"2";"2954";"2283";"10";"3";"2270";"1034";"37";"342";"113";"22";"220";"23";"0";"76";"26";"195";"146";"36";"-";"-"
"253010";"253010";"34";"6";"2";"3256";"2464";"14";"11";"2439";"1056";"39";"411";"129";"11";"244";"30";"0";"81";"20";"241";"151";"26";"-";"-"
"253011";"253011";"34";"6";"2";"4084";"3348";"21";"8";"3319";"970";"102";"752";"264";"19";"240";"36";"1";"72";"26";"580";"232";"25";"-";"-"
"255001";"255001";"33";"6";"2";"1936";"1681";"10";"0";"1671";"601";"69";"245";"97";"12";"147";"37";"0";"22";"17";"316";"83";"25";"-";"-"
"255002";"255002";"33";"6";"2";"415";"369";"1";"0";"368";"68";"23";"98";"26";"1";"15";"2";"0";"3";"2";"91";"32";"7";"-";"-"
"255003";"255003";"33";"6";"2";"5371";"4608";"28";"12";"4568";"1327";"201";"1046";"421";"29";"283";"36";"1";"85";"29";"784";"277";"49";"-";"-"
"255004";"255004";"33";"6";"2";"1912";"1671";"11";"4";"1656";"619";"57";"325";"123";"12";"110";"20";"0";"31";"13";"246";"88";"12";"-";"-"
"257001";"257001";"35";"6";"2";"2696";"2318";"27";"6";"2285";"850";"100";"350";"152";"15";"261";"27";"0";"19";"42";"344";"59";"66";"-";"-"
"257002";"257002";"35";"6";"2";"467";"399";"9";"0";"390";"142";"21";"60";"20";"6";"44";"6";"0";"1";"16";"44";"19";"11";"-";"-"
"257003";"257003";"35";"6";"2";"2101";"1805";"14";"1";"1790";"707";"78";"283";"111";"9";"172";"11";"0";"29";"20";"246";"96";"28";"-";"-"
"259001";"259001";"34";"6";"2";"3092";"2578";"22";"3";"2553";"1028";"80";"504";"156";"9";"192";"20";"1";"50";"33";"292";"140";"48";"-";"-"
"259002";"259002";"34";"6";"2";"4484";"3674";"18";"9";"3647";"1867";"94";"518";"165";"15";"330";"16";"0";"86";"23";"325";"162";"46";"-";"-"
"259003";"259003";"34";"6";"2";"600";"534";"3";"0";"531";"164";"19";"112";"39";"4";"46";"10";"0";"9";"5";"90";"25";"8";"-";"-"
"259004";"259004";"34";"6";"2";"1478";"1265";"12";"0";"1253";"432";"61";"195";"98";"6";"69";"9";"0";"31";"9";"233";"100";"10";"-";"-"
"259005";"259005";"34";"6";"2";"3008";"2465";"17";"1";"2447";"1186";"48";"304";"145";"13";"250";"29";"1";"77";"6";"196";"151";"41";"-";"-"
"259006";"259006";"34";"6";"2";"2962";"2482";"14";"0";"2468";"1042";"68";"407";"197";"12";"197";"22";"1";"40";"10";"285";"161";"26";"-";"-"
"259007";"259007";"34";"6";"2";"4589";"3768";"26";"9";"3733";"1542";"96";"545";"234";"18";"436";"36";"1";"77";"39";"400";"203";"106";"-";"-"
"259008";"259008";"34";"6";"2";"946";"819";"6";"0";"813";"279";"32";"118";"62";"5";"61";"8";"0";"17";"11";"126";"79";"15";"-";"-"
"259009";"259009";"34";"6";"2";"3185";"2659";"18";"6";"2635";"1150";"77";"397";"176";"15";"228";"13";"0";"62";"22";"309";"152";"34";"-";"-"
"259010";"259010";"34";"6";"2";"3968";"3346";"33";"11";"3302";"1322";"105";"617";"217";"16";"272";"35";"0";"47";"50";"387";"172";"62";"-";"-"
"261001";"261001";"35";"6";"2";"1597";"1443";"13";"3";"1427";"455";"70";"250";"109";"6";"113";"9";"1";"15";"26";"299";"61";"13";"-";"-"
"261002";"261002";"35";"6";"2";"394";"356";"2";"1";"353";"104";"19";"42";"24";"3";"29";"4";"0";"1";"0";"103";"16";"8";"-";"-"
"261003";"261003";"35";"6";"2";"1521";"1376";"8";"1";"1367";"330";"102";"219";"89";"12";"137";"13";"0";"3";"9";"347";"46";"60";"-";"-"
