"Valgsted Id";"KommuneNr";"Kreds Nr";"Storkreds Nr";"Landsdels Nr";"Valgsted navn";"Kommune navn";"Kreds navn";"Storkreds navn";"Landsdels navn";"Valgsted start";"Valgsted stop"
"101088";"101";"14";"3";"1";"Valby Nord";"København";"8. Kbh. Valby";"";"København-Frederiksberg";"19700401";"20020831"
"101090";"101";"10";"2";"1";"Nørrebro Nord";"København";"11. Kbh. Nørrebro";"";"København-Frederiksberg";"19700401";"20020831"
"101092";"101";"11";"2";"1";"Bispeeng Vest";"København";"12. Kbh. Bispeeng";"";"København-Frederiksberg";"19700401";"20020831"
"101094";"101";"16";"3";"1";"Enghave Syd";"København";"14. Kbh. Enghave";"";"København-Frederiksberg";"19700401";"20020831"
"101096";"101";"13";"2";"1";"Frederiksgård";"København";"16. Kbh. Brønshøj";"";"København-Frederiksberg";"19700401";"20020831"
"101098";"101";"13";"2";"1";"Kirkebjerg";"København";"16. Kbh. Brønshøj";"";"København-Frederiksberg";"19700401";"20020831"
"147001";"147";"17";"3";"1";"Gl. Kongevej Østre";"Frederiksberg";"1. Frb. Gl. Kongevej";"";"København-Frederiksberg";"19700401";"20050531"
"147002";"147";"17";"3";"1";"Gl. Kongevej Vestre";"Frederiksberg";"1. Frb. Gl. Kongevej";"";"København-Frederiksberg";"19700401";"20050531"
"147003";"147";"18";"3";"1";"Slots Nordre";"Frederiksberg";"2. Frb. Slots";"";"København-Frederiksberg";"19700401";"20050531"
"147004";"147";"18";"3";"1";"Slots Søndre";"Frederiksberg";"2. Frb. Slots";"";"København-Frederiksberg";"19700401";"20050531"
"147005";"147";"18";"3";"1";"Slots Østre";"Frederiksberg";"2. Frb. Slots";"";"København-Frederiksberg";"19700401";"20050531"
"147007";"147";"19";"3";"1";"Falkoner Østre";"Frederiksberg";"3. Frb. Falkoner";"";"København-Frederiksberg";"19700401";"20050531"
"147008";"147";"19";"3";"1";"Falkoner Vestre";"Frederiksberg";"3. Frb. Falkoner";"";"København-Frederiksberg";"19700401";"20050531"
"151001";"151";"22";"4";"2";"Tapeten";"Ballerup";"3. Ballerup";"";"Øerne";"19890101";"20061231"
"151002";"151";"22";"4";"2";"Rugvængets Skole";"Ballerup";"3. Ballerup";"";"Øerne";"19700401";"20061231"
"151003";"151";"22";"4";"2";"Højagerskolen";"Ballerup";"3. Ballerup";"";"Øerne";"19700401";"20061231"
"151004";"151";"22";"4";"2";"Grantoftehallen";"Ballerup";"3. Ballerup";"";"Øerne";"19740401";"20061231"
"151005";"151";"22";"4";"2";"Rosenlundskolen";"Ballerup";"3. Ballerup";"";"Øerne";"19700401";"20061231"
"151006";"151";"22";"4";"2";"Lundebjergskolen";"Ballerup";"3. Ballerup";"";"Øerne";"19700401";"20061231"
"151007";"151";"22";"4";"2";"Skovlunde lokalkontor";"Ballerup";"3. Ballerup";"";"Øerne";"19700401";"20061231"
"151009";"151";"22";"4";"2";"Egebjerghallen";"Ballerup";"3. Ballerup";"";"Øerne";"19860101";"20061231"
"151109";"151";"22";"4";"2";"Måløvhallen";"Ballerup";"3. Ballerup";"";"Øerne";"19700401";"19980527"
"153001";"153";"26";"4";"2";"Brøndbyvester Skole";"Brøndby";"7. Hvidovre";"";"Øerne";"19700401";"20061231"
"153002";"153";"26";"4";"2";"Tjørnehøjskolen";"Brøndby";"7. Hvidovre";"";"Øerne";"19890101";"20061231"
"153003";"153";"26";"4";"2";"Lindelundsskolen";"Brøndby";"7. Hvidovre";"";"Øerne";"19890101";"20061231"
"153004";"153";"26";"4";"2";"Nygårdsskolen/Kilden";"Brøndby";"7. Hvidovre";"";"Øerne";"19700401";"20061231"
"153005";"153";"26";"4";"2";"Nørregårdsskolen";"Brøndby";"7. Hvidovre";"";"Øerne";"19700401";"20061231"
"153006";"153";"26";"4";"2";"Langbjergskolen";"Brøndby";"7. Hvidovre";"";"Øerne";"19740101";"20061231"
"153007";"153";"26";"4";"2";"Søholtskolen";"Brøndby";"7. Hvidovre";"";"Øerne";"19890101";"20061231"
"155001";"155";"27";"4";"2";"Dragør";"Dragør";"8. Amager";"";"Øerne";"19700401";"20061231"
"155002";"155";"27";"4";"2";"St. Magleby";"Dragør";"8. Amager";"";"Øerne";"19740401";"20061231"
"155003";"155";"27";"4";"2";"Vierdiget";"Dragør";"8. Amager";"";"Øerne";"19811209";"20061231"
"157001";"157";"20";"4";"2";"Jægersborg";"Gentofte";"1. Gentofte";"";"Øerne";"19700401";"20050531"
"157002";"157";"20";"4";"2";"Munkegård";"Gentofte";"1. Gentofte";"";"Øerne";"19791024";"20050531"
"157003";"157";"20";"4";"2";"Rådhuset";"Gentofte";"1. Gentofte";"";"Øerne";"19700401";"20050531"
"157004";"157";"20";"4";"2";"Bakkegård";"Gentofte";"1. Gentofte";"";"Øerne";"19700401";"20050531"
"157005";"157";"20";"4";"2";"Dyssegård";"Gentofte";"1. Gentofte";"";"Øerne";"19700401";"20050531"
"157006";"157";"24";"4";"2";"Maglegård";"Gentofte";"5. Hellerup";"";"Øerne";"19700401";"20050531"
"157007";"157";"24";"4";"2";"Hellerup";"Gentofte";"5. Hellerup";"";"Øerne";"19700401";"20050531"
"157008";"157";"24";"4";"2";"Ordrup";"Gentofte";"5. Hellerup";"";"Øerne";"19700401";"20050531"
"157009";"157";"24";"4";"2";"Skovshoved";"Gentofte";"5. Hellerup";"";"Øerne";"19700401";"20050531"
"157010";"157";"24";"4";"2";"Skovgård";"Gentofte";"5. Hellerup";"";"Øerne";"19791024";"20050531"
"159001";"159";"25";"4";"2";"Bagsværd";"Gladsaxe";"6. Gladsaxe";"";"Øerne";"19700401";"20061231"
"159002";"159";"25";"4";"2";"Buddinge";"Gladsaxe";"6. Gladsaxe";"";"Øerne";"19700401";"20061231"
"159003";"159";"25";"4";"2";"Egegård";"Gladsaxe";"6. Gladsaxe";"";"Øerne";"19700401";"20061231"
"159004";"159";"25";"4";"2";"Høje Gladsaxe";"Gladsaxe";"6. Gladsaxe";"";"Øerne";"19700401";"20061231"
"159005";"159";"25";"4";"2";"Kildebakken";"Gladsaxe";"6. Gladsaxe";"";"Øerne";"19700401";"20061231"
"159006";"159";"25";"4";"2";"Marielyst";"Gladsaxe";"6. Gladsaxe";"";"Øerne";"19700401";"20061231"
"159007";"159";"25";"4";"2";"Mørkhøj";"Gladsaxe";"6. Gladsaxe";"";"Øerne";"19700401";"20061231"
"159008";"159";"25";"4";"2";"Stengård";"Gladsaxe";"6. Gladsaxe";"";"Øerne";"19700401";"20061231"
"159009";"159";"25";"4";"2";"Søborg";"Gladsaxe";"6. Gladsaxe";"";"Øerne";"19700401";"20061231"
"159010";"159";"25";"4";"2";"Vadgård";"Gladsaxe";"6. Gladsaxe";"";"Øerne";"19700401";"20061231"
"159011";"159";"25";"4";"2";"Værebro";"Gladsaxe";"6. Gladsaxe";"";"Øerne";"19700401";"20061231"
"161001";"161";"23";"4";"2";"Nordvangskolen";"Glostrup";"4. Glostrup";"";"Øerne";"19700401";"20061231"
"161002";"161";"23";"4";"2";"Sognegården / Menighedshuset";"Glostrup";"4. Glostrup";"";"Øerne";"19700401";"20061231"
"161003";"161";"23";"4";"2";"Søndervangskolen";"Glostrup";"4. Glostrup";"";"Øerne";"19700401";"20061231"
"161004";"161";"23";"4";"2";"Vestervangskolen";"Glostrup";"4. Glostrup";"";"Øerne";"19700401";"20061231"
"161005";"161";"23";"4";"2";"Ejbyskolen";"Glostrup";"4. Glostrup";"";"Øerne";"19740101";"20061231"
"161006";"161";"23";"4";"2";"Hvissingehallen";"Glostrup";"4. Glostrup";"";"Øerne";"19890101";"20061231"
"163001";"163";"28";"4";"2";"Engskolen";"Herlev";"9. Rødovre";"";"Øerne";"19700401";"20061231"
"163002";"163";"28";"4";"2";"Elverhøjens Skole";"Herlev";"9. Rødovre";"";"Øerne";"19700401";"20061231"
"163003";"163";"28";"4";"2";"Hjortespring Skole";"Herlev";"9. Rødovre";"";"Øerne";"19700401";"20061231"
"163004";"163";"28";"4";"2";"Lindehøjskolen / Borgerdigeskolen";"Herlev";"9. Rødovre";"";"Øerne";"19700401";"20061231"
"163005";"163";"28";"4";"2";"Hammergårdskolen / Dyrholmskolen";"Herlev";"9. Rødovre";"";"Øerne";"19700401";"20061231"
"165001";"165";"23";"4";"2";"Roholmskolen";"Albertslund";"4. Glostrup";"";"Øerne";"19700401";"20061231"
"165002";"165";"23";"4";"2";"Egelundsskolen";"Albertslund";"4. Glostrup";"";"Øerne";"19700401";"20061231"
"165003";"165";"23";"4";"2";"Vridsløselille Skole";"Albertslund";"4. Glostrup";"";"Øerne";"19700401";"20061231"
"165004";"165";"23";"4";"2";"Kongsholmcentret";"Albertslund";"4. Glostrup";"";"Øerne";"19700401";"20061231"
"165005";"165";"23";"4";"2";"Birkelund-Holsbjergskolen (Teglmoseskolen)";"Albertslund";"4. Glostrup";"";"Øerne";"19700401";"20061231"
"167001";"167";"26";"4";"2";"Holmegårdsskolen";"Hvidovre";"7. Hvidovre";"";"Øerne";"19700401";"20061231"
"167002";"167";"26";"4";"2";"Præstemoseskolen";"Hvidovre";"7. Hvidovre";"";"Øerne";"19700401";"20061231"
"167003";"167";"26";"4";"2";"Sønderkærskolen";"Hvidovre";"7. Hvidovre";"";"Øerne";"19700401";"20061231"
"167004";"167";"26";"4";"2";"Medborgerhuset / Risbjerggård";"Hvidovre";"7. Hvidovre";"";"Øerne";"19700401";"20061231"
"167005";"167";"26";"4";"2";"Dansborgskolen";"Hvidovre";"7. Hvidovre";"";"Øerne";"19700401";"20061231"
"167006";"167";"26";"4";"2";"Frihedens Idrætscenter";"Hvidovre";"7. Hvidovre";"";"Øerne";"19700401";"20061231"
"167007";"167";"26";"4";"2";"Avedøre Skole";"Hvidovre";"7. Hvidovre";"";"Øerne";"19740101";"20061231"
"167008";"167";"26";"4";"2";"Avedøre Bibliotek";"Hvidovre";"7. Hvidovre";"";"Øerne";"19740101";"20061231"
"169001";"169";"23";"4";"2";"Selsmoseskolen";"Høje-Taastrup";"4. Glostrup";"";"Øerne";"19700401";"20061231"
"169002";"169";"23";"4";"2";"Parkskolen";"Høje-Taastrup";"4. Glostrup";"";"Øerne";"19700401";"20061231"
"169003";"169";"23";"4";"2";"Grønhøjskolen";"Høje-Taastrup";"4. Glostrup";"";"Øerne";"19740101";"20061231"
"169004";"169";"23";"4";"2";"Taastrup Kulturcenter";"Høje-Taastrup";"4. Glostrup";"";"Øerne";"19700401";"20061231"
"169005";"169";"23";"4";"2";"Borgerskolen";"Høje-Taastrup";"4. Glostrup";"";"Øerne";"19811209";"20061231"
"169006";"169";"23";"4";"2";"Gadehaveskolen";"Høje-Taastrup";"4. Glostrup";"";"Øerne";"19700401";"20061231"
"169007";"169";"23";"4";"2";"Rønnevangsskolen";"Høje-Taastrup";"4. Glostrup";"";"Øerne";"19700401";"20061231"
"169008";"169";"23";"4";"2";"Torstorp";"Høje-Taastrup";"4. Glostrup";"";"Øerne";"19870101";"20061231"
"169009";"169";"23";"4";"2";"Sengeløse Skole";"Høje-Taastrup";"4. Glostrup";"";"Øerne";"19791023";"20061231"
"169010";"169";"23";"4";"2";"Charlotteskolen";"Høje-Taastrup";"4. Glostrup";"";"Øerne";"19740101";"20061231"
"169011";"169";"23";"4";"2";"Fritidscentret Hedehuset";"Høje-Taastrup";"4. Glostrup";"";"Øerne";"19700401";"20061231"
"169012";"169";"23";"4";"2";"Flønghallen";"Høje-Taastrup";"4. Glostrup";"";"Øerne";"19700401";"20061231"
"169013";"169";"23";"4";"2";"Reerslev Skole";"Høje-Taastrup";"4. Glostrup";"";"Øerne";"19700401";"20061231"
"171001";"171";"22";"4";"2";"Ledøje Forsamlingshus";"Ledøje-Smørum";"3. Ballerup";"";"Øerne";"19700401";"20061231"
"171002";"171";"22";"4";"2";"Ledøje-Smørum-hallen";"Ledøje-Smørum";"3. Ballerup";"";"Øerne";"19700401";"20061231"
"173001";"173";"21";"4";"2";"Lyngby Midt";"Lyngby-Tårbæk";"2. Lyngby";"";"Øerne";"19700401";"20061231"
"173002";"173";"21";"4";"2";"Lindegård";"Lyngby-Tårbæk";"2. Lyngby";"";"Øerne";"19700401";"20061231"
"173003";"173";"21";"4";"2";"Trongård";"Lyngby-Tårbæk";"2. Lyngby";"";"Øerne";"19700401";"20061231"
"173004";"173";"21";"4";"2";"Engelsborg";"Lyngby-Tårbæk";"2. Lyngby";"";"Øerne";"19700401";"20061231"
"173005";"173";"21";"4";"2";"Taarbæk";"Lyngby-Tårbæk";"2. Lyngby";"";"Øerne";"19700401";"20061231"
"173006";"173";"21";"4";"2";"Virum";"Lyngby-Tårbæk";"2. Lyngby";"";"Øerne";"19700401";"20061231"
"173007";"173";"21";"4";"2";"Hummeltofte";"Lyngby-Tårbæk";"2. Lyngby";"";"Øerne";"19700401";"20061231"
"173008";"173";"21";"4";"2";"Fuglsanggård";"Lyngby-Tårbæk";"2. Lyngby";"";"Øerne";"19700401";"20061231"
"173009";"173";"21";"4";"2";"Kongevej";"Lyngby-Tårbæk";"2. Lyngby";"";"Øerne";"19700401";"20061231"
"173010";"173";"21";"4";"2";"Lundtofte";"Lyngby-Tårbæk";"2. Lyngby";"";"Øerne";"19700401";"20061231"
"175001";"175";"28";"4";"2";"Ørbygård";"Rødovre";"9. Rødovre";"";"Øerne";"19840111";"20061231"
"175002";"175";"28";"4";"2";"Milestedet";"Rødovre";"9. Rødovre";"";"Øerne";"19700401";"20061231"
"175003";"175";"28";"4";"2";"Rødovre Skole";"Rødovre";"9. Rødovre";"";"Øerne";"19700401";"20061231"
"175004";"175";"28";"4";"2";"Valhøj Skole";"Rødovre";"9. Rødovre";"";"Øerne";"19700401";"20061231"
"175005";"175";"28";"4";"2";"Carlsrohallen";"Rødovre";"9. Rødovre";"";"Øerne";"19740101";"20061231"
"175006";"175";"28";"4";"2";"Nyager Skole";"Rødovre";"9. Rødovre";"";"Øerne";"19700401";"20061231"
"175007";"175";"28";"4";"2";"Tinderhøj Skole";"Rødovre";"9. Rødovre";"";"Øerne";"19700401";"20061231"
"175008";"175";"28";"4";"2";"Islev Skole";"Rødovre";"9. Rødovre";"";"Øerne";"19700401";"20061231"
"175009";"175";"28";"4";"2";"Broparken";"Rødovre";"9. Rødovre";"";"Øerne";"19890101";"20061231"
"181001";"181";"21";"4";"2";"Søllerød";"Søllerød";"2. Lyngby";"";"Øerne";"19700401";"20050101"
"181002";"181";"21";"4";"2";"Ny Holte";"Søllerød";"2. Lyngby";"";"Øerne";"19840701";"20050630"
"181003";"181";"21";"4";"2";"Dronninggård";"Søllerød";"2. Lyngby";"";"Øerne";"19700401";"20050630"
"181004";"181";"21";"4";"2";"Skovly";"Søllerød";"2. Lyngby";"";"Øerne";"19730101";"20050630"
"181005";"181";"21";"4";"2";"Nærum";"Søllerød";"2. Lyngby";"";"Øerne";"19700401";"20050630"
"181006";"181";"21";"4";"2";"Gl. Holte";"Søllerød";"2. Lyngby";"";"Øerne";"19700401";"20050630"
"181008";"181";"21";"4";"2";"Skodsborg";"Søllerød";"2. Lyngby";"";"Øerne";"19700401";"20050630"
"181009";"181";"21";"4";"2";"Vedbæk";"Søllerød";"2. Lyngby";"";"Øerne";"19700401";"20050630"
"183001";"183";"23";"4";"2";"Ishøj Forsamlingshuset";"Ishøj";"4. Glostrup";"";"Øerne";"19791023";"20061231"
"183002";"183";"23";"4";"2";"Vibeholmskolen";"Ishøj";"4. Glostrup";"";"Øerne";"19790101";"20061231"
"183003";"183";"23";"4";"2";"Gildbroskolen";"Ishøj";"4. Glostrup";"";"Øerne";"19790101";"20061231"
"183004";"183";"23";"4";"2";"Strandgårdsskolen";"Ishøj";"4. Glostrup";"";"Øerne";"19790101";"20061231"
"183005";"183";"23";"4";"2";"Ishøj Centersal";"Ishøj";"4. Glostrup";"";"Øerne";"19791023";"20061231"
"185001";"185";"27";"4";"2";"Vestamager";"Tårnby";"8. Amager";"";"Øerne";"19700401";"20061231"
"185002";"185";"27";"4";"2";"Pilegården";"Tårnby";"8. Amager";"";"Øerne";"19700401";"20061231"
"185003";"185";"27";"4";"2";"Tårnby";"Tårnby";"8. Amager";"";"Øerne";"19700401";"20061231"
"185004";"185";"27";"4";"2";"Korsvejen";"Tårnby";"8. Amager";"";"Øerne";"19700401";"20061231"
"185005";"185";"27";"4";"2";"Løjtegården";"Tårnby";"8. Amager";"";"Øerne";"19700401";"20061231"
"185006";"185";"27";"4";"2";"Kastrup";"Tårnby";"8. Amager";"";"Øerne";"19700401";"20061231"
"187001";"187";"23";"4";"2";"Vallensbæk Idrætscenter";"Vallensbæk";"4. Glostrup";"";"Øerne";"19700401";"20061231"
"187002";"187";"23";"4";"2";"Egholmskolen";"Vallensbæk";"4. Glostrup";"";"Øerne";"19700401";"20061231"
"187003";"187";"23";"4";"2";"Pilehaveskolen";"Vallensbæk";"4. Glostrup";"";"Øerne";"19700401";"20061231"
"189001";"189";"22";"4";"2";"Lille Værløse";"Værløse";"3. Ballerup";"";"Øerne";"19700401";"20061231"
"189002";"189";"22";"4";"2";"Hareskov";"Værløse";"3. Ballerup";"";"Øerne";"19700401";"20061231"
"189003";"189";"22";"4";"2";"Kirke Værløse";"Værløse";"3. Ballerup";"";"Øerne";"19700401";"20061231"
"189004";"189";"22";"4";"2";"Jonstrup";"Værløse";"3. Ballerup";"";"Øerne";"19860101";"20061231"
"201001";"201";"31";"5";"2";"Blovstrød";"Allerød";"3. Hillerød";"";"Øerne";"19700401";"20061231"
"201002";"201";"31";"5";"2";"Lillerød Øst";"Allerød";"3. Hillerød";"";"Øerne";"19740101";"20061231"
"201003";"201";"31";"5";"2";"Lillerød By";"Allerød";"3. Hillerød";"";"Øerne";"19700401";"20061231"
"201004";"201";"31";"5";"2";"Lynge By";"Allerød";"3. Hillerød";"";"Øerne";"19700401";"20061231"
"201005";"201";"31";"5";"2";"Lynge Øst";"Allerød";"3. Hillerød";"";"Øerne";"19700401";"20061231"
"201006";"201";"31";"5";"2";"Lillerød Vest";"Allerød";"3. Hillerød";"";"Øerne";"19740101";"20060701"
"205001";"205";"30";"5";"2";"Bistrupskolen";"Birkerød";"2. Fredensborg";"";"Øerne";"19840111";"20061231"
"205002";"205";"30";"5";"2";"Toftevangskolen";"Birkerød";"2. Fredensborg";"";"Øerne";"19840111";"20061231"
"205003";"205";"30";"5";"2";"Kajerødskolen";"Birkerød";"2. Fredensborg";"";"Øerne";"19840111";"20061231"
"205004";"205";"30";"5";"2";"Parkvejskolen";"Birkerød";"2. Fredensborg";"";"Øerne";"19840701";"20061231"
"205005";"205";"30";"5";"2";"Høsterkøb";"Birkerød";"2. Fredensborg";"";"Øerne";"19700401";"20061231"
"207001";"207";"31";"5";"2";"Stavnholt";"Farum";"3. Hillerød";"";"Øerne";"19740401";"20061231"
"207002";"207";"31";"5";"2";"Solvang";"Farum";"3. Hillerød";"";"Øerne";"19900101";"20061231"
"207003";"207";"31";"5";"2";"Paltholm";"Farum";"3. Hillerød";"";"Øerne";"19900101";"20061231"
"208001";"208";"30";"5";"2";"Asminderød";"Fredensborg-Humlebæk";"2. Fredensborg";"";"Øerne";"19811209";"20061231"
"208002";"208";"30";"5";"2";"Fredensborg";"Fredensborg-Humlebæk";"2. Fredensborg";"";"Øerne";"19700401";"20061231"
"208003";"208";"30";"5";"2";"Humlebæk";"Fredensborg-Humlebæk";"2. Fredensborg";"";"Øerne";"19700401";"20061231"
"208004";"208";"30";"5";"2";"Baunebjerg";"Fredensborg-Humlebæk";"2. Fredensborg";"";"Øerne";"19811209";"20061231"
"209001";"209";"32";"5";"2";"Elværket/Falkenborgskolen";"Frederikssund";"4. Frederiksværk";"";"Øerne";"19700401";"20061231"
"209002";"209";"32";"5";"2";"Marienlystskolen";"Frederikssund";"4. Frederiksværk";"";"Øerne";"19700401";"20061231"
"209003";"209";"32";"5";"2";"Oppe Sundby";"Frederikssund";"4. Frederiksværk";"";"Øerne";"19700401";"20061231"
"209004";"209";"32";"5";"2";"St. Rørbæk";"Frederikssund";"4. Frederiksværk";"";"Øerne";"19700401";"20061231"
"209005";"209";"32";"5";"2";"Græse Gl. Skole";"Frederikssund";"4. Frederiksværk";"";"Øerne";"19700401";"20061231"
"209006";"209";"32";"5";"2";"Græse Bakkeby Center";"Frederikssund";"4. Frederiksværk";"";"Øerne";"19870101";"20061231"
"211001";"211";"32";"5";"2";"Frederiksværk";"Frederiksværk";"4. Frederiksværk";"";"Øerne";"19700401";"20061231"
"211002";"211";"32";"5";"2";"Kregme";"Frederiksværk";"4. Frederiksværk";"";"Øerne";"19700401";"20061231"
"211003";"211";"32";"5";"2";"Vinderød";"Frederiksværk";"4. Frederiksværk";"";"Øerne";"19700401";"20061231"
"211004";"211";"32";"5";"2";"Melby";"Frederiksværk";"4. Frederiksværk";"";"Øerne";"19700401";"20061231"
"211005";"211";"32";"5";"2";"Ølsted";"Frederiksværk";"4. Frederiksværk";"";"Øerne";"19700401";"20061231"
"213001";"213";"30";"5";"2";"Blistrup";"Græsted-Gilleleje";"2. Fredensborg";"";"Øerne";"19700401";"20061231"
"213002";"213";"30";"5";"2";"Esbønderup";"Græsted-Gilleleje";"2. Fredensborg";"";"Øerne";"19700401";"20061231"
"213004";"213";"30";"5";"2";"Græsted";"Græsted-Gilleleje";"2. Fredensborg";"";"Øerne";"19700401";"20061231"
