"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2015 - Personlige stemmer i alt";"FV2015 - A - personlige stemmer i alt";"FV2015 - B - personlige stemmer i alt";"FV2015 - C - personlige stemmer i alt";"FV2015 - F - personlige stemmer i alt";"FV2015 - I - personlige stemmer i alt";"FV2015 - K - personlige stemmer i alt";"FV2015 - O - personlige stemmer i alt";"FV2015 - V - personlige stemmer i alt";"FV2015 - Ø - personlige stemmer i alt";"FV2015 - Å - personlige stemmer i alt";"FV2015 - A-01";"FV2015 - A-02";"FV2015 - A-03";"FV2015 - A-04";"FV2015 - A-05";"FV2015 - A-06";"FV2015 - A-07";"FV2015 - A-08";"FV2015 - A-09";"FV2015 - A-10";"FV2015 - A-11";"FV2015 - A-12";"FV2015 - A-13";"FV2015 - B-01";"FV2015 - B-02";"FV2015 - B-03";"FV2015 - B-04";"FV2015 - B-05";"FV2015 - B-06";"FV2015 - B-07";"FV2015 - B-08";"FV2015 - B-09";"FV2015 - B-10";"FV2015 - B-11";"FV2015 - B-12";"FV2015 - C-01";"FV2015 - C-02";"FV2015 - C-03";"FV2015 - C-04";"FV2015 - C-05";"FV2015 - C-06";"FV2015 - C-07";"FV2015 - C-08";"FV2015 - C-09";"FV2015 - F-01";"FV2015 - F-02";"FV2015 - F-03";"FV2015 - F-04";"FV2015 - F-05";"FV2015 - F-06";"FV2015 - F-07";"FV2015 - F-08";"FV2015 - F-09";"FV2015 - F-10";"FV2015 - F-11";"FV2015 - F-12";"FV2015 - F-13";"FV2015 - I-01";"FV2015 - I-02";"FV2015 - I-03";"FV2015 - I-04";"FV2015 - I-05";"FV2015 - I-06";"FV2015 - I-07";"FV2015 - I-08";"FV2015 - I-09";"FV2015 - I-10";"FV2015 - I-11";"FV2015 - K-01";"FV2015 - K-02";"FV2015 - K-03";"FV2015 - K-04";"FV2015 - K-05";"FV2015 - K-06";"FV2015 - K-07";"FV2015 - K-08";"FV2015 - K-09";"FV2015 - K-10";"FV2015 - K-11";"FV2015 - O-01";"FV2015 - O-02";"FV2015 - O-03";"FV2015 - O-04";"FV2015 - O-05";"FV2015 - O-06";"FV2015 - O-07";"FV2015 - O-08";"FV2015 - O-09";"FV2015 - O-10";"FV2015 - O-11";"FV2015 - O-12";"FV2015 - O-13";"FV2015 - V-01";"FV2015 - V-02";"FV2015 - V-03";"FV2015 - V-04";"FV2015 - V-05";"FV2015 - V-06";"FV2015 - V-07";"FV2015 - V-08";"FV2015 - V-09";"FV2015 - V-10";"FV2015 - V-11";"FV2015 - V-12";"FV2015 - V-13";"FV2015 - Ø-01";"FV2015 - Ø-02";"FV2015 - Ø-03";"FV2015 - Ø-04";"FV2015 - Ø-05";"FV2015 - Ø-06";"FV2015 - Ø-07";"FV2015 - Ø-08";"FV2015 - Ø-09";"FV2015 - Ø-10";"FV2015 - Ø-11";"FV2015 - Ø-12";"FV2015 - Å-01";"FV2015 - Å-02";"FV2015 - Å-03";"FV2015 - Å-04";"FV2015 - Å-05";"FV2015 - Å-06";"FV2015 - Å-07";"FV2015 - Å-08";"FV2015 - Å-09";"FV2015 - Å-10";"FV2015 - Å-11";"FV2015 - Å-12";"FV2015 - Å-13"
"813013";"813013";"84";"10";"3";"197";"45";"4";"8";"11";"6";"3";"31";"75";"11";"3";"0";"0";"7";"5";"1";"1";"29";"2";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"3";"0";"1";"0";"-";"-";"-";"5";"0";"1";"2";"0";"-";"-";"-";"-";"3";"6";"0";"1";"0";"0";"1";"0";"0";"-";"-";"-";"-";"4";"1";"0";"0";"0";"1";"0";"-";"-";"-";"-";"1";"0";"1";"0";"1";"-";"-";"-";"-";"-";"-";"0";"2";"19";"0";"0";"5";"1";"4";"0";"-";"-";"-";"-";"0";"5";"26";"18";"12";"3";"9";"1";"1";"-";"-";"-";"-";"0";"7";"0";"0";"0";"0";"0";"0";"4";"-";"-";"-";"1";"1";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813014";"813014";"84";"10";"3";"439";"119";"7";"8";"12";"15";"3";"100";"163";"11";"1";"0";"0";"13";"9";"0";"1";"90";"5";"1";"-";"-";"-";"-";"0";"0";"3";"0";"0";"4";"0";"0";"0";"-";"-";"-";"2";"0";"0";"5";"1";"-";"-";"-";"-";"0";"6";"0";"2";"0";"0";"4";"0";"0";"-";"-";"-";"-";"9";"1";"0";"2";"0";"1";"2";"-";"-";"-";"-";"0";"0";"2";"1";"0";"-";"-";"-";"-";"-";"-";"1";"3";"79";"0";"0";"3";"2";"9";"3";"-";"-";"-";"-";"0";"19";"35";"47";"51";"2";"7";"2";"0";"-";"-";"-";"-";"0";"10";"0";"0";"0";"0";"0";"0";"1";"-";"-";"-";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813015";"813015";"84";"10";"3";"357";"118";"12";"6";"13";"12";"8";"62";"104";"19";"3";"0";"1";"4";"9";"0";"2";"101";"0";"1";"-";"-";"-";"-";"0";"0";"1";"1";"1";"8";"1";"0";"0";"-";"-";"-";"3";"0";"0";"2";"1";"-";"-";"-";"-";"3";"7";"0";"0";"0";"0";"3";"0";"0";"-";"-";"-";"-";"6";"1";"2";"1";"0";"2";"0";"-";"-";"-";"-";"0";"0";"4";"1";"3";"-";"-";"-";"-";"-";"-";"5";"5";"40";"1";"1";"4";"0";"6";"0";"-";"-";"-";"-";"0";"4";"20";"36";"34";"5";"5";"0";"0";"-";"-";"-";"-";"0";"0";"2";"0";"0";"0";"0";"1";"16";"-";"-";"-";"1";"1";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813016";"813016";"84";"10";"3";"193";"52";"3";"8";"3";"10";"0";"36";"69";"7";"5";"5";"1";"3";"3";"0";"0";"40";"0";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"2";"0";"1";"0";"-";"-";"-";"1";"0";"0";"6";"1";"-";"-";"-";"-";"0";"2";"0";"0";"0";"0";"1";"0";"0";"-";"-";"-";"-";"3";"4";"0";"0";"0";"3";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"0";"3";"27";"0";"1";"1";"0";"2";"2";"-";"-";"-";"-";"0";"0";"33";"13";"13";"7";"3";"0";"0";"-";"-";"-";"-";"0";"7";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"5";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813017";"813017";"84";"10";"3";"303";"96";"3";"11";"5";"20";"6";"61";"89";"7";"5";"1";"3";"6";"10";"2";"0";"69";"3";"2";"-";"-";"-";"-";"0";"0";"0";"0";"0";"2";"0";"0";"1";"-";"-";"-";"5";"0";"0";"6";"0";"-";"-";"-";"-";"1";"2";"0";"2";"0";"0";"0";"0";"0";"-";"-";"-";"-";"7";"3";"1";"2";"0";"7";"0";"-";"-";"-";"-";"1";"0";"1";"3";"1";"-";"-";"-";"-";"-";"-";"2";"4";"45";"0";"1";"3";"0";"3";"3";"-";"-";"-";"-";"2";"1";"19";"22";"30";"4";"10";"1";"0";"-";"-";"-";"-";"0";"3";"0";"0";"0";"0";"1";"1";"2";"-";"-";"-";"4";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813018";"813018";"84";"10";"3";"231";"67";"3";"7";"3";"14";"0";"42";"84";"9";"2";"1";"1";"4";"8";"0";"0";"52";"1";"0";"-";"-";"-";"-";"0";"0";"2";"0";"0";"1";"0";"0";"0";"-";"-";"-";"4";"0";"0";"2";"1";"-";"-";"-";"-";"0";"1";"0";"1";"0";"0";"1";"0";"0";"-";"-";"-";"-";"5";"1";"0";"1";"0";"7";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"2";"0";"33";"1";"0";"1";"0";"4";"1";"-";"-";"-";"-";"0";"0";"15";"44";"19";"3";"2";"1";"0";"-";"-";"-";"-";"0";"7";"0";"0";"0";"0";"0";"0";"2";"-";"-";"-";"2";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813019";"813019";"84";"10";"3";"342";"87";"6";"5";"6";"5";"1";"86";"124";"18";"4";"2";"0";"7";"13";"0";"0";"60";"1";"4";"-";"-";"-";"-";"1";"2";"2";"0";"0";"1";"0";"0";"0";"-";"-";"-";"3";"0";"0";"2";"0";"-";"-";"-";"-";"2";"2";"0";"0";"0";"0";"2";"0";"0";"-";"-";"-";"-";"2";"3";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"1";"9";"62";"1";"0";"6";"0";"7";"0";"-";"-";"-";"-";"0";"2";"80";"11";"20";"10";"1";"0";"0";"-";"-";"-";"-";"0";"10";"3";"1";"0";"0";"1";"1";"2";"-";"-";"-";"2";"0";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813020";"813020";"84";"10";"3";"278";"89";"1";"10";"4";"5";"3";"58";"99";"7";"2";"1";"4";"7";"9";"0";"0";"67";"0";"1";"-";"-";"-";"-";"1";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"6";"0";"0";"3";"1";"-";"-";"-";"-";"1";"1";"0";"0";"0";"0";"2";"0";"0";"-";"-";"-";"-";"3";"1";"0";"1";"0";"0";"0";"-";"-";"-";"-";"0";"0";"3";"0";"0";"-";"-";"-";"-";"-";"-";"2";"4";"43";"0";"2";"0";"0";"2";"5";"-";"-";"-";"-";"0";"5";"30";"30";"23";"8";"2";"1";"0";"-";"-";"-";"-";"0";"7";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"2";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813021";"813021";"84";"10";"3";"758";"212";"13";"26";"7";"31";"10";"126";"311";"19";"3";"8";"8";"15";"31";"0";"0";"144";"4";"2";"-";"-";"-";"-";"0";"1";"5";"0";"0";"4";"2";"0";"1";"-";"-";"-";"19";"1";"1";"5";"0";"-";"-";"-";"-";"2";"1";"0";"1";"0";"0";"3";"0";"0";"-";"-";"-";"-";"10";"13";"3";"2";"1";"2";"0";"-";"-";"-";"-";"0";"0";"3";"1";"6";"-";"-";"-";"-";"-";"-";"1";"17";"93";"2";"0";"5";"0";"3";"5";"-";"-";"-";"-";"1";"4";"61";"118";"73";"33";"18";"3";"0";"-";"-";"-";"-";"0";"12";"3";"2";"1";"1";"0";"0";"0";"-";"-";"-";"1";"1";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"813022";"813022";"84";"10";"3";"252";"80";"2";"5";"5";"10";"0";"54";"88";"7";"1";"0";"1";"4";"8";"0";"0";"63";"1";"3";"-";"-";"-";"-";"0";"1";"1";"0";"0";"0";"0";"0";"0";"-";"-";"-";"5";"0";"0";"0";"0";"-";"-";"-";"-";"0";"4";"0";"1";"0";"0";"0";"0";"0";"-";"-";"-";"-";"3";"0";"2";"4";"0";"1";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"1";"3";"43";"0";"2";"0";"0";"4";"1";"-";"-";"-";"-";"0";"1";"35";"4";"26";"11";"11";"0";"0";"-";"-";"-";"-";"0";"3";"0";"0";"1";"0";"0";"1";"2";"-";"-";"-";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"820001";"820001";"88";"10";"3";"1267";"256";"18";"41";"18";"41";"6";"175";"685";"21";"6";"183";"6";"20";"24";"3";"2";"16";"1";"1";"-";"-";"-";"-";"8";"0";"2";"0";"1";"6";"0";"0";"1";"-";"-";"-";"33";"1";"2";"5";"0";"-";"-";"-";"-";"13";"1";"0";"1";"1";"0";"2";"0";"0";"-";"-";"-";"-";"21";"9";"2";"0";"4";"4";"1";"-";"-";"-";"-";"3";"0";"0";"2";"1";"-";"-";"-";"-";"-";"-";"83";"51";"15";"3";"2";"5";"3";"5";"8";"-";"-";"-";"-";"504";"5";"1";"1";"128";"8";"32";"3";"3";"-";"-";"-";"-";"4";"11";"0";"3";"0";"2";"1";"0";"0";"-";"-";"-";"3";"1";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"820002";"820002";"88";"10";"3";"1594";"457";"14";"75";"30";"48";"14";"274";"643";"29";"10";"307";"2";"19";"38";"3";"2";"77";"6";"3";"-";"-";"-";"-";"2";"5";"0";"1";"0";"6";"0";"0";"0";"-";"-";"-";"5";"63";"0";"6";"1";"-";"-";"-";"-";"16";"2";"0";"2";"1";"1";"8";"0";"0";"-";"-";"-";"-";"28";"11";"2";"1";"0";"6";"0";"-";"-";"-";"-";"10";"0";"0";"4";"0";"-";"-";"-";"-";"-";"-";"109";"67";"36";"9";"8";"27";"4";"9";"5";"-";"-";"-";"-";"120";"25";"1";"1";"272";"27";"180";"7";"10";"-";"-";"-";"-";"0";"25";"1";"1";"0";"0";"0";"1";"1";"-";"-";"-";"2";"1";"6";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"820003";"820003";"88";"10";"3";"282";"63";"11";"14";"7";"11";"3";"64";"98";"8";"3";"38";"1";"3";"9";"0";"0";"12";"0";"0";"-";"-";"-";"-";"5";"0";"0";"1";"0";"4";"0";"0";"1";"-";"-";"-";"1";"9";"0";"3";"1";"-";"-";"-";"-";"5";"0";"0";"1";"0";"0";"1";"0";"0";"-";"-";"-";"-";"7";"3";"0";"0";"0";"1";"0";"-";"-";"-";"-";"1";"0";"0";"2";"0";"-";"-";"-";"-";"-";"-";"24";"17";"8";"2";"1";"2";"1";"3";"6";"-";"-";"-";"-";"18";"4";"0";"0";"45";"6";"25";"0";"0";"-";"-";"-";"-";"3";"3";"0";"1";"0";"0";"0";"0";"1";"-";"-";"-";"0";"0";"3";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"820004";"820004";"88";"10";"3";"2989";"939";"58";"305";"51";"107";"8";"385";"1062";"61";"13";"629";"7";"29";"96";"8";"3";"148";"16";"3";"-";"-";"-";"-";"12";"7";"2";"1";"0";"28";"2";"3";"3";"-";"-";"-";"27";"266";"2";"3";"7";"-";"-";"-";"-";"31";"2";"1";"3";"0";"0";"14";"0";"0";"-";"-";"-";"-";"43";"40";"8";"2";"5";"7";"2";"-";"-";"-";"-";"1";"0";"1";"4";"2";"-";"-";"-";"-";"-";"-";"169";"81";"68";"12";"5";"19";"3";"11";"17";"-";"-";"-";"-";"147";"10";"2";"6";"531";"107";"247";"10";"2";"-";"-";"-";"-";"5";"51";"1";"2";"1";"0";"1";"0";"0";"-";"-";"-";"8";"2";"3";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"820005";"820005";"88";"10";"3";"568";"172";"12";"18";"9";"27";"6";"76";"221";"18";"9";"99";"4";"8";"27";"2";"3";"25";"2";"2";"-";"-";"-";"-";"2";"1";"1";"0";"0";"8";"0";"0";"0";"-";"-";"-";"3";"13";"0";"2";"0";"-";"-";"-";"-";"4";"0";"0";"1";"0";"0";"4";"0";"0";"-";"-";"-";"-";"8";"11";"0";"1";"1";"6";"0";"-";"-";"-";"-";"4";"0";"0";"2";"0";"-";"-";"-";"-";"-";"-";"29";"23";"7";"3";"0";"7";"1";"3";"3";"-";"-";"-";"-";"61";"5";"1";"0";"103";"14";"32";"3";"2";"-";"-";"-";"-";"1";"15";"0";"1";"0";"0";"1";"0";"0";"-";"-";"-";"2";"1";"6";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"820006";"820006";"88";"10";"3";"372";"84";"6";"20";"4";"19";"0";"68";"164";"6";"1";"48";"0";"4";"5";"2";"1";"19";"2";"3";"-";"-";"-";"-";"0";"0";"0";"0";"0";"3";"1";"2";"0";"-";"-";"-";"1";"17";"0";"2";"0";"-";"-";"-";"-";"3";"0";"0";"0";"0";"0";"1";"0";"0";"-";"-";"-";"-";"6";"7";"3";"1";"0";"2";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"32";"13";"9";"2";"1";"6";"0";"1";"4";"-";"-";"-";"-";"38";"0";"0";"1";"85";"6";"31";"3";"0";"-";"-";"-";"-";"0";"5";"0";"0";"0";"1";"0";"0";"0";"-";"-";"-";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"820007";"820007";"88";"10";"3";"520";"133";"13";"18";"16";"15";"3";"93";"215";"10";"4";"95";"0";"13";"14";"0";"2";"6";"3";"0";"-";"-";"-";"-";"2";"0";"2";"0";"0";"7";"0";"2";"0";"-";"-";"-";"1";"17";"0";"0";"0";"-";"-";"-";"-";"12";"0";"0";"1";"0";"0";"3";"0";"0";"-";"-";"-";"-";"7";"6";"0";"0";"0";"2";"0";"-";"-";"-";"-";"0";"0";"0";"3";"0";"-";"-";"-";"-";"-";"-";"46";"24";"5";"2";"1";"5";"3";"2";"5";"-";"-";"-";"-";"106";"1";"2";"4";"75";"5";"21";"1";"0";"-";"-";"-";"-";"3";"5";"0";"1";"0";"0";"0";"0";"1";"-";"-";"-";"2";"0";"2";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"820008";"820008";"88";"10";"3";"567";"150";"10";"52";"7";"28";"4";"86";"216";"9";"5";"93";"1";"5";"14";"3";"1";"25";"2";"6";"-";"-";"-";"-";"2";"0";"1";"0";"1";"5";"1";"0";"0";"-";"-";"-";"44";"0";"2";"5";"1";"-";"-";"-";"-";"4";"0";"0";"2";"0";"0";"0";"0";"1";"-";"-";"-";"-";"12";"4";"4";"0";"1";"7";"0";"-";"-";"-";"-";"4";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"29";"16";"17";"2";"2";"5";"4";"9";"2";"-";"-";"-";"-";"52";"3";"0";"1";"96";"7";"52";"4";"1";"-";"-";"-";"-";"1";"6";"0";"0";"0";"0";"1";"1";"0";"-";"-";"-";"3";"0";"2";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"820009";"820009";"88";"10";"3";"352";"86";"4";"19";"9";"19";"1";"58";"143";"11";"2";"56";"0";"1";"8";"0";"0";"19";"1";"1";"-";"-";"-";"-";"2";"1";"0";"0";"0";"1";"0";"0";"0";"-";"-";"-";"4";"14";"0";"1";"0";"-";"-";"-";"-";"4";"0";"0";"3";"0";"0";"2";"0";"0";"-";"-";"-";"-";"10";"5";"1";"0";"0";"3";"0";"-";"-";"-";"-";"0";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"21";"12";"5";"4";"0";"9";"0";"4";"3";"-";"-";"-";"-";"29";"2";"0";"0";"47";"6";"57";"1";"1";"-";"-";"-";"-";"2";"6";"0";"1";"1";"1";"0";"0";"0";"-";"-";"-";"1";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"820010";"820010";"88";"10";"3";"1900";"676";"24";"33";"67";"51";"3";"252";"727";"48";"19";"385";"13";"67";"67";"2";"12";"122";"5";"3";"-";"-";"-";"-";"3";"1";"2";"1";"0";"14";"0";"1";"2";"-";"-";"-";"6";"23";"0";"1";"3";"-";"-";"-";"-";"58";"0";"1";"2";"0";"0";"6";"0";"0";"-";"-";"-";"-";"21";"21";"1";"0";"3";"3";"2";"-";"-";"-";"-";"2";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"87";"44";"33";"4";"7";"44";"5";"10";"18";"-";"-";"-";"-";"93";"9";"0";"6";"216";"39";"352";"7";"5";"-";"-";"-";"-";"9";"29";"4";"2";"0";"1";"0";"1";"2";"-";"-";"-";"9";"0";"8";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"820011";"820011";"88";"10";"3";"609";"175";"18";"8";"31";"16";"3";"93";"216";"37";"12";"97";"1";"12";"20";"1";"1";"41";"2";"0";"-";"-";"-";"-";"9";"0";"1";"0";"0";"7";"0";"0";"1";"-";"-";"-";"3";"3";"0";"2";"0";"-";"-";"-";"-";"23";"0";"1";"0";"0";"0";"7";"0";"0";"-";"-";"-";"-";"5";"5";"1";"0";"0";"5";"0";"-";"-";"-";"-";"3";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"23";"31";"10";"0";"0";"8";"3";"7";"11";"-";"-";"-";"-";"25";"0";"0";"1";"68";"14";"107";"1";"0";"-";"-";"-";"-";"4";"29";"1";"2";"0";"1";"0";"0";"0";"-";"-";"-";"7";"0";"4";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"820012";"820012";"88";"10";"3";"482";"113";"4";"8";"12";"32";"2";"90";"199";"17";"5";"59";"1";"15";"15";"0";"2";"17";"1";"3";"-";"-";"-";"-";"0";"0";"0";"0";"0";"3";"0";"1";"0";"-";"-";"-";"0";"7";"0";"0";"1";"-";"-";"-";"-";"10";"0";"0";"1";"1";"0";"0";"0";"0";"-";"-";"-";"-";"9";"5";"0";"2";"3";"12";"1";"-";"-";"-";"-";"1";"0";"0";"0";"1";"-";"-";"-";"-";"-";"-";"24";"19";"18";"2";"0";"7";"3";"6";"11";"-";"-";"-";"-";"23";"0";"1";"4";"60";"17";"94";"0";"0";"-";"-";"-";"-";"3";"11";"1";"0";"1";"1";"0";"0";"0";"-";"-";"-";"3";"0";"0";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"820013";"820013";"88";"10";"3";"352";"87";"6";"7";"13";"9";"5";"56";"160";"6";"3";"52";"0";"4";"6";"2";"1";"19";"1";"2";"-";"-";"-";"-";"1";"0";"0";"1";"1";"2";"0";"1";"0";"-";"-";"-";"0";"7";"0";"0";"0";"-";"-";"-";"-";"10";"1";"0";"0";"0";"0";"2";"0";"0";"-";"-";"-";"-";"4";"2";"0";"0";"1";"2";"0";"-";"-";"-";"-";"2";"1";"0";"2";"0";"-";"-";"-";"-";"-";"-";"20";"11";"9";"3";"0";"9";"0";"0";"4";"-";"-";"-";"-";"56";"1";"0";"1";"39";"5";"58";"0";"0";"-";"-";"-";"-";"0";"5";"0";"1";"0";"0";"0";"0";"0";"-";"-";"-";"1";"0";"0";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"820014";"820014";"88";"10";"3";"324";"109";"7";"16";"2";"17";"1";"40";"123";"9";"0";"61";"0";"1";"12";"2";"5";"22";"5";"1";"-";"-";"-";"-";"1";"1";"0";"0";"0";"4";"0";"0";"1";"-";"-";"-";"0";"13";"0";"3";"0";"-";"-";"-";"-";"0";"0";"0";"1";"0";"0";"0";"0";"1";"-";"-";"-";"-";"4";"4";"1";"2";"1";"5";"0";"-";"-";"-";"-";"0";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-";"8";"14";"7";"0";"1";"4";"2";"1";"3";"-";"-";"-";"-";"12";"1";"0";"0";"71";"14";"23";"1";"1";"-";"-";"-";"-";"0";"6";"0";"1";"1";"1";"0";"0";"0";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"825015";"825015";"84";"10";"3";"602";"235";"7";"7";"8";"12";"7";"119";"174";"28";"5";"5";"1";"5";"22";"0";"0";"201";"1";"0";"-";"-";"-";"-";"0";"0";"1";"0";"1";"5";"0";"0";"0";"-";"-";"-";"6";"0";"0";"1";"0";"-";"-";"-";"-";"2";"3";"0";"0";"0";"0";"3";"0";"0";"-";"-";"-";"-";"9";"1";"0";"2";"0";"0";"0";"-";"-";"-";"-";"0";"0";"0";"0";"7";"-";"-";"-";"-";"-";"-";"1";"7";"71";"27";"1";"3";"3";"1";"5";"-";"-";"-";"-";"0";"17";"10";"13";"79";"24";"27";"3";"1";"-";"-";"-";"-";"1";"19";"1";"3";"0";"0";"0";"1";"3";"-";"-";"-";"2";"0";"1";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"840001";"840001";"88";"10";"3";"2968";"1025";"117";"66";"47";"127";"9";"367";"1108";"81";"21";"490";"5";"42";"93";"7";"7";"334";"35";"12";"-";"-";"-";"-";"24";"11";"5";"2";"3";"52";"3";"11";"6";"-";"-";"-";"32";"15";"0";"8";"11";"-";"-";"-";"-";"27";"0";"1";"6";"2";"1";"9";"0";"1";"-";"-";"-";"-";"53";"44";"11";"3";"6";"6";"4";"-";"-";"-";"-";"4";"0";"1";"4";"0";"-";"-";"-";"-";"-";"-";"82";"145";"39";"15";"8";"31";"2";"11";"34";"-";"-";"-";"-";"91";"14";"6";"9";"652";"227";"84";"19";"6";"-";"-";"-";"-";"4";"74";"1";"0";"0";"1";"1";"0";"0";"-";"-";"-";"14";"1";"4";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"840002";"840002";"88";"10";"3";"1676";"688";"122";"32";"70";"79";"4";"105";"427";"115";"34";"539";"7";"19";"41";"9";"3";"55";"10";"5";"-";"-";"-";"-";"25";"22";"3";"0";"0";"52";"2";"8";"10";"-";"-";"-";"16";"11";"1";"2";"2";"-";"-";"-";"-";"35";"1";"2";"7";"2";"0";"21";"0";"2";"-";"-";"-";"-";"38";"20";"1";"0";"5";"15";"0";"-";"-";"-";"-";"2";"1";"0";"1";"0";"-";"-";"-";"-";"-";"-";"31";"19";"23";"5";"1";"11";"1";"3";"11";"-";"-";"-";"-";"33";"6";"0";"3";"251";"77";"34";"20";"3";"-";"-";"-";"-";"10";"92";"4";"1";"1";"3";"2";"2";"0";"-";"-";"-";"16";"3";"11";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"840003";"840003";"88";"10";"3";"927";"454";"7";"14";"19";"33";"4";"132";"232";"23";"9";"395";"0";"7";"8";"1";"0";"25";"1";"17";"-";"-";"-";"-";"2";"0";"0";"0";"1";"2";"1";"1";"0";"-";"-";"-";"11";"0";"0";"2";"1";"-";"-";"-";"-";"6";"1";"0";"1";"2";"0";"8";"1";"0";"-";"-";"-";"-";"8";"15";"2";"1";"0";"7";"0";"-";"-";"-";"-";"3";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-";"28";"31";"27";"4";"1";"18";"3";"7";"13";"-";"-";"-";"-";"18";"6";"2";"1";"124";"38";"30";"12";"1";"-";"-";"-";"-";"2";"19";"0";"2";"0";"0";"0";"0";"0";"-";"-";"-";"6";"0";"2";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"840004";"840004";"88";"10";"3";"1021";"310";"24";"30";"21";"39";"3";"177";"382";"24";"11";"150";"1";"9";"38";"2";"3";"85";"18";"4";"-";"-";"-";"-";"9";"3";"2";"1";"1";"5";"0";"2";"1";"-";"-";"-";"12";"13";"0";"3";"2";"-";"-";"-";"-";"6";"1";"2";"2";"1";"0";"9";"0";"0";"-";"-";"-";"-";"19";"7";"0";"1";"4";"8";"0";"-";"-";"-";"-";"0";"1";"1";"1";"0";"-";"-";"-";"-";"-";"-";"75";"54";"11";"3";"4";"9";"1";"3";"17";"-";"-";"-";"-";"79";"8";"1";"4";"199";"42";"36";"9";"4";"-";"-";"-";"-";"4";"18";"1";"1";"0";"0";"0";"0";"0";"-";"-";"-";"1";"0";"7";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"840005";"840005";"88";"10";"3";"1018";"280";"26";"34";"13";"71";"10";"198";"357";"21";"8";"157";"2";"12";"42";"12";"2";"49";"1";"3";"-";"-";"-";"-";"10";"1";"1";"0";"0";"12";"0";"0";"2";"-";"-";"-";"15";"14";"0";"4";"1";"-";"-";"-";"-";"5";"0";"0";"3";"0";"1";"4";"0";"0";"-";"-";"-";"-";"24";"16";"4";"3";"3";"18";"3";"-";"-";"-";"-";"5";"0";"0";"0";"5";"-";"-";"-";"-";"-";"-";"116";"30";"16";"5";"3";"7";"1";"5";"15";"-";"-";"-";"-";"59";"4";"3";"3";"220";"23";"35";"8";"2";"-";"-";"-";"-";"1";"13";"0";"0";"0";"1";"3";"3";"0";"-";"-";"-";"4";"2";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
