"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1998 - Stemmeberettigede";"FV1998 - Afgivne stemmer";"FV1998 - Blanke stemmer";"FV1998 - Andre ugyldige stemmer";"FV1998 - Gyldige stemmer";"FV1998 - A. Socialdemokratiet";"FV1998 - B. Det Radikale Venstre";"FV1998 - C. Det Konservative Folkeparti";"FV1998 - D. Centrum-Demokraterne";"FV1998 - F. Socialistisk Folkeparti";"FV1998 - O. Dansk Folkeparti";"FV1998 - Q. Kristeligt Folkeparti";"FV1998 - U. Demokratisk Fornyelse";"FV1998 - V. Venstre, Danmarks Liberale Parti";"FV1998 - Z. Fremskridtspartiet";"FV1998 - Ø. Enhedslisten - De Rød-Grønne";"FV1998 - 1. Uden for partierne";"FV1998 - 2. Uden for partierne";"FV1998 - 3. Uden for partierne"
"791003";"791003";"93";"16";"3";"2183";"1953";"4";"8";"1941";"565";"94";"137";"85";"134";"135";"41";"5";"666";"37";"42";"-";"-";"-"
"791004";"791004";"93";"16";"3";"7580";"6631";"28";"23";"6580";"2057";"304";"491";"311";"393";"389";"198";"21";"2227";"100";"89";"-";"-";"-"
"793001";"793001";"93";"16";"3";"2265";"1835";"15";"3";"1817";"537";"49";"138";"74";"54";"140";"91";"3";"666";"48";"17";"-";"-";"-"
"793004";"793004";"93";"16";"3";"711";"606";"0";"1";"605";"150";"7";"33";"24";"16";"56";"50";"5";"245";"13";"6";"-";"-";"-"
"793005";"793005";"93";"16";"3";"725";"579";"1";"1";"577";"192";"15";"31";"22";"23";"30";"51";"2";"194";"10";"7";"-";"-";"-"
"793006";"793006";"93";"16";"3";"398";"353";"2";"1";"350";"77";"7";"17";"19";"8";"15";"21";"2";"177";"5";"2";"-";"-";"-"
"793007";"793007";"93";"16";"3";"1201";"1037";"7";"0";"1030";"375";"35";"55";"40";"40";"69";"44";"5";"330";"33";"4";"-";"-";"-"
"793008";"793008";"93";"16";"3";"409";"361";"3";"0";"358";"64";"8";"16";"15";"7";"40";"19";"0";"179";"9";"1";"-";"-";"-"
"801001";"801001";"102";"17";"3";"1888";"1513";"6";"7";"1500";"641";"44";"83";"47";"76";"65";"33";"9";"380";"102";"19";"1";"-";"-"
"801002";"801002";"102";"17";"3";"868";"731";"1";"4";"726";"253";"19";"31";"18";"38";"49";"13";"4";"222";"65";"14";"0";"-";"-"
"801003";"801003";"102";"17";"3";"562";"477";"1";"0";"476";"124";"16";"33";"15";"22";"30";"11";"1";"161";"52";"11";"0";"-";"-"
"801004";"801004";"102";"17";"3";"648";"559";"2";"0";"557";"173";"15";"35";"27";"19";"25";"16";"1";"188";"52";"6";"0";"-";"-"
"801005";"801005";"102";"17";"3";"852";"760";"4";"2";"754";"245";"12";"42";"25";"30";"40";"33";"4";"259";"58";"6";"0";"-";"-"
"801006";"801006";"102";"17";"3";"951";"796";"2";"1";"793";"260";"16";"30";"24";"22";"48";"17";"0";"281";"92";"3";"0";"-";"-"
"801007";"801007";"102";"17";"3";"347";"285";"1";"0";"284";"92";"9";"22";"6";"9";"12";"11";"0";"88";"32";"3";"0";"-";"-"
"803001";"803001";"98";"17";"3";"2284";"1890";"13";"5";"1872";"720";"67";"113";"59";"63";"63";"111";"5";"434";"223";"13";"1";"-";"-"
"803002";"803002";"98";"17";"3";"1231";"1082";"2";"4";"1076";"374";"44";"42";"34";"38";"40";"34";"5";"277";"173";"15";"0";"-";"-"
"803003";"803003";"98";"17";"3";"547";"470";"6";"1";"463";"172";"7";"17";"15";"12";"23";"8";"1";"94";"108";"6";"0";"-";"-"
"803004";"803004";"98";"17";"3";"909";"766";"1";"0";"765";"235";"32";"42";"23";"50";"40";"36";"4";"180";"97";"26";"0";"-";"-"
"803005";"803005";"98";"17";"3";"1392";"1201";"6";"3";"1192";"402";"23";"42";"38";"49";"45";"65";"6";"288";"220";"14";"0";"-";"-"
"805010";"805010";"96";"17";"3";"9208";"7933";"35";"12";"7886";"3387";"214";"605";"264";"439";"234";"171";"16";"1571";"876";"105";"4";"-";"-"
"805034";"805034";"96";"17";"3";"548";"469";"3";"0";"466";"151";"16";"42";"13";"18";"16";"24";"3";"123";"58";"2";"0";"-";"-"
"805036";"805036";"96";"17";"3";"340";"309";"5";"1";"303";"68";"6";"15";"10";"17";"12";"11";"1";"123";"37";"3";"0";"-";"-"
"805040";"805040";"96";"17";"3";"724";"648";"2";"1";"645";"231";"22";"33";"17";"40";"29";"22";"3";"170";"68";"9";"1";"-";"-"
"805050";"805050";"96";"17";"3";"1013";"881";"4";"0";"877";"342";"34";"38";"35";"64";"16";"16";"1";"197";"121";"13";"0";"-";"-"
"805054";"805054";"96";"17";"3";"168";"154";"0";"0";"154";"46";"2";"6";"2";"4";"8";"5";"1";"53";"26";"1";"0";"-";"-"
"805056";"805056";"96";"17";"3";"541";"447";"2";"0";"445";"166";"8";"20";"7";"19";"14";"14";"1";"123";"66";"7";"0";"-";"-"
"805060";"805060";"96";"17";"3";"280";"245";"1";"0";"244";"45";"6";"18";"9";"14";"18";"7";"1";"83";"35";"8";"0";"-";"-"
"805070";"805070";"96";"17";"3";"1170";"978";"1";"2";"975";"308";"24";"62";"39";"40";"41";"33";"5";"277";"134";"12";"0";"-";"-"
"805074";"805074";"96";"17";"3";"320";"282";"1";"0";"281";"68";"7";"21";"9";"15";"16";"7";"0";"70";"60";"6";"2";"-";"-"
"805076";"805076";"96";"17";"3";"245";"193";"1";"1";"191";"54";"6";"7";"6";"12";"7";"14";"0";"44";"35";"6";"0";"-";"-"
"805080";"805080";"96";"17";"3";"669";"603";"2";"3";"598";"199";"15";"42";"18";"27";"19";"29";"3";"158";"82";"6";"0";"-";"-"
"807001";"807001";"96";"17";"3";"749";"650";"3";"0";"647";"219";"16";"29";"19";"39";"22";"26";"0";"196";"75";"6";"0";"-";"-"
"807002";"807002";"96";"17";"3";"1597";"1340";"3";"4";"1333";"546";"44";"82";"40";"68";"52";"30";"0";"255";"192";"24";"0";"-";"-"
"807003";"807003";"96";"17";"3";"3630";"3157";"17";"9";"3131";"1010";"122";"297";"134";"202";"106";"141";"8";"737";"342";"31";"1";"-";"-"
"807004";"807004";"96";"17";"3";"1129";"965";"4";"2";"959";"321";"18";"61";"27";"42";"42";"43";"5";"258";"128";"14";"0";"-";"-"
"807005";"807005";"96";"17";"3";"2574";"2272";"11";"0";"2261";"970";"37";"154";"78";"113";"55";"58";"7";"569";"203";"16";"1";"-";"-"
"807006";"807006";"96";"17";"3";"1118";"986";"9";"4";"973";"337";"16";"68";"43";"36";"34";"21";"3";"285";"112";"18";"0";"-";"-"
"807007";"807007";"96";"17";"3";"312";"281";"1";"0";"280";"86";"9";"15";"11";"8";"6";"12";"0";"98";"30";"5";"0";"-";"-"
"807008";"807008";"96";"17";"3";"443";"393";"0";"1";"392";"133";"13";"16";"8";"20";"13";"10";"2";"114";"61";"2";"0";"-";"-"
"809001";"809001";"103";"17";"3";"3247";"2713";"11";"4";"2698";"723";"73";"307";"82";"63";"129";"171";"5";"808";"310";"27";"0";"-";"-"
"809002";"809002";"103";"17";"3";"642";"558";"1";"0";"557";"131";"17";"53";"31";"32";"25";"22";"2";"173";"63";"7";"1";"-";"-"
"809003";"809003";"103";"17";"3";"771";"675";"1";"0";"674";"256";"22";"64";"17";"25";"27";"17";"1";"179";"52";"14";"0";"-";"-"
"809004";"809004";"103";"17";"3";"507";"440";"2";"1";"437";"129";"7";"32";"13";"5";"23";"11";"2";"162";"46";"7";"0";"-";"-"
"809005";"809005";"103";"17";"3";"897";"775";"1";"0";"774";"193";"20";"89";"22";"29";"33";"34";"1";"270";"77";"6";"0";"-";"-"
"811001";"811001";"98";"17";"3";"3281";"2739";"21";"3";"2715";"910";"93";"197";"99";"93";"116";"114";"19";"752";"297";"25";"0";"-";"-"
"811002";"811002";"98";"17";"3";"1134";"925";"3";"2";"920";"263";"20";"52";"36";"37";"34";"28";"3";"331";"108";"8";"0";"-";"-"
"811003";"811003";"98";"17";"3";"884";"733";"5";"1";"727";"183";"19";"48";"30";"28";"43";"42";"2";"239";"81";"12";"0";"-";"-"
"811004";"811004";"98";"17";"3";"1006";"869";"7";"2";"860";"215";"32";"55";"38";"41";"44";"46";"5";"244";"122";"17";"1";"-";"-"
"813001";"813001";"95";"17";"3";"19694";"16025";"58";"30";"15937";"7441";"313";"954";"568";"878";"708";"263";"34";"2929";"1586";"257";"6";"-";"-"
"813006";"813006";"95";"17";"3";"3321";"2877";"6";"4";"2867";"946";"65";"162";"117";"118";"141";"292";"6";"639";"351";"29";"1";"-";"-"
"813007";"813007";"95";"17";"3";"799";"714";"0";"1";"713";"270";"11";"40";"30";"34";"34";"13";"4";"175";"94";"8";"0";"-";"-"
"813008";"813008";"95";"17";"3";"1620";"1431";"3";"1";"1427";"472";"39";"80";"76";"63";"55";"56";"4";"419";"142";"20";"1";"-";"-"
"813009";"813009";"95";"17";"3";"1431";"1285";"8";"1";"1276";"335";"41";"145";"59";"47";"45";"54";"5";"433";"101";"10";"1";"-";"-"
"815001";"815001";"102";"17";"3";"4276";"3684";"14";"8";"3662";"1550";"104";"253";"127";"139";"189";"41";"11";"931";"294";"23";"0";"-";"-"
"815002";"815002";"102";"17";"3";"594";"476";"3";"1";"472";"241";"8";"24";"9";"20";"30";"4";"4";"101";"25";"6";"0";"-";"-"
"815003";"815003";"102";"17";"3";"464";"386";"2";"0";"384";"171";"11";"30";"6";"14";"18";"8";"0";"96";"30";"0";"0";"-";"-"
"815004";"815004";"102";"17";"3";"519";"430";"1";"0";"429";"171";"16";"15";"9";"18";"20";"4";"3";"125";"44";"4";"0";"-";"-"
"815005";"815005";"102";"17";"3";"357";"305";"1";"0";"304";"121";"13";"16";"14";"11";"24";"7";"0";"70";"26";"2";"0";"-";"-"
"815006";"815006";"102";"17";"3";"199";"171";"0";"0";"171";"71";"5";"7";"3";"3";"6";"0";"0";"52";"23";"1";"0";"-";"-"
"815007";"815007";"102";"17";"3";"1013";"857";"5";"1";"851";"346";"29";"64";"25";"40";"33";"24";"1";"212";"70";"7";"0";"-";"-"
"815008";"815008";"102";"17";"3";"750";"641";"4";"1";"636";"236";"15";"34";"28";"27";"24";"8";"1";"154";"107";"2";"0";"-";"-"
"817001";"817001";"99";"17";"3";"1636";"1451";"3";"1";"1447";"641";"53";"93";"48";"68";"54";"40";"4";"279";"144";"22";"1";"-";"-"
"817002";"817002";"99";"17";"3";"292";"253";"1";"0";"252";"93";"3";"9";"11";"12";"7";"4";"3";"69";"35";"6";"0";"-";"-"
"817003";"817003";"99";"17";"3";"2247";"1999";"8";"4";"1987";"863";"58";"136";"72";"104";"47";"39";"4";"432";"207";"25";"0";"-";"-"
"817004";"817004";"99";"17";"3";"2349";"2030";"6";"7";"2017";"836";"50";"157";"68";"93";"85";"23";"5";"388";"272";"39";"1";"-";"-"
"817005";"817005";"99";"17";"3";"694";"625";"1";"0";"624";"223";"20";"49";"26";"25";"21";"11";"2";"151";"84";"12";"0";"-";"-"
"817006";"817006";"99";"17";"3";"1142";"969";"3";"3";"963";"385";"14";"45";"27";"35";"39";"24";"4";"214";"165";"11";"0";"-";"-"
"819001";"819001";"97";"17";"3";"780";"704";"3";"3";"698";"202";"21";"105";"29";"21";"28";"68";"0";"153";"67";"4";"0";"-";"-"
"819002";"819002";"97";"17";"3";"785";"666";"1";"2";"663";"250";"24";"47";"22";"18";"39";"17";"2";"144";"96";"4";"0";"-";"-"
"819003";"819003";"97";"17";"3";"5170";"4217";"12";"13";"4192";"1657";"118";"639";"113";"119";"199";"134";"7";"555";"593";"55";"3";"-";"-"
"819005";"819005";"97";"17";"3";"300";"262";"1";"1";"260";"98";"8";"29";"11";"12";"7";"6";"0";"53";"29";"7";"0";"-";"-"
"819006";"819006";"97";"17";"3";"1045";"912";"0";"1";"911";"283";"39";"117";"35";"55";"22";"27";"2";"192";"123";"15";"1";"-";"-"
"819007";"819007";"97";"17";"3";"1455";"1222";"4";"4";"1214";"332";"46";"105";"49";"29";"38";"49";"1";"393";"161";"11";"0";"-";"-"
"819008";"819008";"97";"17";"3";"745";"638";"2";"1";"635";"173";"25";"62";"35";"30";"25";"19";"3";"184";"66";"13";"0";"-";"-"
"819009";"819009";"97";"17";"3";"290";"236";"0";"1";"235";"65";"12";"10";"8";"7";"7";"10";"0";"72";"37";"7";"0";"-";"-"
"819010";"819010";"97";"17";"3";"435";"364";"1";"2";"361";"98";"15";"25";"20";"9";"31";"13";"1";"92";"51";"6";"0";"-";"-"
"821001";"821001";"97";"17";"3";"12684";"10574";"37";"36";"10501";"4292";"490";"827";"466";"688";"326";"299";"25";"2039";"872";"175";"2";"-";"-"
"821002";"821002";"97";"17";"3";"2700";"2258";"8";"4";"2246";"730";"93";"145";"75";"66";"70";"107";"7";"638";"297";"18";"0";"-";"-"
"821003";"821003";"97";"17";"3";"1661";"1392";"4";"1";"1387";"449";"48";"67";"39";"58";"45";"49";"4";"448";"158";"22";"0";"-";"-"
"821004";"821004";"97";"17";"3";"1380";"1201";"2";"1";"1198";"309";"63";"84";"56";"38";"45";"50";"2";"404";"125";"22";"0";"-";"-"
"821005";"821005";"97";"17";"3";"1244";"1111";"0";"0";"1111";"321";"57";"74";"50";"103";"35";"22";"8";"273";"119";"49";"0";"-";"-"
"821106";"821106";"97";"17";"3";"2847";"2576";"3";"5";"2568";"955";"97";"219";"139";"129";"85";"43";"5";"661";"220";"15";"0";"-";"-"
"821107";"821107";"97";"17";"3";"4403";"3858";"18";"7";"3833";"1508";"163";"296";"184";"180";"117";"70";"12";"895";"356";"52";"0";"-";"-"
"823001";"823001";"102";"17";"3";"1337";"1206";"8";"1";"1197";"403";"49";"85";"46";"53";"54";"37";"1";"358";"102";"9";"0";"-";"-"
"823002";"823002";"102";"17";"3";"391";"347";"2";"0";"345";"111";"13";"21";"8";"20";"13";"9";"1";"124";"22";"3";"0";"-";"-"
"823003";"823003";"102";"17";"3";"691";"595";"0";"2";"593";"188";"19";"50";"19";"21";"48";"14";"2";"172";"51";"9";"0";"-";"-"
"823004";"823004";"102";"17";"3";"572";"496";"4";"3";"489";"126";"20";"30";"15";"25";"46";"11";"1";"166";"38";"11";"0";"-";"-"
"823005";"823005";"102";"17";"3";"388";"350";"3";"1";"346";"103";"14";"16";"9";"31";"16";"17";"1";"95";"32";"12";"0";"-";"-"
"823006";"823006";"102";"17";"3";"275";"247";"0";"0";"247";"48";"9";"10";"8";"6";"21";"18";"1";"117";"6";"3";"0";"-";"-"
"823007";"823007";"102";"17";"3";"278";"250";"1";"0";"249";"57";"4";"14";"10";"7";"21";"9";"0";"91";"32";"4";"0";"-";"-"
"823008";"823008";"102";"17";"3";"7245";"6128";"17";"7";"6104";"2443";"210";"454";"218";"323";"326";"121";"20";"1454";"444";"91";"0";"-";"-"
"825005";"825005";"95";"17";"3";"663";"554";"0";"1";"553";"169";"9";"26";"15";"22";"42";"26";"1";"187";"50";"6";"0";"-";"-"
"825015";"825015";"95";"17";"3";"735";"589";"1";"0";"588";"209";"17";"23";"19";"28";"33";"29";"3";"169";"51";"7";"0";"-";"-"
"825020";"825020";"95";"17";"3";"411";"352";"0";"1";"351";"116";"3";"31";"15";"11";"23";"28";"0";"94";"23";"7";"0";"-";"-"
"827001";"827001";"103";"17";"3";"3846";"3116";"15";"12";"3089";"1208";"83";"135";"78";"137";"135";"46";"9";"948";"263";"46";"1";"-";"-"
"827002";"827002";"103";"17";"3";"434";"356";"0";"2";"354";"136";"8";"16";"14";"11";"28";"8";"0";"96";"30";"7";"0";"-";"-"
"827003";"827003";"103";"17";"3";"860";"702";"2";"0";"700";"196";"19";"16";"16";"34";"31";"22";"3";"288";"66";"9";"0";"-";"-"
"827004";"827004";"103";"17";"3";"344";"313";"3";"0";"310";"75";"13";"6";"5";"6";"19";"5";"2";"146";"28";"5";"0";"-";"-"
"827005";"827005";"103";"17";"3";"378";"306";"3";"0";"303";"92";"5";"19";"5";"9";"17";"6";"0";"128";"21";"1";"0";"-";"-"
"827006";"827006";"103";"17";"3";"1407";"1150";"5";"3";"1142";"358";"62";"43";"36";"120";"32";"33";"7";"312";"98";"41";"0";"-";"-"
"827007";"827007";"103";"17";"3";"806";"683";"0";"0";"683";"154";"23";"19";"20";"35";"44";"22";"0";"290";"69";"7";"0";"-";"-"
"829001";"829001";"98";"17";"3";"3373";"2885";"11";"6";"2868";"918";"113";"174";"159";"143";"81";"98";"6";"757";"357";"59";"3";"-";"-"
"829002";"829002";"98";"17";"3";"990";"872";"2";"0";"870";"243";"34";"49";"30";"37";"28";"22";"7";"248";"156";"14";"2";"-";"-"
"829003";"829003";"98";"17";"3";"2343";"2004";"6";"5";"1993";"588";"70";"189";"56";"68";"56";"61";"13";"553";"308";"31";"0";"-";"-"
"831001";"831001";"103";"17";"3";"3069";"2687";"19";"3";"2665";"1062";"101";"172";"113";"136";"97";"45";"3";"673";"222";"41";"0";"-";"-"
"831002";"831002";"103";"17";"3";"445";"395";"3";"0";"392";"107";"6";"11";"17";"27";"19";"8";"4";"154";"37";"2";"0";"-";"-"
"831003";"831003";"103";"17";"3";"498";"441";"2";"1";"438";"128";"18";"15";"13";"30";"26";"13";"3";"137";"47";"8";"0";"-";"-"
"831004";"831004";"103";"17";"3";"626";"547";"1";"0";"546";"208";"10";"38";"23";"29";"22";"11";"1";"134";"60";"10";"0";"-";"-"
"831005";"831005";"103";"17";"3";"318";"281";"2";"0";"279";"72";"8";"11";"3";"9";"13";"1";"1";"123";"30";"8";"0";"-";"-"
"831006";"831006";"103";"17";"3";"758";"654";"5";"1";"648";"208";"20";"31";"22";"52";"43";"12";"1";"180";"70";"9";"0";"-";"-"
"831007";"831007";"103";"17";"3";"194";"176";"1";"0";"175";"29";"5";"9";"7";"5";"6";"5";"2";"88";"17";"2";"0";"-";"-"
"833001";"833001";"103";"17";"3";"374";"307";"2";"0";"305";"61";"7";"23";"11";"12";"11";"30";"3";"121";"23";"3";"0";"-";"-"
"833002";"833002";"103";"17";"3";"997";"861";"2";"2";"857";"275";"47";"68";"37";"28";"28";"52";"0";"259";"58";"5";"0";"-";"-"
"833003";"833003";"103";"17";"3";"611";"526";"2";"1";"523";"142";"25";"32";"14";"15";"28";"25";"0";"185";"52";"5";"0";"-";"-"
"833004";"833004";"103";"17";"3";"347";"301";"2";"0";"299";"89";"8";"20";"6";"9";"15";"16";"0";"110";"19";"7";"0";"-";"-"
"833005";"833005";"103";"17";"3";"358";"296";"2";"0";"294";"68";"5";"18";"10";"11";"19";"13";"0";"109";"41";"0";"0";"-";"-"
"833006";"833006";"103";"17";"3";"610";"524";"1";"2";"521";"170";"15";"32";"21";"22";"21";"31";"4";"135";"65";"5";"0";"-";"-"
"833007";"833007";"103";"17";"3";"765";"642";"1";"0";"641";"204";"20";"44";"24";"21";"40";"15";"1";"186";"75";"11";"0";"-";"-"
"835001";"835001";"98";"17";"3";"2414";"2023";"9";"2";"2012";"868";"57";"133";"65";"75";"51";"81";"8";"394";"270";"10";"0";"-";"-"
"835002";"835002";"98";"17";"3";"2458";"2061";"9";"8";"2044";"1130";"42";"66";"53";"95";"44";"40";"7";"225";"317";"25";"0";"-";"-"
"835003";"835003";"98";"17";"3";"1029";"891";"3";"1";"887";"265";"32";"84";"30";"57";"21";"10";"2";"187";"187";"12";"0";"-";"-"
"835004";"835004";"98";"17";"3";"1100";"950";"2";"0";"948";"292";"27";"81";"37";"50";"26";"25";"2";"238";"155";"15";"0";"-";"-"
"835006";"835006";"98";"17";"3";"640";"540";"6";"0";"534";"150";"21";"40";"20";"30";"21";"37";"1";"144";"61";"8";"1";"-";"-"
"835007";"835007";"98";"17";"3";"560";"484";"0";"1";"483";"160";"17";"26";"9";"19";"17";"18";"2";"127";"81";"7";"0";"-";"-"
"837001";"837001";"102";"17";"3";"312";"273";"0";"2";"271";"99";"7";"18";"13";"11";"16";"2";"1";"71";"28";"4";"1";"-";"-"
"837002";"837002";"102";"17";"3";"809";"703";"2";"0";"701";"325";"21";"22";"25";"48";"25";"10";"1";"124";"87";"13";"0";"-";"-"
"837003";"837003";"102";"17";"3";"1254";"1060";"5";"3";"1052";"479";"20";"57";"31";"38";"31";"19";"1";"229";"138";"9";"0";"-";"-"
"837004";"837004";"102";"17";"3";"403";"331";"1";"1";"329";"139";"11";"15";"6";"14";"18";"4";"1";"67";"49";"5";"0";"-";"-"
"837005";"837005";"102";"17";"3";"1532";"1321";"6";"1";"1314";"588";"44";"48";"53";"61";"43";"18";"7";"287";"143";"22";"0";"-";"-"
"837006";"837006";"102";"17";"3";"319";"273";"0";"1";"272";"109";"8";"18";"10";"19";"12";"4";"0";"47";"40";"5";"0";"-";"-"
"837007";"837007";"102";"17";"3";"498";"432";"0";"2";"430";"205";"8";"28";"9";"25";"19";"9";"1";"81";"40";"5";"0";"-";"-"
"837008";"837008";"102";"17";"3";"1655";"1453";"11";"0";"1442";"680";"38";"80";"66";"68";"40";"30";"1";"286";"142";"11";"0";"-";"-"
"839001";"839001";"97";"17";"3";"2609";"2175";"6";"4";"2165";"732";"55";"107";"223";"51";"57";"108";"4";"604";"205";"18";"1";"-";"-"
"839002";"839002";"97";"17";"3";"878";"781";"4";"4";"773";"215";"38";"39";"30";"45";"20";"39";"1";"264";"73";"6";"3";"-";"-"
"839004";"839004";"97";"17";"3";"615";"527";"2";"0";"525";"150";"17";"23";"31";"15";"29";"32";"1";"159";"66";"2";"0";"-";"-"
"839005";"839005";"97";"17";"3";"677";"599";"0";"1";"598";"183";"17";"20";"40";"13";"21";"24";"1";"188";"84";"7";"0";"-";"-"
"839006";"839006";"97";"17";"3";"448";"397";"1";"0";"396";"160";"14";"20";"14";"25";"12";"8";"3";"100";"35";"5";"0";"-";"-"
"839007";"839007";"97";"17";"3";"911";"815";"2";"2";"811";"272";"21";"37";"35";"23";"41";"32";"1";"228";"115";"5";"1";"-";"-"
"839008";"839008";"97";"17";"3";"957";"819";"1";"2";"816";"261";"19";"27";"30";"25";"48";"32";"5";"232";"133";"4";"0";"-";"-"
"841001";"841001";"95";"17";"3";"8302";"6735";"12";"11";"6712";"2933";"161";"258";"172";"255";"232";"64";"13";"1938";"592";"93";"1";"-";"-"
"841002";"841002";"95";"17";"3";"162";"139";"0";"1";"138";"43";"3";"6";"3";"9";"11";"2";"0";"42";"14";"5";"0";"-";"-"
"841003";"841003";"95";"17";"3";"1562";"1303";"6";"0";"1297";"470";"30";"72";"59";"65";"44";"21";"3";"382";"137";"14";"0";"-";"-"
"843001";"843001";"102";"17";"3";"889";"753";"4";"1";"748";"317";"34";"46";"24";"38";"27";"18";"0";"164";"58";"22";"0";"-";"-"
"843002";"843002";"102";"17";"3";"466";"403";"0";"0";"403";"151";"16";"11";"15";"23";"21";"7";"1";"113";"36";"9";"0";"-";"-"
"843003";"843003";"102";"17";"3";"338";"308";"1";"1";"306";"79";"19";"22";"22";"29";"8";"1";"0";"90";"25";"11";"0";"-";"-"
"843004";"843004";"102";"17";"3";"706";"605";"1";"0";"604";"255";"19";"21";"29";"34";"15";"17";"0";"147";"58";"9";"0";"-";"-"
"843005";"843005";"102";"17";"3";"275";"245";"2";"0";"243";"87";"7";"15";"5";"20";"10";"8";"1";"52";"33";"5";"0";"-";"-"
"843006";"843006";"102";"17";"3";"1441";"1248";"7";"3";"1238";"500";"31";"74";"50";"61";"57";"20";"4";"294";"136";"11";"0";"-";"-"
"843007";"843007";"102";"17";"3";"2544";"2288";"10";"1";"2277";"744";"125";"166";"101";"214";"63";"42";"6";"542";"185";"89";"0";"-";"-"
"843008";"843008";"102";"17";"3";"290";"250";"3";"1";"246";"75";"2";"4";"10";"34";"21";"6";"3";"61";"22";"8";"0";"-";"-"
"843009";"843009";"102";"17";"3";"297";"258";"3";"0";"255";"72";"12";"11";"7";"20";"11";"7";"2";"82";"20";"11";"0";"-";"-"
"845001";"845001";"103";"17";"3";"5001";"4332";"17";"8";"4307";"1560";"139";"281";"189";"166";"149";"88";"16";"1239";"434";"45";"1";"-";"-"
"845002";"845002";"103";"17";"3";"1406";"1240";"8";"2";"1230";"333";"40";"107";"70";"57";"46";"28";"3";"382";"147";"16";"1";"-";"-"
"845003";"845003";"103";"17";"3";"585";"499";"2";"0";"497";"111";"15";"15";"19";"39";"25";"22";"4";"167";"67";"13";"0";"-";"-"
"845004";"845004";"103";"17";"3";"1227";"1065";"8";"5";"1052";"347";"28";"59";"45";"43";"42";"22";"2";"356";"97";"9";"2";"-";"-"
"845005";"845005";"103";"17";"3";"432";"382";"2";"2";"378";"105";"16";"22";"16";"15";"22";"13";"7";"116";"45";"1";"0";"-";"-"
"845006";"845006";"103";"17";"3";"385";"340";"2";"1";"337";"91";"16";"24";"15";"18";"23";"13";"0";"111";"25";"1";"0";"-";"-"
"847001";"847001";"96";"17";"3";"6705";"5691";"16";"5";"5670";"2229";"152";"628";"200";"235";"189";"176";"15";"1217";"569";"59";"1";"-";"-"
"847002";"847002";"96";"17";"3";"402";"353";"4";"0";"349";"104";"8";"14";"13";"16";"8";"14";"0";"114";"55";"3";"0";"-";"-"
"847003";"847003";"96";"17";"3";"1040";"846";"3";"0";"843";"300";"16";"40";"18";"23";"39";"42";"0";"263";"93";"9";"0";"-";"-"
"847004";"847004";"96";"17";"3";"760";"647";"3";"0";"644";"229";"22";"37";"15";"28";"22";"29";"4";"165";"86";"7";"0";"-";"-"
"847005";"847005";"96";"17";"3";"448";"383";"1";"0";"382";"133";"6";"12";"13";"22";"17";"12";"3";"103";"54";"7";"0";"-";"-"
"847006";"847006";"96";"17";"3";"715";"582";"2";"1";"579";"214";"23";"20";"15";"16";"28";"21";"0";"149";"89";"4";"0";"-";"-"
"847007";"847007";"96";"17";"3";"472";"419";"1";"0";"418";"99";"16";"32";"17";"18";"21";"18";"0";"135";"58";"4";"0";"-";"-"
"847008";"847008";"96";"17";"3";"643";"556";"5";"1";"550";"210";"14";"33";"10";"19";"25";"9";"1";"158";"66";"5";"0";"-";"-"
"847009";"847009";"96";"17";"3";"682";"562";"6";"1";"555";"204";"11";"31";"22";"16";"23";"18";"2";"147";"79";"2";"0";"-";"-"
"847010";"847010";"96";"17";"3";"1423";"1205";"7";"1";"1197";"351";"26";"47";"27";"36";"46";"122";"4";"361";"171";"6";"0";"-";"-"
"847011";"847011";"96";"17";"3";"427";"380";"1";"0";"379";"130";"7";"24";"13";"8";"17";"20";"1";"109";"45";"5";"0";"-";"-"
"849001";"849001";"99";"17";"3";"3769";"3311";"5";"6";"3300";"1179";"99";"219";"131";"169";"106";"90";"14";"803";"453";"37";"0";"-";"-"
"849002";"849002";"99";"17";"3";"1548";"1385";"1";"0";"1384";"618";"21";"50";"55";"59";"42";"20";"2";"299";"197";"21";"0";"-";"-"
"849003";"849003";"99";"17";"3";"1061";"962";"6";"3";"953";"439";"16";"46";"39";"41";"39";"13";"2";"190";"121";"7";"0";"-";"-"
"849004";"849004";"99";"17";"3";"1053";"931";"3";"1";"927";"398";"18";"46";"19";"43";"34";"37";"4";"206";"116";"6";"0";"-";"-"
"849005";"849005";"99";"17";"3";"892";"814";"3";"0";"811";"269";"22";"38";"29";"39";"23";"34";"1";"250";"98";"8";"0";"-";"-"
"851001";"851001";"99";"17";"3";"4140";"3473";"11";"8";"3454";"1574";"90";"261";"97";"220";"152";"70";"10";"518";"366";"95";"1";"-";"-"
