"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2005 - Stemmeberettigede";"FV2005 - Afgivne stemmer";"FV2005 - Blanke stemmer";"FV2005 - Andre ugyldige stemmer";"FV2005 - Gyldige stemmer";"FV2005 - A. Socialdemokratiet";"FV2005 - B. Det Radikale Venstre";"FV2005 - C. Det Konservative Folkeparti";"FV2005 - D. Centrum-Demokraterne";"FV2005 - F. Socialistisk Folkeparti";"FV2005 - K. Kristendemokraterne";"FV2005 - M. Minoritetspartiet";"FV2005 - O. Dansk Folkeparti";"FV2005 - V. Venstre, Danmarks Liberale Parti";"FV2005 - Ø. Enhedslisten - De Rød-Grønne";"FV2005 - 1. Uden for partierne";"FV2005 - 2. Uden for partierne";"FV2005 - 3. Uden for partierne"
"393004";"393004";"43";"8";"2";"2340";"2011";"16";"4";"1991";"581";"92";"194";"34";"80";"18";"7";"318";"619";"48";"0";"-";"-"
"393005";"393005";"43";"8";"2";"745";"653";"4";"0";"649";"146";"38";"71";"3";"30";"8";"1";"92";"233";"27";"0";"-";"-"
"395001";"395001";"47";"8";"2";"1608";"1425";"10";"1";"1414";"382";"82";"146";"19";"68";"11";"1";"206";"478";"21";"0";"-";"-"
"395002";"395002";"47";"8";"2";"2558";"2264";"9";"5";"2250";"573";"149";"307";"21";"99";"14";"3";"351";"700";"33";"0";"-";"-"
"395003";"395003";"47";"8";"2";"321";"274";"2";"2";"270";"56";"14";"30";"3";"11";"2";"1";"52";"81";"19";"1";"-";"-"
"395004";"395004";"47";"8";"2";"1016";"863";"4";"3";"856";"264";"39";"66";"10";"59";"13";"2";"238";"141";"24";"0";"-";"-"
"397001";"397001";"44";"8";"2";"4333";"3618";"24";"15";"3579";"1047";"289";"459";"40";"252";"29";"13";"479";"861";"110";"0";"-";"-"
"397002";"397002";"44";"8";"2";"2978";"2494";"21";"7";"2466";"839";"212";"228";"27";"189";"13";"9";"344";"510";"95";"0";"-";"-"
"397003";"397003";"44";"8";"2";"1993";"1708";"9";"2";"1697";"372";"163";"218";"21";"131";"23";"8";"201";"503";"57";"0";"-";"-"
"397004";"397004";"44";"8";"2";"1927";"1662";"7";"2";"1653";"488";"117";"149";"24";"118";"8";"5";"233";"468";"43";"0";"-";"-"
"397005";"397005";"44";"8";"2";"753";"633";"3";"3";"627";"159";"33";"81";"2";"45";"6";"4";"109";"178";"10";"0";"-";"-"
"397006";"397006";"44";"8";"2";"1007";"848";"7";"1";"840";"196";"44";"81";"8";"39";"8";"4";"170";"259";"31";"0";"-";"-"
"397007";"397007";"44";"8";"2";"157";"133";"0";"0";"133";"27";"7";"14";"2";"10";"1";"1";"23";"44";"4";"0";"-";"-"
"397008";"397008";"44";"8";"2";"810";"672";"4";"2";"666";"163";"48";"46";"6";"49";"6";"4";"132";"182";"30";"0";"-";"-"
"397009";"397009";"44";"8";"2";"1629";"1378";"12";"3";"1363";"401";"92";"125";"14";"64";"15";"1";"210";"423";"18";"0";"-";"-"
"397010";"397010";"44";"8";"2";"264";"229";"2";"0";"227";"41";"17";"21";"0";"17";"1";"0";"38";"79";"13";"0";"-";"-"
"400001";"400001";"48";"9";"2";"1512";"1276";"12";"3";"1261";"461";"36";"40";"14";"46";"56";"3";"147";"398";"39";"5";"16";"-"
"400002";"400002";"48";"9";"2";"1339";"1156";"13";"2";"1141";"314";"41";"30";"5";"46";"53";"1";"133";"446";"44";"3";"25";"-"
"400003";"400003";"48";"9";"2";"1339";"1189";"9";"6";"1174";"361";"38";"30";"5";"27";"68";"2";"128";"455";"47";"2";"11";"-"
"400004";"400004";"48";"9";"2";"514";"450";"1";"0";"449";"133";"32";"13";"3";"23";"9";"0";"37";"162";"27";"2";"8";"-"
"400005";"400005";"49";"9";"2";"1525";"1278";"4";"3";"1271";"367";"54";"31";"7";"65";"31";"2";"140";"461";"63";"23";"27";"-"
"400006";"400006";"49";"9";"2";"1211";"1016";"11";"2";"1003";"247";"47";"23";"8";"47";"46";"4";"106";"400";"47";"10";"18";"-"
"400007";"400007";"49";"9";"2";"407";"346";"1";"0";"345";"79";"11";"3";"1";"18";"7";"1";"36";"149";"22";"3";"15";"-"
"400008";"400008";"49";"9";"2";"694";"598";"4";"1";"593";"128";"25";"14";"4";"37";"19";"0";"74";"246";"27";"2";"17";"-"
"400009";"400009";"49";"9";"2";"652";"523";"3";"0";"520";"137";"19";"21";"3";"37";"7";"0";"41";"197";"37";"0";"21";"-"
"400010";"400010";"49";"9";"2";"1246";"1051";"6";"2";"1043";"252";"33";"25";"6";"38";"84";"4";"108";"410";"60";"2";"21";"-"
"400011";"400011";"49";"9";"2";"2899";"2357";"15";"12";"2330";"841";"94";"59";"23";"59";"84";"6";"216";"831";"85";"6";"26";"-"
"400012";"400012";"49";"9";"2";"1124";"958";"0";"4";"954";"255";"81";"35";"5";"63";"30";"4";"62";"302";"95";"0";"22";"-"
"400013";"400013";"49";"9";"2";"793";"660";"1";"0";"659";"162";"21";"17";"0";"32";"13";"4";"54";"315";"29";"2";"10";"-"
"400014";"400014";"49";"9";"2";"730";"621";"3";"1";"617";"177";"36";"14";"6";"19";"22";"3";"34";"252";"43";"0";"11";"-"
"400015";"400015";"49";"9";"2";"914";"792";"2";"1";"789";"234";"30";"23";"7";"21";"37";"2";"100";"302";"21";"0";"12";"-"
"400016";"400016";"49";"9";"2";"2651";"2209";"8";"1";"2200";"737";"66";"50";"13";"72";"143";"2";"204";"807";"67";"4";"35";"-"
"400017";"400017";"49";"9";"2";"752";"645";"3";"0";"642";"240";"23";"26";"3";"10";"8";"3";"81";"209";"27";"5";"7";"-"
"400018";"400018";"49";"9";"2";"527";"462";"0";"0";"462";"111";"16";"10";"4";"19";"27";"2";"54";"198";"18";"2";"1";"-"
"400019";"400019";"49";"9";"2";"1063";"914";"6";"1";"907";"285";"34";"34";"1";"28";"38";"2";"87";"351";"21";"1";"25";"-"
"400020";"400020";"48";"9";"2";"11375";"9229";"60";"31";"9138";"3581";"395";"297";"61";"402";"312";"19";"875";"2691";"379";"16";"110";"-"
"411001";"411001";"49";"9";"2";"73";"70";"2";"0";"68";"14";"10";"2";"1";"2";"2";"0";"4";"22";"11";"0";"0";"-"
"421001";"421001";"54";"10";"2";"5259";"4391";"49";"9";"4333";"1486";"267";"556";"34";"182";"41";"2";"622";"1042";"101";"-";"-";"-"
"421002";"421002";"54";"10";"2";"1336";"1116";"8";"2";"1106";"365";"86";"144";"9";"36";"15";"2";"143";"281";"25";"-";"-";"-"
"421003";"421003";"54";"10";"2";"685";"577";"4";"4";"569";"158";"46";"74";"9";"27";"1";"2";"81";"158";"13";"-";"-";"-"
"421004";"421004";"54";"10";"2";"711";"601";"6";"1";"594";"142";"39";"93";"9";"37";"3";"1";"94";"165";"11";"-";"-";"-"
"421005";"421005";"54";"10";"2";"197";"176";"1";"0";"175";"27";"18";"23";"1";"11";"0";"1";"27";"65";"2";"-";"-";"-"
"421006";"421006";"54";"10";"2";"34";"33";"0";"0";"33";"6";"2";"0";"0";"0";"0";"0";"4";"20";"1";"-";"-";"-"
"423001";"423001";"55";"10";"2";"2790";"2306";"10";"4";"2292";"746";"147";"362";"13";"116";"15";"4";"332";"526";"31";"-";"-";"-"
"423002";"423002";"55";"10";"2";"279";"233";"2";"0";"231";"56";"11";"38";"3";"13";"3";"3";"40";"60";"4";"-";"-";"-"
"423003";"423003";"55";"10";"2";"352";"304";"0";"0";"304";"90";"10";"45";"2";"11";"0";"0";"45";"96";"5";"-";"-";"-"
"423004";"423004";"55";"10";"2";"295";"256";"0";"0";"256";"50";"11";"37";"6";"11";"2";"1";"37";"94";"7";"-";"-";"-"
"423005";"423005";"55";"10";"2";"492";"421";"1";"0";"420";"83";"28";"55";"2";"13";"3";"1";"86";"143";"6";"-";"-";"-"
"423006";"423006";"55";"10";"2";"666";"582";"9";"1";"572";"150";"36";"85";"4";"14";"7";"1";"84";"180";"11";"-";"-";"-"
"425001";"425001";"58";"10";"2";"1512";"1319";"8";"2";"1309";"307";"69";"100";"6";"50";"5";"0";"152";"590";"30";"-";"-";"-"
"425002";"425002";"58";"10";"2";"1248";"1127";"13";"0";"1114";"273";"66";"163";"16";"62";"5";"0";"161";"341";"27";"-";"-";"-"
"425003";"425003";"58";"10";"2";"1083";"889";"7";"4";"878";"204";"65";"110";"7";"37";"5";"2";"117";"305";"26";"-";"-";"-"
"425004";"425004";"58";"10";"2";"890";"768";"14";"1";"753";"149";"62";"78";"10";"42";"5";"4";"103";"281";"19";"-";"-";"-"
"427001";"427001";"56";"10";"2";"428";"368";"4";"0";"364";"76";"44";"38";"3";"20";"4";"2";"37";"121";"19";"-";"-";"-"
"427002";"427002";"56";"10";"2";"1008";"888";"6";"3";"879";"271";"61";"93";"2";"50";"5";"1";"127";"237";"32";"-";"-";"-"
"427003";"427003";"56";"10";"2";"335";"273";"3";"1";"269";"61";"15";"25";"5";"16";"8";"1";"33";"97";"8";"-";"-";"-"
"427004";"427004";"56";"10";"2";"874";"786";"2";"1";"783";"149";"132";"58";"18";"72";"8";"11";"70";"194";"71";"-";"-";"-"
"427005";"427005";"56";"10";"2";"1563";"1304";"8";"6";"1290";"380";"90";"141";"11";"66";"9";"4";"179";"363";"47";"-";"-";"-"
"427006";"427006";"56";"10";"2";"741";"673";"2";"0";"671";"151";"55";"75";"5";"51";"4";"5";"87";"165";"73";"-";"-";"-"
"427007";"427007";"56";"10";"2";"921";"806";"6";"1";"799";"173";"88";"82";"7";"63";"10";"1";"95";"246";"34";"-";"-";"-"
"427008";"427008";"56";"10";"2";"618";"566";"1";"0";"565";"118";"47";"79";"4";"40";"3";"1";"66";"173";"34";"-";"-";"-"
"429001";"429001";"54";"10";"2";"217";"187";"1";"0";"186";"43";"10";"21";"5";"9";"1";"0";"32";"62";"3";"-";"-";"-"
"429002";"429002";"54";"10";"2";"1512";"1273";"9";"2";"1262";"347";"80";"173";"4";"50";"11";"2";"184";"396";"15";"-";"-";"-"
"429003";"429003";"54";"10";"2";"305";"271";"1";"0";"270";"45";"20";"38";"1";"22";"9";"3";"36";"81";"15";"-";"-";"-"
"429004";"429004";"54";"10";"2";"352";"314";"1";"0";"313";"73";"31";"47";"3";"11";"8";"2";"33";"99";"6";"-";"-";"-"
"429005";"429005";"54";"10";"2";"167";"145";"1";"0";"144";"28";"14";"16";"1";"8";"3";"2";"22";"49";"1";"-";"-";"-"
"429006";"429006";"54";"10";"2";"1709";"1442";"13";"1";"1428";"454";"97";"202";"19";"54";"8";"2";"235";"328";"29";"-";"-";"-"
"429007";"429007";"54";"10";"2";"1617";"1382";"7";"2";"1373";"324";"107";"155";"20";"60";"10";"0";"236";"432";"29";"-";"-";"-"
"429008";"429008";"54";"10";"2";"589";"516";"3";"4";"509";"111";"39";"80";"9";"16";"6";"0";"82";"160";"6";"-";"-";"-"
"429009";"429009";"54";"10";"2";"698";"604";"5";"1";"598";"163";"40";"81";"4";"26";"8";"3";"97";"169";"7";"-";"-";"-"
"429010";"429010";"54";"10";"2";"318";"286";"2";"1";"283";"61";"16";"33";"0";"13";"2";"1";"33";"121";"3";"-";"-";"-"
"431001";"431001";"58";"10";"2";"90";"80";"0";"0";"80";"6";"7";"12";"0";"7";"2";"3";"8";"27";"8";"-";"-";"-"
"431002";"431002";"58";"10";"2";"1359";"1120";"10";"3";"1107";"289";"92";"149";"10";"49";"6";"1";"163";"307";"41";"-";"-";"-"
"431003";"431003";"58";"10";"2";"358";"324";"0";"1";"323";"64";"25";"43";"7";"17";"3";"2";"61";"94";"7";"-";"-";"-"
"431004";"431004";"58";"10";"2";"699";"624";"7";"0";"617";"163";"64";"83";"11";"42";"9";"0";"68";"157";"20";"-";"-";"-"
"431005";"431005";"58";"10";"2";"556";"486";"2";"1";"483";"86";"25";"79";"1";"20";"7";"0";"95";"162";"8";"-";"-";"-"
"431006";"431006";"58";"10";"2";"3896";"3171";"18";"6";"3147";"886";"258";"493";"34";"198";"21";"5";"430";"721";"101";"-";"-";"-"
"431007";"431007";"58";"10";"2";"1297";"1118";"5";"4";"1109";"268";"96";"166";"7";"61";"16";"1";"132";"321";"41";"-";"-";"-"
"431008";"431008";"58";"10";"2";"485";"428";"2";"1";"425";"64";"34";"55";"5";"28";"4";"2";"58";"149";"26";"-";"-";"-"
"431009";"431009";"58";"10";"2";"105";"90";"0";"0";"90";"12";"9";"10";"0";"8";"0";"0";"9";"41";"1";"-";"-";"-"
"431010";"431010";"58";"10";"2";"751";"655";"4";"0";"651";"142";"67";"76";"6";"44";"8";"2";"95";"189";"22";"-";"-";"-"
"431011";"431011";"58";"10";"2";"1971";"1705";"10";"1";"1694";"465";"120";"282";"10";"81";"15";"5";"242";"449";"25";"-";"-";"-"
"431012";"431012";"58";"10";"2";"1049";"902";"10";"0";"892";"241";"78";"84";"10";"67";"16";"2";"120";"249";"25";"-";"-";"-"
"431013";"431013";"58";"10";"2";"260";"218";"2";"1";"215";"31";"21";"18";"2";"8";"4";"1";"31";"90";"9";"-";"-";"-"
"431014";"431014";"58";"10";"2";"390";"332";"1";"1";"330";"67";"24";"63";"1";"13";"4";"2";"29";"117";"10";"-";"-";"-"
"433001";"433001";"54";"10";"2";"767";"682";"5";"3";"674";"163";"71";"93";"4";"31";"10";"2";"80";"195";"25";"-";"-";"-"
"433002";"433002";"54";"10";"2";"1908";"1647";"14";"3";"1630";"457";"160";"294";"10";"97";"20";"7";"167";"373";"45";"-";"-";"-"
"433003";"433003";"54";"10";"2";"876";"740";"8";"1";"731";"197";"56";"117";"4";"25";"6";"2";"109";"189";"26";"-";"-";"-"
"433004";"433004";"54";"10";"2";"400";"345";"3";"0";"342";"101";"33";"47";"2";"13";"7";"0";"42";"89";"8";"-";"-";"-"
"433005";"433005";"54";"10";"2";"429";"371";"2";"1";"368";"80";"31";"40";"5";"14";"5";"1";"58";"122";"12";"-";"-";"-"
"435001";"435001";"56";"10";"2";"815";"721";"6";"0";"715";"144";"55";"83";"11";"34";"8";"2";"106";"259";"13";"-";"-";"-"
"435002";"435002";"56";"10";"2";"157";"131";"0";"0";"131";"34";"3";"20";"2";"9";"1";"0";"14";"40";"8";"-";"-";"-"
"435003";"435003";"56";"10";"2";"919";"786";"5";"3";"778";"186";"61";"82";"9";"44";"16";"0";"120";"247";"13";"-";"-";"-"
"435004";"435004";"56";"10";"2";"254";"223";"1";"0";"222";"46";"19";"30";"1";"16";"1";"2";"45";"54";"8";"-";"-";"-"
"435005";"435005";"56";"10";"2";"767";"651";"5";"1";"645";"178";"40";"80";"5";"31";"8";"2";"93";"180";"28";"-";"-";"-"
"435006";"435006";"56";"10";"2";"340";"306";"2";"0";"304";"65";"22";"41";"0";"21";"5";"0";"58";"85";"7";"-";"-";"-"
"435007";"435007";"56";"10";"2";"518";"469";"2";"0";"467";"90";"59";"62";"7";"36";"11";"0";"46";"142";"14";"-";"-";"-"
"435008";"435008";"56";"10";"2";"465";"388";"0";"0";"388";"89";"39";"50";"10";"32";"5";"1";"63";"84";"15";"-";"-";"-"
"435009";"435009";"56";"10";"2";"431";"383";"6";"0";"377";"93";"41";"46";"3";"23";"3";"0";"53";"100";"15";"-";"-";"-"
"437001";"437001";"58";"10";"2";"676";"600";"3";"0";"597";"125";"49";"84";"3";"29";"16";"2";"66";"209";"14";"-";"-";"-"
"437002";"437002";"58";"10";"2";"2529";"2177";"12";"4";"2161";"562";"128";"389";"11";"68";"16";"0";"281";"676";"30";"-";"-";"-"
"437003";"437003";"58";"10";"2";"543";"468";"4";"1";"463";"98";"47";"62";"7";"26";"3";"1";"58";"145";"16";"-";"-";"-"
"439001";"439001";"53";"10";"2";"2811";"2434";"19";"3";"2412";"693";"168";"413";"14";"164";"20";"4";"375";"491";"70";"-";"-";"-"
"439002";"439002";"53";"10";"2";"308";"274";"1";"0";"273";"84";"19";"31";"1";"32";"0";"0";"37";"64";"5";"-";"-";"-"
"439003";"439003";"53";"10";"2";"643";"584";"1";"0";"583";"154";"39";"79";"5";"46";"6";"1";"82";"154";"17";"-";"-";"-"
"439004";"439004";"53";"10";"2";"222";"213";"0";"0";"213";"48";"32";"24";"1";"32";"2";"1";"19";"45";"9";"-";"-";"-"
"439005";"439005";"53";"10";"2";"423";"386";"2";"0";"384";"134";"21";"51";"3";"34";"6";"1";"43";"81";"10";"-";"-";"-"
"439006";"439006";"53";"10";"2";"387";"332";"3";"2";"327";"79";"33";"40";"0";"20";"3";"1";"50";"93";"8";"-";"-";"-"
"439007";"439007";"53";"10";"2";"322";"296";"1";"0";"295";"71";"31";"39";"2";"21";"2";"0";"33";"81";"15";"-";"-";"-"
"439008";"439008";"53";"10";"2";"605";"554";"1";"1";"552";"131";"36";"65";"5";"41";"10";"2";"89";"153";"20";"-";"-";"-"
"439009";"439009";"53";"10";"2";"840";"732";"7";"1";"724";"196";"51";"114";"9";"39";"10";"1";"98";"185";"21";"-";"-";"-"
"439010";"439010";"53";"10";"2";"1670";"1506";"9";"2";"1495";"400";"102";"270";"11";"113";"14";"2";"207";"344";"32";"-";"-";"-"
"441001";"441001";"53";"10";"2";"794";"727";"4";"0";"723";"217";"29";"112";"7";"29";"5";"0";"124";"189";"11";"-";"-";"-"
"441002";"441002";"53";"10";"2";"1160";"1020";"6";"0";"1014";"251";"56";"174";"13";"40";"12";"1";"185";"265";"17";"-";"-";"-"
"441003";"441003";"53";"10";"2";"334";"289";"3";"2";"284";"62";"20";"38";"7";"8";"8";"0";"53";"80";"8";"-";"-";"-"
"441004";"441004";"53";"10";"2";"2370";"2076";"9";"1";"2066";"688";"101";"321";"14";"66";"21";"3";"286";"536";"30";"-";"-";"-"
"443001";"443001";"58";"10";"2";"2001";"1641";"2";"3";"1636";"455";"53";"393";"41";"73";"18";"2";"259";"293";"49";"-";"-";"-"
"443002";"443002";"58";"10";"2";"564";"489";"2";"1";"486";"151";"20";"116";"2";"26";"1";"0";"53";"107";"10";"-";"-";"-"
"445001";"445001";"54";"10";"2";"5013";"4175";"17";"9";"4149";"1330";"390";"490";"39";"253";"33";"18";"562";"915";"119";"-";"-";"-"
"445002";"445002";"54";"10";"2";"4772";"4116";"29";"5";"4082";"1341";"328";"541";"38";"181";"51";"15";"556";"965";"66";"-";"-";"-"
"445003";"445003";"54";"10";"2";"1381";"1205";"9";"0";"1196";"339";"97";"156";"9";"36";"13";"1";"166";"361";"18";"-";"-";"-"
"445005";"445005";"54";"10";"2";"987";"868";"4";"3";"861";"194";"66";"120";"14";"41";"23";"4";"116";"272";"11";"-";"-";"-"
"445006";"445006";"54";"10";"2";"3193";"2882";"15";"4";"2863";"562";"265";"560";"20";"145";"40";"11";"318";"890";"52";"-";"-";"-"
"447001";"447001";"53";"10";"2";"4244";"3600";"26";"9";"3565";"1539";"214";"344";"27";"222";"35";"8";"484";"617";"75";"-";"-";"-"
"449001";"449001";"56";"10";"2";"1365";"1158";"4";"2";"1152";"255";"91";"140";"16";"54";"15";"3";"185";"365";"28";"-";"-";"-"
"449002";"449002";"56";"10";"2";"5077";"4160";"25";"7";"4128";"1550";"295";"491";"24";"252";"20";"12";"537";"841";"106";"-";"-";"-"
"449003";"449003";"56";"10";"2";"5952";"4907";"36";"14";"4857";"1624";"402";"614";"49";"340";"34";"12";"625";"1000";"157";"-";"-";"-"
"449004";"449004";"56";"10";"2";"2153";"1787";"15";"1";"1771";"484";"128";"202";"18";"105";"15";"11";"281";"488";"39";"-";"-";"-"
"451001";"451001";"54";"10";"2";"2172";"1842";"21";"6";"1815";"610";"155";"181";"13";"87";"13";"1";"225";"499";"31";"-";"-";"-"
"451002";"451002";"54";"10";"2";"1045";"940";"7";"1";"932";"192";"81";"117";"15";"43";"11";"4";"126";"311";"32";"-";"-";"-"
"451003";"451003";"54";"10";"2";"299";"266";"0";"0";"266";"60";"23";"32";"2";"9";"4";"1";"51";"81";"3";"-";"-";"-"
"451004";"451004";"54";"10";"2";"286";"254";"2";"1";"251";"58";"24";"24";"1";"18";"4";"1";"39";"73";"9";"-";"-";"-"
"451005";"451005";"54";"10";"2";"251";"219";"0";"1";"218";"34";"30";"26";"3";"10";"5";"2";"21";"74";"13";"-";"-";"-"
"461001";"461001";"50";"10";"2";"8623";"6773";"46";"15";"6712";"1834";"979";"904";"109";"652";"66";"22";"664";"1094";"388";"-";"-";"-"
"461002";"461002";"50";"10";"2";"7217";"5905";"34";"16";"5855";"2250";"622";"650";"85";"484";"52";"8";"656";"767";"281";"-";"-";"-"
"461003";"461003";"50";"10";"2";"2990";"2383";"16";"6";"2361";"958";"217";"273";"25";"172";"25";"8";"283";"305";"95";"-";"-";"-"
"461004";"461004";"50";"10";"2";"7640";"6151";"51";"9";"6091";"1684";"784";"1080";"83";"423";"67";"9";"590";"1156";"215";"-";"-";"-"
"461005";"461005";"50";"10";"2";"5475";"4222";"25";"11";"4186";"1669";"355";"493";"49";"311";"45";"11";"559";"523";"171";"-";"-";"-"
"461006";"461006";"50";"10";"2";"2125";"1876";"8";"2";"1866";"675";"90";"303";"15";"71";"13";"4";"290";"370";"35";"-";"-";"-"
"461007";"461007";"50";"10";"2";"3218";"2710";"13";"10";"2687";"1012";"159";"340";"18";"154";"28";"7";"476";"424";"69";"-";"-";"-"
"461008";"461008";"50";"10";"2";"347";"303";"1";"1";"301";"70";"36";"62";"2";"24";"3";"0";"34";"65";"5";"-";"-";"-"
"461009";"461009";"50";"10";"2";"1628";"1359";"10";"3";"1346";"454";"110";"187";"12";"77";"15";"4";"190";"255";"42";"-";"-";"-"
"461010";"461010";"50";"10";"2";"272";"248";"3";"0";"245";"64";"12";"34";"1";"16";"7";"0";"46";"53";"12";"-";"-";"-"
"461011";"461011";"51";"10";"2";"6946";"5740";"42";"13";"5685";"1408";"911";"832";"96";"622";"53";"21";"419";"978";"345";"-";"-";"-"
"461012";"461012";"51";"10";"2";"7719";"5993";"51";"22";"5920";"2504";"445";"628";"53";"508";"36";"15";"753";"712";"266";"-";"-";"-"
"461013";"461013";"51";"10";"2";"812";"714";"2";"1";"711";"190";"45";"122";"9";"41";"7";"1";"127";"149";"20";"-";"-";"-"
"461014";"461014";"51";"10";"2";"4832";"4064";"21";"11";"4032";"1430";"232";"672";"24";"221";"27";"6";"590";"741";"89";"-";"-";"-"
"461015";"461015";"51";"10";"2";"327";"302";"1";"1";"300";"62";"24";"108";"1";"11";"5";"1";"37";"45";"6";"-";"-";"-"
"461016";"461016";"51";"10";"2";"2373";"2006";"6";"3";"1997";"695";"94";"492";"18";"95";"13";"1";"258";"299";"32";"-";"-";"-"
"461017";"461017";"51";"10";"2";"5026";"4337";"22";"6";"4309";"1419";"313";"827";"32";"296";"37";"5";"601";"686";"93";"-";"-";"-"
"461018";"461018";"51";"10";"2";"4527";"4009";"14";"6";"3989";"1171";"304";"861";"30";"197";"27";"3";"510";"816";"70";"-";"-";"-"
"461019";"461019";"51";"10";"2";"3198";"2716";"8";"4";"2704";"771";"187";"569";"30";"160";"24";"6";"354";"536";"67";"-";"-";"-"
"461020";"461020";"51";"10";"2";"3617";"3189";"23";"4";"3162";"965";"188";"617";"26";"160";"41";"10";"455";"653";"47";"-";"-";"-"
"461021";"461021";"51";"10";"2";"1701";"1465";"14";"2";"1449";"378";"96";"255";"12";"77";"21";"5";"219";"350";"36";"-";"-";"-"
"461022";"461022";"51";"10";"2";"412";"362";"0";"1";"361";"86";"25";"55";"5";"19";"3";"0";"57";"100";"11";"-";"-";"-"
"461023";"461023";"52";"10";"2";"9338";"7704";"57";"14";"7633";"1656";"1217";"1429";"84";"709";"84";"31";"606";"1450";"367";"-";"-";"-"
"461024";"461024";"52";"10";"2";"4008";"3645";"21";"6";"3618";"568";"484";"975";"22";"220";"37";"7";"288";"914";"103";"-";"-";"-"
"461025";"461025";"52";"10";"2";"5552";"4638";"35";"9";"4594";"1474";"478";"749";"60";"359";"60";"8";"505";"723";"178";"-";"-";"-"
"461026";"461026";"52";"10";"2";"8243";"7158";"34";"13";"7111";"2082";"499";"1433";"49";"384";"71";"12";"956";"1515";"110";"-";"-";"-"
"461027";"461027";"52";"10";"2";"358";"311";"2";"0";"309";"65";"26";"56";"1";"33";"8";"1";"47";"69";"3";"-";"-";"-"
"461028";"461028";"52";"10";"2";"3255";"2907";"19";"2";"2886";"676";"214";"646";"15";"118";"68";"3";"336";"726";"84";"-";"-";"-"
"461029";"461029";"52";"10";"2";"4829";"4125";"27";"13";"4085";"1091";"390";"794";"39";"293";"47";"14";"522";"784";"111";"-";"-";"-"
"461030";"461030";"52";"10";"2";"6768";"5723";"33";"16";"5674";"1682";"488";"1076";"51";"346";"46";"10";"726";"1109";"140";"-";"-";"-"
"461031";"461031";"52";"10";"2";"2714";"2341";"11";"6";"2324";"511";"218";"483";"24";"115";"36";"2";"299";"555";"81";"-";"-";"-"
"461032";"461032";"52";"10";"2";"697";"632";"7";"1";"624";"119";"35";"128";"2";"35";"4";"0";"102";"190";"9";"-";"-";"-"
"461033";"461033";"52";"10";"2";"2997";"2609";"12";"6";"2591";"796";"204";"446";"21";"165";"25";"4";"349";"506";"75";"-";"-";"-"
"461034";"461034";"52";"10";"2";"471";"416";"1";"0";"415";"79";"36";"80";"5";"20";"4";"3";"61";"108";"19";"-";"-";"-"
"461035";"461035";"50";"10";"2";"5336";"3822";"12";"11";"3799";"1997";"308";"221";"40";"212";"17";"24";"497";"334";"149";"-";"-";"-"
"461036";"461036";"50";"10";"2";"3604";"2892";"30";"8";"2854";"976";"308";"393";"31";"223";"24";"13";"316";"452";"118";"-";"-";"-"
"471001";"471001";"55";"10";"2";"542";"486";"2";"1";"483";"136";"28";"79";"1";"15";"3";"0";"87";"127";"7";"-";"-";"-"
"471002";"471002";"55";"10";"2";"832";"723";"3";"2";"718";"207";"29";"111";"2";"27";"10";"1";"125";"192";"14";"-";"-";"-"
"471003";"471003";"55";"10";"2";"482";"400";"3";"0";"397";"118";"14";"71";"4";"15";"2";"4";"58";"102";"9";"-";"-";"-"
"471004";"471004";"55";"10";"2";"696";"595";"1";"0";"594";"177";"33";"87";"7";"26";"8";"1";"107";"140";"8";"-";"-";"-"
"471005";"471005";"55";"10";"2";"1871";"1641";"6";"2";"1633";"516";"84";"267";"12";"55";"6";"3";"234";"434";"22";"-";"-";"-"
"471006";"471006";"55";"10";"2";"1755";"1450";"7";"3";"1440";"506";"93";"226";"14";"41";"11";"0";"209";"314";"26";"-";"-";"-"
"471007";"471007";"55";"10";"2";"505";"444";"1";"1";"442";"100";"22";"42";"4";"25";"3";"0";"73";"167";"6";"-";"-";"-"
"471008";"471008";"55";"10";"2";"634";"574";"6";"0";"568";"116";"38";"78";"4";"33";"3";"2";"75";"195";"24";"-";"-";"-"
"471009";"471009";"55";"10";"2";"601";"513";"4";"1";"508";"126";"22";"86";"1";"24";"2";"1";"90";"153";"3";"-";"-";"-"
"471010";"471010";"55";"10";"2";"347";"301";"1";"0";"300";"79";"25";"51";"1";"25";"3";"0";"42";"69";"5";"-";"-";"-"
"473001";"473001";"58";"10";"2";"5319";"4502";"36";"18";"4448";"1141";"411";"573";"46";"287";"38";"17";"487";"1334";"114";"-";"-";"-"
"473002";"473002";"58";"10";"2";"855";"745";"4";"1";"740";"163";"76";"91";"10";"50";"11";"5";"111";"194";"29";"-";"-";"-"
"473003";"473003";"58";"10";"2";"1117";"962";"6";"1";"955";"191";"48";"114";"11";"37";"13";"5";"127";"374";"35";"-";"-";"-"
"473005";"473005";"58";"10";"2";"1108";"909";"7";"3";"899";"151";"69";"102";"4";"37";"14";"1";"142";"362";"17";"-";"-";"-"
