"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2007 - Personlige stemmer i alt";"FV2007 - A - personlige stemmer i alt";"FV2007 - B - personlige stemmer i alt";"FV2007 - C - personlige stemmer i alt";"FV2007 - F - personlige stemmer i alt";"FV2007 - K - personlige stemmer i alt";"FV2007 - O - personlige stemmer i alt";"FV2007 - V - personlige stemmer i alt";"FV2007 - Y - personlige stemmer i alt";"FV2007 - Ø - personlige stemmer i alt";"FV2007 - UP - personlige stemmer i alt";"FV2007 - A-01";"FV2007 - A-02";"FV2007 - A-03";"FV2007 - A-04";"FV2007 - A-05";"FV2007 - A-06";"FV2007 - A-07";"FV2007 - A-08";"FV2007 - A-09";"FV2007 - A-10";"FV2007 - A-11";"FV2007 - A-12";"FV2007 - A-13";"FV2007 - B-01";"FV2007 - B-02";"FV2007 - B-03";"FV2007 - B-04";"FV2007 - B-05";"FV2007 - B-06";"FV2007 - B-07";"FV2007 - B-08";"FV2007 - B-09";"FV2007 - B-10";"FV2007 - B-11";"FV2007 - B-12";"FV2007 - C-01";"FV2007 - C-02";"FV2007 - C-03";"FV2007 - C-04";"FV2007 - C-05";"FV2007 - C-06";"FV2007 - C-07";"FV2007 - C-08";"FV2007 - C-09";"FV2007 - C-10";"FV2007 - C-11";"FV2007 - C-12";"FV2007 - C-13";"FV2007 - F-01";"FV2007 - F-02";"FV2007 - F-03";"FV2007 - F-04";"FV2007 - F-05";"FV2007 - F-06";"FV2007 - F-07";"FV2007 - F-08";"FV2007 - F-09";"FV2007 - F-10";"FV2007 - F-11";"FV2007 - F-12";"FV2007 - F-13";"FV2007 - K-01";"FV2007 - K-02";"FV2007 - K-03";"FV2007 - K-04";"FV2007 - K-05";"FV2007 - K-06";"FV2007 - K-07";"FV2007 - K-08";"FV2007 - K-09";"FV2007 - K-10";"FV2007 - K-11";"FV2007 - K-12";"FV2007 - O-01";"FV2007 - O-02";"FV2007 - O-03";"FV2007 - O-04";"FV2007 - O-05";"FV2007 - O-06";"FV2007 - O-07";"FV2007 - O-08";"FV2007 - O-09";"FV2007 - O-10";"FV2007 - O-11";"FV2007 - O-12";"FV2007 - O-13";"FV2007 - V-01";"FV2007 - V-02";"FV2007 - V-03";"FV2007 - V-04";"FV2007 - V-05";"FV2007 - V-06";"FV2007 - V-07";"FV2007 - V-08";"FV2007 - V-09";"FV2007 - V-10";"FV2007 - V-11";"FV2007 - V-12";"FV2007 - V-13";"FV2007 - Y-01";"FV2007 - Y-02";"FV2007 - Y-03";"FV2007 - Y-04";"FV2007 - Y-05";"FV2007 - Y-06";"FV2007 - Y-07";"FV2007 - Y-08";"FV2007 - Y-09";"FV2007 - Y-10";"FV2007 - Y-11";"FV2007 - Y-12";"FV2007 - Y-13";"FV2007 - Y-14";"FV2007 - Y-15";"FV2007 - Y-16";"FV2007 - Y-17";"FV2007 - Y-18";"FV2007 - Ø-01";"FV2007 - Ø-02";"FV2007 - Ø-03";"FV2007 - Ø-04";"FV2007 - Ø-05";"FV2007 - Ø-06";"FV2007 - Ø-07";"FV2007 - Ø-08";"FV2007 - Ø-09";"FV2007 - Ø-10";"FV2007 - Ø-11";"FV2007 - Ø-12";"FV2007 - UP-01";"FV2007 - UP-02";"FV2007 - UP-03";"FV2007 - UP-04";"FV2007 - UP-05"
"461030";"461030";"43";"6";"2";"2799";"680";"127";"725";"309";"6";"499";"343";"61";"48";"1";"32";"401";"17";"64";"28";"6";"26";"106";"-";"-";"-";"-";"-";"0";"7";"0";"5";"0";"2";"66";"47";"-";"-";"-";"-";"7";"8";"590";"84";"1";"3";"31";"1";"-";"-";"-";"-";"-";"19";"176";"6";"8";"71";"15";"5";"9";"-";"-";"-";"-";"-";"3";"2";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36";"4";"411";"4";"2";"1";"3";"38";"-";"-";"-";"-";"-";"32";"56";"59";"33";"14";"117";"3";"29";"-";"-";"-";"-";"-";"1";"7";"2";"1";"46";"2";"0";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"0";"11";"1";"1";"5";"0";"0";"-";"-";"-";"-";"1";"-";"-";"-";"-"
"461031";"461031";"43";"6";"2";"1005";"149";"43";"293";"88";"4";"173";"200";"43";"12";"0";"7";"77";"4";"20";"6";"1";"6";"28";"-";"-";"-";"-";"-";"0";"0";"2";"3";"0";"2";"19";"17";"-";"-";"-";"-";"3";"3";"242";"29";"1";"1";"13";"1";"-";"-";"-";"-";"-";"1";"56";"5";"1";"17";"4";"2";"2";"-";"-";"-";"-";"-";"1";"2";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"19";"1";"138";"3";"0";"0";"1";"11";"-";"-";"-";"-";"-";"34";"17";"55";"22";"6";"50";"1";"15";"-";"-";"-";"-";"-";"1";"3";"0";"2";"34";"3";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"0";"1";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"461032";"461032";"43";"6";"2";"324";"35";"15";"110";"28";"1";"53";"74";"4";"4";"0";"2";"21";"1";"1";"2";"1";"0";"7";"-";"-";"-";"-";"-";"0";"0";"0";"1";"0";"0";"7";"7";"-";"-";"-";"-";"2";"2";"92";"12";"0";"0";"2";"0";"-";"-";"-";"-";"-";"1";"18";"0";"1";"6";"0";"1";"1";"-";"-";"-";"-";"-";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"48";"1";"0";"1";"0";"3";"-";"-";"-";"-";"-";"2";"4";"32";"0";"8";"22";"0";"6";"-";"-";"-";"-";"-";"0";"0";"0";"0";"3";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"2";"1";"0";"0";"0";"1";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"461033";"461033";"43";"6";"2";"1477";"402";"51";"331";"152";"3";"269";"211";"39";"17";"2";"10";"280";"7";"38";"11";"0";"8";"48";"-";"-";"-";"-";"-";"0";"2";"4";"3";"0";"1";"22";"19";"-";"-";"-";"-";"7";"1";"279";"29";"2";"2";"10";"1";"-";"-";"-";"-";"-";"1";"89";"10";"3";"38";"5";"4";"2";"-";"-";"-";"-";"-";"0";"2";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14";"6";"209";"2";"1";"1";"1";"35";"-";"-";"-";"-";"-";"7";"18";"54";"25";"18";"71";"4";"14";"-";"-";"-";"-";"-";"1";"0";"0";"0";"30";"3";"1";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"13";"0";"4";"0";"0";"0";"0";"0";"-";"-";"-";"-";"2";"-";"-";"-";"-"
"461034";"461034";"43";"6";"2";"187";"27";"10";"58";"15";"0";"28";"43";"3";"3";"0";"1";"11";"1";"1";"1";"0";"2";"10";"-";"-";"-";"-";"-";"0";"1";"0";"2";"0";"1";"0";"6";"-";"-";"-";"-";"0";"1";"53";"2";"0";"0";"1";"1";"-";"-";"-";"-";"-";"0";"6";"0";"1";"5";"2";"0";"1";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"0";"21";"1";"0";"0";"1";"3";"-";"-";"-";"-";"-";"4";"1";"7";"2";"7";"13";"1";"8";"-";"-";"-";"-";"-";"0";"0";"0";"0";"3";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"461035";"461035";"41";"6";"2";"1765";"672";"64";"128";"362";"3";"303";"131";"33";"68";"1";"57";"148";"7";"89";"268";"11";"19";"73";"-";"-";"-";"-";"-";"0";"11";"2";"4";"0";"3";"36";"8";"-";"-";"-";"-";"0";"3";"114";"9";"1";"0";"1";"0";"-";"-";"-";"-";"-";"7";"210";"11";"6";"77";"24";"7";"20";"-";"-";"-";"-";"-";"1";"2";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"31";"25";"220";"3";"1";"1";"5";"17";"-";"-";"-";"-";"-";"34";"4";"11";"7";"2";"43";"1";"29";"-";"-";"-";"-";"-";"2";"3";"0";"1";"25";"1";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"37";"5";"11";"1";"2";"6";"1";"5";"-";"-";"-";"-";"1";"-";"-";"-";"-"
"461036";"461036";"41";"6";"2";"1219";"328";"64";"239";"193";"1";"199";"130";"24";"41";"0";"18";"110";"13";"32";"76";"3";"15";"61";"-";"-";"-";"-";"-";"2";"2";"2";"6";"2";"0";"28";"22";"-";"-";"-";"-";"1";"11";"192";"14";"1";"2";"16";"2";"-";"-";"-";"-";"-";"12";"115";"4";"8";"34";"4";"4";"12";"-";"-";"-";"-";"-";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"12";"159";"0";"1";"0";"2";"21";"-";"-";"-";"-";"-";"27";"4";"19";"13";"5";"35";"0";"27";"-";"-";"-";"-";"-";"1";"2";"0";"1";"16";"3";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"32";"0";"3";"1";"0";"4";"0";"1";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"479001";"479001";"47";"6";"2";"3998";"901";"157";"771";"623";"6";"704";"590";"93";"152";"1";"21";"49";"13";"13";"8";"537";"175";"85";"-";"-";"-";"-";"-";"27";"4";"4";"14";"3";"0";"90";"15";"-";"-";"-";"-";"1";"8";"472";"19";"228";"17";"20";"6";"-";"-";"-";"-";"-";"19";"271";"10";"27";"22";"226";"19";"29";"-";"-";"-";"-";"-";"4";"0";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"24";"3";"487";"12";"3";"2";"39";"134";"-";"-";"-";"-";"-";"22";"12";"375";"64";"22";"55";"8";"32";"-";"-";"-";"-";"-";"0";"4";"0";"0";"74";"14";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"98";"37";"12";"0";"1";"4";"0";"0";"-";"-";"-";"-";"1";"-";"-";"-";"-"
"479002";"479002";"47";"6";"2";"1011";"334";"33";"138";"153";"4";"195";"102";"20";"31";"1";"17";"23";"3";"0";"4";"205";"60";"22";"-";"-";"-";"-";"-";"5";"1";"1";"2";"0";"0";"20";"4";"-";"-";"-";"-";"1";"3";"86";"2";"39";"3";"2";"2";"-";"-";"-";"-";"-";"7";"57";"3";"5";"19";"49";"6";"7";"-";"-";"-";"-";"-";"3";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"1";"134";"1";"0";"3";"12";"42";"-";"-";"-";"-";"-";"2";"1";"64";"5";"4";"18";"3";"5";"-";"-";"-";"-";"-";"0";"2";"1";"0";"12";"5";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20";"7";"3";"0";"0";"1";"0";"0";"-";"-";"-";"-";"1";"-";"-";"-";"-"
"479003";"479003";"47";"6";"2";"1902";"593";"79";"252";"303";"7";"349";"230";"32";"55";"2";"18";"33";"6";"11";"3";"385";"86";"51";"-";"-";"-";"-";"-";"11";"2";"2";"9";"3";"0";"43";"9";"-";"-";"-";"-";"2";"4";"184";"6";"51";"5";"0";"0";"-";"-";"-";"-";"-";"7";"142";"2";"15";"18";"99";"8";"12";"-";"-";"-";"-";"-";"3";"2";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"3";"242";"5";"1";"0";"20";"67";"-";"-";"-";"-";"-";"13";"7";"138";"21";"8";"27";"2";"14";"-";"-";"-";"-";"-";"1";"1";"0";"1";"24";"5";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"34";"13";"5";"0";"2";"0";"0";"1";"-";"-";"-";"-";"2";"-";"-";"-";"-"
"479004";"479004";"47";"6";"2";"382";"63";"14";"56";"42";"1";"104";"86";"5";"10";"1";"2";"6";"0";"1";"2";"34";"10";"8";"-";"-";"-";"-";"-";"5";"0";"0";"0";"0";"0";"8";"1";"-";"-";"-";"-";"0";"1";"34";"3";"14";"3";"1";"0";"-";"-";"-";"-";"-";"0";"20";"0";"1";"4";"12";"2";"3";"-";"-";"-";"-";"-";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"0";"74";"2";"0";"1";"7";"18";"-";"-";"-";"-";"-";"0";"1";"65";"4";"3";"11";"0";"2";"-";"-";"-";"-";"-";"0";"0";"0";"0";"4";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"1";"2";"0";"0";"1";"0";"0";"-";"-";"-";"-";"1";"-";"-";"-";"-"
"479005";"479005";"47";"6";"2";"1354";"195";"65";"295";"134";"3";"265";"311";"49";"37";"0";"4";"11";"3";"3";"2";"116";"38";"18";"-";"-";"-";"-";"-";"6";"3";"1";"8";"2";"2";"34";"9";"-";"-";"-";"-";"5";"1";"188";"3";"88";"10";"0";"0";"-";"-";"-";"-";"-";"4";"62";"1";"4";"4";"37";"8";"14";"-";"-";"-";"-";"-";"3";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9";"0";"199";"1";"1";"0";"20";"35";"-";"-";"-";"-";"-";"7";"2";"220";"45";"4";"20";"1";"12";"-";"-";"-";"-";"-";"1";"2";"0";"0";"42";"4";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18";"13";"4";"1";"0";"1";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"479006";"479006";"47";"6";"2";"19";"3";"1";"5";"3";"0";"4";"3";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"1";"0";"-";"-";"-";"-";"0";"0";"2";"0";"3";"0";"0";"0";"-";"-";"-";"-";"-";"0";"1";"0";"2";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"4";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"2";"1";"0";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"479007";"479007";"47";"6";"2";"793";"133";"37";"175";"111";"0";"117";"168";"23";"29";"0";"11";"8";"0";"5";"0";"66";"28";"15";"-";"-";"-";"-";"-";"6";"0";"1";"5";"0";"0";"22";"3";"-";"-";"-";"-";"2";"3";"105";"7";"49";"3";"5";"1";"-";"-";"-";"-";"-";"0";"57";"1";"3";"3";"41";"3";"3";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"0";"93";"0";"0";"1";"4";"17";"-";"-";"-";"-";"-";"3";"2";"112";"20";"5";"18";"2";"6";"-";"-";"-";"-";"-";"0";"0";"0";"1";"20";"1";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"19";"4";"3";"2";"0";"1";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"479008";"479008";"47";"6";"2";"371";"60";"18";"47";"41";"2";"88";"95";"7";"13";"0";"3";"3";"0";"1";"0";"39";"11";"3";"-";"-";"-";"-";"-";"1";"0";"2";"0";"1";"0";"10";"4";"-";"-";"-";"-";"0";"0";"24";"0";"16";"7";"0";"0";"-";"-";"-";"-";"-";"2";"22";"0";"2";"2";"9";"2";"2";"-";"-";"-";"-";"-";"2";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"1";"66";"0";"0";"0";"7";"11";"-";"-";"-";"-";"-";"1";"1";"63";"9";"7";"8";"0";"6";"-";"-";"-";"-";"-";"0";"2";"0";"0";"4";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"2";"1";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"479009";"479009";"47";"6";"2";"741";"172";"39";"113";"90";"4";"122";"164";"17";"19";"1";"4";"10";"1";"0";"1";"119";"17";"20";"-";"-";"-";"-";"-";"4";"0";"0";"6";"1";"1";"23";"4";"-";"-";"-";"-";"1";"0";"76";"5";"28";"3";"0";"0";"-";"-";"-";"-";"-";"1";"35";"3";"2";"4";"35";"6";"4";"-";"-";"-";"-";"-";"2";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"0";"77";"0";"0";"0";"12";"26";"-";"-";"-";"-";"-";"1";"1";"109";"17";"9";"17";"3";"7";"-";"-";"-";"-";"-";"2";"0";"0";"0";"9";"6";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12";"6";"1";"0";"0";"0";"0";"0";"-";"-";"-";"-";"1";"-";"-";"-";"-"
"479010";"479010";"47";"6";"2";"1175";"262";"59";"261";"114";"0";"163";"272";"27";"16";"1";"12";"10";"3";"2";"2";"174";"43";"16";"-";"-";"-";"-";"-";"5";"0";"1";"6";"0";"0";"41";"6";"-";"-";"-";"-";"1";"2";"173";"6";"75";"2";"0";"2";"-";"-";"-";"-";"-";"3";"44";"2";"4";"3";"56";"1";"1";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"0";"130";"2";"1";"1";"4";"17";"-";"-";"-";"-";"-";"3";"1";"195";"25";"6";"26";"4";"12";"-";"-";"-";"-";"-";"0";"1";"0";"0";"23";"3";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"2";"1";"0";"0";"2";"0";"0";"-";"-";"-";"-";"1";"-";"-";"-";"-"
"479011";"479011";"47";"6";"2";"949";"286";"36";"107";"104";"4";"194";"181";"16";"21";"0";"8";"16";"4";"3";"0";"188";"46";"21";"-";"-";"-";"-";"-";"4";"0";"1";"5";"0";"0";"20";"6";"-";"-";"-";"-";"0";"3";"72";"4";"26";"1";"1";"0";"-";"-";"-";"-";"-";"4";"59";"0";"2";"9";"23";"3";"4";"-";"-";"-";"-";"-";"3";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"1";"130";"3";"0";"1";"14";"43";"-";"-";"-";"-";"-";"5";"1";"116";"18";"6";"21";"9";"5";"-";"-";"-";"-";"-";"0";"1";"0";"0";"15";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"21";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"479014";"479014";"47";"6";"2";"457";"103";"9";"66";"66";"0";"73";"125";"3";"11";"1";"3";"10";"2";"1";"0";"52";"25";"10";"-";"-";"-";"-";"-";"1";"0";"0";"1";"0";"0";"4";"3";"-";"-";"-";"-";"1";"1";"39";"5";"18";"1";"0";"1";"-";"-";"-";"-";"-";"1";"25";"1";"3";"5";"28";"2";"1";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"0";"50";"0";"0";"2";"5";"15";"-";"-";"-";"-";"-";"3";"2";"93";"9";"7";"9";"2";"0";"-";"-";"-";"-";"-";"0";"0";"0";"0";"2";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7";"1";"0";"0";"0";"2";"1";"0";"-";"-";"-";"-";"1";"-";"-";"-";"-"
"479016";"479016";"47";"6";"2";"616";"82";"33";"84";"112";"2";"83";"146";"23";"51";"0";"7";"4";"5";"0";"0";"42";"16";"8";"-";"-";"-";"-";"-";"5";"0";"1";"7";"0";"1";"19";"0";"-";"-";"-";"-";"0";"3";"63";"3";"13";"2";"0";"0";"-";"-";"-";"-";"-";"2";"40";"0";"6";"4";"44";"2";"14";"-";"-";"-";"-";"-";"2";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"0";"66";"0";"0";"0";"6";"9";"-";"-";"-";"-";"-";"0";"0";"98";"16";"11";"11";"3";"7";"-";"-";"-";"-";"-";"0";"0";"0";"0";"12";"11";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"29";"15";"2";"1";"0";"3";"0";"1";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"479017";"479017";"47";"6";"2";"779";"178";"23";"113";"85";"2";"154";"193";"9";"21";"1";"7";"18";"3";"1";"1";"89";"33";"26";"-";"-";"-";"-";"-";"6";"0";"0";"3";"0";"0";"13";"1";"-";"-";"-";"-";"4";"1";"78";"7";"19";"0";"0";"4";"-";"-";"-";"-";"-";"1";"35";"1";"4";"6";"28";"8";"2";"-";"-";"-";"-";"-";"2";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"1";"107";"4";"1";"0";"12";"24";"-";"-";"-";"-";"-";"3";"3";"124";"21";"6";"19";"8";"9";"-";"-";"-";"-";"-";"0";"1";"0";"0";"6";"1";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18";"1";"2";"0";"0";"0";"0";"0";"-";"-";"-";"-";"1";"-";"-";"-";"-"
"479019";"479019";"47";"6";"2";"919";"163";"37";"142";"131";"3";"151";"219";"16";"56";"1";"6";"10";"9";"3";"2";"88";"26";"19";"-";"-";"-";"-";"-";"6";"1";"1";"4";"0";"2";"22";"1";"-";"-";"-";"-";"3";"1";"92";"12";"26";"2";"0";"6";"-";"-";"-";"-";"-";"0";"63";"0";"4";"6";"51";"1";"6";"-";"-";"-";"-";"-";"2";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"1";"117";"2";"1";"0";"13";"14";"-";"-";"-";"-";"-";"3";"2";"152";"26";"12";"15";"3";"6";"-";"-";"-";"-";"-";"0";"1";"0";"0";"14";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"32";"10";"9";"1";"1";"2";"0";"1";"-";"-";"-";"-";"1";"-";"-";"-";"-"
"479021";"479021";"47";"6";"2";"440";"86";"14";"76";"53";"3";"63";"130";"8";"7";"0";"5";"3";"0";"1";"1";"47";"21";"8";"-";"-";"-";"-";"-";"0";"0";"0";"0";"2";"0";"11";"1";"-";"-";"-";"-";"1";"1";"67";"1";"3";"1";"1";"1";"-";"-";"-";"-";"-";"0";"30";"1";"0";"4";"16";"0";"2";"-";"-";"-";"-";"-";"2";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"0";"52";"0";"0";"0";"2";"8";"-";"-";"-";"-";"-";"6";"1";"80";"13";"5";"13";"9";"3";"-";"-";"-";"-";"-";"0";"0";"0";"0";"4";"4";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"1";"0";"0";"0";"1";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"479023";"479023";"47";"6";"2";"498";"100";"19";"60";"70";"1";"94";"130";"21";"3";"0";"2";"9";"1";"1";"1";"57";"12";"17";"-";"-";"-";"-";"-";"4";"0";"1";"5";"0";"0";"9";"0";"-";"-";"-";"-";"0";"0";"44";"2";"13";"1";"0";"0";"-";"-";"-";"-";"-";"5";"34";"1";"0";"6";"21";"2";"1";"-";"-";"-";"-";"-";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"0";"76";"0";"1";"0";"9";"7";"-";"-";"-";"-";"-";"1";"2";"77";"10";"10";"17";"7";"6";"-";"-";"-";"-";"-";"1";"0";"0";"0";"16";"4";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"479025";"479025";"47";"6";"2";"407";"68";"10";"73";"43";"1";"77";"116";"10";"6";"3";"4";"12";"0";"2";"1";"30";"10";"9";"-";"-";"-";"-";"-";"0";"0";"2";"0";"0";"0";"4";"4";"-";"-";"-";"-";"2";"1";"56";"1";"9";"1";"1";"2";"-";"-";"-";"-";"-";"0";"23";"0";"2";"2";"11";"3";"2";"-";"-";"-";"-";"-";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"0";"59";"1";"1";"0";"5";"8";"-";"-";"-";"-";"-";"3";"2";"69";"15";"1";"9";"11";"6";"-";"-";"-";"-";"-";"0";"0";"0";"0";"8";"2";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"0";"1";"0";"0";"2";"0";"0";"-";"-";"-";"-";"3";"-";"-";"-";"-"
"479027";"479027";"47";"6";"2";"563";"114";"23";"87";"89";"3";"86";"137";"14";"10";"0";"2";"3";"3";"0";"0";"71";"25";"10";"-";"-";"-";"-";"-";"4";"0";"0";"4";"0";"1";"12";"2";"-";"-";"-";"-";"1";"0";"63";"0";"21";"2";"0";"0";"-";"-";"-";"-";"-";"3";"39";"0";"7";"5";"23";"3";"9";"-";"-";"-";"-";"-";"1";"0";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"0";"59";"1";"1";"1";"6";"15";"-";"-";"-";"-";"-";"3";"4";"80";"12";"12";"17";"6";"3";"-";"-";"-";"-";"-";"0";"0";"0";"0";"13";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"3";"1";"0";"0";"0";"0";"2";"-";"-";"-";"-";"0";"-";"-";"-";"-"
"480001";"480001";"45";"6";"2";"1419";"247";"37";"297";"169";"1";"298";"329";"24";"16";"1";"97";"54";"12";"10";"2";"2";"18";"52";"-";"-";"-";"-";"-";"0";"0";"0";"3";"0";"0";"28";"6";"-";"-";"-";"-";"32";"0";"254";"6";"1";"0";"2";"2";"-";"-";"-";"-";"-";"5";"134";"8";"4";"8";"2";"4";"4";"-";"-";"-";"-";"-";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"1";"270";"7";"0";"1";"2";"13";"-";"-";"-";"-";"-";"7";"4";"47";"27";"2";"223";"2";"17";"-";"-";"-";"-";"-";"0";"2";"0";"0";"21";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"0";"0";"1";"0";"0";"0";"0";"-";"-";"-";"-";"1";"-";"-";"-";"-"
"480002";"480002";"45";"6";"2";"268";"23";"6";"63";"20";"0";"58";"88";"8";"1";"1";"2";"7";"0";"1";"0";"0";"4";"9";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"3";"3";"-";"-";"-";"-";"1";"0";"56";"4";"1";"0";"0";"1";"-";"-";"-";"-";"-";"2";"13";"2";"1";"0";"0";"1";"1";"-";"-";"-";"-";"-";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"53";"0";"0";"0";"0";"5";"-";"-";"-";"-";"-";"1";"0";"13";"7";"0";"65";"0";"2";"-";"-";"-";"-";"-";"1";"0";"0";"0";"7";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"0";"1";"0";"0";"0";"0";"0";"-";"-";"-";"-";"1";"-";"-";"-";"-"
"480003";"480003";"45";"6";"2";"508";"59";"25";"102";"48";"1";"117";"140";"9";"7";"0";"17";"15";"4";"4";"3";"1";"2";"13";"-";"-";"-";"-";"-";"0";"0";"0";"4";"1";"0";"17";"3";"-";"-";"-";"-";"5";"1";"92";"2";"0";"0";"0";"2";"-";"-";"-";"-";"-";"2";"32";"2";"1";"6";"0";"0";"5";"-";"-";"-";"-";"-";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"0";"102";"1";"2";"1";"1";"5";"-";"-";"-";"-";"-";"1";"1";"16";"12";"4";"95";"2";"9";"-";"-";"-";"-";"-";"1";"2";"0";"0";"6";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"0";"0";"0";"0";"0";"1";"1";"-";"-";"-";"-";"0";"-";"-";"-";"-"
