"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2001 - Stemmeberettigede";"FV2001 - Afgivne stemmer";"FV2001 - Blanke stemmer";"FV2001 - Andre ugyldige stemmer";"FV2001 - Gyldige stemmer";"FV2001 - A. Socialdemokratiet";"FV2001 - B. Det Radikale Venstre";"FV2001 - C. Det Konservative Folkeparti";"FV2001 - D. Centrum-Demokraterne";"FV2001 - F. Socialistisk Folkeparti";"FV2001 - O. Dansk Folkeparti";"FV2001 - Q. Kristeligt Folkeparti";"FV2001 - V. Venstre, Danmarks Liberale Parti";"FV2001 - Z. Fremskridtspartiet";"FV2001 - Ø. Enhedslisten - De Rød-Grønne";"FV2001 - 1. Uden for partierne"
"803005";"803005";"98";"17";"3";"1361";"1180";"18";"4";"1158";"328";"51";"97";"12";"38";"167";"52";"382";"7";"24";"-"
"805010";"805010";"96";"17";"3";"9239";"7956";"55";"14";"7887";"2732";"257";"977";"101";"352";"818";"208";"2312";"34";"96";"-"
"805034";"805034";"96";"17";"3";"519";"455";"3";"1";"451";"119";"18";"46";"2";"13";"49";"30";"171";"1";"2";"-"
"805036";"805036";"96";"17";"3";"335";"303";"4";"0";"299";"61";"10";"28";"0";"17";"33";"11";"132";"4";"3";"-"
"805040";"805040";"96";"17";"3";"723";"652";"4";"0";"648";"183";"22";"72";"7";"32";"63";"15";"237";"8";"9";"-"
"805050";"805050";"96";"17";"3";"1015";"874";"6";"3";"865";"290";"30";"100";"21";"43";"85";"22";"258";"4";"12";"-"
"805054";"805054";"96";"17";"3";"154";"137";"2";"0";"135";"35";"4";"12";"2";"5";"11";"3";"61";"2";"0";"-"
"805056";"805056";"96";"17";"3";"533";"471";"4";"0";"467";"147";"11";"41";"5";"26";"43";"11";"178";"0";"5";"-"
"805060";"805060";"96";"17";"3";"282";"255";"0";"0";"255";"43";"9";"37";"5";"12";"36";"3";"100";"1";"9";"-"
"805070";"805070";"96";"17";"3";"1162";"990";"14";"1";"975";"228";"43";"126";"12";"47";"115";"26";"358";"5";"15";"-"
"805074";"805074";"96";"17";"3";"320";"281";"3";"0";"278";"63";"9";"37";"4";"15";"31";"12";"99";"4";"4";"-"
"805076";"805076";"96";"17";"3";"242";"207";"1";"1";"205";"48";"9";"24";"4";"6";"33";"11";"63";"1";"6";"-"
"805080";"805080";"96";"17";"3";"674";"609";"1";"2";"606";"156";"17";"53";"10";"27";"54";"31";"241";"5";"12";"-"
"807001";"807001";"96";"17";"3";"724";"631";"5";"0";"626";"164";"30";"53";"15";"31";"74";"19";"229";"5";"6";"-"
"807002";"807002";"96";"17";"3";"1579";"1326";"9";"7";"1310";"416";"43";"137";"16";"63";"184";"31";"339";"50";"31";"-"
"807003";"807003";"96";"17";"3";"3556";"3158";"28";"10";"3120";"815";"148";"389";"56";"145";"307";"136";"1033";"44";"47";"-"
"807004";"807004";"96";"17";"3";"1082";"888";"5";"3";"880";"224";"20";"102";"9";"35";"105";"26";"335";"11";"13";"-"
"807005";"807005";"96";"17";"3";"2654";"2389";"21";"3";"2365";"799";"85";"274";"24";"85";"204";"56";"801";"16";"21";"-"
"807006";"807006";"96";"17";"3";"1099";"996";"10";"5";"981";"286";"25";"81";"14";"34";"96";"24";"385";"9";"27";"-"
"807007";"807007";"96";"17";"3";"303";"288";"4";"0";"284";"76";"9";"19";"6";"12";"24";"17";"113";"3";"5";"-"
"807008";"807008";"96";"17";"3";"434";"403";"4";"0";"399";"113";"21";"34";"10";"8";"52";"9";"142";"3";"7";"-"
"809001";"809001";"103";"17";"3";"3260";"2778";"23";"11";"2744";"594";"91";"241";"35";"55";"342";"138";"1198";"19";"31";"-"
"809002";"809002";"103";"17";"3";"618";"550";"4";"0";"546";"100";"26";"44";"11";"32";"64";"17";"225";"10";"17";"-"
"809003";"809003";"103";"17";"3";"794";"714";"5";"1";"708";"201";"27";"76";"8";"21";"65";"23";"259";"8";"20";"-"
"809004";"809004";"103";"17";"3";"515";"454";"7";"2";"445";"110";"10";"32";"7";"9";"38";"8";"219";"4";"8";"-"
"809005";"809005";"103";"17";"3";"872";"773";"7";"1";"765";"151";"32";"56";"7";"25";"77";"28";"379";"5";"5";"-"
"811001";"811001";"98";"17";"3";"3296";"2802";"37";"3";"2762";"775";"104";"260";"38";"89";"260";"109";"1071";"28";"28";"-"
"811002";"811002";"98";"17";"3";"1121";"943";"12";"1";"930";"237";"23";"85";"19";"42";"82";"28";"393";"4";"17";"-"
"811003";"811003";"98";"17";"3";"874";"735";"14";"2";"719";"146";"35";"61";"13";"26";"90";"30";"297";"12";"9";"-"
"811004";"811004";"98";"17";"3";"1011";"874";"9";"3";"862";"192";"39";"90";"14";"32";"97";"28";"344";"5";"21";"-"
"813001";"813001";"95";"17";"3";"6019";"5008";"27";"14";"4967";"1749";"136";"565";"102";"249";"670";"87";"1294";"37";"78";"-"
"813002";"813002";"95";"17";"3";"8539";"6923";"32";"20";"6871";"2483";"160";"715";"127";"344";"941";"159";"1774";"36";"132";"-"
"813003";"813003";"95";"17";"3";"4565";"3943";"23";"18";"3902";"1535";"90";"435";"51";"192";"580";"60";"867";"26";"66";"-"
"813005";"813005";"95";"17";"3";"1967";"1685";"5";"6";"1674";"360";"37";"244";"22";"45";"236";"230";"478";"9";"13";"-"
"813006";"813006";"95";"17";"3";"1343";"1187";"8";"1";"1178";"370";"40";"109";"25";"25";"193";"49";"344";"10";"13";"-"
"813007";"813007";"95";"17";"3";"807";"717";"3";"1";"713";"234";"18";"81";"12";"41";"90";"14";"198";"9";"16";"-"
"813008";"813008";"95";"17";"3";"1585";"1415";"11";"1";"1403";"372";"32";"135";"36";"40";"176";"60";"520";"7";"25";"-"
"813009";"813009";"95";"17";"3";"1438";"1334";"2";"3";"1329";"278";"42";"173";"28";"37";"142";"49";"561";"8";"11";"-"
"815001";"815001";"102";"17";"3";"4263";"3689";"36";"15";"3638";"1271";"115";"247";"54";"106";"415";"55";"1319";"16";"40";"-"
"815002";"815002";"102";"17";"3";"591";"495";"5";"3";"487";"195";"16";"27";"5";"15";"56";"4";"156";"2";"11";"-"
"815003";"815003";"102";"17";"3";"482";"423";"4";"1";"418";"141";"19";"30";"6";"11";"48";"6";"154";"1";"2";"-"
"815004";"815004";"102";"17";"3";"516";"446";"2";"2";"442";"154";"15";"30";"3";"23";"43";"1";"161";"3";"9";"-"
"815005";"815005";"102";"17";"3";"343";"309";"2";"0";"307";"104";"13";"12";"6";"7";"42";"7";"112";"0";"4";"-"
"815006";"815006";"102";"17";"3";"195";"176";"1";"1";"174";"58";"2";"11";"2";"1";"27";"2";"63";"2";"6";"-"
"815007";"815007";"102";"17";"3";"1032";"893";"6";"4";"883";"320";"30";"57";"12";"28";"73";"10";"339";"5";"9";"-"
"815008";"815008";"102";"17";"3";"736";"632";"4";"2";"626";"213";"15";"42";"3";"17";"73";"7";"239";"9";"8";"-"
"817001";"817001";"99";"17";"3";"1591";"1427";"6";"3";"1418";"524";"35";"117";"19";"60";"140";"36";"453";"10";"24";"-"
"817002";"817002";"99";"17";"3";"283";"247";"3";"1";"243";"73";"4";"19";"2";"10";"39";"5";"80";"5";"6";"-"
"817003";"817003";"99";"17";"3";"2239";"1994";"20";"4";"1970";"655";"100";"177";"31";"81";"189";"48";"641";"13";"35";"-"
"817004";"817004";"99";"17";"3";"2407";"2128";"14";"4";"2110";"712";"73";"213";"25";"96";"254";"35";"645";"19";"38";"-"
"817005";"817005";"99";"17";"3";"753";"678";"6";"3";"669";"225";"19";"62";"8";"25";"90";"20";"198";"8";"14";"-"
"817006";"817006";"99";"17";"3";"1141";"982";"13";"0";"969";"318";"34";"89";"14";"33";"103";"21";"328";"12";"17";"-"
"819001";"819001";"97";"17";"3";"747";"669";"4";"2";"663";"131";"20";"147";"21";"26";"63";"56";"186";"6";"7";"-"
"819002";"819002";"97";"17";"3";"747";"665";"4";"3";"658";"188";"28";"101";"18";"17";"110";"24";"162";"4";"6";"-"
"819003";"819003";"97";"17";"3";"4985";"4040";"29";"24";"3987";"1176";"126";"980";"50";"102";"537";"146";"801";"31";"38";"-"
"819005";"819005";"97";"17";"3";"290";"253";"1";"0";"252";"62";"7";"48";"11";"12";"34";"5";"65";"2";"6";"-"
"819006";"819006";"97";"17";"3";"1048";"943";"5";"1";"937";"253";"43";"188";"18";"38";"86";"24";"257";"6";"24";"-"
"819007";"819007";"97";"17";"3";"1395";"1184";"12";"3";"1169";"253";"43";"158";"30";"32";"122";"36";"475";"6";"14";"-"
"819008";"819008";"97";"17";"3";"749";"648";"4";"1";"643";"129";"38";"108";"20";"31";"68";"11";"229";"1";"8";"-"
"819009";"819009";"97";"17";"3";"309";"259";"0";"0";"259";"53";"15";"31";"5";"8";"30";"8";"99";"3";"7";"-"
"819010";"819010";"97";"17";"3";"420";"364";"3";"0";"361";"84";"12";"62";"2";"7";"64";"9";"112";"3";"6";"-"
"821001";"821001";"97";"17";"3";"7223";"6045";"43";"46";"5956";"1941";"340";"763";"112";"316";"522";"168";"1649";"26";"119";"-"
"821002";"821002";"97";"17";"3";"2681";"2234";"17";"2";"2215";"582";"96";"209";"30";"72";"214";"126";"844";"11";"31";"-"
"821003";"821003";"97";"17";"3";"1621";"1335";"11";"3";"1321";"346";"57";"150";"26";"38";"124";"29";"516";"12";"23";"-"
"821004";"821004";"97";"17";"3";"1357";"1204";"7";"1";"1196";"284";"58";"137";"27";"34";"110";"48";"471";"8";"19";"-"
"821005";"821005";"97";"17";"3";"1234";"1099";"1";"3";"1095";"279";"64";"111";"24";"70";"102";"27";"369";"3";"46";"-"
"821006";"821006";"97";"17";"3";"2356";"2204";"9";"1";"2194";"646";"96";"354";"41";"68";"208";"41";"718";"7";"15";"-"
"821007";"821007";"97";"17";"3";"3086";"2741";"23";"10";"2708";"824";"115";"397";"43";"94";"232";"59";"897";"7";"40";"-"
"821008";"821008";"97";"17";"3";"4159";"3535";"20";"9";"3506";"1347";"146";"394";"77";"167";"352";"72";"858";"19";"74";"-"
"821009";"821009";"97";"17";"3";"2942";"2462";"10";"5";"2447";"847";"119";"298";"61";"120";"209";"86";"668";"5";"34";"-"
"823001";"823001";"102";"17";"3";"1351";"1264";"11";"2";"1251";"383";"49";"106";"15";"44";"116";"30";"493";"5";"10";"-"
"823002";"823002";"102";"17";"3";"386";"348";"3";"0";"345";"85";"9";"14";"4";"16";"43";"6";"162";"1";"5";"-"
"823003";"823003";"102";"17";"3";"690";"591";"4";"2";"585";"157";"22";"41";"6";"17";"82";"14";"232";"4";"10";"-"
"823004";"823004";"102";"17";"3";"550";"494";"3";"0";"491";"111";"24";"24";"5";"18";"76";"12";"213";"4";"4";"-"
"823005";"823005";"102";"17";"3";"390";"353";"2";"0";"351";"104";"17";"14";"4";"16";"31";"9";"142";"2";"12";"-"
"823006";"823006";"102";"17";"3";"289";"257";"2";"0";"255";"44";"5";"13";"2";"6";"32";"13";"137";"2";"1";"-"
"823007";"823007";"102";"17";"3";"277";"265";"0";"1";"264";"61";"6";"15";"5";"10";"26";"8";"125";"2";"6";"-"
"823008";"823008";"102";"17";"3";"7330";"6179";"46";"21";"6112";"2072";"248";"560";"93";"263";"592";"133";"2028";"31";"92";"-"
"825005";"825005";"95";"17";"3";"627";"550";"11";"0";"539";"117";"22";"49";"10";"16";"85";"18";"208";"3";"11";"-"
"825015";"825015";"95";"17";"3";"731";"615";"1";"10";"604";"175";"29";"45";"10";"25";"82";"23";"206";"4";"5";"-"
"825020";"825020";"95";"17";"3";"401";"353";"1";"2";"350";"95";"8";"35";"1";"18";"40";"24";"122";"0";"7";"-"
"827001";"827001";"103";"17";"3";"3789";"3148";"37";"12";"3099";"953";"106";"206";"26";"150";"270";"44";"1295";"13";"36";"-"
"827002";"827002";"103";"17";"3";"405";"353";"5";"3";"345";"108";"6";"21";"5";"17";"36";"7";"141";"1";"3";"-"
"827003";"827003";"103";"17";"3";"821";"696";"10";"2";"684";"159";"19";"24";"9";"39";"65";"12";"342";"5";"10";"-"
"827004";"827004";"103";"17";"3";"353";"301";"5";"2";"294";"45";"8";"10";"1";"9";"34";"8";"175";"2";"2";"-"
"827005";"827005";"103";"17";"3";"334";"297";"7";"1";"289";"71";"9";"16";"0";"9";"30";"2";"147";"4";"1";"-"
"827006";"827006";"103";"17";"3";"1357";"1139";"11";"1";"1127";"280";"79";"55";"17";"112";"118";"23";"401";"9";"33";"-"
"827007";"827007";"103";"17";"3";"796";"667";"9";"3";"655";"120";"26";"23";"10";"24";"74";"16";"344";"6";"12";"-"
"829001";"829001";"98";"17";"3";"3403";"2915";"26";"11";"2878";"781";"127";"287";"61";"130";"287";"103";"1017";"16";"69";"-"
"829002";"829002";"98";"17";"3";"952";"847";"9";"3";"835";"184";"32";"116";"13";"29";"106";"27";"306";"4";"18";"-"
"829003";"829003";"98";"17";"3";"2395";"2050";"24";"9";"2017";"538";"76";"326";"30";"67";"232";"58";"645";"11";"34";"-"
"831001";"831001";"103";"17";"3";"3177";"2802";"27";"8";"2767";"901";"114";"226";"54";"119";"247";"59";"990";"9";"48";"-"
"831002";"831002";"103";"17";"3";"448";"405";"1";"0";"404";"72";"25";"25";"6";"14";"56";"13";"181";"2";"10";"-"
"831003";"831003";"103";"17";"3";"483";"429";"3";"1";"425";"90";"17";"24";"6";"25";"49";"10";"188";"4";"12";"-"
"831004";"831004";"103";"17";"3";"618";"549";"4";"1";"544";"174";"17";"37";"11";"32";"47";"12";"196";"1";"17";"-"
"831005";"831005";"103";"17";"3";"308";"277";"1";"0";"276";"57";"13";"22";"1";"12";"22";"4";"136";"0";"9";"-"
"831006";"831006";"103";"17";"3";"764";"658";"6";"0";"652";"178";"21";"57";"8";"29";"79";"18";"245";"5";"12";"-"
"831007";"831007";"103";"17";"3";"192";"180";"1";"0";"179";"30";"6";"11";"4";"3";"13";"1";"107";"0";"4";"-"
"833001";"833001";"103";"17";"3";"362";"315";"2";"0";"313";"45";"14";"40";"2";"10";"21";"20";"154";"4";"3";"-"
"833002";"833002";"103";"17";"3";"982";"858";"9";"2";"847";"233";"48";"82";"15";"18";"66";"44";"328";"3";"10";"-"
"833003";"833003";"103";"17";"3";"613";"542";"4";"8";"530";"135";"25";"35";"9";"11";"55";"16";"238";"3";"3";"-"
"833004";"833004";"103";"17";"3";"343";"311";"1";"0";"310";"96";"5";"21";"5";"6";"41";"3";"128";"2";"3";"-"
"833005";"833005";"103";"17";"3";"349";"309";"9";"4";"296";"59";"12";"12";"6";"6";"38";"4";"156";"1";"2";"-"
"833006";"833006";"103";"17";"3";"651";"548";"10";"1";"537";"161";"21";"41";"5";"19";"48";"26";"205";"4";"7";"-"
"833007";"833007";"103";"17";"3";"745";"635";"6";"3";"626";"194";"17";"58";"7";"16";"69";"12";"229";"5";"19";"-"
"835001";"835001";"98";"17";"3";"2442";"2061";"15";"5";"2041";"747";"103";"184";"26";"49";"207";"66";"621";"17";"21";"-"
"835002";"835002";"98";"17";"3";"2409";"2040";"14";"14";"2012";"955";"78";"118";"20";"78";"228";"36";"453";"15";"31";"-"
"835003";"835003";"98";"17";"3";"1073";"963";"2";"4";"957";"238";"47";"126";"12";"41";"124";"17";"321";"9";"22";"-"
"835004";"835004";"98";"17";"3";"1052";"880";"5";"5";"870";"229";"30";"107";"12";"39";"90";"23";"322";"4";"14";"-"
"835006";"835006";"98";"17";"3";"614";"546";"5";"1";"540";"124";"25";"68";"13";"23";"63";"38";"171";"6";"9";"-"
"835007";"835007";"98";"17";"3";"548";"489";"4";"0";"485";"148";"17";"47";"4";"22";"58";"14";"161";"7";"7";"-"
"837001";"837001";"102";"17";"3";"299";"260";"3";"0";"257";"79";"7";"26";"6";"10";"28";"6";"88";"1";"6";"-"
"837002";"837002";"102";"17";"3";"790";"700";"5";"0";"695";"276";"21";"49";"10";"23";"74";"10";"211";"6";"15";"-"
"837003";"837003";"102";"17";"3";"1219";"1046";"12";"4";"1030";"425";"27";"78";"14";"19";"99";"12";"336";"2";"18";"-"
"837004";"837004";"102";"17";"3";"393";"328";"3";"1";"324";"116";"14";"14";"0";"14";"64";"4";"91";"1";"6";"-"
"837005";"837005";"102";"17";"3";"1587";"1355";"8";"1";"1346";"496";"45";"82";"24";"47";"165";"15";"428";"11";"33";"-"
"837006";"837006";"102";"17";"3";"312";"275";"0";"1";"274";"99";"4";"20";"6";"17";"39";"4";"78";"1";"6";"-"
"837007";"837007";"102";"17";"3";"473";"425";"4";"1";"420";"171";"21";"31";"7";"10";"49";"9";"114";"3";"5";"-"
"837008";"837008";"102";"17";"3";"1798";"1616";"12";"2";"1602";"626";"60";"134";"21";"46";"153";"33";"493";"10";"26";"-"
"839001";"839001";"97";"17";"3";"2563";"2137";"16";"7";"2114";"553";"71";"231";"137";"45";"168";"95";"772";"14";"28";"-"
"839002";"839002";"97";"17";"3";"864";"769";"4";"4";"761";"174";"37";"74";"23";"31";"60";"31";"311";"4";"16";"-"
"839004";"839004";"97";"17";"3";"602";"511";"4";"0";"507";"110";"16";"40";"23";"7";"55";"29";"220";"2";"5";"-"
"839005";"839005";"97";"17";"3";"653";"558";"2";"0";"556";"132";"17";"49";"22";"18";"54";"18";"236";"4";"6";"-"
"839006";"839006";"97";"17";"3";"444";"391";"6";"0";"385";"117";"19";"28";"25";"26";"50";"10";"95";"3";"12";"-"
"839007";"839007";"97";"17";"3";"865";"795";"4";"0";"791";"219";"25";"86";"21";"19";"101";"24";"279";"7";"10";"-"
"839008";"839008";"97";"17";"3";"924";"802";"4";"0";"798";"220";"21";"53";"30";"20";"110";"37";"294";"6";"7";"-"
"841001";"841001";"95";"17";"3";"7995";"6559";"49";"22";"6488";"2169";"235";"827";"82";"198";"821";"92";"1934";"25";"105";"-"
"841002";"841002";"95";"17";"3";"158";"141";"1";"0";"140";"33";"8";"13";"2";"4";"23";"1";"45";"1";"10";"-"
"841003";"841003";"95";"17";"3";"1534";"1305";"11";"6";"1288";"376";"49";"156";"33";"41";"172";"28";"412";"5";"16";"-"
"843001";"843001";"102";"17";"3";"877";"758";"7";"0";"751";"275";"34";"60";"8";"24";"70";"8";"247";"2";"23";"-"
"843002";"843002";"102";"17";"3";"481";"419";"1";"1";"417";"152";"7";"25";"7";"5";"64";"6";"141";"1";"9";"-"
"843003";"843003";"102";"17";"3";"318";"293";"1";"2";"290";"90";"19";"20";"6";"20";"22";"7";"95";"0";"11";"-"
"843004";"843004";"102";"17";"3";"680";"602";"2";"2";"598";"229";"21";"35";"12";"15";"65";"17";"193";"2";"9";"-"
"843005";"843005";"102";"17";"3";"260";"230";"3";"0";"227";"70";"6";"19";"4";"7";"27";"3";"79";"2";"10";"-"
"843006";"843006";"102";"17";"3";"1468";"1261";"14";"1";"1246";"435";"39";"67";"10";"41";"158";"21";"450";"6";"19";"-"
"843007";"843007";"102";"17";"3";"2607";"2367";"11";"4";"2352";"701";"170";"182";"47";"158";"183";"54";"747";"9";"101";"-"
"843008";"843008";"102";"17";"3";"298";"264";"3";"1";"260";"85";"6";"12";"3";"11";"34";"4";"97";"0";"8";"-"
"843009";"843009";"102";"17";"3";"303";"268";"1";"1";"266";"77";"9";"15";"3";"17";"26";"2";"104";"0";"13";"-"
"845001";"845001";"103";"17";"3";"5171";"4575";"31";"11";"4533";"1280";"148";"370";"73";"139";"495";"86";"1861";"15";"66";"-"
"845002";"845002";"103";"17";"3";"1422";"1259";"7";"2";"1250";"260";"72";"108";"33";"52";"126";"31";"541";"7";"20";"-"
"845003";"845003";"103";"17";"3";"560";"502";"2";"0";"500";"86";"22";"28";"9";"30";"48";"7";"257";"1";"12";"-"
"845004";"845004";"103";"17";"3";"1237";"1091";"5";"1";"1085";"297";"31";"74";"17";"44";"78";"26";"494";"8";"16";"-"
"845005";"845005";"103";"17";"3";"411";"368";"5";"1";"362";"86";"12";"28";"8";"15";"40";"17";"148";"1";"7";"-"
"845006";"845006";"103";"17";"3";"385";"344";"2";"0";"342";"75";"20";"17";"8";"14";"37";"7";"147";"4";"13";"-"
"847001";"847001";"96";"17";"3";"6759";"5716";"39";"14";"5663";"1731";"212";"965";"92";"208";"560";"169";"1622";"37";"67";"-"
"847002";"847002";"96";"17";"3";"390";"341";"3";"0";"338";"72";"15";"30";"8";"13";"38";"12";"131";"10";"9";"-"
"847003";"847003";"96";"17";"3";"975";"819";"17";"1";"801";"199";"19";"119";"4";"24";"104";"32";"281";"6";"13";"-"
"847004";"847004";"96";"17";"3";"716";"607";"5";"2";"600";"191";"21";"53";"12";"16";"49";"33";"201";"13";"11";"-"
"847005";"847005";"96";"17";"3";"446";"391";"4";"1";"386";"110";"7";"52";"8";"16";"34";"12";"128";"6";"13";"-"
"847006";"847006";"96";"17";"3";"695";"561";"2";"4";"555";"170";"12";"61";"3";"13";"62";"20";"201";"7";"6";"-"
"847007";"847007";"96";"17";"3";"443";"403";"3";"0";"400";"72";"18";"46";"5";"13";"59";"16";"158";"4";"9";"-"
"847008";"847008";"96";"17";"3";"630";"545";"9";"1";"535";"160";"14";"46";"2";"18";"70";"11";"198";"9";"7";"-"
"847009";"847009";"96";"17";"3";"649";"551";"5";"3";"543";"146";"15";"81";"6";"9";"69";"26";"172";"11";"8";"-"
"847010";"847010";"96";"17";"3";"1450";"1234";"11";"3";"1220";"307";"31";"105";"20";"24";"128";"133";"446";"11";"15";"-"
"847011";"847011";"96";"17";"3";"436";"391";"1";"0";"390";"97";"7";"52";"6";"9";"59";"20";"129";"7";"4";"-"
"849001";"849001";"99";"17";"3";"3902";"3462";"26";"8";"3428";"1016";"127";"316";"49";"149";"359";"109";"1247";"23";"33";"-"
"849002";"849002";"99";"17";"3";"1498";"1338";"9";"4";"1325";"501";"24";"98";"17";"51";"139";"27";"435";"8";"25";"-"
"849003";"849003";"99";"17";"3";"1061";"968";"6";"1";"961";"362";"37";"91";"7";"31";"91";"19";"315";"3";"5";"-"
"849004";"849004";"99";"17";"3";"1047";"928";"13";"2";"913";"314";"28";"79";"14";"35";"78";"50";"295";"12";"8";"-"
"849005";"849005";"99";"17";"3";"894";"811";"8";"1";"802";"206";"29";"56";"14";"24";"67";"35";"353";"4";"14";"-"
"851001";"851001";"99";"17";"3";"4156";"3503";"32";"14";"3457";"1265";"142";"276";"65";"209";"438";"81";"852";"14";"115";"-"
"851002";"851002";"99";"17";"3";"2077";"1731";"12";"2";"1717";"673";"70";"125";"34";"133";"216";"22";"374";"9";"61";"-"
"851003";"851003";"99";"17";"3";"4042";"3462";"19";"2";"3441";"1513";"139";"221";"54";"177";"506";"58";"650";"19";"104";"-"
"851004";"851004";"99";"17";"3";"3803";"3291";"23";"9";"3259";"1343";"102";"257";"33";"140";"497";"59";"752";"16";"60";"-"
"851005";"851005";"99";"17";"3";"2338";"1871";"17";"3";"1851";"907";"60";"119";"16";"99";"282";"35";"292";"6";"35";"-"
"851006";"851006";"99";"17";"3";"886";"808";"5";"2";"801";"274";"25";"85";"20";"39";"99";"17";"231";"4";"7";"-"
"851007";"851007";"99";"17";"3";"2139";"1905";"11";"3";"1891";"623";"55";"225";"32";"62";"199";"66";"603";"7";"19";"-"
"851008";"851008";"99";"17";"3";"1981";"1789";"8";"12";"1769";"445";"81";"217";"35";"67";"194";"53";"643";"5";"29";"-"
"851009";"851009";"99";"17";"3";"1549";"1374";"6";"2";"1366";"462";"59";"115";"25";"67";"114";"38";"444";"10";"32";"-"
"851010";"851010";"99";"17";"3";"1311";"1134";"20";"0";"1114";"328";"34";"87";"17";"33";"140";"63";"382";"9";"21";"-"
"851011";"851011";"99";"17";"3";"3446";"2944";"14";"7";"2923";"918";"137";"264";"59";"146";"283";"110";"938";"13";"55";"-"
"851012";"851012";"99";"17";"3";"964";"854";"3";"1";"850";"253";"35";"64";"19";"65";"110";"22";"256";"3";"23";"-"
"851013";"851013";"100";"17";"3";"936";"833";"4";"0";"829";"228";"35";"54";"14";"42";"109";"27";"304";"6";"10";"-"
"851014";"851014";"100";"17";"3";"3783";"3100";"18";"11";"3071";"1194";"148";"215";"55";"264";"390";"47";"610";"15";"133";"-"
"851015";"851015";"100";"17";"3";"6151";"5156";"46";"13";"5097";"1444";"376";"504";"176";"443";"407";"110";"1411";"15";"211";"-"
"851016";"851016";"100";"17";"3";"4850";"3838";"27";"6";"3805";"827";"322";"477";"117";"289";"340";"70";"1207";"17";"139";"-"
"851017";"851017";"100";"17";"3";"4934";"4280";"30";"8";"4242";"1383";"233";"413";"89";"310";"484";"126";"1059";"17";"128";"-"
"851018";"851018";"100";"17";"3";"4032";"3435";"30";"9";"3396";"1108";"168";"349";"66";"163";"403";"92";"972";"18";"57";"-"
"851019";"851019";"100";"17";"3";"4968";"4165";"25";"1";"4139";"1166";"217";"506";"93";"356";"386";"90";"1191";"5";"129";"-"
"851020";"851020";"100";"17";"3";"3766";"3254";"15";"10";"3229";"551";"260";"532";"62";"204";"245";"86";"1200";"7";"82";"-"
"851021";"851021";"100";"17";"3";"718";"641";"7";"3";"631";"193";"37";"33";"5";"54";"97";"12";"170";"4";"26";"-"
"851022";"851022";"100";"17";"3";"1703";"1561";"13";"6";"1542";"428";"54";"152";"33";"39";"146";"45";"621";"6";"18";"-"
"851023";"851023";"100";"17";"3";"1097";"974";"3";"0";"971";"312";"42";"84";"21";"46";"96";"26";"320";"5";"19";"-"
"851024";"851024";"100";"17";"3";"3570";"3046";"20";"9";"3017";"986";"113";"297";"61";"131";"339";"50";"961";"16";"63";"-"
"851025";"851025";"100";"17";"3";"430";"360";"1";"1";"358";"121";"19";"30";"6";"15";"51";"4";"105";"3";"4";"-"
"851026";"851026";"101";"17";"3";"4508";"3684";"29";"9";"3646";"945";"317";"398";"124";"279";"305";"85";"1039";"10";"144";"-"
"851027";"851027";"101";"17";"3";"7884";"6399";"52";"24";"6323";"2349";"374";"535";"157";"322";"727";"121";"1543";"26";"169";"-"
"851028";"851028";"101";"17";"3";"1419";"1291";"4";"2";"1285";"394";"92";"116";"26";"102";"110";"37";"355";"8";"45";"-"
