"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2011 - Personlige stemmer i alt";"FV2011 - A - personlige stemmer i alt";"FV2011 - B - personlige stemmer i alt";"FV2011 - C - personlige stemmer i alt";"FV2011 - F - personlige stemmer i alt";"FV2011 - I - personlige stemmer i alt";"FV2011 - K - personlige stemmer i alt";"FV2011 - O - personlige stemmer i alt";"FV2011 - V - personlige stemmer i alt";"FV2011 - Ø - personlige stemmer i alt";"FV2011 - UP - personlige stemmer i alt";"FV2011 - A-01";"FV2011 - A-02";"FV2011 - A-03";"FV2011 - A-04";"FV2011 - A-05";"FV2011 - A-06";"FV2011 - A-07";"FV2011 - A-08";"FV2011 - A-09";"FV2011 - A-10";"FV2011 - A-11";"FV2011 - A-12";"FV2011 - A-13";"FV2011 - B-01";"FV2011 - B-02";"FV2011 - B-03";"FV2011 - B-04";"FV2011 - B-05";"FV2011 - B-06";"FV2011 - B-07";"FV2011 - B-08";"FV2011 - B-09";"FV2011 - B-10";"FV2011 - B-11";"FV2011 - B-12";"FV2011 - C-01";"FV2011 - C-02";"FV2011 - C-03";"FV2011 - C-04";"FV2011 - C-05";"FV2011 - C-06";"FV2011 - C-07";"FV2011 - C-08";"FV2011 - C-09";"FV2011 - C-10";"FV2011 - C-11";"FV2011 - C-12";"FV2011 - C-13";"FV2011 - F-01";"FV2011 - F-02";"FV2011 - F-03";"FV2011 - F-04";"FV2011 - F-05";"FV2011 - F-06";"FV2011 - F-07";"FV2011 - F-08";"FV2011 - F-09";"FV2011 - F-10";"FV2011 - F-11";"FV2011 - F-12";"FV2011 - F-13";"FV2011 - I-01";"FV2011 - I-02";"FV2011 - I-03";"FV2011 - I-04";"FV2011 - I-05";"FV2011 - I-06";"FV2011 - I-07";"FV2011 - I-08";"FV2011 - I-09";"FV2011 - I-10";"FV2011 - I-11";"FV2011 - I-12";"FV2011 - K-01";"FV2011 - K-02";"FV2011 - K-03";"FV2011 - K-04";"FV2011 - K-05";"FV2011 - K-06";"FV2011 - K-07";"FV2011 - K-08";"FV2011 - K-09";"FV2011 - K-10";"FV2011 - K-11";"FV2011 - K-12";"FV2011 - K-13";"FV2011 - O-01";"FV2011 - O-02";"FV2011 - O-03";"FV2011 - O-04";"FV2011 - O-05";"FV2011 - O-06";"FV2011 - O-07";"FV2011 - O-08";"FV2011 - O-09";"FV2011 - O-10";"FV2011 - O-11";"FV2011 - O-12";"FV2011 - O-13";"FV2011 - V-01";"FV2011 - V-02";"FV2011 - V-03";"FV2011 - V-04";"FV2011 - V-05";"FV2011 - V-06";"FV2011 - V-07";"FV2011 - V-08";"FV2011 - V-09";"FV2011 - V-10";"FV2011 - V-11";"FV2011 - V-12";"FV2011 - V-13";"FV2011 - Ø-01";"FV2011 - Ø-02";"FV2011 - Ø-03";"FV2011 - Ø-04";"FV2011 - Ø-05";"FV2011 - Ø-06";"FV2011 - Ø-07";"FV2011 - Ø-08";"FV2011 - Ø-09";"FV2011 - Ø-10";"FV2011 - Ø-11";"FV2011 - Ø-12";"FV2011 - UP-01";"FV2011 - UP-02";"FV2011 - UP-03";"FV2011 - UP-04";"FV2011 - UP-05";"FV2011 - UP-06"
"101027";"101027";"6";"1";"1";"5635";"1315";"503";"270";"944";"198";"11";"378";"369";"1636";"11";"76";"52";"9";"36";"8";"55";"56";"8";"47";"950";"10";"8";"-";"9";"42";"20";"3";"15";"17";"19";"29";"14";"11";"299";"25";"3";"10";"1";"160";"6";"79";"5";"1";"0";"0";"5";"-";"-";"3";"190";"9";"200";"29";"63";"6";"1";"10";"5";"422";"4";"2";"130";"2";"10";"4";"2";"34";"16";"-";"-";"-";"-";"-";"0";"0";"0";"0";"10";"0";"1";"-";"-";"-";"-";"-";"-";"14";"3";"4";"5";"30";"6";"25";"8";"267";"10";"3";"3";"-";"6";"5";"60";"7";"2";"15";"2";"15";"8";"247";"0";"2";"-";"1484";"44";"49";"6";"7";"6";"5";"7";"2";"6";"1";"19";"3";"4";"1";"3";"0";"0"
"101028";"101028";"6";"1";"1";"2998";"759";"304";"130";"475";"93";"20";"238";"211";"762";"6";"29";"41";"5";"12";"4";"51";"34";"11";"18";"546";"2";"6";"-";"7";"24";"11";"6";"12";"9";"3";"29";"5";"4";"184";"10";"7";"3";"0";"51";"4";"59";"0";"2";"1";"2";"1";"-";"-";"1";"123";"2";"103";"10";"26";"3";"2";"0";"1";"199";"3";"2";"62";"0";"3";"3";"0";"22";"3";"-";"-";"-";"-";"-";"0";"1";"1";"3";"13";"0";"2";"-";"-";"-";"-";"-";"-";"6";"4";"0";"1";"21";"3";"16";"3";"176";"5";"2";"1";"-";"2";"3";"35";"3";"2";"2";"4";"6";"13";"140";"0";"1";"-";"679";"12";"28";"3";"6";"1";"8";"3";"0";"8";"2";"12";"3";"0";"0";"2";"1";"0"
"101029";"101029";"6";"1";"1";"1683";"508";"92";"59";"265";"48";"2";"152";"138";"415";"4";"16";"31";"1";"1";"3";"39";"20";"11";"6";"373";"2";"5";"-";"3";"7";"9";"1";"3";"3";"1";"4";"1";"1";"51";"8";"0";"3";"0";"17";"7";"30";"0";"1";"0";"1";"0";"-";"-";"1";"65";"2";"49";"7";"15";"0";"1";"3";"1";"118";"2";"1";"33";"1";"0";"0";"0";"8";"6";"-";"-";"-";"-";"-";"0";"0";"0";"1";"0";"0";"1";"-";"-";"-";"-";"-";"-";"12";"1";"0";"1";"15";"3";"5";"1";"108";"3";"1";"2";"-";"2";"1";"18";"0";"1";"1";"0";"5";"2";"108";"0";"0";"-";"374";"11";"12";"0";"4";"0";"2";"0";"2";"6";"1";"3";"2";"2";"0";"0";"0";"0"
"101030";"101030";"6";"1";"1";"3584";"785";"321";"132";"606";"131";"9";"219";"182";"1185";"14";"50";"36";"6";"19";"3";"29";"47";"4";"34";"547";"6";"4";"-";"5";"22";"12";"7";"11";"16";"7";"25";"6";"4";"181";"25";"2";"6";"1";"71";"3";"43";"0";"2";"1";"1";"2";"-";"-";"3";"144";"7";"100";"16";"42";"3";"4";"7";"5";"269";"4";"2";"79";"3";"6";"9";"1";"30";"3";"-";"-";"-";"-";"-";"1";"1";"1";"2";"4";"0";"0";"-";"-";"-";"-";"-";"-";"9";"2";"3";"5";"18";"6";"11";"4";"152";"5";"2";"2";"-";"1";"1";"26";"3";"0";"14";"2";"3";"3";"128";"0";"1";"-";"1080";"26";"33";"5";"7";"12";"2";"1";"1";"6";"3";"9";"4";"7";"1";"1";"0";"1"
"101031";"101031";"7";"1";"1";"1756";"407";"183";"81";"321";"76";"4";"176";"151";"356";"1";"71";"3";"0";"1";"1";"22";"23";"1";"10";"269";"2";"4";"-";"5";"10";"12";"2";"4";"10";"7";"2";"3";"13";"109";"6";"2";"1";"0";"26";"13";"33";"0";"3";"1";"0";"2";"-";"-";"0";"84";"3";"48";"3";"15";"1";"0";"1";"3";"161";"2";"0";"50";"1";"3";"1";"2";"15";"4";"-";"-";"-";"-";"-";"0";"0";"0";"2";"1";"0";"1";"-";"-";"-";"-";"-";"-";"6";"0";"0";"1";"3";"1";"0";"1";"163";"1";"0";"0";"-";"1";"2";"10";"2";"1";"14";"0";"6";"2";"108";"5";"0";"-";"327";"11";"3";"1";"1";"2";"1";"5";"1";"1";"0";"3";"0";"1";"0";"0";"0";"0"
"101032";"101032";"7";"1";"1";"998";"370";"39";"13";"159";"11";"2";"137";"27";"237";"3";"82";"5";"1";"2";"4";"21";"15";"1";"24";"213";"2";"0";"-";"1";"1";"2";"1";"0";"3";"1";"1";"0";"7";"21";"1";"0";"1";"0";"1";"4";"5";"0";"2";"0";"0";"0";"-";"-";"1";"13";"1";"19";"3";"11";"1";"2";"0";"0";"108";"0";"0";"7";"0";"0";"0";"0";"2";"2";"-";"-";"-";"-";"-";"0";"0";"0";"0";"1";"0";"1";"-";"-";"-";"-";"-";"-";"2";"1";"1";"0";"2";"1";"1";"1";"126";"2";"0";"0";"-";"2";"0";"3";"1";"1";"1";"0";"1";"2";"14";"2";"0";"-";"206";"0";"4";"2";"2";"2";"0";"17";"1";"0";"0";"3";"2";"0";"0";"0";"1";"0"
"101033";"101033";"7";"1";"1";"1609";"380";"139";"99";"282";"46";"2";"147";"147";"365";"2";"40";"4";"1";"1";"1";"21";"19";"2";"8";"279";"3";"1";"-";"6";"11";"10";"2";"6";"4";"2";"5";"3";"10";"72";"8";"1";"1";"1";"52";"5";"32";"3";"1";"1";"1";"1";"-";"-";"1";"82";"6";"24";"5";"17";"0";"2";"1";"1";"142";"0";"1";"28";"2";"2";"2";"3";"7";"2";"-";"-";"-";"-";"-";"0";"0";"0";"2";"0";"0";"0";"-";"-";"-";"-";"-";"-";"2";"3";"0";"2";"11";"0";"0";"0";"127";"0";"0";"2";"-";"1";"1";"9";"2";"2";"10";"2";"6";"3";"107";"4";"0";"-";"331";"6";"10";"2";"0";"4";"1";"4";"0";"3";"0";"4";"0";"1";"0";"0";"1";"0"
"101034";"101034";"7";"1";"1";"1252";"286";"145";"59";"230";"28";"1";"98";"108";"296";"1";"47";"3";"2";"1";"2";"13";"13";"2";"6";"190";"4";"3";"-";"5";"11";"9";"4";"3";"3";"0";"5";"2";"8";"94";"1";"1";"3";"1";"26";"4";"24";"0";"0";"0";"0";"0";"-";"-";"1";"55";"5";"38";"9";"13";"2";"1";"1";"2";"103";"0";"0";"18";"0";"1";"2";"1";"3";"3";"-";"-";"-";"-";"-";"1";"0";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"2";"2";"0";"0";"3";"1";"0";"2";"85";"1";"2";"0";"-";"1";"0";"7";"0";"1";"4";"0";"6";"1";"83";"5";"0";"-";"268";"9";"7";"2";"3";"2";"0";"0";"1";"2";"0";"2";"0";"0";"0";"0";"1";"0"
"101035";"101035";"7";"1";"1";"2468";"687";"167";"81";"394";"65";"5";"331";"213";"523";"2";"121";"4";"4";"5";"2";"40";"23";"6";"21";"455";"3";"3";"-";"3";"10";"8";"4";"9";"12";"4";"8";"5";"13";"86";"5";"2";"2";"0";"24";"9";"40";"1";"1";"1";"0";"1";"-";"-";"0";"80";"2";"70";"6";"13";"4";"2";"2";"0";"210";"3";"2";"44";"2";"0";"0";"2";"10";"7";"-";"-";"-";"-";"-";"1";"0";"0";"1";"3";"0";"0";"-";"-";"-";"-";"-";"-";"9";"1";"1";"0";"11";"3";"1";"3";"297";"3";"2";"0";"-";"5";"2";"20";"2";"1";"12";"1";"6";"9";"147";"7";"1";"-";"469";"11";"10";"3";"1";"5";"2";"10";"1";"4";"2";"5";"1";"1";"0";"0";"0";"0"
"101036";"101036";"7";"1";"1";"3637";"1009";"251";"158";"567";"89";"11";"536";"358";"652";"6";"151";"2";"6";"6";"8";"67";"41";"4";"17";"700";"1";"6";"-";"4";"12";"13";"5";"8";"6";"7";"4";"4";"18";"160";"10";"0";"7";"1";"34";"23";"82";"4";"2";"0";"3";"2";"-";"-";"6";"118";"11";"75";"16";"14";"0";"4";"0";"2";"316";"1";"4";"67";"2";"3";"2";"2";"7";"6";"-";"-";"-";"-";"-";"2";"0";"0";"6";"3";"0";"0";"-";"-";"-";"-";"-";"-";"12";"2";"2";"1";"13";"4";"2";"5";"489";"3";"2";"1";"-";"5";"3";"35";"3";"1";"32";"2";"13";"15";"222";"24";"3";"-";"604";"13";"5";"2";"2";"2";"2";"8";"2";"5";"1";"6";"2";"2";"0";"1";"0";"1"
"101037";"101037";"7";"1";"1";"2312";"607";"195";"103";"379";"57";"9";"249";"181";"529";"3";"110";"3";"2";"4";"8";"33";"22";"4";"13";"405";"0";"3";"-";"1";"13";"22";"3";"6";"7";"5";"8";"0";"16";"111";"3";"3";"0";"1";"33";"8";"55";"0";"2";"0";"0";"1";"-";"-";"1";"100";"12";"47";"7";"17";"0";"4";"1";"0";"183";"2";"5";"40";"2";"4";"2";"3";"5";"1";"-";"-";"-";"-";"-";"0";"0";"0";"6";"1";"0";"2";"-";"-";"-";"-";"-";"-";"7";"0";"1";"0";"12";"0";"0";"3";"221";"3";"2";"0";"-";"4";"2";"22";"1";"2";"11";"2";"7";"5";"108";"17";"0";"-";"467";"15";"11";"2";"1";"5";"4";"0";"13";"4";"1";"6";"0";"3";"0";"0";"0";"0"
"101038";"101038";"7";"1";"1";"1511";"364";"154";"102";"227";"55";"4";"130";"147";"325";"3";"46";"4";"1";"4";"3";"17";"18";"5";"6";"256";"3";"1";"-";"4";"14";"12";"4";"11";"9";"4";"1";"3";"7";"79";"6";"2";"2";"0";"45";"10";"39";"1";"0";"0";"1";"2";"-";"-";"5";"56";"3";"28";"4";"18";"0";"2";"0";"1";"109";"1";"0";"36";"1";"0";"4";"2";"11";"1";"-";"-";"-";"-";"-";"1";"0";"1";"0";"1";"1";"0";"-";"-";"-";"-";"-";"-";"7";"0";"0";"3";"4";"3";"0";"3";"110";"0";"0";"0";"-";"1";"5";"18";"2";"1";"11";"4";"12";"4";"81";"7";"1";"-";"301";"8";"3";"2";"0";"0";"1";"4";"1";"3";"1";"1";"1";"2";"0";"0";"0";"0"
"101039";"101039";"7";"1";"1";"1811";"461";"190";"106";"288";"50";"5";"159";"186";"363";"3";"45";"3";"8";"0";"1";"36";"31";"3";"5";"322";"2";"5";"-";"3";"8";"9";"2";"9";"7";"2";"7";"4";"21";"116";"2";"1";"7";"1";"39";"12";"36";"2";"1";"1";"4";"2";"-";"-";"2";"67";"1";"36";"11";"6";"0";"2";"2";"1";"155";"1";"4";"31";"1";"0";"4";"0";"11";"3";"-";"-";"-";"-";"-";"0";"0";"0";"2";"1";"0";"2";"-";"-";"-";"-";"-";"-";"4";"0";"3";"2";"3";"1";"0";"1";"141";"1";"0";"3";"-";"1";"5";"21";"1";"1";"24";"3";"6";"6";"109";"7";"2";"-";"338";"3";"3";"2";"2";"4";"0";"3";"1";"1";"0";"6";"1";"1";"0";"1";"0";"0"
"101040";"101040";"7";"1";"1";"2281";"493";"250";"135";"405";"80";"12";"181";"239";"479";"7";"60";"9";"2";"1";"9";"38";"28";"7";"5";"327";"5";"2";"-";"4";"19";"11";"7";"13";"21";"1";"4";"2";"14";"149";"5";"4";"7";"1";"39";"18";"59";"1";"2";"0";"2";"2";"-";"-";"1";"125";"3";"46";"8";"16";"3";"2";"1";"2";"191";"0";"7";"49";"1";"1";"6";"4";"13";"6";"-";"-";"-";"-";"-";"3";"0";"0";"3";"5";"1";"0";"-";"-";"-";"-";"-";"-";"3";"1";"2";"1";"2";"1";"0";"2";"162";"4";"2";"1";"-";"3";"2";"20";"1";"0";"29";"1";"7";"4";"162";"7";"3";"-";"444";"6";"4";"1";"3";"2";"1";"5";"0";"5";"0";"8";"2";"4";"1";"0";"0";"0"
"101041";"101041";"7";"1";"1";"4252";"1112";"383";"224";"718";"159";"13";"348";"425";"861";"9";"139";"14";"10";"9";"12";"67";"80";"4";"18";"748";"2";"9";"-";"9";"23";"15";"8";"10";"19";"6";"12";"14";"28";"221";"18";"2";"5";"0";"76";"20";"108";"1";"6";"1";"3";"2";"-";"-";"2";"172";"10";"97";"20";"36";"2";"5";"2";"1";"367";"1";"3";"100";"5";"7";"6";"10";"28";"3";"-";"-";"-";"-";"-";"2";"2";"1";"7";"1";"0";"0";"-";"-";"-";"-";"-";"-";"10";"1";"0";"12";"13";"3";"1";"3";"295";"3";"5";"2";"-";"5";"4";"44";"9";"0";"43";"1";"28";"7";"272";"11";"1";"-";"783";"20";"8";"3";"6";"3";"4";"17";"2";"4";"1";"10";"3";"4";"0";"2";"0";"0"
"101042";"101042";"8";"1";"1";"3341";"920";"384";"173";"486";"114";"12";"190";"359";"696";"7";"36";"5";"3";"3";"10";"39";"251";"5";"31";"523";"6";"8";"-";"6";"21";"12";"8";"14";"74";"7";"5";"10";"2";"199";"26";"2";"4";"5";"44";"5";"93";"4";"5";"6";"0";"5";"-";"-";"1";"178";"10";"87";"17";"23";"1";"3";"4";"2";"154";"2";"4";"72";"5";"6";"5";"2";"16";"8";"-";"-";"-";"-";"-";"2";"0";"0";"6";"3";"1";"0";"-";"-";"-";"-";"-";"-";"11";"0";"2";"15";"19";"1";"1";"6";"133";"2";"0";"0";"-";"1";"8";"25";"1";"3";"14";"3";"66";"5";"232";"0";"1";"-";"621";"13";"6";"5";"2";"1";"5";"2";"23";"5";"2";"11";"2";"2";"0";"3";"0";"0"
"101043";"101043";"8";"1";"1";"2101";"541";"224";"105";"334";"102";"3";"134";"217";"435";"6";"8";"3";"3";"3";"7";"16";"181";"0";"8";"311";"1";"0";"-";"4";"15";"8";"7";"5";"31";"5";"3";"4";"2";"124";"16";"1";"0";"0";"22";"3";"67";"1";"6";"2";"2";"1";"-";"-";"2";"120";"3";"43";"12";"27";"1";"3";"4";"2";"114";"1";"2";"69";"2";"2";"8";"2";"16";"3";"-";"-";"-";"-";"-";"0";"1";"0";"1";"0";"1";"0";"-";"-";"-";"-";"-";"-";"7";"2";"0";"8";"12";"0";"2";"5";"93";"3";"0";"2";"-";"3";"2";"13";"4";"3";"5";"1";"38";"4";"142";"0";"2";"-";"401";"11";"5";"1";"2";"1";"2";"0";"7";"1";"1";"3";"4";"1";"0";"1";"0";"0"
"101044";"101044";"8";"1";"1";"1807";"644";"122";"77";"249";"44";"1";"172";"160";"335";"3";"14";"4";"0";"4";"11";"33";"182";"1";"12";"377";"4";"2";"-";"5";"6";"1";"1";"1";"24";"2";"4";"3";"2";"62";"11";"0";"4";"1";"29";"3";"33";"0";"1";"2";"3";"1";"-";"-";"1";"82";"0";"26";"5";"13";"0";"4";"3";"0";"113";"0";"2";"35";"1";"1";"2";"0";"1";"4";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"1";"-";"-";"-";"-";"-";"-";"11";"1";"3";"12";"18";"3";"3";"5";"110";"6";"0";"0";"-";"1";"5";"11";"3";"0";"3";"1";"25";"5";"104";"0";"2";"-";"297";"6";"7";"1";"3";"1";"2";"0";"14";"1";"1";"2";"0";"3";"0";"0";"0";"0"
"101045";"101045";"8";"1";"1";"1428";"317";"159";"51";"250";"61";"2";"77";"155";"355";"1";"7";"3";"1";"1";"3";"8";"84";"0";"11";"198";"0";"1";"-";"1";"15";"8";"10";"1";"20";"0";"2";"1";"0";"88";"13";"0";"1";"0";"16";"3";"28";"1";"1";"1";"0";"0";"-";"-";"2";"98";"5";"32";"9";"9";"1";"2";"2";"2";"86";"1";"1";"32";"1";"2";"4";"1";"13";"8";"-";"-";"-";"-";"-";"1";"0";"0";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-";"8";"1";"3";"5";"6";"1";"0";"1";"50";"1";"0";"1";"-";"1";"2";"5";"1";"3";"7";"1";"20";"3";"110";"1";"1";"-";"316";"2";"3";"3";"1";"4";"1";"0";"18";"3";"0";"4";"1";"0";"0";"0";"0";"0"
"101046";"101046";"8";"1";"1";"1914";"616";"122";"76";"333";"56";"6";"174";"148";"381";"2";"23";"6";"1";"2";"6";"24";"174";"1";"14";"363";"1";"1";"-";"2";"3";"0";"3";"2";"13";"3";"5";"4";"0";"74";"13";"1";"1";"0";"20";"0";"49";"1";"4";"0";"0";"0";"-";"-";"0";"127";"2";"42";"2";"15";"1";"4";"1";"1";"138";"0";"0";"34";"0";"1";"3";"1";"13";"4";"-";"-";"-";"-";"-";"0";"1";"1";"2";"2";"0";"0";"-";"-";"-";"-";"-";"-";"10";"2";"2";"9";"20";"4";"4";"0";"115";"4";"1";"3";"-";"1";"2";"16";"2";"2";"8";"3";"29";"1";"84";"0";"0";"-";"357";"4";"3";"1";"0";"3";"0";"0";"10";"0";"1";"2";"1";"0";"0";"1";"0";"0"
"101047";"101047";"8";"1";"1";"1501";"414";"142";"44";"256";"45";"1";"112";"131";"355";"1";"17";"1";"2";"1";"17";"9";"107";"2";"14";"241";"0";"3";"-";"5";"4";"6";"2";"1";"24";"4";"4";"2";"1";"86";"3";"0";"2";"1";"13";"5";"18";"1";"2";"0";"1";"1";"-";"-";"1";"94";"3";"47";"5";"7";"1";"4";"1";"0";"91";"1";"1";"27";"1";"2";"4";"2";"5";"4";"-";"-";"-";"-";"-";"0";"0";"0";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-";"5";"0";"1";"14";"6";"2";"1";"5";"72";"4";"2";"0";"-";"1";"2";"11";"3";"0";"2";"1";"19";"5";"84";"1";"2";"-";"303";"12";"8";"2";"2";"1";"1";"1";"13";"2";"2";"8";"0";"1";"0";"0";"0";"0"
"101048";"101048";"8";"1";"1";"2414";"648";"272";"122";"386";"96";"2";"146";"215";"524";"3";"19";"2";"3";"1";"5";"23";"203";"2";"16";"365";"4";"5";"-";"3";"18";"7";"2";"9";"50";"7";"9";"5";"4";"138";"20";"0";"9";"1";"43";"1";"65";"0";"0";"2";"1";"0";"-";"-";"4";"142";"5";"53";"10";"17";"2";"4";"5";"1";"137";"2";"4";"63";"5";"3";"6";"2";"12";"5";"-";"-";"-";"-";"-";"0";"0";"0";"0";"1";"1";"0";"-";"-";"-";"-";"-";"-";"6";"0";"1";"12";"9";"3";"2";"7";"99";"2";"2";"3";"-";"1";"0";"21";"2";"0";"7";"0";"40";"4";"139";"0";"1";"-";"477";"9";"3";"1";"1";"2";"4";"1";"17";"2";"1";"6";"1";"1";"0";"0";"0";"1"
"101049";"101049";"9";"1";"1";"3266";"578";"437";"81";"623";"89";"3";"118";"144";"1185";"8";"22";"4";"4";"5";"28";"22";"31";"3";"32";"417";"7";"3";"-";"8";"71";"12";"12";"17";"32";"4";"7";"8";"4";"244";"18";"1";"2";"2";"28";"0";"44";"4";"0";"0";"0";"0";"-";"-";"4";"176";"3";"110";"61";"43";"1";"13";"6";"5";"192";"6";"3";"67";"0";"3";"2";"3";"13";"1";"-";"-";"-";"-";"-";"0";"2";"0";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-";"3";"1";"1";"0";"5";"3";"1";"19";"85";"0";"0";"0";"-";"3";"4";"9";"2";"0";"6";"1";"9";"3";"99";"0";"8";"-";"1105";"33";"10";"4";"1";"9";"1";"0";"1";"8";"1";"12";"3";"2";"0";"1";"1";"1"
"101050";"101050";"9";"1";"1";"3658";"603";"573";"139";"634";"155";"4";"92";"198";"1256";"4";"25";"5";"6";"5";"19";"18";"30";"5";"30";"450";"4";"6";"-";"8";"86";"25";"13";"27";"37";"12";"24";"6";"7";"304";"24";"1";"9";"3";"38";"0";"85";"1";"1";"0";"0";"1";"-";"-";"2";"177";"6";"95";"70";"39";"0";"20";"10";"3";"208";"3";"1";"98";"1";"4";"8";"5";"28";"11";"-";"-";"-";"-";"-";"0";"0";"0";"0";"3";"0";"1";"-";"-";"-";"-";"-";"-";"3";"2";"3";"2";"7";"0";"3";"11";"61";"0";"0";"0";"-";"2";"2";"15";"0";"1";"11";"1";"12";"2";"141";"0";"11";"-";"1168";"35";"7";"2";"6";"8";"10";"2";"0";"10";"1";"7";"0";"2";"0";"1";"1";"0"
"101051";"101051";"9";"1";"1";"3537";"1097";"227";"82";"547";"93";"10";"297";"192";"987";"5";"25";"6";"2";"4";"362";"25";"102";"2";"24";"539";"3";"3";"-";"3";"19";"7";"8";"8";"28";"7";"3";"3";"6";"128";"7";"2";"4";"7";"17";"5";"37";"2";"3";"0";"4";"1";"-";"-";"1";"129";"3";"86";"37";"31";"2";"4";"3";"5";"238";"2";"6";"69";"4";"2";"1";"1";"9";"7";"-";"-";"-";"-";"-";"2";"3";"0";"1";"2";"0";"2";"-";"-";"-";"-";"-";"-";"9";"2";"9";"7";"23";"10";"5";"40";"183";"8";"1";"0";"-";"4";"4";"17";"2";"1";"2";"3";"7";"3";"131";"1";"17";"-";"859";"51";"27";"6";"5";"5";"4";"6";"2";"5";"1";"16";"1";"2";"0";"1";"1";"0"
"101052";"101052";"9";"1";"1";"2762";"445";"479";"122";"468";"109";"6";"69";"155";"905";"4";"15";"4";"1";"1";"6";"17";"22";"3";"13";"352";"5";"6";"-";"6";"65";"22";"8";"18";"29";"9";"10";"6";"6";"285";"15";"1";"4";"4";"36";"2";"68";"2";"2";"0";"1";"2";"-";"-";"6";"148";"2";"71";"39";"35";"2";"3";"7";"3";"141";"7";"4";"76";"1";"3";"5";"2";"14";"8";"-";"-";"-";"-";"-";"2";"1";"0";"2";"1";"0";"0";"-";"-";"-";"-";"-";"-";"4";"0";"4";"2";"5";"1";"2";"10";"39";"2";"0";"0";"-";"0";"6";"14";"0";"0";"6";"0";"10";"1";"104";"1";"13";"-";"836";"37";"7";"0";"3";"2";"4";"2";"1";"5";"2";"6";"0";"2";"0";"1";"0";"1"
"101053";"101053";"9";"1";"1";"2557";"483";"352";"84";"431";"81";"5";"101";"136";"878";"6";"34";"3";"4";"4";"24";"25";"31";"3";"23";"326";"3";"3";"-";"1";"57";"8";"20";"17";"43";"9";"3";"1";"5";"182";"6";"0";"3";"3";"24";"2";"48";"2";"0";"0";"0";"2";"-";"-";"3";"123";"5";"75";"38";"28";"2";"7";"3";"4";"138";"1";"4";"54";"1";"0";"3";"6";"12";"5";"-";"-";"-";"-";"-";"1";"1";"0";"1";"1";"0";"1";"-";"-";"-";"-";"-";"-";"5";"0";"0";"1";"11";"0";"1";"12";"70";"1";"0";"0";"-";"1";"3";"8";"1";"0";"8";"2";"4";"2";"97";"0";"10";"-";"768";"46";"15";"3";"7";"6";"5";"2";"7";"11";"2";"6";"1";"4";"0";"0";"0";"1"
"101054";"101054";"9";"1";"1";"2476";"532";"302";"153";"305";"210";"7";"122";"327";"509";"9";"23";"3";"1";"4";"83";"18";"38";"2";"17";"335";"4";"4";"-";"5";"28";"16";"8";"5";"27";"15";"10";"4";"5";"167";"12";"0";"13";"2";"46";"7";"66";"11";"2";"2";"1";"3";"-";"-";"0";"86";"4";"39";"22";"21";"0";"1";"3";"0";"128";"1";"0";"115";"1";"4";"16";"5";"58";"11";"-";"-";"-";"-";"-";"2";"1";"0";"2";"2";"0";"0";"-";"-";"-";"-";"-";"-";"5";"0";"1";"3";"8";"3";"3";"10";"84";"2";"0";"3";"-";"4";"0";"30";"5";"1";"9";"2";"21";"3";"238";"0";"14";"-";"468";"18";"3";"5";"5";"1";"2";"0";"1";"4";"0";"2";"3";"4";"1";"0";"0";"1"
"147001";"147001";"10";"1";"1";"3970";"729";"620";"479";"500";"221";"2";"190";"516";"709";"4";"39";"3";"5";"3";"6";"45";"25";"31";"16";"517";"32";"7";"-";"12";"69";"21";"19";"98";"17";"11";"11";"10";"5";"332";"15";"1";"5";"6";"85";"8";"321";"5";"27";"0";"4";"17";"-";"-";"8";"154";"9";"73";"21";"34";"2";"3";"4";"7";"170";"5";"10";"160";"3";"5";"17";"2";"27";"7";"-";"-";"-";"-";"-";"0";"1";"0";"0";"0";"0";"1";"-";"-";"-";"-";"-";"-";"7";"2";"16";"3";"13";"0";"4";"4";"136";"4";"1";"0";"-";"6";"26";"31";"2";"1";"119";"3";"24";"4";"298";"0";"2";"-";"642";"9";"14";"4";"5";"8";"5";"1";"1";"7";"2";"11";"2";"2";"0";"0";"0";"0"
"147002";"147002";"10";"1";"1";"4093";"724";"628";"562";"495";"234";"8";"209";"605";"624";"4";"37";"4";"3";"3";"6";"46";"40";"26";"16";"509";"28";"6";"-";"15";"60";"15";"41";"80";"18";"16";"18";"9";"6";"334";"16";"1";"10";"7";"107";"5";"372";"2";"39";"6";"3";"10";"-";"-";"4";"170";"5";"85";"25";"36";"4";"2";"6";"3";"147";"1";"7";"155";"4";"7";"11";"2";"43";"12";"-";"-";"-";"-";"-";"2";"1";"0";"1";"0";"1";"3";"-";"-";"-";"-";"-";"-";"3";"4";"14";"1";"16";"1";"2";"6";"160";"1";"1";"0";"-";"1";"27";"39";"3";"0";"145";"4";"14";"5";"362";"0";"5";"-";"568";"12";"5";"4";"3";"8";"2";"2";"8";"4";"1";"7";"1";"1";"0";"2";"0";"0"
