"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2001 - Personlige stemmer i alt";"FV2001 - A - personlige stemmer i alt";"FV2001 - B - personlige stemmer i alt";"FV2001 - C - personlige stemmer i alt";"FV2001 - D - personlige stemmer i alt";"FV2001 - F - personlige stemmer i alt";"FV2001 - O - personlige stemmer i alt";"FV2001 - Q - personlige stemmer i alt";"FV2001 - V - personlige stemmer i alt";"FV2001 - Z - personlige stemmer i alt";"FV2001 - Ø - personlige stemmer i alt";"FV2001 - UP - personlige stemmer i alt";"FV2001 - A-01";"FV2001 - A-02";"FV2001 - A-03";"FV2001 - A-04";"FV2001 - A-05";"FV2001 - A-06";"FV2001 - A-07";"FV2001 - A-08";"FV2001 - A-09";"FV2001 - A-10";"FV2001 - B-01";"FV2001 - B-02";"FV2001 - B-03";"FV2001 - B-04";"FV2001 - B-05";"FV2001 - B-06";"FV2001 - B-07";"FV2001 - B-08";"FV2001 - B-09";"FV2001 - C-01";"FV2001 - C-02";"FV2001 - C-03";"FV2001 - C-04";"FV2001 - C-05";"FV2001 - C-06";"FV2001 - C-07";"FV2001 - C-08";"FV2001 - C-09";"FV2001 - C-10";"FV2001 - D-01";"FV2001 - D-02";"FV2001 - D-03";"FV2001 - D-04";"FV2001 - D-05";"FV2001 - D-06";"FV2001 - D-07";"FV2001 - D-08";"FV2001 - D-09";"FV2001 - F-01";"FV2001 - F-02";"FV2001 - F-03";"FV2001 - F-04";"FV2001 - F-05";"FV2001 - F-06";"FV2001 - F-07";"FV2001 - F-08";"FV2001 - F-09";"FV2001 - F-10";"FV2001 - O-01";"FV2001 - O-02";"FV2001 - O-03";"FV2001 - O-04";"FV2001 - O-05";"FV2001 - O-06";"FV2001 - O-07";"FV2001 - O-08";"FV2001 - O-09";"FV2001 - O-10";"FV2001 - Q-01";"FV2001 - Q-02";"FV2001 - Q-03";"FV2001 - Q-04";"FV2001 - Q-05";"FV2001 - Q-06";"FV2001 - Q-07";"FV2001 - Q-08";"FV2001 - Q-09";"FV2001 - Q-10";"FV2001 - Q-11";"FV2001 - V-01";"FV2001 - V-02";"FV2001 - V-03";"FV2001 - V-04";"FV2001 - V-05";"FV2001 - V-06";"FV2001 - V-07";"FV2001 - V-08";"FV2001 - V-09";"FV2001 - V-10";"FV2001 - Z-01";"FV2001 - Z-02";"FV2001 - Z-03";"FV2001 - Z-04";"FV2001 - Z-05";"FV2001 - Z-06";"FV2001 - Z-07";"FV2001 - Z-08";"FV2001 - Z-09";"FV2001 - Ø-01";"FV2001 - Ø-02";"FV2001 - Ø-03";"FV2001 - Ø-04";"FV2001 - Ø-05";"FV2001 - Ø-06";"FV2001 - Ø-07";"FV2001 - Ø-08";"FV2001 - Ø-09";"FV2001 - Ø-10";"FV2001 - UP-01"
"785003";"785003";"90";"16";"3";"656";"184";"9";"81";"4";"27";"38";"19";"255";"33";"6";"-";"1";"106";"70";"1";"6";"-";"-";"-";"-";"-";"5";"0";"2";"0";"2";"-";"-";"-";"-";"0";"0";"0";"73";"8";"-";"-";"-";"-";"-";"2";"2";"0";"0";"0";"-";"-";"-";"-";"1";"23";"1";"1";"1";"-";"-";"-";"-";"-";"7";"3";"11";"17";"0";"-";"-";"-";"-";"-";"4";"0";"0";"15";"-";"-";"-";"-";"-";"-";"-";"96";"96";"4";"8";"51";"-";"-";"-";"-";"-";"19";"6";"5";"0";"3";"-";"-";"-";"-";"6";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"785004";"785004";"90";"16";"3";"701";"217";"8";"78";"0";"11";"46";"59";"257";"21";"4";"-";"2";"148";"57";"1";"9";"-";"-";"-";"-";"-";"3";"1";"0";"1";"3";"-";"-";"-";"-";"0";"1";"0";"70";"7";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"10";"0";"1";"0";"-";"-";"-";"-";"-";"2";"7";"17";"20";"0";"-";"-";"-";"-";"-";"3";"1";"1";"54";"-";"-";"-";"-";"-";"-";"-";"106";"96";"4";"13";"38";"-";"-";"-";"-";"-";"18";"1";"1";"0";"1";"-";"-";"-";"-";"4";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"785005";"785005";"90";"16";"3";"462";"124";"12";"54";"5";"12";"23";"14";"202";"13";"3";"-";"1";"67";"54";"0";"2";"-";"-";"-";"-";"-";"4";"0";"1";"0";"7";"-";"-";"-";"-";"0";"0";"0";"44";"10";"-";"-";"-";"-";"-";"0";"5";"0";"0";"0";"-";"-";"-";"-";"0";"11";"0";"1";"0";"-";"-";"-";"-";"-";"3";"7";"4";"9";"0";"-";"-";"-";"-";"-";"2";"0";"0";"12";"-";"-";"-";"-";"-";"-";"-";"72";"89";"2";"14";"25";"-";"-";"-";"-";"-";"13";"0";"0";"0";"0";"-";"-";"-";"-";"1";"2";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"787001";"787001";"90";"16";"3";"3000";"1422";"73";"333";"0";"81";"164";"76";"790";"48";"13";"-";"2";"1069";"330";"3";"18";"-";"-";"-";"-";"-";"38";"2";"11";"3";"19";"-";"-";"-";"-";"3";"4";"1";"234";"91";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"2";"73";"6";"0";"0";"-";"-";"-";"-";"-";"35";"16";"52";"56";"5";"-";"-";"-";"-";"-";"5";"2";"6";"63";"-";"-";"-";"-";"-";"-";"-";"379";"198";"5";"26";"182";"-";"-";"-";"-";"-";"38";"9";"0";"0";"1";"-";"-";"-";"-";"12";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"787002";"787002";"90";"16";"3";"472";"165";"7";"37";"0";"14";"28";"36";"163";"21";"1";"-";"1";"116";"42";"0";"6";"-";"-";"-";"-";"-";"3";"0";"2";"1";"1";"-";"-";"-";"-";"0";"0";"0";"34";"3";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"2";"11";"0";"0";"1";"-";"-";"-";"-";"-";"4";"4";"13";"7";"0";"-";"-";"-";"-";"-";"2";"0";"0";"34";"-";"-";"-";"-";"-";"-";"-";"62";"51";"2";"9";"39";"-";"-";"-";"-";"-";"12";"7";"2";"0";"0";"-";"-";"-";"-";"0";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-"
"787003";"787003";"90";"16";"3";"392";"108";"4";"33";"0";"9";"20";"12";"199";"4";"3";"-";"1";"79";"25";"1";"2";"-";"-";"-";"-";"-";"2";"1";"0";"0";"1";"-";"-";"-";"-";"1";"0";"0";"27";"5";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"8";"1";"0";"0";"-";"-";"-";"-";"-";"10";"0";"6";"4";"0";"-";"-";"-";"-";"-";"0";"0";"0";"12";"-";"-";"-";"-";"-";"-";"-";"93";"71";"0";"4";"31";"-";"-";"-";"-";"-";"3";"1";"0";"0";"0";"-";"-";"-";"-";"3";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"787004";"787004";"90";"16";"3";"382";"132";"16";"38";"0";"12";"22";"20";"122";"19";"1";"-";"0";"96";"36";"0";"0";"-";"-";"-";"-";"-";"11";"0";"2";"0";"3";"-";"-";"-";"-";"0";"0";"0";"28";"10";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"12";"0";"0";"0";"-";"-";"-";"-";"-";"2";"5";"8";"7";"0";"-";"-";"-";"-";"-";"3";"1";"0";"16";"-";"-";"-";"-";"-";"-";"-";"49";"37";"0";"3";"33";"-";"-";"-";"-";"-";"9";"10";"0";"0";"0";"-";"-";"-";"-";"1";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"787005";"787005";"90";"16";"3";"258";"121";"1";"12";"1";"3";"19";"0";"95";"5";"1";"-";"1";"92";"26";"1";"1";"-";"-";"-";"-";"-";"1";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"1";"5";"6";"-";"-";"-";"-";"-";"0";"1";"0";"0";"0";"-";"-";"-";"-";"0";"3";"0";"0";"0";"-";"-";"-";"-";"-";"5";"5";"2";"7";"0";"-";"-";"-";"-";"-";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-";"-";"75";"2";"0";"3";"15";"-";"-";"-";"-";"-";"3";"2";"0";"0";"0";"-";"-";"-";"-";"1";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"787006";"787006";"90";"16";"3";"623";"149";"7";"54";"2";"10";"36";"29";"326";"8";"2";"-";"5";"101";"35";"1";"7";"-";"-";"-";"-";"-";"4";"1";"0";"0";"2";"-";"-";"-";"-";"2";"1";"0";"35";"16";"-";"-";"-";"-";"-";"0";"1";"0";"0";"1";"-";"-";"-";"-";"0";"10";"0";"0";"0";"-";"-";"-";"-";"-";"11";"5";"13";"6";"1";"-";"-";"-";"-";"-";"8";"0";"1";"20";"-";"-";"-";"-";"-";"-";"-";"172";"95";"1";"4";"54";"-";"-";"-";"-";"-";"6";"1";"1";"0";"0";"-";"-";"-";"-";"1";"0";"0";"0";"1";"-";"-";"-";"-";"-";"-"
"787007";"787007";"90";"16";"3";"463";"145";"13";"45";"1";"15";"17";"10";"207";"8";"2";"-";"0";"93";"48";"1";"3";"-";"-";"-";"-";"-";"3";"1";"3";"1";"5";"-";"-";"-";"-";"0";"2";"0";"32";"11";"-";"-";"-";"-";"-";"0";"0";"0";"0";"1";"-";"-";"-";"-";"2";"13";"0";"0";"0";"-";"-";"-";"-";"-";"1";"1";"3";"11";"1";"-";"-";"-";"-";"-";"1";"0";"0";"9";"-";"-";"-";"-";"-";"-";"-";"103";"67";"0";"2";"35";"-";"-";"-";"-";"-";"6";"1";"0";"1";"0";"-";"-";"-";"-";"1";"0";"0";"0";"1";"-";"-";"-";"-";"-";"-"
"787008";"787008";"90";"16";"3";"516";"186";"18";"43";"0";"20";"20";"6";"204";"16";"3";"-";"0";"121";"60";"0";"5";"-";"-";"-";"-";"-";"9";"0";"2";"0";"7";"-";"-";"-";"-";"0";"0";"1";"32";"10";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"1";"19";"0";"0";"0";"-";"-";"-";"-";"-";"3";"3";"6";"8";"0";"-";"-";"-";"-";"-";"0";"0";"0";"6";"-";"-";"-";"-";"-";"-";"-";"72";"89";"1";"2";"40";"-";"-";"-";"-";"-";"11";"2";"3";"0";"0";"-";"-";"-";"-";"3";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"787009";"787009";"90";"16";"3";"269";"52";"7";"28";"0";"15";"23";"23";"105";"15";"1";"-";"0";"22";"21";"0";"9";"-";"-";"-";"-";"-";"6";"0";"1";"0";"0";"-";"-";"-";"-";"0";"0";"0";"27";"1";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"1";"14";"0";"0";"0";"-";"-";"-";"-";"-";"3";"4";"7";"9";"0";"-";"-";"-";"-";"-";"0";"1";"1";"21";"-";"-";"-";"-";"-";"-";"-";"45";"32";"0";"4";"24";"-";"-";"-";"-";"-";"9";"6";"0";"0";"0";"-";"-";"-";"-";"1";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"787010";"787010";"90";"16";"3";"734";"275";"11";"64";"2";"15";"65";"24";"191";"80";"7";"-";"1";"183";"85";"0";"6";"-";"-";"-";"-";"-";"2";"3";"1";"1";"4";"-";"-";"-";"-";"0";"0";"0";"49";"15";"-";"-";"-";"-";"-";"0";"2";"0";"0";"0";"-";"-";"-";"-";"0";"14";"0";"1";"0";"-";"-";"-";"-";"-";"7";"7";"32";"17";"2";"-";"-";"-";"-";"-";"3";"0";"0";"21";"-";"-";"-";"-";"-";"-";"-";"72";"61";"2";"8";"48";"-";"-";"-";"-";"-";"27";"49";"4";"0";"0";"-";"-";"-";"-";"5";"1";"0";"0";"1";"-";"-";"-";"-";"-";"-"
"787011";"787011";"90";"16";"3";"144";"23";"4";"10";"0";"1";"15";"8";"67";"14";"2";"-";"0";"16";"7";"0";"0";"-";"-";"-";"-";"-";"1";"1";"1";"0";"1";"-";"-";"-";"-";"0";"0";"0";"9";"1";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"0";"1";"0";"-";"-";"-";"-";"-";"3";"3";"7";"2";"0";"-";"-";"-";"-";"-";"0";"1";"1";"6";"-";"-";"-";"-";"-";"-";"-";"29";"24";"0";"2";"12";"-";"-";"-";"-";"-";"7";"5";"2";"0";"0";"-";"-";"-";"-";"2";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"787012";"787012";"90";"16";"3";"1404";"592";"30";"151";"2";"37";"90";"47";"437";"13";"5";"-";"5";"440";"134";"2";"11";"-";"-";"-";"-";"-";"9";"0";"5";"0";"16";"-";"-";"-";"-";"0";"1";"0";"105";"45";"-";"-";"-";"-";"-";"0";"0";"0";"0";"2";"-";"-";"-";"-";"2";"33";"1";"1";"0";"-";"-";"-";"-";"-";"12";"6";"40";"31";"1";"-";"-";"-";"-";"-";"4";"1";"4";"38";"-";"-";"-";"-";"-";"-";"-";"198";"130";"6";"9";"94";"-";"-";"-";"-";"-";"9";"3";"1";"0";"0";"-";"-";"-";"-";"1";"2";"1";"1";"0";"-";"-";"-";"-";"-";"-"
"787013";"787013";"90";"16";"3";"150";"44";"6";"12";"0";"6";"5";"22";"44";"6";"5";"-";"1";"28";"14";"1";"0";"-";"-";"-";"-";"-";"5";"0";"0";"1";"0";"-";"-";"-";"-";"0";"0";"0";"11";"1";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"1";"5";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"2";"3";"0";"-";"-";"-";"-";"-";"1";"0";"1";"20";"-";"-";"-";"-";"-";"-";"-";"15";"15";"0";"4";"10";"-";"-";"-";"-";"-";"5";"0";"1";"0";"0";"-";"-";"-";"-";"2";"1";"1";"1";"0";"-";"-";"-";"-";"-";"-"
"787014";"787014";"90";"16";"3";"205";"43";"8";"21";"0";"6";"8";"8";"107";"4";"0";"-";"0";"30";"11";"0";"2";"-";"-";"-";"-";"-";"2";"1";"1";"0";"4";"-";"-";"-";"-";"0";"1";"0";"15";"5";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"6";"0";"0";"0";"-";"-";"-";"-";"-";"1";"2";"1";"4";"0";"-";"-";"-";"-";"-";"2";"0";"1";"5";"-";"-";"-";"-";"-";"-";"-";"48";"32";"0";"1";"26";"-";"-";"-";"-";"-";"3";"1";"0";"0";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"787015";"787015";"90";"16";"3";"531";"135";"13";"28";"1";"12";"29";"8";"288";"11";"6";"-";"1";"77";"52";"1";"4";"-";"-";"-";"-";"-";"6";"0";"2";"0";"5";"-";"-";"-";"-";"0";"2";"0";"19";"7";"-";"-";"-";"-";"-";"0";"0";"0";"0";"1";"-";"-";"-";"-";"0";"11";"0";"0";"1";"-";"-";"-";"-";"-";"10";"1";"7";"11";"0";"-";"-";"-";"-";"-";"0";"0";"0";"8";"-";"-";"-";"-";"-";"-";"-";"89";"171";"0";"2";"26";"-";"-";"-";"-";"-";"11";"0";"0";"0";"0";"-";"-";"-";"-";"5";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"787016";"787016";"90";"16";"3";"461";"122";"2";"18";"0";"13";"27";"1";"263";"13";"2";"-";"0";"85";"35";"1";"1";"-";"-";"-";"-";"-";"2";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"0";"12";"6";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"13";"0";"0";"0";"-";"-";"-";"-";"-";"5";"3";"7";"12";"0";"-";"-";"-";"-";"-";"0";"0";"0";"1";"-";"-";"-";"-";"-";"-";"-";"206";"26";"0";"7";"24";"-";"-";"-";"-";"-";"11";"1";"1";"0";"0";"-";"-";"-";"-";"2";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"789001";"789001";"93";"16";"3";"278";"90";"8";"13";"1";"6";"18";"6";"134";"1";"1";"-";"2";"1";"39";"0";"48";"-";"-";"-";"-";"-";"1";"0";"3";"0";"4";"-";"-";"-";"-";"0";"0";"0";"2";"11";"-";"-";"-";"-";"-";"1";"0";"0";"0";"0";"-";"-";"-";"-";"1";"3";"2";"0";"0";"-";"-";"-";"-";"-";"2";"4";"12";"0";"0";"-";"-";"-";"-";"-";"4";"2";"0";"0";"-";"-";"-";"-";"-";"-";"-";"14";"3";"69";"15";"33";"-";"-";"-";"-";"-";"1";"0";"0";"0";"0";"-";"-";"-";"-";"1";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"789002";"789002";"93";"16";"3";"115";"35";"1";"4";"0";"1";"4";"2";"65";"2";"1";"-";"2";"0";"23";"0";"10";"-";"-";"-";"-";"-";"0";"0";"0";"0";"1";"-";"-";"-";"-";"0";"0";"0";"2";"2";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"1";"0";"0";"-";"-";"-";"-";"-";"0";"1";"3";"0";"0";"-";"-";"-";"-";"-";"1";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"8";"0";"22";"13";"22";"-";"-";"-";"-";"-";"1";"0";"0";"0";"1";"-";"-";"-";"-";"0";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-"
"789003";"789003";"93";"16";"3";"150";"48";"4";"6";"0";"5";"11";"2";"71";"1";"2";"-";"2";"0";"21";"2";"23";"-";"-";"-";"-";"-";"0";"0";"3";"0";"1";"-";"-";"-";"-";"0";"0";"1";"1";"4";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"1";"0";"4";"0";"0";"-";"-";"-";"-";"-";"0";"2";"7";"1";"1";"-";"-";"-";"-";"-";"1";"0";"1";"0";"-";"-";"-";"-";"-";"-";"-";"6";"1";"47";"8";"9";"-";"-";"-";"-";"-";"1";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"0";"1";"1";"-";"-";"-";"-";"-";"-"
"789004";"789004";"93";"16";"3";"330";"84";"14";"10";"1";"5";"13";"4";"196";"2";"1";"-";"0";"0";"51";"0";"33";"-";"-";"-";"-";"-";"0";"0";"4";"0";"10";"-";"-";"-";"-";"0";"2";"0";"3";"5";"-";"-";"-";"-";"-";"0";"1";"0";"0";"0";"-";"-";"-";"-";"0";"4";"1";"0";"0";"-";"-";"-";"-";"-";"0";"3";"10";"0";"0";"-";"-";"-";"-";"-";"3";"1";"0";"0";"-";"-";"-";"-";"-";"-";"-";"11";"2";"119";"29";"35";"-";"-";"-";"-";"-";"1";"0";"0";"1";"0";"-";"-";"-";"-";"0";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-"
"789005";"789005";"93";"16";"3";"360";"107";"8";"23";"3";"7";"18";"3";"184";"4";"3";"-";"0";"0";"76";"1";"30";"-";"-";"-";"-";"-";"0";"0";"2";"0";"6";"-";"-";"-";"-";"0";"0";"0";"1";"22";"-";"-";"-";"-";"-";"3";"0";"0";"0";"0";"-";"-";"-";"-";"1";"3";"3";"0";"0";"-";"-";"-";"-";"-";"0";"5";"12";"0";"1";"-";"-";"-";"-";"-";"1";"1";"0";"1";"-";"-";"-";"-";"-";"-";"-";"7";"1";"83";"41";"52";"-";"-";"-";"-";"-";"4";"0";"0";"0";"0";"-";"-";"-";"-";"2";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-"
"789006";"789006";"93";"16";"3";"145";"42";"6";"3";"2";"3";"21";"2";"65";"0";"1";"-";"2";"1";"17";"2";"20";"-";"-";"-";"-";"-";"0";"0";"2";"1";"3";"-";"-";"-";"-";"0";"0";"0";"1";"2";"-";"-";"-";"-";"-";"2";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"3";"0";"0";"-";"-";"-";"-";"-";"3";"3";"15";"0";"0";"-";"-";"-";"-";"-";"0";"0";"0";"2";"-";"-";"-";"-";"-";"-";"-";"5";"0";"36";"8";"16";"-";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"1";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"789007";"789007";"93";"16";"3";"246";"66";"7";"11";"1";"5";"19";"5";"126";"4";"2";"-";"0";"0";"36";"1";"29";"-";"-";"-";"-";"-";"1";"0";"3";"0";"3";"-";"-";"-";"-";"1";"0";"0";"2";"8";"-";"-";"-";"-";"-";"1";"0";"0";"0";"0";"-";"-";"-";"-";"0";"2";"3";"0";"0";"-";"-";"-";"-";"-";"1";"5";"13";"0";"0";"-";"-";"-";"-";"-";"3";"2";"0";"0";"-";"-";"-";"-";"-";"-";"-";"6";"3";"82";"26";"9";"-";"-";"-";"-";"-";"4";"0";"0";"0";"0";"-";"-";"-";"-";"1";"1";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"789008";"789008";"93";"16";"3";"284";"68";"5";"12";"1";"6";"17";"14";"156";"5";"0";"-";"0";"1";"37";"2";"28";"-";"-";"-";"-";"-";"1";"1";"1";"0";"2";"-";"-";"-";"-";"0";"1";"0";"3";"8";"-";"-";"-";"-";"-";"0";"1";"0";"0";"0";"-";"-";"-";"-";"2";"2";"1";"1";"0";"-";"-";"-";"-";"-";"2";"3";"12";"0";"0";"-";"-";"-";"-";"-";"7";"6";"1";"0";"-";"-";"-";"-";"-";"-";"-";"17";"3";"64";"36";"36";"-";"-";"-";"-";"-";"5";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"789009";"789009";"93";"16";"3";"136";"26";"4";"2";"4";"1";"13";"3";"77";"2";"4";"-";"0";"0";"17";"1";"8";"-";"-";"-";"-";"-";"0";"0";"4";"0";"0";"-";"-";"-";"-";"0";"0";"0";"0";"2";"-";"-";"-";"-";"-";"2";"2";"0";"0";"0";"-";"-";"-";"-";"0";"0";"1";"0";"0";"-";"-";"-";"-";"-";"1";"2";"9";"1";"0";"-";"-";"-";"-";"-";"1";"2";"0";"0";"-";"-";"-";"-";"-";"-";"-";"7";"1";"40";"9";"20";"-";"-";"-";"-";"-";"2";"0";"0";"0";"0";"-";"-";"-";"-";"1";"0";"0";"2";"1";"-";"-";"-";"-";"-";"-"
"789010";"789010";"93";"16";"3";"577";"146";"22";"34";"7";"12";"46";"24";"278";"7";"1";"-";"3";"1";"78";"1";"63";"-";"-";"-";"-";"-";"0";"0";"13";"0";"9";"-";"-";"-";"-";"0";"2";"2";"7";"23";"-";"-";"-";"-";"-";"5";"2";"0";"0";"0";"-";"-";"-";"-";"2";"4";"6";"0";"0";"-";"-";"-";"-";"-";"0";"11";"33";"1";"1";"-";"-";"-";"-";"-";"7";"4";"0";"13";"-";"-";"-";"-";"-";"-";"-";"28";"2";"125";"51";"72";"-";"-";"-";"-";"-";"6";"0";"0";"1";"0";"-";"-";"-";"-";"0";"0";"0";"1";"0";"-";"-";"-";"-";"-";"-"
"791001";"791001";"93";"16";"3";"7582";"3014";"214";"639";"45";"156";"471";"84";"2839";"64";"56";"-";"18";"30";"2010";"57";"899";"-";"-";"-";"-";"-";"10";"7";"73";"12";"112";"-";"-";"-";"-";"10";"28";"2";"104";"495";"-";"-";"-";"-";"-";"34";"7";"2";"2";"0";"-";"-";"-";"-";"18";"55";"72";"8";"3";"-";"-";"-";"-";"-";"29";"95";"326";"10";"11";"-";"-";"-";"-";"-";"34";"31";"4";"15";"-";"-";"-";"-";"-";"-";"-";"184";"19";"717";"1177";"742";"-";"-";"-";"-";"-";"58";"2";"2";"0";"2";"-";"-";"-";"-";"24";"0";"1";"19";"12";"-";"-";"-";"-";"-";"-"
"791002";"791002";"93";"16";"3";"1067";"301";"23";"70";"4";"19";"65";"12";"560";"10";"3";"-";"2";"2";"206";"2";"89";"-";"-";"-";"-";"-";"1";"1";"3";"4";"14";"-";"-";"-";"-";"0";"4";"0";"22";"44";"-";"-";"-";"-";"-";"2";"2";"0";"0";"0";"-";"-";"-";"-";"6";"4";"9";"0";"0";"-";"-";"-";"-";"-";"1";"8";"52";"2";"2";"-";"-";"-";"-";"-";"5";"6";"0";"1";"-";"-";"-";"-";"-";"-";"-";"38";"10";"208";"157";"147";"-";"-";"-";"-";"-";"10";"0";"0";"0";"0";"-";"-";"-";"-";"1";"0";"0";"1";"1";"-";"-";"-";"-";"-";"-"
"791003";"791003";"93";"16";"3";"937";"297";"24";"71";"9";"39";"65";"6";"413";"6";"7";"-";"0";"0";"241";"2";"54";"-";"-";"-";"-";"-";"1";"0";"10";"0";"13";"-";"-";"-";"-";"2";"5";"0";"15";"49";"-";"-";"-";"-";"-";"5";"4";"0";"0";"0";"-";"-";"-";"-";"4";"16";"19";"0";"0";"-";"-";"-";"-";"-";"1";"7";"55";"2";"0";"-";"-";"-";"-";"-";"3";"3";"0";"0";"-";"-";"-";"-";"-";"-";"-";"24";"0";"155";"127";"107";"-";"-";"-";"-";"-";"5";"0";"0";"0";"1";"-";"-";"-";"-";"3";"0";"0";"3";"1";"-";"-";"-";"-";"-";"-"
"791004";"791004";"93";"16";"3";"3211";"1105";"108";"259";"22";"66";"165";"58";"1379";"26";"23";"-";"7";"9";"777";"6";"306";"-";"-";"-";"-";"-";"6";"1";"38";"14";"49";"-";"-";"-";"-";"5";"14";"3";"52";"185";"-";"-";"-";"-";"-";"12";"6";"0";"2";"2";"-";"-";"-";"-";"9";"24";"31";"2";"0";"-";"-";"-";"-";"-";"8";"29";"123";"2";"3";"-";"-";"-";"-";"-";"27";"15";"4";"12";"-";"-";"-";"-";"-";"-";"-";"80";"11";"477";"449";"362";"-";"-";"-";"-";"-";"22";"3";"0";"0";"1";"-";"-";"-";"-";"8";"0";"1";"10";"4";"-";"-";"-";"-";"-";"-"
"793001";"793001";"93";"16";"3";"862";"264";"19";"48";"7";"11";"62";"22";"416";"12";"1";"-";"3";"5";"128";"0";"128";"-";"-";"-";"-";"-";"6";"1";"0";"8";"4";"-";"-";"-";"-";"1";"4";"0";"9";"34";"-";"-";"-";"-";"-";"1";"6";"0";"0";"0";"-";"-";"-";"-";"1";"1";"8";"1";"0";"-";"-";"-";"-";"-";"8";"8";"40";"3";"3";"-";"-";"-";"-";"-";"8";"6";"1";"7";"-";"-";"-";"-";"-";"-";"-";"22";"2";"305";"43";"44";"-";"-";"-";"-";"-";"10";"1";"0";"0";"1";"-";"-";"-";"-";"1";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-"
"793004";"793004";"93";"16";"3";"266";"63";"5";"12";"1";"3";"22";"4";"152";"4";"0";"-";"3";"0";"32";"1";"27";"-";"-";"-";"-";"-";"1";"0";"2";"2";"0";"-";"-";"-";"-";"0";"1";"0";"4";"7";"-";"-";"-";"-";"-";"1";"0";"0";"0";"0";"-";"-";"-";"-";"0";"2";"1";"0";"0";"-";"-";"-";"-";"-";"1";"4";"17";"0";"0";"-";"-";"-";"-";"-";"0";"3";"0";"1";"-";"-";"-";"-";"-";"-";"-";"17";"1";"108";"14";"12";"-";"-";"-";"-";"-";"4";"0";"0";"0";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"-";"-";"-";"-";"-";"-"
