"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1994 - Stemmeberettigede";"FV1994 - Afgivne stemmer";"FV1994 - Blanke stemmer";"FV1994 - Andre ugyldige stemmer";"FV1994 - Gyldige stemmer";"FV1994 - A. Socialdemokratiet";"FV1994 - B. Det Radikale Venstre";"FV1994 - C. Det Konservative Folkeparti";"FV1994 - D. Centrum-Demokraterne";"FV1994 - F. Socialistisk Folkeparti";"FV1994 - Q. Kristeligt Folkeparti";"FV1994 - V. Venstre, Danmarks Liberale Parti";"FV1994 - Z. Fremskridtspartiet";"FV1994 - Ø. Enhedslisten - De Rød-Grønne";"FV1994 - 1. Uden for partierne";"FV1994 - 2. Uden for partierne";"FV1994 - 3. Uden for partierne";"FV1994 - 4. Uden for partierne";"FV1994 - 5. Uden for partierne"
"621010";"621010";"71";"13";"3";"1640";"1409";"10";"1";"1398";"449";"65";"191";"34";"157";"20";"376";"82";"23";"1";"-";"-";"-";"-"
"621011";"621011";"71";"13";"3";"4359";"3689";"21";"7";"3661";"1251";"149";"437";"87";"403";"169";"898";"220";"46";"1";"-";"-";"-";"-"
"621012";"621012";"71";"13";"3";"4305";"3677";"25";"13";"3639";"1434";"143";"422";"76";"500";"59";"774";"168";"62";"1";"-";"-";"-";"-"
"623001";"623001";"71";"13";"3";"2428";"2060";"10";"2";"2048";"631";"75";"324";"47";"153";"95";"577";"120";"25";"1";"-";"-";"-";"-"
"623002";"623002";"71";"13";"3";"1250";"1067";"14";"3";"1050";"266";"44";"104";"29";"72";"32";"420";"69";"12";"2";"-";"-";"-";"-"
"625001";"625001";"73";"13";"3";"1849";"1547";"10";"5";"1532";"388";"34";"155";"29";"56";"84";"548";"221";"15";"2";"-";"-";"-";"-"
"625002";"625002";"73";"13";"3";"412";"346";"2";"1";"343";"85";"14";"29";"11";"10";"25";"129";"35";"4";"1";"-";"-";"-";"-"
"625003";"625003";"73";"13";"3";"1946";"1621";"5";"2";"1614";"492";"61";"181";"30";"64";"47";"443";"275";"20";"1";"-";"-";"-";"-"
"625004";"625004";"73";"13";"3";"435";"370";"4";"0";"366";"133";"5";"35";"4";"13";"11";"111";"52";"1";"1";"-";"-";"-";"-"
"625005";"625005";"73";"13";"3";"860";"713";"8";"2";"703";"141";"25";"70";"15";"20";"42";"274";"103";"12";"1";"-";"-";"-";"-"
"627001";"627001";"74";"13";"3";"939";"821";"13";"1";"807";"225";"35";"86";"10";"43";"7";"316";"75";"8";"2";"-";"-";"-";"-"
"627002";"627002";"74";"13";"3";"400";"352";"3";"0";"349";"83";"13";"23";"6";"20";"5";"133";"50";"16";"0";"-";"-";"-";"-"
"627003";"627003";"74";"13";"3";"611";"542";"6";"0";"536";"129";"26";"45";"16";"31";"15";"225";"43";"5";"1";"-";"-";"-";"-"
"627004";"627004";"74";"13";"3";"850";"747";"6";"0";"741";"201";"25";"96";"22";"34";"24";"280";"46";"13";"0";"-";"-";"-";"-"
"627005";"627005";"74";"13";"3";"1181";"1032";"5";"4";"1023";"296";"38";"100";"43";"26";"56";"391";"58";"15";"0";"-";"-";"-";"-"
"627006";"627006";"74";"13";"3";"1937";"1650";"13";"2";"1635";"436";"56";"187";"51";"63";"50";"659";"114";"17";"2";"-";"-";"-";"-"
"627007";"627007";"74";"13";"3";"1102";"924";"8";"1";"915";"262";"41";"113";"22";"38";"18";"339";"74";"8";"0";"-";"-";"-";"-"
"627008";"627008";"74";"13";"3";"553";"496";"5";"1";"490";"126";"32";"37";"9";"32";"5";"184";"57";"8";"0";"-";"-";"-";"-"
"627009";"627009";"74";"13";"3";"725";"627";"8";"0";"619";"228";"12";"58";"27";"17";"13";"236";"22";"6";"0";"-";"-";"-";"-"
"627010";"627010";"74";"13";"3";"367";"310";"2";"0";"308";"42";"12";"28";"12";"26";"5";"145";"36";"2";"0";"-";"-";"-";"-"
"629001";"629001";"71";"13";"3";"3669";"3038";"34";"7";"2997";"1070";"125";"386";"62";"186";"115";"832";"189";"31";"1";"-";"-";"-";"-"
"629002";"629002";"71";"13";"3";"370";"328";"1";"0";"327";"94";"21";"20";"11";"18";"18";"115";"25";"5";"0";"-";"-";"-";"-"
"629003";"629003";"71";"13";"3";"1010";"862";"5";"0";"857";"264";"38";"75";"21";"43";"13";"334";"62";"7";"0";"-";"-";"-";"-"
"631001";"631001";"72";"13";"3";"10815";"8496";"61";"31";"8404";"3400";"338";"1055";"193";"563";"190";"1962";"484";"207";"12";"-";"-";"-";"-"
"631002";"631002";"72";"13";"3";"2769";"2275";"22";"5";"2248";"1035";"91";"268";"38";"154";"48";"434";"123";"55";"2";"-";"-";"-";"-"
"631003";"631003";"72";"13";"3";"4682";"3730";"20";"19";"3691";"1709";"161";"429";"93";"271";"48";"660";"226";"89";"5";"-";"-";"-";"-"
"631004";"631004";"72";"13";"3";"3919";"3324";"18";"8";"3298";"1322";"120";"438";"92";"287";"76";"707";"209";"45";"2";"-";"-";"-";"-"
"631005";"631005";"72";"13";"3";"725";"640";"5";"2";"633";"200";"34";"79";"16";"25";"17";"205";"50";"7";"0";"-";"-";"-";"-"
"631006";"631006";"72";"13";"3";"5600";"4977";"25";"8";"4944";"1385";"244";"995";"160";"272";"98";"1474";"253";"60";"3";"-";"-";"-";"-"
"631007";"631007";"72";"13";"3";"1720";"1450";"9";"1";"1440";"566";"64";"176";"46";"114";"33";"313";"91";"36";"1";"-";"-";"-";"-"
"631008";"631008";"72";"13";"3";"2770";"2345";"21";"3";"2321";"905";"117";"289";"51";"174";"48";"553";"126";"56";"2";"-";"-";"-";"-"
"631009";"631009";"72";"13";"3";"1154";"1033";"15";"1";"1017";"314";"55";"154";"29";"48";"28";"305";"55";"29";"0";"-";"-";"-";"-"
"631010";"631010";"72";"13";"3";"864";"762";"5";"0";"757";"199";"47";"99";"23";"33";"11";"269";"54";"22";"0";"-";"-";"-";"-"
"631011";"631011";"72";"13";"3";"3391";"2997";"14";"6";"2977";"886";"145";"567";"97";"121";"47";"922";"176";"14";"2";"-";"-";"-";"-"
"631012";"631012";"72";"13";"3";"2619";"2320";"4";"5";"2311";"572";"141";"466";"59";"138";"47";"727";"130";"31";"0";"-";"-";"-";"-"
"651001";"651001";"77";"14";"3";"2833";"2511";"8";"9";"2494";"518";"46";"562";"52";"63";"201";"846";"199";"7";"-";"-";"-";"-";"-"
"651002";"651002";"77";"14";"3";"533";"495";"6";"0";"489";"63";"7";"75";"14";"8";"54";"221";"45";"2";"-";"-";"-";"-";"-"
"651003";"651003";"77";"14";"3";"614";"504";"3";"2";"499";"165";"14";"61";"8";"12";"18";"165";"51";"5";"-";"-";"-";"-";"-"
"651004";"651004";"77";"14";"3";"910";"792";"6";"0";"786";"166";"21";"105";"16";"15";"40";"315";"105";"3";"-";"-";"-";"-";"-"
"653001";"653001";"79";"14";"3";"5094";"4196";"34";"8";"4154";"1269";"118";"528";"92";"137";"179";"1417";"366";"48";"-";"-";"-";"-";"-"
"653002";"653002";"79";"14";"3";"772";"647";"7";"1";"639";"126";"13";"61";"18";"16";"63";"276";"62";"4";"-";"-";"-";"-";"-"
"653003";"653003";"79";"14";"3";"332";"280";"2";"0";"278";"68";"8";"25";"2";"11";"7";"130";"23";"4";"-";"-";"-";"-";"-"
"653004";"653004";"79";"14";"3";"250";"217";"0";"0";"217";"20";"7";"18";"4";"4";"23";"114";"27";"0";"-";"-";"-";"-";"-"
"655001";"655001";"79";"14";"3";"3378";"2931";"25";"9";"2897";"855";"85";"408";"61";"71";"236";"976";"177";"28";"-";"-";"-";"-";"-"
"655003";"655003";"79";"14";"3";"538";"480";"3";"1";"476";"98";"21";"46";"3";"32";"11";"211";"42";"12";"-";"-";"-";"-";"-"
"655004";"655004";"79";"14";"3";"624";"542";"3";"1";"538";"69";"13";"80";"11";"8";"41";"271";"36";"9";"-";"-";"-";"-";"-"
"655005";"655005";"79";"14";"3";"445";"389";"3";"2";"384";"63";"13";"31";"11";"6";"11";"211";"37";"1";"-";"-";"-";"-";"-"
"655006";"655006";"79";"14";"3";"359";"326";"2";"0";"324";"59";"12";"28";"3";"5";"29";"161";"26";"1";"-";"-";"-";"-";"-"
"655007";"655007";"79";"14";"3";"489";"387";"4";"0";"383";"91";"5";"31";"8";"8";"58";"139";"38";"5";"-";"-";"-";"-";"-"
"655008";"655008";"79";"14";"3";"683";"589";"5";"0";"584";"135";"7";"40";"9";"13";"57";"259";"55";"9";"-";"-";"-";"-";"-"
"655009";"655009";"79";"14";"3";"616";"542";"5";"0";"537";"119";"6";"53";"5";"23";"69";"222";"33";"7";"-";"-";"-";"-";"-"
"657001";"657001";"78";"14";"3";"19656";"16578";"109";"68";"16401";"5539";"418";"2880";"337";"759";"757";"4404";"1071";"236";"-";"-";"-";"-";"-"
"657002";"657002";"78";"14";"3";"702";"609";"4";"0";"605";"173";"11";"80";"12";"17";"28";"220";"55";"9";"-";"-";"-";"-";"-"
"657003";"657003";"78";"14";"3";"390";"329";"1";"0";"328";"155";"5";"29";"5";"18";"6";"85";"22";"3";"-";"-";"-";"-";"-"
"657004";"657004";"78";"14";"3";"991";"832";"2";"2";"828";"366";"23";"92";"12";"81";"43";"136";"44";"31";"-";"-";"-";"-";"-"
"657005";"657005";"78";"14";"3";"5592";"4957";"30";"13";"4914";"1248";"133";"959";"120";"202";"286";"1655";"272";"39";"-";"-";"-";"-";"-"
"657006";"657006";"78";"14";"3";"707";"614";"7";"2";"605";"191";"6";"82";"16";"11";"19";"236";"40";"4";"-";"-";"-";"-";"-"
"657007";"657007";"78";"14";"3";"774";"662";"4";"2";"656";"212";"12";"53";"12";"33";"61";"181";"81";"11";"-";"-";"-";"-";"-"
"657008";"657008";"78";"14";"3";"3440";"3117";"13";"1";"3103";"883";"109";"542";"89";"120";"94";"1031";"202";"33";"-";"-";"-";"-";"-"
"657009";"657009";"78";"14";"3";"395";"334";"1";"0";"333";"46";"4";"40";"1";"9";"18";"158";"53";"4";"-";"-";"-";"-";"-"
"657010";"657010";"78";"14";"3";"436";"413";"1";"2";"410";"98";"4";"43";"4";"8";"45";"174";"25";"9";"-";"-";"-";"-";"-"
"657011";"657011";"78";"14";"3";"3259";"2912";"12";"2";"2898";"792";"59";"430";"82";"87";"170";"1046";"207";"25";"-";"-";"-";"-";"-"
"657012";"657012";"78";"14";"3";"592";"527";"3";"1";"523";"171";"10";"54";"13";"27";"15";"169";"58";"6";"-";"-";"-";"-";"-"
"657013";"657013";"78";"14";"3";"3086";"2691";"22";"3";"2666";"687";"60";"419";"61";"78";"106";"1012";"222";"21";"-";"-";"-";"-";"-"
"657014";"657014";"78";"14";"3";"3642";"3277";"15";"5";"3257";"1032";"70";"455";"100";"144";"197";"1017";"208";"34";"-";"-";"-";"-";"-"
"657015";"657015";"78";"14";"3";"233";"211";"2";"1";"208";"43";"4";"23";"3";"7";"7";"103";"16";"2";"-";"-";"-";"-";"-"
"659001";"659001";"76";"14";"3";"1059";"929";"5";"1";"923";"164";"19";"84";"29";"24";"48";"466";"80";"9";"-";"-";"-";"-";"-"
"659002";"659002";"76";"14";"3";"2867";"2211";"16";"4";"2191";"380";"42";"389";"48";"48";"167";"832";"272";"13";"-";"-";"-";"-";"-"
"661001";"661001";"77";"14";"3";"13909";"11894";"77";"34";"11783";"3924";"438";"1777";"290";"710";"451";"3270";"754";"169";"-";"-";"-";"-";"-"
"661002";"661002";"77";"14";"3";"1098";"983";"3";"1";"979";"250";"20";"153";"27";"52";"54";"348";"70";"5";"-";"-";"-";"-";"-"
"661003";"661003";"77";"14";"3";"1599";"1357";"2";"3";"1352";"296";"29";"164";"25";"59";"49";"578";"137";"15";"-";"-";"-";"-";"-"
"661004";"661004";"77";"14";"3";"1535";"1388";"8";"3";"1377";"376";"33";"209";"27";"57";"43";"516";"107";"9";"-";"-";"-";"-";"-"
"661005";"661005";"77";"14";"3";"9797";"8319";"52";"21";"8246";"3500";"224";"1193";"228";"487";"276";"1809";"426";"103";"-";"-";"-";"-";"-"
"661006";"661006";"77";"14";"3";"1600";"1462";"4";"6";"1452";"481";"52";"207";"47";"85";"29";"451";"83";"17";"-";"-";"-";"-";"-"
"663001";"663001";"78";"14";"3";"10880";"9283";"55";"28";"9200";"2648";"209";"1661";"221";"266";"440";"2936";"725";"94";"-";"-";"-";"-";"-"
"663002";"663002";"78";"14";"3";"732";"662";"4";"4";"654";"127";"7";"104";"10";"9";"46";"266";"80";"5";"-";"-";"-";"-";"-"
"663003";"663003";"78";"14";"3";"2359";"2057";"6";"3";"2048";"539";"55";"259";"40";"42";"132";"794";"178";"9";"-";"-";"-";"-";"-"
"663004";"663004";"78";"14";"3";"313";"269";"1";"1";"267";"38";"3";"18";"5";"2";"20";"137";"41";"3";"-";"-";"-";"-";"-"
"663005";"663005";"78";"14";"3";"1670";"1484";"7";"1";"1476";"601";"42";"146";"21";"74";"40";"410";"128";"14";"-";"-";"-";"-";"-"
"663006";"663006";"78";"14";"3";"434";"354";"4";"0";"350";"103";"5";"40";"13";"10";"20";"98";"57";"4";"-";"-";"-";"-";"-"
"665001";"665001";"76";"14";"3";"4167";"3515";"16";"16";"3483";"1061";"104";"580";"75";"372";"144";"955";"173";"19";"-";"-";"-";"-";"-"
"665002";"665002";"76";"14";"3";"1382";"1217";"9";"4";"1204";"287";"43";"203";"45";"113";"44";"402";"63";"4";"-";"-";"-";"-";"-"
"665003";"665003";"76";"14";"3";"1274";"1164";"15";"0";"1149";"214";"67";"132";"24";"152";"116";"377";"41";"26";"-";"-";"-";"-";"-"
"665004";"665004";"76";"14";"3";"405";"357";"4";"2";"351";"48";"12";"24";"7";"43";"36";"158";"20";"3";"-";"-";"-";"-";"-"
"665005";"665005";"76";"14";"3";"725";"635";"2";"3";"630";"90";"23";"56";"6";"109";"29";"245";"65";"7";"-";"-";"-";"-";"-"
"665006";"665006";"76";"14";"3";"1860";"1602";"11";"2";"1589";"371";"40";"211";"26";"170";"58";"590";"105";"18";"-";"-";"-";"-";"-"
"665007";"665007";"76";"14";"3";"220";"186";"1";"1";"184";"25";"7";"26";"4";"25";"9";"77";"10";"1";"-";"-";"-";"-";"-"
"665008";"665008";"76";"14";"3";"604";"535";"2";"0";"533";"124";"18";"46";"5";"40";"30";"228";"38";"4";"-";"-";"-";"-";"-"
"665010";"665010";"76";"14";"3";"273";"237";"0";"0";"237";"39";"5";"25";"4";"47";"6";"96";"12";"3";"-";"-";"-";"-";"-"
"665011";"665011";"76";"14";"3";"908";"797";"8";"2";"787";"146";"24";"70";"9";"51";"40";"376";"64";"7";"-";"-";"-";"-";"-"
"665012";"665012";"76";"14";"3";"692";"600";"6";"3";"591";"105";"15";"57";"9";"40";"31";"278";"56";"0";"-";"-";"-";"-";"-"
"665013";"665013";"76";"14";"3";"361";"312";"2";"0";"310";"38";"7";"31";"1";"24";"19";"157";"29";"4";"-";"-";"-";"-";"-"
"665014";"665014";"76";"14";"3";"564";"495";"3";"2";"490";"92";"10";"34";"11";"25";"21";"266";"31";"0";"-";"-";"-";"-";"-"
"665109";"665109";"76";"14";"3";"226";"199";"4";"0";"195";"32";"8";"19";"2";"27";"8";"72";"23";"4";"-";"-";"-";"-";"-"
"665110";"665110";"76";"14";"3";"785";"653";"4";"1";"648";"152";"23";"55";"19";"76";"5";"252";"59";"7";"-";"-";"-";"-";"-"
"667001";"667001";"76";"14";"3";"4226";"3559";"23";"5";"3531";"1214";"132";"456";"90";"185";"144";"1055";"205";"50";"-";"-";"-";"-";"-"
"667002";"667002";"76";"14";"3";"2237";"1959";"11";"5";"1943";"551";"69";"229";"51";"102";"112";"666";"141";"22";"-";"-";"-";"-";"-"
"667003";"667003";"76";"14";"3";"700";"609";"0";"2";"607";"144";"21";"38";"5";"29";"15";"256";"92";"7";"-";"-";"-";"-";"-"
"667004";"667004";"76";"14";"3";"323";"295";"2";"0";"293";"22";"13";"19";"4";"6";"6";"196";"20";"7";"-";"-";"-";"-";"-"
"667005";"667005";"76";"14";"3";"497";"435";"6";"0";"429";"71";"5";"33";"7";"21";"4";"229";"53";"6";"-";"-";"-";"-";"-"
"667006";"667006";"76";"14";"3";"405";"347";"3";"0";"344";"44";"8";"22";"7";"18";"12";"205";"24";"4";"-";"-";"-";"-";"-"
"667007";"667007";"76";"14";"3";"642";"580";"1";"0";"579";"91";"18";"34";"6";"17";"16";"336";"58";"3";"-";"-";"-";"-";"-"
"667008";"667008";"76";"14";"3";"1122";"984";"5";"2";"977";"289";"42";"144";"25";"32";"37";"349";"52";"7";"-";"-";"-";"-";"-"
"667009";"667009";"76";"14";"3";"946";"810";"4";"1";"805";"188";"28";"86";"22";"19";"11";"365";"74";"12";"-";"-";"-";"-";"-"
"667010";"667010";"76";"14";"3";"290";"261";"2";"0";"259";"46";"7";"24";"9";"4";"5";"127";"35";"2";"-";"-";"-";"-";"-"
"667011";"667011";"76";"14";"3";"340";"304";"3";"0";"301";"29";"10";"26";"6";"7";"6";"181";"33";"3";"-";"-";"-";"-";"-"
"667012";"667012";"76";"14";"3";"798";"716";"6";"0";"710";"169";"45";"66";"17";"44";"17";"291";"49";"12";"-";"-";"-";"-";"-"
"667013";"667013";"76";"14";"3";"347";"305";"0";"0";"305";"57";"19";"30";"5";"4";"7";"156";"24";"3";"-";"-";"-";"-";"-"
"669001";"669001";"79";"14";"3";"5605";"4739";"28";"5";"4706";"1381";"108";"601";"102";"138";"522";"1579";"243";"32";"-";"-";"-";"-";"-"
"669002";"669002";"79";"14";"3";"1038";"933";"5";"2";"926";"198";"16";"67";"16";"17";"53";"488";"70";"1";"-";"-";"-";"-";"-"
"669003";"669003";"79";"14";"3";"271";"242";"2";"1";"239";"33";"6";"35";"4";"9";"21";"118";"10";"3";"-";"-";"-";"-";"-"
"669004";"669004";"79";"14";"3";"406";"382";"0";"0";"382";"43";"6";"32";"5";"4";"72";"203";"17";"0";"-";"-";"-";"-";"-"
"669005";"669005";"79";"14";"3";"371";"324";"3";"0";"321";"42";"5";"40";"5";"8";"38";"154";"26";"3";"-";"-";"-";"-";"-"
"669006";"669006";"79";"14";"3";"649";"578";"3";"2";"573";"67";"11";"50";"9";"10";"75";"311";"37";"3";"-";"-";"-";"-";"-"
"669007";"669007";"79";"14";"3";"365";"319";"4";"0";"315";"37";"7";"24";"7";"3";"53";"160";"21";"3";"-";"-";"-";"-";"-"
"669008";"669008";"79";"14";"3";"271";"250";"2";"0";"248";"20";"2";"13";"1";"3";"64";"124";"19";"2";"-";"-";"-";"-";"-"
"669009";"669009";"79";"14";"3";"537";"457";"5";"0";"452";"88";"16";"46";"13";"10";"18";"221";"39";"1";"-";"-";"-";"-";"-"
"671001";"671001";"77";"14";"3";"6981";"5780";"44";"12";"5724";"2509";"148";"696";"148";"370";"111";"1319";"324";"99";"-";"-";"-";"-";"-"
"671002";"671002";"77";"14";"3";"1892";"1687";"12";"2";"1673";"614";"59";"230";"46";"98";"27";"461";"108";"30";"-";"-";"-";"-";"-"
"671003";"671003";"77";"14";"3";"1273";"1129";"8";"2";"1119";"349";"33";"109";"29";"42";"56";"427";"64";"10";"-";"-";"-";"-";"-"
"671004";"671004";"77";"14";"3";"888";"783";"12";"0";"771";"291";"18";"89";"21";"49";"28";"212";"57";"6";"-";"-";"-";"-";"-"
"671005";"671005";"77";"14";"3";"557";"501";"2";"1";"498";"139";"14";"45";"7";"37";"25";"194";"32";"5";"-";"-";"-";"-";"-"
"671006";"671006";"77";"14";"3";"452";"403";"4";"1";"398";"85";"5";"56";"11";"21";"25";"157";"37";"1";"-";"-";"-";"-";"-"
"671007";"671007";"77";"14";"3";"983";"867";"4";"1";"862";"350";"27";"115";"22";"51";"6";"216";"59";"16";"-";"-";"-";"-";"-"
"671008";"671008";"77";"14";"3";"1359";"1190";"8";"1";"1181";"230";"35";"116";"25";"47";"79";"526";"112";"11";"-";"-";"-";"-";"-"
"671009";"671009";"77";"14";"3";"127";"119";"0";"0";"119";"21";"3";"20";"5";"8";"4";"51";"5";"2";"-";"-";"-";"-";"-"
"673001";"673001";"76";"14";"3";"2059";"1600";"12";"4";"1584";"452";"28";"227";"22";"65";"102";"491";"186";"11";"-";"-";"-";"-";"-"
"673002";"673002";"76";"14";"3";"1734";"1438";"5";"6";"1427";"463";"26";"137";"25";"62";"135";"490";"86";"3";"-";"-";"-";"-";"-"
"675001";"675001";"77";"14";"3";"1493";"1294";"7";"1";"1286";"354";"36";"162";"16";"46";"51";"538";"66";"17";"-";"-";"-";"-";"-"
"675003";"675003";"77";"14";"3";"268";"237";"2";"0";"235";"75";"1";"17";"5";"11";"14";"88";"21";"3";"-";"-";"-";"-";"-"
"675004";"675004";"77";"14";"3";"656";"564";"2";"2";"560";"146";"13";"110";"9";"20";"29";"180";"40";"13";"-";"-";"-";"-";"-"
"675005";"675005";"77";"14";"3";"440";"388";"7";"0";"381";"100";"5";"43";"7";"21";"22";"137";"38";"8";"-";"-";"-";"-";"-"
"677001";"677001";"76";"14";"3";"152";"145";"0";"0";"145";"17";"1";"15";"2";"0";"7";"76";"24";"3";"-";"-";"-";"-";"-"
"677002";"677002";"76";"14";"3";"704";"646";"0";"2";"644";"166";"13";"74";"15";"26";"77";"219";"44";"10";"-";"-";"-";"-";"-"
"677003";"677003";"76";"14";"3";"928";"789";"1";"1";"787";"130";"15";"88";"14";"19";"85";"358";"70";"8";"-";"-";"-";"-";"-"
"677004";"677004";"76";"14";"3";"2766";"2413";"11";"1";"2401";"575";"42";"347";"51";"58";"161";"996";"160";"11";"-";"-";"-";"-";"-"
"677005";"677005";"76";"14";"3";"398";"355";"1";"1";"353";"98";"6";"38";"10";"9";"29";"136";"26";"1";"-";"-";"-";"-";"-"
"677006";"677006";"76";"14";"3";"1137";"1020";"0";"0";"1020";"192";"32";"102";"12";"32";"99";"463";"82";"6";"-";"-";"-";"-";"-"
"677007";"677007";"76";"14";"3";"774";"659";"7";"1";"651";"145";"18";"62";"23";"27";"32";"270";"69";"5";"-";"-";"-";"-";"-"
"679001";"679001";"76";"14";"3";"118";"103";"0";"0";"103";"18";"0";"10";"2";"8";"3";"53";"8";"1";"-";"-";"-";"-";"-"
"679002";"679002";"76";"14";"3";"1186";"1025";"7";"4";"1014";"290";"25";"121";"21";"52";"15";"386";"97";"7";"-";"-";"-";"-";"-"
"679003";"679003";"76";"14";"3";"325";"291";"1";"0";"290";"91";"7";"21";"3";"16";"3";"125";"18";"6";"-";"-";"-";"-";"-"
"679004";"679004";"76";"14";"3";"339";"294";"1";"1";"292";"62";"7";"22";"4";"20";"3";"146";"26";"2";"-";"-";"-";"-";"-"
"679005";"679005";"76";"14";"3";"1532";"1277";"14";"5";"1258";"399";"29";"128";"31";"53";"35";"478";"92";"13";"-";"-";"-";"-";"-"
"679006";"679006";"76";"14";"3";"194";"136";"0";"0";"136";"47";"1";"8";"3";"9";"3";"43";"15";"7";"-";"-";"-";"-";"-"
"679007";"679007";"76";"14";"3";"502";"452";"0";"0";"452";"90";"18";"39";"10";"28";"9";"224";"32";"2";"-";"-";"-";"-";"-"
"679008";"679008";"76";"14";"3";"229";"209";"3";"0";"206";"27";"14";"19";"4";"22";"7";"88";"17";"8";"-";"-";"-";"-";"-"
"679009";"679009";"76";"14";"3";"453";"386";"1";"2";"383";"93";"5";"34";"5";"19";"3";"184";"38";"2";"-";"-";"-";"-";"-"
"679010";"679010";"76";"14";"3";"464";"325";"3";"0";"322";"125";"8";"55";"5";"11";"3";"76";"35";"4";"-";"-";"-";"-";"-"
"681001";"681001";"79";"14";"3";"488";"435";"1";"1";"433";"77";"3";"54";"2";"16";"41";"184";"51";"5";"-";"-";"-";"-";"-"
"681003";"681003";"79";"14";"3";"2959";"2545";"14";"3";"2528";"676";"53";"392";"49";"73";"232";"824";"217";"12";"-";"-";"-";"-";"-"
"681004";"681004";"79";"14";"3";"564";"501";"1";"0";"500";"80";"6";"47";"13";"6";"60";"221";"58";"9";"-";"-";"-";"-";"-"
"681005";"681005";"79";"14";"3";"645";"551";"4";"0";"547";"166";"14";"60";"8";"24";"39";"169";"64";"3";"-";"-";"-";"-";"-"
"681006";"681006";"79";"14";"3";"1417";"1267";"8";"0";"1259";"218";"21";"141";"27";"24";"155";"523";"143";"7";"-";"-";"-";"-";"-"
"681007";"681007";"79";"14";"3";"505";"446";"2";"0";"444";"78";"15";"42";"7";"13";"23";"212";"52";"2";"-";"-";"-";"-";"-"
"681008";"681008";"79";"14";"3";"1794";"1548";"6";"0";"1542";"247";"28";"170";"19";"31";"116";"736";"188";"7";"-";"-";"-";"-";"-"
"681010";"681010";"79";"14";"3";"502";"424";"2";"0";"422";"80";"13";"40";"6";"15";"13";"214";"39";"2";"-";"-";"-";"-";"-"
"683001";"683001";"77";"14";"3";"715";"629";"0";"0";"629";"183";"13";"62";"15";"16";"22";"229";"75";"14";"-";"-";"-";"-";"-"
"683002";"683002";"77";"14";"3";"351";"292";"3";"0";"289";"85";"10";"38";"3";"12";"17";"94";"29";"1";"-";"-";"-";"-";"-"
"683003";"683003";"77";"14";"3";"510";"443";"4";"0";"439";"106";"10";"43";"7";"17";"52";"154";"40";"10";"-";"-";"-";"-";"-"
"683004";"683004";"77";"14";"3";"396";"343";"5";"0";"338";"71";"15";"47";"11";"9";"17";"138";"30";"0";"-";"-";"-";"-";"-"
"683005";"683005";"77";"14";"3";"440";"387";"5";"0";"382";"89";"15";"40";"10";"5";"37";"159";"25";"2";"-";"-";"-";"-";"-"
"683007";"683007";"77";"14";"3";"782";"690";"2";"0";"688";"135";"34";"132";"15";"18";"45";"272";"35";"2";"-";"-";"-";"-";"-"
"683008";"683008";"77";"14";"3";"2914";"2453";"18";"6";"2429";"795";"115";"366";"47";"69";"116";"716";"184";"21";"-";"-";"-";"-";"-"
"685001";"685001";"79";"14";"3";"2343";"2056";"9";"4";"2043";"401";"64";"331";"43";"44";"158";"854";"136";"12";"-";"-";"-";"-";"-"
"685002";"685002";"79";"14";"3";"476";"417";"2";"0";"415";"72";"7";"65";"5";"7";"21";"180";"55";"3";"-";"-";"-";"-";"-"
"685003";"685003";"79";"14";"3";"344";"300";"1";"0";"299";"44";"8";"30";"0";"3";"46";"142";"25";"1";"-";"-";"-";"-";"-"
"685004";"685004";"79";"14";"3";"1596";"1354";"5";"2";"1347";"369";"32";"151";"26";"38";"86";"483";"133";"29";"-";"-";"-";"-";"-"
"685005";"685005";"79";"14";"3";"322";"269";"4";"1";"264";"57";"5";"33";"5";"5";"9";"110";"35";"5";"-";"-";"-";"-";"-"
"701001";"701001";"87";"15";"3";"5918";"4850";"19";"11";"4820";"1418";"168";"724";"140";"239";"46";"1384";"287";"78";"0";"336";"0";"-";"-"
"701002";"701002";"87";"15";"3";"2811";"2349";"4";"4";"2341";"619";"83";"254";"62";"106";"31";"834";"149";"57";"0";"146";"0";"-";"-"
"701003";"701003";"87";"15";"3";"1895";"1567";"8";"3";"1556";"522";"36";"151";"34";"99";"21";"461";"73";"20";"0";"139";"0";"-";"-"
"703001";"703001";"86";"15";"3";"866";"799";"7";"1";"791";"213";"44";"88";"18";"40";"19";"262";"33";"20";"0";"54";"0";"-";"-"
"703002";"703002";"86";"15";"3";"3441";"3061";"21";"7";"3033";"1094";"121";"365";"83";"115";"62";"803";"162";"38";"0";"190";"0";"-";"-"
"703003";"703003";"86";"15";"3";"598";"511";"5";"0";"506";"157";"20";"55";"12";"25";"4";"153";"27";"9";"0";"44";"0";"-";"-"
"703004";"703004";"86";"15";"3";"606";"548";"3";"0";"545";"170";"22";"38";"13";"36";"16";"146";"51";"19";"0";"34";"0";"-";"-"
"703005";"703005";"86";"15";"3";"1798";"1606";"7";"0";"1599";"605";"47";"150";"51";"66";"24";"418";"119";"22";"0";"96";"1";"-";"-"
