"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2007 - Stemmeberettigede";"FV2007 - Afgivne stemmer";"FV2007 - Blanke stemmer";"FV2007 - Andre ugyldige stemmer";"FV2007 - Gyldige stemmer";"FV2007 - A. Socialdemokratiet";"FV2007 - B. Det Radikale Venstre";"FV2007 - C. Det Konservative Folkeparti";"FV2007 - F. SF - Socialistisk Folkeparti";"FV2007 - K. Kristendemokraterne";"FV2007 - O. Dansk Folkeparti";"FV2007 - V. Venstre, Danmarks Liberale Parti";"FV2007 - Y. Ny Alliance";"FV2007 - Ø. Enhedslisten - De Rød-Grønne";"FV2007 - 1. Uden for partierne";"FV2007 - 2. Uden for partierne";"FV2007 - 3. Uden for partierne";"FV2007 - 4. Uden for partierne";"FV2007 - 5. Uden for partierne"
"630016";"630016";"57";"7";"2";"1483";"1323";"14";"4";"1305";"220";"49";"123";"177";"15";"201";"483";"32";"5";"-";"-";"-";"-";"-"
"630017";"630017";"56";"7";"2";"4371";"3708";"18";"9";"3681";"567";"116";"297";"259";"59";"692";"1626";"52";"13";"-";"-";"-";"-";"-"
"630018";"630018";"56";"7";"2";"1745";"1527";"11";"6";"1510";"218";"51";"125";"133";"30";"388";"529";"26";"10";"-";"-";"-";"-";"-"
"630019";"630019";"56";"7";"2";"935";"809";"3";"0";"806";"127";"53";"71";"71";"9";"154";"301";"14";"6";"-";"-";"-";"-";"-"
"630020";"630020";"56";"7";"2";"874";"776";"8";"1";"767";"116";"15";"49";"55";"8";"163";"342";"16";"3";"-";"-";"-";"-";"-"
"630021";"630021";"56";"7";"2";"827";"740";"2";"1";"737";"76";"26";"60";"51";"13";"153";"336";"17";"5";"-";"-";"-";"-";"-"
"630022";"630022";"56";"7";"2";"385";"361";"5";"0";"356";"46";"21";"30";"32";"1";"55";"161";"8";"2";"-";"-";"-";"-";"-"
"630023";"630023";"56";"7";"2";"1257";"1076";"15";"3";"1058";"154";"38";"98";"110";"5";"197";"432";"18";"6";"-";"-";"-";"-";"-"
"630024";"630024";"56";"7";"2";"2793";"2537";"14";"10";"2513";"514";"222";"261";"417";"28";"267";"714";"55";"35";"-";"-";"-";"-";"-"
"630025";"630025";"56";"7";"2";"800";"697";"3";"1";"693";"105";"26";"54";"81";"11";"111";"284";"13";"8";"-";"-";"-";"-";"-"
"630026";"630026";"56";"7";"2";"540";"482";"0";"0";"482";"78";"20";"36";"72";"10";"60";"187";"14";"5";"-";"-";"-";"-";"-"
"630027";"630027";"56";"7";"2";"966";"887";"4";"3";"880";"186";"42";"83";"96";"19";"129";"288";"31";"6";"-";"-";"-";"-";"-"
"630028";"630028";"57";"7";"2";"10534";"8176";"38";"45";"8093";"2100";"344";"681";"1441";"86";"1317";"1809";"209";"106";"-";"-";"-";"-";"-"
"630029";"630029";"57";"7";"2";"2912";"2396";"12";"12";"2372";"632";"113";"192";"412";"23";"407";"478";"60";"55";"-";"-";"-";"-";"-"
"630030";"630030";"57";"7";"2";"2404";"2025";"18";"8";"1999";"588";"112";"130";"294";"12";"345";"431";"47";"40";"-";"-";"-";"-";"-"
"630031";"630031";"56";"7";"2";"4174";"3550";"11";"14";"3525";"905";"154";"281";"568";"53";"510";"861";"99";"94";"-";"-";"-";"-";"-"
"630032";"630032";"56";"7";"2";"811";"753";"4";"1";"748";"143";"28";"88";"63";"14";"126";"259";"25";"2";"-";"-";"-";"-";"-"
"630033";"630033";"56";"7";"2";"5901";"5310";"10";"12";"5288";"1011";"240";"822";"455";"37";"622";"1893";"168";"40";"-";"-";"-";"-";"-"
"630034";"630034";"56";"7";"2";"1741";"1500";"9";"2";"1489";"356";"94";"137";"245";"16";"197";"369";"54";"21";"-";"-";"-";"-";"-"
"630035";"630035";"56";"7";"2";"2761";"2469";"6";"8";"2455";"594";"106";"203";"345";"24";"386";"715";"51";"31";"-";"-";"-";"-";"-"
"657001";"657001";"80";"9";"3";"19254";"16162";"83";"42";"16037";"3680";"793";"1207";"1483";"506";"2139";"5788";"312";"125";"4";"-";"-";"-";"-"
"657002";"657002";"80";"9";"3";"711";"597";"6";"0";"591";"135";"13";"31";"33";"33";"99";"239";"5";"3";"0";"-";"-";"-";"-"
"657003";"657003";"80";"9";"3";"347";"311";"1";"0";"310";"64";"12";"15";"38";"5";"57";"110";"5";"4";"0";"-";"-";"-";"-"
"657004";"657004";"81";"9";"3";"1184";"983";"4";"6";"973";"264";"51";"48";"138";"30";"130";"258";"20";"34";"0";"-";"-";"-";"-"
"657005";"657005";"81";"9";"3";"5893";"5323";"25";"6";"5292";"927";"290";"509";"324";"199";"578";"2302";"137";"25";"1";"-";"-";"-";"-"
"657006";"657006";"81";"9";"3";"709";"637";"3";"0";"634";"128";"14";"38";"33";"13";"99";"302";"5";"1";"1";"-";"-";"-";"-"
"657007";"657007";"80";"9";"3";"745";"645";"5";"1";"639";"149";"20";"28";"53";"40";"128";"207";"7";"7";"0";"-";"-";"-";"-"
"657008";"657008";"80";"9";"3";"3760";"3478";"8";"3";"3467";"612";"180";"234";"235";"85";"393";"1666";"51";"11";"0";"-";"-";"-";"-"
"657009";"657009";"81";"9";"3";"370";"309";"2";"1";"306";"30";"20";"14";"13";"5";"52";"172";"0";"0";"0";"-";"-";"-";"-"
"657010";"657010";"81";"9";"3";"443";"401";"2";"0";"399";"51";"18";"9";"21";"32";"56";"197";"10";"5";"0";"-";"-";"-";"-"
"657011";"657011";"81";"9";"3";"3311";"3037";"7";"8";"3022";"562";"119";"235";"166";"123";"409";"1353";"41";"13";"1";"-";"-";"-";"-"
"657012";"657012";"80";"9";"3";"572";"522";"2";"0";"520";"78";"26";"33";"44";"12";"106";"211";"7";"3";"0";"-";"-";"-";"-"
"657013";"657013";"81";"9";"3";"3259";"2928";"17";"7";"2904";"529";"83";"188";"134";"74";"391";"1454";"38";"11";"2";"-";"-";"-";"-"
"657014";"657014";"81";"9";"3";"3584";"3252";"18";"6";"3228";"649";"148";"220";"205";"157";"429";"1339";"63";"16";"2";"-";"-";"-";"-"
"657015";"657015";"81";"9";"3";"207";"195";"0";"0";"195";"32";"10";"9";"20";"4";"32";"83";"3";"1";"1";"-";"-";"-";"-"
"657016";"657016";"81";"9";"3";"2882";"2587";"7";"3";"2577";"412";"61";"206";"141";"212";"317";"1175";"42";"9";"2";"-";"-";"-";"-"
"657017";"657017";"81";"9";"3";"525";"480";"4";"1";"475";"53";"7";"26";"22";"36";"59";"261";"8";"3";"0";"-";"-";"-";"-"
"657018";"657018";"81";"9";"3";"598";"512";"4";"0";"508";"102";"4";"23";"38";"10";"87";"232";"11";"1";"0";"-";"-";"-";"-"
"657019";"657019";"81";"9";"3";"902";"824";"2";"3";"819";"121";"20";"53";"49";"19";"149";"398";"8";"1";"1";"-";"-";"-";"-"
"657020";"657020";"81";"9";"3";"134";"112";"0";"1";"111";"4";"2";"6";"6";"7";"21";"64";"1";"0";"0";"-";"-";"-";"-"
"657021";"657021";"81";"9";"3";"711";"660";"1";"0";"659";"116";"27";"37";"66";"56";"110";"229";"11";"6";"1";"-";"-";"-";"-"
"657022";"657022";"81";"9";"3";"944";"841";"3";"2";"836";"105";"23";"64";"43";"73";"113";"400";"10";"5";"0";"-";"-";"-";"-"
"657023";"657023";"81";"9";"3";"3010";"2713";"11";"5";"2697";"487";"74";"179";"152";"140";"313";"1287";"43";"20";"2";"-";"-";"-";"-"
"657024";"657024";"81";"9";"3";"376";"344";"1";"0";"343";"74";"17";"20";"29";"10";"28";"160";"3";"1";"1";"-";"-";"-";"-"
"657025";"657025";"81";"9";"3";"1202";"1086";"1";"0";"1085";"144";"40";"55";"76";"88";"121";"543";"15";"3";"0";"-";"-";"-";"-"
"657026";"657026";"81";"9";"3";"742";"647";"4";"2";"641";"102";"15";"28";"47";"22";"95";"318";"11";"1";"2";"-";"-";"-";"-"
"657027";"657027";"80";"9";"3";"2417";"2108";"7";"7";"2094";"386";"61";"188";"106";"111";"267";"946";"23";"6";"0";"-";"-";"-";"-"
"657028";"657028";"80";"9";"3";"436";"392";"0";"2";"390";"46";"15";"27";"24";"16";"79";"173";"6";"4";"0";"-";"-";"-";"-"
"657029";"657029";"80";"9";"3";"294";"260";"0";"4";"256";"29";"6";"15";"21";"24";"45";"109";"7";"0";"0";"-";"-";"-";"-"
"657030";"657030";"80";"9";"3";"1548";"1344";"5";"3";"1336";"258";"36";"83";"79";"65";"209";"573";"15";"18";"0";"-";"-";"-";"-"
"657031";"657031";"80";"9";"3";"276";"229";"0";"0";"229";"45";"3";"15";"16";"10";"52";"82";"4";"1";"1";"-";"-";"-";"-"
"661001";"661001";"82";"9";"3";"13880";"11937";"48";"20";"11869";"3044";"504";"686";"1298";"317";"1163";"4538";"212";"105";"2";"-";"-";"-";"-"
"661002";"661002";"82";"9";"3";"2977";"2778";"10";"2";"2766";"649";"119";"160";"253";"57";"298";"1175";"43";"11";"1";"-";"-";"-";"-"
"661003";"661003";"82";"9";"3";"1625";"1425";"3";"2";"1420";"279";"43";"74";"98";"23";"167";"716";"17";"2";"1";"-";"-";"-";"-"
"661004";"661004";"82";"9";"3";"2539";"2353";"8";"6";"2339";"494";"85";"152";"195";"55";"191";"1121";"38";"8";"0";"-";"-";"-";"-"
"661005";"661005";"82";"9";"3";"10023";"8684";"47";"14";"8623";"2559";"323";"434";"1032";"250";"995";"2834";"122";"72";"2";"-";"-";"-";"-"
"661006";"661006";"82";"9";"3";"4334";"3805";"18";"13";"3774";"842";"152";"188";"313";"135";"537";"1540";"51";"14";"2";"-";"-";"-";"-"
"661007";"661007";"82";"9";"3";"1577";"1406";"4";"1";"1401";"224";"55";"86";"124";"94";"148";"643";"19";"8";"0";"-";"-";"-";"-"
"661008";"661008";"82";"9";"3";"2549";"2216";"10";"1";"2205";"402";"52";"123";"235";"26";"278";"1012";"29";"47";"1";"-";"-";"-";"-"
"661009";"661009";"82";"9";"3";"1551";"1344";"7";"0";"1337";"254";"33";"54";"126";"9";"196";"635";"22";"8";"0";"-";"-";"-";"-"
"661010";"661010";"82";"9";"3";"974";"814";"6";"0";"808";"159";"24";"35";"75";"6";"149";"339";"12";"9";"0";"-";"-";"-";"-"
"665001";"665001";"73";"9";"3";"5494";"4736";"12";"16";"4708";"1028";"182";"353";"626";"126";"579";"1720";"65";"28";"1";"-";"-";"-";"-"
"665002";"665002";"73";"9";"3";"1996";"1807";"7";"3";"1797";"296";"100";"123";"334";"62";"161";"660";"42";"19";"0";"-";"-";"-";"-"
"665003";"665003";"73";"9";"3";"1705";"1541";"9";"3";"1529";"277";"49";"92";"238";"26";"171";"652";"19";"5";"0";"-";"-";"-";"-"
"665004";"665004";"73";"9";"3";"1679";"1465";"11";"4";"1450";"264";"48";"53";"241";"32";"192";"583";"25";"11";"1";"-";"-";"-";"-"
"665005";"665005";"73";"9";"3";"1169";"1014";"3";"1";"1010";"121";"33";"41";"122";"19";"133";"504";"22";"12";"3";"-";"-";"-";"-"
"665006";"665006";"73";"9";"3";"1107";"983";"5";"1";"977";"134";"30";"52";"88";"28";"130";"497";"11";"7";"0";"-";"-";"-";"-"
"665007";"665007";"73";"9";"3";"1713";"1383";"11";"2";"1370";"304";"34";"86";"96";"42";"304";"486";"13";"5";"0";"-";"-";"-";"-"
"665008";"665008";"73";"9";"3";"1531";"1346";"3";"3";"1340";"311";"28";"95";"121";"51";"205";"519";"7";"3";"0";"-";"-";"-";"-"
"671001";"671001";"73";"9";"3";"6512";"5540";"27";"16";"5497";"1666";"170";"365";"817";"55";"664";"1601";"99";"59";"1";"-";"-";"-";"-"
"671002";"671002";"73";"9";"3";"1690";"1490";"4";"6";"1480";"423";"59";"124";"206";"23";"160";"447";"30";"8";"0";"-";"-";"-";"-"
"671003";"671003";"73";"9";"3";"1290";"1154";"4";"4";"1146";"206";"32";"66";"110";"40";"128";"543";"20";"1";"0";"-";"-";"-";"-"
"671004";"671004";"73";"9";"3";"863";"770";"5";"1";"764";"208";"26";"33";"115";"14";"72";"276";"18";"1";"1";"-";"-";"-";"-"
"671005";"671005";"73";"9";"3";"511";"460";"1";"0";"459";"92";"18";"21";"70";"7";"34";"204";"10";"3";"0";"-";"-";"-";"-"
"671006";"671006";"73";"9";"3";"409";"383";"1";"0";"382";"54";"14";"24";"35";"15";"61";"175";"4";"0";"0";"-";"-";"-";"-"
"671007";"671007";"73";"9";"3";"1296";"1183";"1";"2";"1180";"312";"46";"87";"125";"4";"129";"449";"23";"5";"0";"-";"-";"-";"-"
"671008";"671008";"73";"9";"3";"1301";"1186";"3";"0";"1183";"197";"30";"54";"97";"40";"138";"606";"19";"2";"0";"-";"-";"-";"-"
"671009";"671009";"73";"9";"3";"154";"146";"0";"0";"146";"24";"8";"10";"29";"2";"11";"53";"7";"1";"1";"-";"-";"-";"-"
"671010";"671010";"73";"9";"3";"1456";"1242";"10";"0";"1232";"279";"38";"113";"117";"49";"120";"492";"15";"9";"0";"-";"-";"-";"-"
"671011";"671011";"73";"9";"3";"250";"225";"3";"0";"222";"57";"3";"11";"22";"5";"33";"87";"3";"1";"0";"-";"-";"-";"-"
"671012";"671012";"73";"9";"3";"617";"535";"3";"1";"531";"112";"10";"47";"67";"21";"102";"166";"2";"4";"0";"-";"-";"-";"-"
"671013";"671013";"73";"9";"3";"427";"386";"4";"3";"379";"79";"11";"34";"58";"17";"49";"122";"3";"6";"0";"-";"-";"-";"-"
"706001";"706001";"66";"8";"3";"6866";"5939";"17";"11";"5911";"1405";"238";"590";"699";"23";"873";"1854";"175";"52";"2";"-";"-";"-";"-"
"706002";"706002";"66";"8";"3";"3018";"2680";"14";"2";"2664";"579";"126";"190";"399";"3";"375";"821";"89";"80";"2";"-";"-";"-";"-"
"706003";"706003";"66";"8";"3";"1768";"1509";"6";"4";"1499";"375";"45";"92";"274";"6";"229";"416";"34";"28";"0";"-";"-";"-";"-"
"706004";"706004";"66";"8";"3";"2490";"2113";"9";"9";"2095";"542";"60";"180";"248";"14";"315";"668";"44";"24";"0";"-";"-";"-";"-"
"706005";"706005";"66";"8";"3";"3454";"2888";"18";"7";"2863";"884";"108";"216";"273";"12";"463";"819";"65";"22";"1";"-";"-";"-";"-"
"706006";"706006";"66";"8";"3";"5062";"4458";"27";"8";"4423";"1156";"195";"429";"453";"29";"627";"1385";"92";"57";"0";"-";"-";"-";"-"
"706007";"706007";"66";"8";"3";"2600";"2258";"17";"5";"2236";"592";"83";"123";"258";"17";"373";"720";"44";"26";"0";"-";"-";"-";"-"
"706008";"706008";"66";"8";"3";"5375";"4700";"23";"14";"4663";"1156";"263";"501";"525";"28";"624";"1369";"129";"68";"0";"-";"-";"-";"-"
"707001";"707001";"66";"8";"3";"6584";"5564";"20";"11";"5533";"1750";"171";"410";"487";"22";"770";"1787";"106";"30";"0";"-";"-";"-";"-"
"707002";"707002";"66";"8";"3";"133";"117";"1";"0";"116";"25";"4";"8";"17";"0";"12";"27";"11";"12";"0";"-";"-";"-";"-"
"707003";"707003";"66";"8";"3";"2113";"1800";"11";"2";"1787";"467";"58";"123";"195";"5";"317";"565";"29";"28";"0";"-";"-";"-";"-"
"707004";"707004";"66";"8";"3";"5393";"4341";"18";"9";"4314";"1551";"105";"259";"423";"13";"762";"1113";"48";"35";"5";"-";"-";"-";"-"
"707006";"707006";"66";"8";"3";"4039";"3359";"10";"7";"3342";"719";"135";"293";"419";"49";"522";"1077";"50";"78";"0";"-";"-";"-";"-"
"707007";"707007";"66";"8";"3";"1727";"1442";"8";"2";"1432";"346";"36";"109";"139";"12";"235";"514";"19";"21";"1";"-";"-";"-";"-"
"707014";"707014";"66";"8";"3";"2593";"2105";"9";"2";"2094";"594";"79";"136";"203";"17";"354";"645";"33";"32";"1";"-";"-";"-";"-"
"707015";"707015";"66";"8";"3";"3564";"2964";"18";"1";"2945";"910";"86";"189";"293";"19";"450";"908";"58";"32";"0";"-";"-";"-";"-"
"707018";"707018";"66";"8";"3";"2918";"2541";"11";"3";"2527";"719";"71";"177";"209";"9";"416";"853";"48";"25";"0";"-";"-";"-";"-"
"710001";"710001";"69";"8";"3";"3854";"3372";"18";"7";"3347";"878";"180";"338";"296";"11";"392";"1111";"106";"34";"1";"-";"-";"-";"-"
"710002";"710002";"69";"8";"3";"2724";"2398";"8";"0";"2390";"653";"100";"211";"220";"14";"276";"835";"58";"23";"0";"-";"-";"-";"-"
"710003";"710003";"69";"8";"3";"2297";"2013";"12";"3";"1998";"490";"76";"182";"155";"16";"301";"720";"44";"13";"1";"-";"-";"-";"-"
"710004";"710004";"69";"8";"3";"5329";"4648";"33";"6";"4609";"1238";"256";"438";"411";"20";"580";"1498";"133";"33";"2";"-";"-";"-";"-"
"710005";"710005";"69";"8";"3";"1492";"1329";"4";"3";"1322";"315";"75";"108";"143";"4";"196";"423";"44";"14";"0";"-";"-";"-";"-"
"710006";"710006";"69";"8";"3";"3063";"2751";"8";"3";"2740";"706";"183";"273";"325";"21";"327";"760";"92";"53";"0";"-";"-";"-";"-"
"710007";"710007";"69";"8";"3";"2825";"2579";"11";"6";"2562";"640";"135";"285";"262";"20";"294";"805";"86";"35";"0";"-";"-";"-";"-"
"710008";"710008";"69";"8";"3";"1832";"1645";"6";"3";"1636";"380";"83";"146";"209";"13";"236";"501";"38";"30";"0";"-";"-";"-";"-"
"710009";"710009";"69";"8";"3";"3062";"2626";"14";"4";"2608";"638";"106";"232";"189";"14";"406";"945";"63";"15";"0";"-";"-";"-";"-"
"710010";"710010";"69";"8";"3";"2694";"2303";"22";"3";"2278";"536";"89";"173";"170";"18";"348";"876";"58";"10";"0";"-";"-";"-";"-"
"710011";"710011";"69";"8";"3";"1530";"1324";"7";"4";"1313";"394";"57";"79";"145";"6";"173";"402";"32";"25";"0";"-";"-";"-";"-"
"710012";"710012";"69";"8";"3";"1791";"1667";"2";"2";"1663";"475";"88";"169";"149";"21";"179";"530";"42";"9";"1";"-";"-";"-";"-"
"727001";"727001";"70";"8";"3";"8699";"7708";"32";"9";"7667";"2293";"383";"763";"934";"48";"789";"2154";"196";"106";"1";"-";"-";"-";"-"
"727002";"727002";"70";"8";"3";"342";"307";"0";"0";"307";"77";"16";"26";"28";"0";"27";"115";"12";"6";"0";"-";"-";"-";"-"
"727003";"727003";"70";"8";"3";"1213";"1146";"2";"2";"1142";"299";"56";"124";"129";"6";"126";"361";"30";"10";"1";"-";"-";"-";"-"
"727004";"727004";"70";"8";"3";"980";"902";"3";"0";"899";"237";"51";"69";"122";"6";"107";"275";"20";"12";"0";"-";"-";"-";"-"
"727005";"727005";"70";"8";"3";"1409";"1304";"4";"1";"1299";"356";"68";"103";"211";"4";"112";"384";"33";"28";"0";"-";"-";"-";"-"
"727006";"727006";"70";"8";"3";"863";"740";"2";"0";"738";"179";"36";"47";"107";"3";"91";"238";"21";"16";"0";"-";"-";"-";"-"
"727007";"727007";"70";"8";"3";"986";"888";"6";"4";"878";"270";"37";"71";"119";"7";"96";"239";"25";"13";"1";"-";"-";"-";"-"
"727008";"727008";"70";"8";"3";"988";"888";"5";"0";"883";"203";"44";"50";"126";"2";"106";"292";"39";"20";"1";"-";"-";"-";"-"
"727009";"727009";"70";"8";"3";"112";"109";"1";"0";"108";"16";"11";"4";"15";"0";"11";"48";"1";"2";"0";"-";"-";"-";"-"
"727010";"727010";"70";"8";"3";"100";"91";"0";"0";"91";"23";"6";"12";"11";"0";"11";"22";"3";"3";"0";"-";"-";"-";"-"
"730001";"730001";"68";"8";"3";"2322";"2046";"9";"3";"2034";"688";"74";"129";"262";"10";"238";"571";"40";"21";"1";"-";"-";"-";"-"
"730002";"730002";"68";"8";"3";"1722";"1569";"7";"2";"1560";"391";"45";"149";"117";"10";"269";"541";"34";"4";"0";"-";"-";"-";"-"
"730004";"730004";"68";"8";"3";"682";"622";"3";"0";"619";"171";"27";"33";"50";"3";"85";"237";"10";"3";"0";"-";"-";"-";"-"
"730005";"730005";"67";"8";"3";"1242";"1025";"5";"3";"1017";"302";"21";"49";"83";"3";"194";"340";"17";"8";"0";"-";"-";"-";"-"
"730006";"730006";"67";"8";"3";"1009";"834";"3";"1";"830";"254";"21";"37";"69";"9";"149";"266";"10";"15";"0";"-";"-";"-";"-"
"730007";"730007";"67";"8";"3";"1158";"993";"6";"0";"987";"284";"24";"50";"89";"7";"164";"347";"13";"9";"0";"-";"-";"-";"-"
"730008";"730008";"67";"8";"3";"1952";"1723";"8";"2";"1713";"485";"63";"97";"123";"6";"250";"642";"35";"12";"0";"-";"-";"-";"-"
"730009";"730009";"67";"8";"3";"1215";"1068";"3";"0";"1065";"318";"32";"63";"65";"12";"189";"368";"14";"4";"0";"-";"-";"-";"-"
"730010";"730010";"67";"8";"3";"1125";"981";"6";"4";"971";"292";"38";"66";"74";"13";"150";"302";"16";"19";"1";"-";"-";"-";"-"
"730011";"730011";"67";"8";"3";"3372";"2950";"5";"3";"2942";"1056";"112";"207";"268";"29";"440";"748";"57";"25";"0";"-";"-";"-";"-"
"730012";"730012";"67";"8";"3";"1457";"1311";"9";"2";"1300";"379";"37";"94";"82";"15";"175";"492";"23";"3";"0";"-";"-";"-";"-"
"730013";"730013";"67";"8";"3";"2643";"2471";"6";"10";"2455";"513";"104";"300";"191";"11";"267";"976";"71";"22";"0";"-";"-";"-";"-"
"730014";"730014";"67";"8";"3";"1937";"1712";"8";"1";"1703";"556";"45";"120";"107";"12";"238";"589";"27";"9";"0";"-";"-";"-";"-"
"730015";"730015";"67";"8";"3";"685";"572";"6";"2";"564";"158";"7";"35";"39";"1";"128";"188";"5";"3";"0";"-";"-";"-";"-"
"730016";"730016";"68";"8";"3";"891";"764";"2";"1";"761";"192";"24";"66";"41";"5";"141";"281";"9";"1";"1";"-";"-";"-";"-"
"730017";"730017";"68";"8";"3";"1036";"881";"6";"5";"870";"242";"30";"80";"55";"8";"149";"286";"13";"5";"2";"-";"-";"-";"-"
"730021";"730021";"68";"8";"3";"1815";"1636";"4";"3";"1629";"460";"64";"141";"122";"12";"246";"546";"26";"12";"0";"-";"-";"-";"-"
"730024";"730024";"68";"8";"3";"4096";"3243";"12";"6";"3225";"1194";"93";"217";"467";"24";"444";"674";"54";"58";"0";"-";"-";"-";"-"
"730025";"730025";"68";"8";"3";"3140";"2527";"15";"7";"2505";"806";"120";"193";"342";"23";"337";"600";"55";"28";"1";"-";"-";"-";"-"
"730026";"730026";"67";"8";"3";"4203";"3533";"20";"5";"3508";"1421";"92";"177";"375";"18";"580";"752";"63";"30";"0";"-";"-";"-";"-"
"730027";"730027";"67";"8";"3";"3823";"3000";"10";"6";"2984";"1399";"72";"140";"371";"29";"450";"441";"47";"34";"1";"-";"-";"-";"-"
"730028";"730028";"68";"8";"3";"3906";"2942";"18";"12";"2912";"877";"104";"252";"384";"29";"375";"746";"70";"74";"1";"-";"-";"-";"-"
"730029";"730029";"67";"8";"3";"5539";"4723";"17";"15";"4691";"1722";"165";"368";"463";"22";"580";"1243";"89";"39";"0";"-";"-";"-";"-"
"730030";"730030";"67";"8";"3";"3191";"2559";"12";"3";"2544";"1076";"64";"132";"360";"17";"359";"465";"35";"36";"0";"-";"-";"-";"-"
"730031";"730031";"68";"8";"3";"5922";"5128";"26";"8";"5094";"1726";"171";"420";"406";"64";"738";"1428";"112";"28";"1";"-";"-";"-";"-"
"730032";"730032";"68";"8";"3";"3266";"2797";"11";"7";"2779";"928";"56";"203";"284";"50";"433";"750";"49";"25";"1";"-";"-";"-";"-"
"730033";"730033";"68";"8";"3";"1358";"1191";"2";"4";"1185";"304";"21";"79";"85";"12";"191";"463";"21";"9";"0";"-";"-";"-";"-"
"730034";"730034";"68";"8";"3";"2251";"2063";"10";"2";"2051";"618";"58";"180";"138";"46";"302";"662";"40";"7";"0";"-";"-";"-";"-"
"730036";"730036";"68";"8";"3";"2694";"2397";"6";"3";"2388";"534";"85";"245";"95";"20";"337";"1021";"48";"3";"0";"-";"-";"-";"-"
"730037";"730037";"68";"8";"3";"774";"687";"1";"2";"684";"176";"21";"54";"70";"6";"104";"229";"12";"12";"0";"-";"-";"-";"-"
"740001";"740001";"77";"9";"3";"1477";"1236";"7";"2";"1227";"285";"35";"88";"117";"18";"229";"426";"22";"7";"0";"-";"-";"-";"-"
"740002";"740002";"77";"9";"3";"1408";"1244";"2";"6";"1236";"280";"64";"111";"145";"78";"114";"386";"48";"10";"0";"-";"-";"-";"-"
"740003";"740003";"77";"9";"3";"894";"820";"8";"0";"812";"140";"26";"78";"78";"22";"126";"308";"27";"7";"0";"-";"-";"-";"-"
"740004";"740004";"77";"9";"3";"1161";"1059";"4";"3";"1052";"257";"55";"91";"118";"19";"138";"331";"26";"17";"0";"-";"-";"-";"-"
"740005";"740005";"77";"9";"3";"1147";"1058";"6";"0";"1052";"260";"46";"97";"80";"44";"110";"384";"25";"6";"0";"-";"-";"-";"-"
"740006";"740006";"78";"9";"3";"7257";"6181";"30";"21";"6130";"1754";"328";"749";"947";"66";"566";"1330";"210";"180";"0";"-";"-";"-";"-"
"740007";"740007";"78";"9";"3";"1959";"1714";"6";"3";"1705";"575";"60";"143";"304";"17";"179";"324";"62";"41";"0";"-";"-";"-";"-"
"740008";"740008";"78";"9";"3";"3440";"3004";"13";"13";"2978";"954";"111";"278";"421";"31";"399";"627";"88";"69";"0";"-";"-";"-";"-"
"740009";"740009";"77";"9";"3";"4104";"3565";"21";"8";"3536";"1111";"143";"474";"332";"49";"439";"793";"149";"45";"1";"-";"-";"-";"-"
"740010";"740010";"77";"9";"3";"925";"832";"1";"2";"829";"193";"21";"65";"95";"14";"138";"268";"29";"6";"0";"-";"-";"-";"-"
"740012";"740012";"77";"9";"3";"973";"855";"6";"2";"847";"175";"29";"67";"88";"14";"135";"305";"26";"8";"0";"-";"-";"-";"-"
"740013";"740013";"77";"9";"3";"1154";"1061";"3";"1";"1057";"251";"55";"115";"135";"10";"124";"282";"61";"24";"0";"-";"-";"-";"-"
"740015";"740015";"77";"9";"3";"1366";"1235";"2";"2";"1231";"392";"47";"141";"112";"17";"155";"319";"34";"14";"0";"-";"-";"-";"-"
"740016";"740016";"77";"9";"3";"2862";"2627";"6";"4";"2617";"565";"139";"406";"284";"19";"280";"769";"120";"35";"0";"-";"-";"-";"-"
"740017";"740017";"77";"9";"3";"713";"647";"5";"0";"642";"139";"36";"57";"72";"8";"72";"208";"45";"5";"0";"-";"-";"-";"-"
"740020";"740020";"78";"9";"3";"2436";"2240";"9";"1";"2230";"450";"127";"335";"232";"20";"236";"703";"98";"28";"1";"-";"-";"-";"-"
"740021";"740021";"78";"9";"3";"5124";"4245";"23";"17";"4205";"1544";"143";"438";"522";"47";"508";"830";"118";"55";"0";"-";"-";"-";"-"
"740022";"740022";"78";"9";"3";"1926";"1743";"8";"4";"1731";"426";"64";"286";"179";"20";"170";"475";"77";"34";"0";"-";"-";"-";"-"
"740023";"740023";"78";"9";"3";"2845";"2618";"9";"4";"2605";"740";"101";"389";"226";"26";"294";"689";"111";"29";"0";"-";"-";"-";"-"
"740024";"740024";"78";"9";"3";"2878";"2708";"8";"6";"2694";"543";"157";"524";"181";"18";"230";"851";"177";"13";"0";"-";"-";"-";"-"
"740025";"740025";"77";"9";"3";"1699";"1525";"10";"0";"1515";"365";"63";"152";"159";"27";"229";"451";"41";"28";"0";"-";"-";"-";"-"
"740026";"740026";"78";"9";"3";"2603";"2321";"10";"4";"2307";"555";"85";"206";"243";"16";"339";"759";"76";"27";"1";"-";"-";"-";"-"
"740027";"740027";"78";"9";"3";"837";"781";"5";"3";"773";"139";"40";"99";"77";"3";"98";"269";"36";"12";"0";"-";"-";"-";"-"
"740028";"740028";"78";"9";"3";"1600";"1378";"6";"3";"1369";"283";"66";"121";"184";"9";"178";"451";"48";"28";"1";"-";"-";"-";"-"
