"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1979 - Stemmeberettigede";"FV1979 - Afgivne stemmer";"FV1979 - Blanke stemmer";"FV1979 - Andre ugyldige stemmer";"FV1979 - Gyldige stemmer";"FV1979 - A. Socialdemokratiet";"FV1979 - B. Det Radikale Venstre";"FV1979 - C. Det Konservative Folkeparti";"FV1979 - E. Danmarks Retsforbund";"FV1979 - F. Socialistisk Folkeparti";"FV1979 - K. Danmarks Kommunistiske Parti";"FV1979 - M. Centrum-Demokraterne";"FV1979 - Q. Kristeligt Folkeparti";"FV1979 - R. Arbejderpartiet KAP";"FV1979 - V. Venstre, Danmarks Liberale Parti";"FV1979 - Y. Venstresocialisterne";"FV1979 - Z. Fremskridtspartiet";"FV1979 - 1. Uden for partierne";"FV1979 - 2. Uden for partierne"
"789008";"789008";"93";"16";"3";"638";"557";"2";"1";"554";"150";"35";"45";"8";"6";"5";"21";"49";"1";"128";"5";"101";"-";"-"
"789009";"789009";"93";"16";"3";"392";"328";"2";"0";"326";"62";"21";"33";"4";"4";"1";"7";"11";"0";"115";"2";"66";"-";"-"
"789010";"789010";"93";"16";"3";"1105";"1009";"6";"1";"1002";"222";"70";"115";"9";"18";"4";"43";"71";"0";"281";"4";"165";"-";"-"
"791001";"791001";"93";"16";"3";"19087";"16107";"106";"22";"15979";"6541";"733";"2124";"324";"888";"207";"616";"492";"52";"1907";"359";"1736";"-";"-"
"791002";"791002";"93";"16";"3";"2121";"1893";"11";"1";"1881";"448";"99";"240";"28";"54";"10";"47";"67";"9";"573";"24";"282";"-";"-"
"791003";"791003";"93";"16";"3";"2186";"1781";"7";"4";"1770";"460";"115";"239";"35";"100";"13";"65";"51";"5";"395";"53";"239";"-";"-"
"791102";"791102";"93";"16";"3";"4911";"4287";"14";"6";"4267";"1147";"279";"699";"84";"203";"41";"193";"168";"14";"868";"91";"480";"-";"-"
"793001";"793001";"93";"16";"3";"1658";"1443";"10";"5";"1428";"473";"69";"184";"16";"30";"4";"56";"122";"6";"276";"11";"181";"-";"-"
"793004";"793004";"93";"16";"3";"684";"591";"5";"0";"586";"131";"18";"66";"6";"8";"2";"13";"96";"0";"150";"11";"85";"-";"-"
"793005";"793005";"93";"16";"3";"514";"462";"1";"1";"460";"160";"17";"33";"2";"6";"0";"7";"63";"0";"108";"7";"57";"-";"-"
"793006";"793006";"93";"16";"3";"420";"382";"0";"1";"381";"64";"24";"29";"3";"4";"1";"11";"38";"0";"128";"2";"77";"-";"-"
"793007";"793007";"93";"16";"3";"917";"814";"7";"0";"807";"276";"45";"78";"13";"20";"3";"28";"38";"0";"176";"4";"126";"-";"-"
"793008";"793008";"93";"16";"3";"436";"385";"1";"1";"383";"84";"13";"37";"5";"1";"1";"12";"39";"0";"117";"2";"72";"-";"-"
"793102";"793102";"93";"16";"3";"189";"156";"0";"0";"156";"33";"6";"10";"0";"1";"0";"1";"21";"0";"67";"1";"16";"-";"-"
"793103";"793103";"93";"16";"3";"321";"271";"1";"0";"270";"56";"15";"24";"0";"8";"2";"14";"24";"0";"87";"0";"40";"-";"-"
"793106";"793106";"93";"16";"3";"294";"238";"0";"0";"238";"43";"16";"14";"0";"2";"1";"11";"17";"0";"97";"1";"36";"-";"-"
"801001";"801001";"102";"17";"3";"1554";"1274";"11";"5";"1258";"510";"52";"132";"23";"38";"23";"46";"34";"0";"200";"17";"183";"-";"-"
"801002";"801002";"102";"17";"3";"879";"738";"5";"2";"731";"274";"32";"56";"7";"20";"2";"20";"9";"0";"177";"16";"118";"-";"-"
"801003";"801003";"102";"17";"3";"646";"536";"1";"1";"534";"142";"34";"52";"5";"12";"2";"30";"19";"1";"130";"6";"101";"-";"-"
"801004";"801004";"102";"17";"3";"709";"600";"1";"0";"599";"187";"29";"61";"10";"8";"2";"20";"24";"3";"167";"6";"82";"-";"-"
"801005";"801005";"102";"17";"3";"718";"630";"4";"1";"625";"166";"39";"59";"2";"5";"5";"27";"52";"3";"159";"4";"104";"-";"-"
"801006";"801006";"102";"17";"3";"1007";"846";"4";"1";"841";"206";"92";"47";"11";"15";"0";"30";"25";"2";"220";"5";"188";"-";"-"
"801007";"801007";"102";"17";"3";"333";"271";"1";"0";"270";"91";"12";"25";"4";"9";"2";"5";"4";"0";"76";"6";"36";"-";"-"
"803001";"803001";"98";"17";"3";"2103";"1760";"6";"1";"1753";"600";"79";"145";"22";"40";"11";"57";"183";"2";"344";"28";"242";"-";"-"
"803002";"803002";"98";"17";"3";"1265";"1104";"7";"1";"1096";"351";"42";"73";"13";"20";"12";"45";"62";"2";"252";"30";"194";"-";"-"
"803003";"803003";"98";"17";"3";"550";"486";"3";"0";"483";"148";"16";"32";"9";"10";"4";"24";"19";"1";"116";"8";"96";"-";"-"
"803004";"803004";"98";"17";"3";"890";"740";"5";"2";"733";"180";"27";"29";"14";"21";"22";"31";"48";"0";"221";"21";"119";"-";"-"
"803005";"803005";"98";"17";"3";"1454";"1250";"2";"0";"1248";"323";"54";"58";"16";"46";"12";"48";"163";"2";"248";"26";"252";"-";"-"
"805010";"805010";"96";"17";"3";"8450";"7262";"45";"5";"7212";"3151";"308";"660";"236";"296";"67";"197";"256";"23";"1102";"124";"792";"-";"-"
"805034";"805034";"96";"17";"3";"586";"517";"2";"1";"514";"115";"22";"55";"14";"7";"2";"9";"20";"1";"155";"11";"103";"-";"-"
"805036";"805036";"96";"17";"3";"392";"325";"2";"0";"323";"61";"10";"16";"9";"6";"6";"8";"5";"1";"99";"7";"95";"-";"-"
"805040";"805040";"96";"17";"3";"746";"664";"6";"2";"656";"165";"30";"42";"29";"14";"7";"17";"30";"1";"217";"14";"90";"-";"-"
"805050";"805050";"96";"17";"3";"997";"827";"3";"0";"824";"269";"40";"56";"31";"23";"7";"18";"34";"4";"216";"18";"108";"-";"-"
"805054";"805054";"96";"17";"3";"183";"165";"0";"0";"165";"33";"2";"13";"1";"5";"1";"3";"5";"0";"69";"6";"27";"-";"-"
"805056";"805056";"96";"17";"3";"586";"493";"2";"0";"491";"133";"13";"29";"7";"11";"5";"5";"17";"1";"162";"7";"101";"-";"-"
"805060";"805060";"96";"17";"3";"321";"294";"1";"0";"293";"71";"9";"34";"6";"11";"2";"10";"6";"0";"77";"9";"58";"-";"-"
"805070";"805070";"96";"17";"3";"1217";"1010";"4";"0";"1006";"272";"68";"74";"32";"24";"2";"35";"29";"3";"293";"10";"164";"-";"-"
"805074";"805074";"96";"17";"3";"341";"280";"1";"0";"279";"51";"13";"12";"3";"11";"2";"6";"14";"2";"98";"1";"66";"-";"-"
"805076";"805076";"96";"17";"3";"292";"247";"1";"0";"246";"64";"7";"15";"7";"8";"4";"7";"12";"0";"68";"3";"51";"-";"-"
"805080";"805080";"96";"17";"3";"661";"589";"4";"0";"585";"161";"32";"38";"11";"17";"8";"9";"19";"2";"192";"9";"87";"-";"-"
"807001";"807001";"96";"17";"3";"729";"623";"4";"0";"619";"164";"18";"52";"5";"18";"1";"25";"39";"0";"173";"10";"114";"-";"-"
"807002";"807002";"96";"17";"3";"1642";"1372";"10";"6";"1356";"469";"44";"119";"25";"44";"23";"41";"62";"7";"244";"22";"256";"-";"-"
"807003";"807003";"96";"17";"3";"3375";"2947";"8";"2";"2937";"889";"117";"284";"32";"87";"15";"97";"187";"6";"716";"52";"455";"-";"-"
"807004";"807004";"96";"17";"3";"959";"836";"5";"0";"831";"250";"31";"49";"11";"15";"10";"42";"49";"0";"221";"8";"145";"-";"-"
"807005";"807005";"96";"17";"3";"2153";"1873";"12";"3";"1858";"734";"63";"180";"27";"70";"23";"67";"54";"4";"336";"32";"268";"-";"-"
"807006";"807006";"96";"17";"3";"1143";"1015";"3";"0";"1012";"283";"25";"60";"9";"26";"9";"23";"32";"6";"317";"21";"201";"-";"-"
"807007";"807007";"96";"17";"3";"325";"288";"1";"0";"287";"48";"17";"18";"3";"3";"1";"5";"30";"2";"116";"0";"44";"-";"-"
"807008";"807008";"96";"17";"3";"462";"404";"0";"0";"404";"108";"10";"25";"5";"15";"2";"18";"10";"2";"118";"7";"84";"-";"-"
"807103";"807103";"96";"17";"3";"255";"221";"4";"0";"217";"54";"7";"10";"1";"6";"0";"7";"14";"1";"72";"5";"40";"-";"-"
"809001";"809001";"103";"17";"3";"2913";"2443";"12";"1";"2430";"583";"124";"253";"43";"34";"16";"117";"216";"9";"514";"22";"499";"-";"-"
"809002";"809002";"103";"17";"3";"723";"602";"9";"0";"593";"134";"25";"54";"7";"10";"8";"21";"48";"0";"159";"12";"115";"-";"-"
"809003";"809003";"103";"17";"3";"766";"632";"1";"1";"630";"204";"23";"52";"4";"11";"1";"16";"33";"1";"120";"4";"161";"-";"-"
"809004";"809004";"103";"17";"3";"567";"482";"2";"2";"478";"116";"37";"31";"3";"8";"3";"17";"22";"1";"136";"7";"97";"-";"-"
"809005";"809005";"103";"17";"3";"882";"771";"1";"0";"770";"175";"52";"43";"13";"12";"6";"16";"44";"3";"221";"9";"176";"-";"-"
"811001";"811001";"98";"17";"3";"2709";"2288";"10";"2";"2276";"679";"98";"269";"44";"54";"9";"100";"177";"5";"467";"16";"358";"-";"-"
"811002";"811002";"98";"17";"3";"1176";"980";"3";"1";"976";"260";"43";"65";"39";"22";"7";"26";"44";"2";"327";"9";"132";"-";"-"
"811003";"811003";"98";"17";"3";"955";"843";"3";"0";"840";"161";"26";"54";"21";"14";"6";"26";"59";"3";"285";"13";"172";"-";"-"
"811004";"811004";"98";"17";"3";"1108";"972";"7";"1";"964";"197";"27";"72";"14";"18";"4";"37";"142";"1";"249";"19";"184";"-";"-"
"813001";"813001";"95";"17";"3";"18828";"15595";"78";"23";"15494";"7634";"477";"1580";"397";"846";"282";"427";"358";"31";"1244";"277";"1941";"-";"-"
"813006";"813006";"95";"17";"3";"2792";"2363";"9";"1";"2353";"713";"88";"215";"57";"52";"8";"87";"315";"4";"331";"16";"467";"-";"-"
"813007";"813007";"95";"17";"3";"748";"644";"0";"0";"644";"204";"26";"59";"24";"27";"3";"25";"19";"1";"143";"14";"99";"-";"-"
"813009";"813009";"95";"17";"3";"1190";"1059";"5";"2";"1052";"294";"45";"132";"21";"29";"5";"42";"60";"0";"231";"13";"180";"-";"-"
"813103";"813103";"95";"17";"3";"1547";"1330";"9";"2";"1319";"333";"50";"100";"20";"46";"6";"41";"101";"1";"320";"20";"281";"-";"-"
"813106";"813106";"95";"17";"3";"10";"8";"1";"0";"7";"2";"0";"3";"0";"0";"0";"0";"1";"0";"0";"1";"0";"-";"-"
"815001";"815001";"102";"17";"3";"3871";"3184";"14";"4";"3166";"1497";"91";"365";"64";"101";"15";"125";"52";"11";"373";"50";"422";"-";"-"
"815002";"815002";"102";"17";"3";"635";"488";"3";"1";"484";"231";"21";"36";"8";"16";"2";"10";"11";"2";"73";"4";"70";"-";"-"
"815003";"815003";"102";"17";"3";"517";"430";"2";"1";"427";"200";"18";"42";"8";"2";"4";"4";"10";"0";"76";"3";"60";"-";"-"
"815004";"815004";"102";"17";"3";"591";"459";"0";"1";"458";"188";"16";"17";"10";"10";"1";"11";"9";"0";"122";"3";"71";"-";"-"
"815005";"815005";"102";"17";"3";"368";"297";"2";"1";"294";"96";"7";"18";"0";"4";"0";"9";"8";"0";"83";"5";"64";"-";"-"
"815006";"815006";"102";"17";"3";"211";"182";"0";"0";"182";"78";"3";"16";"5";"3";"0";"5";"3";"1";"26";"4";"38";"-";"-"
"815007";"815007";"102";"17";"3";"971";"802";"5";"0";"797";"310";"35";"70";"10";"15";"2";"29";"22";"4";"159";"2";"139";"-";"-"
"815008";"815008";"102";"17";"3";"670";"541";"0";"0";"541";"217";"17";"49";"4";"6";"4";"21";"7";"1";"140";"8";"67";"-";"-"
"817001";"817001";"99";"17";"3";"1470";"1290";"15";"1";"1274";"413";"63";"106";"25";"44";"20";"51";"62";"3";"278";"19";"190";"-";"-"
"817002";"817002";"99";"17";"3";"302";"264";"0";"0";"264";"75";"3";"20";"7";"10";"5";"3";"13";"2";"71";"6";"49";"-";"-"
"817003";"817003";"99";"17";"3";"1911";"1690";"11";"3";"1676";"632";"84";"107";"38";"68";"23";"68";"71";"3";"335";"33";"214";"-";"-"
"817004";"817004";"99";"17";"3";"1940";"1655";"9";"2";"1644";"568";"61";"142";"42";"66";"29";"63";"47";"3";"289";"27";"307";"-";"-"
"817005";"817005";"99";"17";"3";"502";"436";"1";"0";"435";"105";"13";"31";"12";"11";"12";"12";"44";"0";"104";"4";"87";"-";"-"
"817006";"817006";"99";"17";"3";"1112";"937";"5";"0";"932";"337";"30";"41";"14";"23";"4";"24";"61";"3";"214";"17";"164";"-";"-"
"819001";"819001";"97";"17";"3";"758";"661";"3";"0";"658";"148";"51";"54";"19";"19";"0";"28";"92";"0";"124";"3";"120";"-";"-"
"819002";"819002";"97";"17";"3";"676";"554";"4";"1";"549";"162";"23";"27";"24";"24";"1";"24";"39";"1";"113";"2";"109";"-";"-"
"819003";"819003";"97";"17";"3";"4736";"3638";"17";"4";"3617";"1443";"123";"291";"118";"79";"19";"133";"193";"14";"438";"40";"726";"-";"-"
"819005";"819005";"97";"17";"3";"323";"281";"0";"0";"281";"79";"15";"22";"5";"8";"0";"9";"11";"0";"93";"2";"37";"-";"-"
"819006";"819006";"97";"17";"3";"870";"749";"2";"1";"746";"201";"38";"48";"21";"38";"4";"24";"38";"0";"167";"12";"155";"-";"-"
"819007";"819007";"97";"17";"3";"1420";"1179";"5";"4";"1170";"288";"70";"100";"12";"30";"2";"36";"82";"2";"367";"6";"175";"-";"-"
"819008";"819008";"97";"17";"3";"640";"505";"1";"0";"504";"127";"19";"31";"14";"14";"0";"11";"31";"0";"171";"9";"77";"-";"-"
"819009";"819009";"97";"17";"3";"339";"277";"3";"0";"274";"65";"5";"8";"3";"2";"3";"3";"22";"0";"94";"4";"65";"-";"-"
"819010";"819010";"97";"17";"3";"438";"354";"1";"0";"353";"78";"9";"21";"2";"6";"4";"9";"28";"0";"125";"5";"66";"-";"-"
"821001";"821001";"97";"17";"3";"18295";"15625";"79";"13";"15533";"6278";"781";"1557";"379";"766";"194";"562";"638";"41";"2320";"312";"1705";"-";"-"
"821002";"821002";"97";"17";"3";"2693";"2260";"10";"2";"2248";"590";"136";"159";"34";"39";"11";"69";"164";"4";"582";"16";"444";"-";"-"
"821003";"821003";"97";"17";"3";"1775";"1438";"5";"1";"1432";"341";"58";"64";"25";"48";"6";"55";"58";"6";"519";"22";"230";"-";"-"
"821004";"821004";"97";"17";"3";"1393";"1153";"4";"2";"1147";"278";"68";"101";"15";"32";"6";"52";"51";"1";"339";"7";"197";"-";"-"
"821005";"821005";"97";"17";"3";"1153";"972";"2";"3";"967";"278";"85";"73";"25";"29";"14";"34";"11";"1";"243";"20";"154";"-";"-"
"823001";"823001";"102";"17";"3";"1108";"999";"2";"2";"995";"316";"66";"131";"19";"30";"2";"55";"42";"1";"179";"8";"146";"-";"-"
"823002";"823002";"102";"17";"3";"409";"354";"1";"0";"353";"91";"26";"23";"2";"13";"2";"10";"6";"0";"110";"1";"69";"-";"-"
"823003";"823003";"102";"17";"3";"751";"662";"2";"2";"658";"194";"33";"78";"21";"17";"7";"24";"31";"2";"134";"8";"109";"-";"-"
"823004";"823004";"102";"17";"3";"534";"476";"3";"0";"473";"139";"35";"43";"7";"10";"1";"7";"8";"0";"113";"9";"101";"-";"-"
"823005";"823005";"102";"17";"3";"386";"350";"0";"1";"349";"100";"14";"22";"6";"10";"6";"13";"20";"1";"63";"12";"82";"-";"-"
"823006";"823006";"102";"17";"3";"297";"261";"0";"1";"260";"32";"14";"17";"2";"5";"0";"9";"22";"0";"107";"1";"51";"-";"-"
"823007";"823007";"102";"17";"3";"284";"257";"2";"0";"255";"58";"9";"22";"7";"5";"0";"13";"14";"0";"81";"5";"41";"-";"-"
"823008";"823008";"102";"17";"3";"6371";"5555";"25";"7";"5523";"2530";"238";"733";"98";"204";"42";"221";"137";"11";"569";"68";"672";"-";"-"
"825005";"825005";"95";"17";"3";"716";"571";"0";"0";"571";"143";"13";"51";"12";"8";"2";"24";"42";"1";"134";"7";"134";"-";"-"
"825015";"825015";"95";"17";"3";"820";"634";"3";"1";"630";"181";"19";"43";"16";"13";"1";"25";"36";"0";"164";"10";"122";"-";"-"
"825020";"825020";"95";"17";"3";"388";"298";"1";"1";"296";"95";"2";"25";"5";"9";"0";"10";"44";"1";"46";"3";"56";"-";"-"
"827001";"827001";"103";"17";"3";"3477";"2908";"27";"1";"2880";"1226";"105";"290";"51";"99";"19";"102";"94";"11";"493";"44";"346";"-";"-"
"827002";"827002";"103";"17";"3";"466";"409";"1";"1";"407";"143";"12";"27";"8";"5";"1";"10";"20";"0";"115";"5";"61";"-";"-"
"827003";"827003";"103";"17";"3";"947";"801";"3";"1";"797";"199";"23";"44";"9";"11";"10";"23";"40";"1";"256";"10";"171";"-";"-"
"827004";"827004";"103";"17";"3";"383";"340";"1";"0";"339";"73";"19";"13";"5";"5";"2";"8";"14";"0";"142";"14";"44";"-";"-"
"827005";"827005";"103";"17";"3";"380";"322";"4";"0";"318";"57";"17";"12";"6";"18";"1";"7";"14";"0";"134";"3";"49";"-";"-"
"827006";"827006";"103";"17";"3";"1607";"1396";"11";"1";"1384";"343";"98";"121";"31";"121";"11";"33";"52";"9";"280";"93";"192";"-";"-"
"827007";"827007";"103";"17";"3";"877";"724";"4";"1";"719";"174";"39";"52";"19";"13";"4";"24";"41";"1";"233";"12";"107";"-";"-"
"829001";"829001";"98";"17";"3";"3564";"3007";"13";"0";"2994";"892";"180";"218";"66";"80";"29";"98";"132";"6";"838";"65";"390";"-";"-"
"829002";"829002";"98";"17";"3";"1045";"904";"2";"0";"902";"236";"55";"30";"22";"19";"6";"37";"25";"0";"296";"14";"162";"-";"-"
"829003";"829003";"98";"17";"3";"2367";"1940";"11";"3";"1926";"601";"85";"195";"39";"52";"11";"76";"69";"2";"459";"19";"318";"-";"-"
"831001";"831001";"103";"17";"3";"2390";"2054";"11";"2";"2041";"854";"83";"239";"35";"80";"21";"70";"40";"4";"370";"37";"208";"-";"-"
"831002";"831002";"103";"17";"3";"483";"437";"3";"1";"433";"75";"18";"30";"7";"16";"2";"22";"20";"1";"145";"8";"89";"-";"-"
"831003";"831003";"103";"17";"3";"528";"449";"4";"0";"445";"127";"11";"45";"2";"2";"1";"12";"21";"0";"153";"6";"65";"-";"-"
"831004";"831004";"103";"17";"3";"582";"497";"5";"0";"492";"160";"14";"36";"13";"29";"8";"18";"6";"4";"99";"15";"90";"-";"-"
"831005";"831005";"103";"17";"3";"353";"328";"0";"0";"328";"72";"14";"27";"15";"12";"3";"13";"26";"0";"79";"12";"55";"-";"-"
"831006";"831006";"103";"17";"3";"806";"659";"2";"0";"657";"227";"35";"37";"29";"25";"4";"23";"26";"2";"143";"8";"98";"-";"-"
"831007";"831007";"103";"17";"3";"203";"185";"2";"0";"183";"19";"10";"19";"5";"0";"4";"2";"11";"0";"66";"2";"45";"-";"-"
"833001";"833001";"103";"17";"3";"448";"380";"3";"0";"377";"47";"12";"40";"6";"2";"1";"13";"69";"0";"115";"3";"69";"-";"-"
"833002";"833002";"103";"17";"3";"836";"731";"2";"1";"728";"210";"46";"97";"7";"20";"1";"36";"59";"0";"152";"13";"87";"-";"-"
"833003";"833003";"103";"17";"3";"633";"545";"2";"1";"542";"114";"35";"57";"5";"3";"3";"17";"48";"3";"158";"3";"96";"-";"-"
"833004";"833004";"103";"17";"3";"369";"326";"0";"0";"326";"69";"18";"25";"2";"3";"0";"15";"22";"0";"104";"1";"67";"-";"-"
"833005";"833005";"103";"17";"3";"380";"320";"1";"1";"318";"65";"18";"15";"2";"6";"0";"12";"37";"0";"116";"3";"44";"-";"-"
"833006";"833006";"103";"17";"3";"588";"505";"1";"0";"504";"142";"30";"44";"13";"9";"3";"21";"47";"0";"92";"9";"94";"-";"-"
"833007";"833007";"103";"17";"3";"812";"691";"5";"0";"686";"197";"27";"27";"13";"24";"11";"20";"34";"2";"187";"11";"133";"-";"-"
"835001";"835001";"98";"17";"3";"1971";"1691";"3";"3";"1685";"601";"64";"184";"17";"43";"14";"59";"99";"1";"327";"18";"258";"-";"-"
"835002";"835002";"98";"17";"3";"2193";"1857";"9";"5";"1843";"999";"55";"92";"30";"76";"28";"59";"65";"4";"152";"21";"262";"-";"-"
"835003";"835003";"98";"17";"3";"753";"642";"4";"0";"638";"206";"17";"68";"19";"30";"9";"20";"19";"0";"104";"17";"129";"-";"-"
"835004";"835004";"98";"17";"3";"835";"733";"1";"2";"730";"229";"37";"67";"5";"10";"0";"23";"20";"3";"219";"10";"107";"-";"-"
"835006";"835006";"98";"17";"3";"625";"525";"5";"2";"518";"119";"20";"35";"15";"22";"7";"16";"55";"4";"145";"5";"75";"-";"-"
"835007";"835007";"98";"17";"3";"581";"503";"3";"0";"500";"140";"18";"46";"5";"24";"2";"16";"19";"0";"157";"10";"63";"-";"-"
"835105";"835105";"98";"17";"3";"319";"279";"2";"0";"277";"66";"21";"18";"6";"5";"3";"2";"13";"1";"88";"7";"47";"-";"-"
"837001";"837001";"102";"17";"3";"326";"264";"1";"0";"263";"91";"11";"22";"3";"7";"1";"14";"12";"1";"50";"6";"45";"-";"-"
"837002";"837002";"102";"17";"3";"716";"637";"5";"2";"630";"260";"15";"56";"12";"28";"8";"28";"24";"2";"99";"8";"90";"-";"-"
"837003";"837003";"102";"17";"3";"1212";"1065";"3";"1";"1061";"519";"26";"92";"16";"15";"7";"41";"30";"0";"159";"8";"148";"-";"-"
"837004";"837004";"102";"17";"3";"476";"383";"0";"0";"383";"161";"20";"15";"6";"10";"4";"4";"13";"0";"81";"5";"64";"-";"-"
"837005";"837005";"102";"17";"3";"1274";"1091";"10";"3";"1078";"396";"53";"71";"40";"36";"17";"40";"19";"0";"192";"32";"182";"-";"-"
"837006";"837006";"102";"17";"3";"347";"317";"2";"0";"315";"134";"12";"21";"8";"8";"1";"12";"8";"0";"45";"6";"60";"-";"-"
"837007";"837007";"102";"17";"3";"439";"386";"0";"2";"384";"152";"14";"32";"9";"12";"4";"21";"14";"2";"56";"5";"63";"-";"-"
"837008";"837008";"102";"17";"3";"1158";"1064";"8";"1";"1055";"442";"47";"74";"25";"48";"7";"58";"36";"1";"156";"11";"150";"-";"-"
"839001";"839001";"97";"17";"3";"2236";"1918";"8";"1";"1909";"632";"79";"172";"27";"32";"9";"73";"118";"2";"476";"28";"261";"-";"-"
"839002";"839002";"97";"17";"3";"814";"707";"4";"1";"702";"205";"26";"45";"18";"17";"5";"12";"58";"1";"216";"14";"85";"-";"-"
"839004";"839004";"97";"17";"3";"561";"469";"1";"0";"468";"110";"21";"40";"18";"6";"4";"11";"42";"0";"134";"3";"79";"-";"-"
"839005";"839005";"97";"17";"3";"700";"595";"1";"1";"593";"158";"17";"41";"6";"8";"2";"31";"48";"1";"180";"8";"93";"-";"-"
"839006";"839006";"97";"17";"3";"499";"449";"0";"0";"449";"169";"22";"34";"7";"9";"5";"11";"15";"0";"104";"4";"69";"-";"-"
"839007";"839007";"97";"17";"3";"957";"811";"4";"0";"807";"223";"27";"49";"13";"17";"3";"22";"51";"1";"246";"14";"141";"-";"-"
"839008";"839008";"97";"17";"3";"997";"845";"1";"0";"844";"222";"37";"59";"11";"12";"2";"25";"67";"0";"242";"4";"163";"-";"-"
"841001";"841001";"95";"17";"3";"8387";"6475";"19";"8";"6448";"2716";"196";"798";"140";"226";"67";"195";"205";"15";"818";"125";"947";"-";"-"
"841002";"841002";"95";"17";"3";"151";"114";"1";"0";"113";"26";"1";"16";"5";"5";"1";"0";"4";"1";"25";"3";"26";"-";"-"
"841003";"841003";"95";"17";"3";"1399";"1143";"6";"4";"1133";"396";"39";"101";"28";"22";"8";"45";"46";"3";"239";"21";"185";"-";"-"
"843001";"843001";"102";"17";"3";"853";"716";"4";"1";"711";"302";"33";"67";"20";"16";"6";"23";"25";"2";"125";"5";"87";"-";"-"
"843002";"843002";"102";"17";"3";"515";"438";"2";"0";"436";"180";"16";"24";"5";"14";"3";"18";"6";"1";"94";"3";"72";"-";"-"
"843003";"843003";"102";"17";"3";"352";"303";"0";"1";"302";"99";"10";"36";"3";"6";"2";"6";"5";"0";"76";"4";"55";"-";"-"
"843004";"843004";"102";"17";"3";"710";"598";"2";"1";"595";"241";"24";"33";"9";"21";"6";"24";"16";"1";"108";"10";"102";"-";"-"
"843005";"843005";"102";"17";"3";"310";"276";"3";"0";"273";"102";"19";"10";"10";"7";"3";"5";"3";"1";"39";"0";"74";"-";"-"
"843006";"843006";"102";"17";"3";"1294";"1145";"8";"0";"1137";"424";"53";"102";"25";"46";"7";"45";"28";"4";"187";"8";"208";"-";"-"
"843007";"843007";"102";"17";"3";"2092";"1819";"12";"2";"1805";"703";"87";"199";"44";"75";"19";"73";"35";"4";"310";"36";"220";"-";"-"
"843008";"843008";"102";"17";"3";"324";"281";"1";"0";"280";"72";"16";"14";"6";"7";"2";"12";"18";"1";"71";"7";"54";"-";"-"
"843009";"843009";"102";"17";"3";"314";"270";"0";"0";"270";"73";"9";"23";"9";"11";"2";"4";"5";"0";"82";"7";"45";"-";"-"
"845001";"845001";"103";"17";"3";"3934";"3332";"24";"2";"3306";"1165";"176";"351";"71";"99";"21";"153";"84";"7";"603";"43";"533";"-";"-"
"845002";"845002";"103";"17";"3";"1298";"1154";"5";"1";"1148";"262";"50";"133";"24";"32";"8";"38";"68";"5";"304";"23";"201";"-";"-"
"845003";"845003";"103";"17";"3";"638";"536";"1";"0";"535";"127";"30";"39";"23";"8";"1";"13";"27";"1";"137";"14";"115";"-";"-"
"845005";"845005";"103";"17";"3";"446";"376";"2";"1";"373";"97";"18";"37";"14";"12";"0";"7";"12";"1";"108";"2";"65";"-";"-"
"845102";"845102";"103";"17";"3";"1567";"1313";"2";"2";"1309";"377";"63";"111";"31";"28";"4";"44";"55";"1";"362";"20";"213";"-";"-"
"847001";"847001";"96";"17";"3";"5373";"4494";"17";"3";"4474";"1748";"193";"502";"99";"148";"34";"174";"217";"6";"689";"59";"605";"-";"-"
"847002";"847002";"96";"17";"3";"454";"386";"0";"1";"385";"83";"6";"23";"3";"6";"0";"13";"17";"1";"155";"9";"69";"-";"-"
"847003";"847003";"96";"17";"3";"1141";"974";"7";"1";"966";"327";"33";"78";"18";"14";"9";"22";"42";"2";"268";"3";"150";"-";"-"
"847004";"847004";"96";"17";"3";"797";"679";"2";"1";"676";"215";"19";"35";"11";"20";"1";"23";"50";"1";"167";"5";"129";"-";"-"
"847005";"847005";"96";"17";"3";"494";"409";"1";"0";"408";"122";"10";"21";"11";"7";"4";"12";"24";"0";"110";"8";"79";"-";"-"
"847006";"847006";"96";"17";"3";"817";"667";"2";"1";"664";"209";"21";"39";"17";"13";"6";"19";"58";"0";"178";"2";"102";"-";"-"
"847007";"847007";"96";"17";"3";"498";"448";"1";"0";"447";"104";"14";"47";"8";"3";"1";"13";"14";"0";"118";"5";"120";"-";"-"
"847008";"847008";"96";"17";"3";"655";"578";"1";"2";"575";"144";"24";"31";"20";"15";"3";"19";"36";"0";"161";"10";"112";"-";"-"
"847009";"847009";"96";"17";"3";"727";"601";"7";"1";"593";"190";"20";"27";"14";"9";"2";"24";"37";"0";"179";"8";"83";"-";"-"
