"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2013 - Stemmeberettigede";"KV2013 - Afgivne stemmer";"KV2013 - Blanke stemmer";"KV2013 - Andre ugyldige stemmer";"KV2013 - Gyldige stemmer";"KV2013 - A";"KV2013 - B";"KV2013 - C";"KV2013 - F";"KV2013 - I";"KV2013 - K";"KV2013 - J";"KV2013 - G";"KV2013 - O";"KV2013 - M";"KV2013 - N";"KV2013 - H";"KV2013 - V";"KV2013 - U";"KV2013 - S";"KV2013 - Z";"KV2013 - Ø";"KV2013 - L";"KV2013 - R";"KV2013 - Å";"KV2013 - D";"KV2013 - P";"KV2013 - E";"KV2013 - T";"KV2013 - W";"KV2013 - 01";"KV2013 - 04";"KV2013 - 05";"KV2013 - Q";"KV2013 - 02";"KV2013 - Æ";"KV2013 - 03";"KV2013 - 06";"KV2013 - Y"
"766003";"766003";"72";"8";"3";"1674";"1294";"6";"5";"1283";"296";"14";"8";"22";"38";"176";"-";"-";"170";"-";"-";"-";"533";"-";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766004";"766004";"72";"8";"3";"1222";"947";"9";"10";"928";"269";"16";"21";"23";"32";"49";"-";"-";"97";"-";"-";"-";"407";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766005";"766005";"72";"8";"3";"468";"391";"3";"2";"386";"46";"6";"7";"5";"8";"25";"-";"-";"41";"-";"-";"-";"239";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766006";"766006";"72";"8";"3";"1054";"810";"13";"5";"792";"319";"19";"7";"5";"9";"7";"-";"-";"103";"-";"-";"-";"300";"-";"-";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766007";"766007";"72";"8";"3";"3430";"2707";"27";"7";"2673";"907";"34";"49";"62";"71";"19";"-";"-";"482";"-";"-";"-";"1000";"-";"-";"-";"49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766008";"766008";"72";"8";"3";"590";"479";"6";"0";"473";"122";"9";"7";"11";"11";"3";"-";"-";"75";"-";"-";"-";"218";"-";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766010";"766010";"72";"8";"3";"1325";"981";"13";"1";"967";"172";"16";"15";"55";"27";"12";"-";"-";"185";"-";"-";"-";"442";"-";"-";"-";"43";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766011";"766011";"72";"8";"3";"1137";"809";"9";"3";"797";"156";"15";"11";"35";"20";"4";"-";"-";"219";"-";"-";"-";"310";"-";"-";"-";"27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766012";"766012";"72";"8";"3";"1527";"1131";"18";"3";"1110";"285";"16";"28";"88";"23";"9";"-";"-";"151";"-";"-";"-";"474";"-";"-";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766013";"766013";"72";"8";"3";"1309";"975";"5";"3";"967";"160";"22";"12";"42";"33";"30";"-";"-";"107";"-";"-";"-";"518";"-";"-";"-";"43";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766014";"766014";"72";"8";"3";"1197";"872";"10";"5";"857";"164";"15";"5";"37";"26";"13";"-";"-";"186";"-";"-";"-";"358";"-";"-";"-";"53";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766015";"766015";"72";"8";"3";"1766";"1392";"22";"2";"1368";"342";"27";"27";"60";"43";"8";"-";"-";"241";"-";"-";"-";"573";"-";"-";"-";"47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766016";"766016";"72";"8";"3";"95";"84";"1";"0";"83";"27";"3";"0";"12";"1";"0";"-";"-";"1";"-";"-";"-";"26";"-";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766017";"766017";"72";"8";"3";"1060";"858";"15";"3";"840";"160";"15";"6";"36";"13";"12";"-";"-";"179";"-";"-";"-";"400";"-";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766018";"766018";"72";"8";"3";"414";"305";"5";"1";"299";"32";"3";"5";"12";"6";"3";"-";"-";"57";"-";"-";"-";"166";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766019";"766019";"72";"8";"3";"609";"476";"5";"2";"469";"63";"13";"9";"16";"23";"14";"-";"-";"104";"-";"-";"-";"200";"-";"-";"-";"27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766020";"766020";"72";"8";"3";"1399";"1111";"12";"0";"1099";"153";"17";"8";"64";"9";"102";"-";"-";"144";"-";"-";"-";"579";"-";"-";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766021";"766021";"72";"8";"3";"2274";"1676";"13";"2";"1661";"308";"26";"15";"41";"24";"29";"-";"-";"372";"-";"-";"-";"806";"-";"-";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766022";"766022";"72";"8";"3";"1210";"901";"9";"1";"891";"187";"17";"6";"21";"23";"18";"-";"-";"136";"-";"-";"-";"472";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766023";"766023";"72";"8";"3";"626";"503";"3";"2";"498";"76";"7";"3";"63";"14";"0";"-";"-";"75";"-";"-";"-";"253";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766024";"766024";"72";"8";"3";"760";"566";"12";"1";"553";"91";"9";"6";"21";"58";"10";"-";"-";"100";"-";"-";"-";"249";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766025";"766025";"72";"8";"3";"362";"278";"7";"0";"271";"30";"3";"2";"20";"7";"2";"-";"-";"39";"-";"-";"-";"152";"-";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773001";"773001";"87";"10";"3";"710";"549";"5";"0";"544";"168";"-";"15";"-";"8";"6";"2";"-";"54";"-";"-";"-";"184";"-";"-";"-";"31";"-";"-";"-";"76";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773002";"773002";"87";"10";"3";"536";"434";"3";"2";"429";"138";"-";"3";"-";"7";"0";"2";"-";"47";"-";"-";"-";"152";"-";"-";"-";"27";"-";"-";"-";"53";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773003";"773003";"87";"10";"3";"317";"273";"2";"2";"269";"52";"-";"3";"-";"8";"0";"0";"-";"13";"-";"-";"-";"138";"-";"-";"-";"6";"-";"-";"-";"49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773004";"773004";"87";"10";"3";"482";"410";"3";"1";"406";"128";"-";"5";"-";"4";"3";"0";"-";"30";"-";"-";"-";"184";"-";"-";"-";"16";"-";"-";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773005";"773005";"87";"10";"3";"333";"278";"0";"2";"276";"56";"-";"4";"-";"7";"0";"0";"-";"26";"-";"-";"-";"116";"-";"-";"-";"10";"-";"-";"-";"57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773006";"773006";"87";"10";"3";"320";"275";"1";"1";"273";"43";"-";"11";"-";"34";"0";"0";"-";"20";"-";"-";"-";"102";"-";"-";"-";"16";"-";"-";"-";"47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773007";"773007";"87";"10";"3";"731";"590";"8";"2";"580";"156";"-";"4";"-";"15";"2";"0";"-";"45";"-";"-";"-";"246";"-";"-";"-";"9";"-";"-";"-";"103";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773008";"773008";"87";"10";"3";"519";"435";"3";"2";"430";"109";"-";"4";"-";"7";"0";"1";"-";"25";"-";"-";"-";"169";"-";"-";"-";"20";"-";"-";"-";"95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773009";"773009";"87";"10";"3";"684";"577";"3";"2";"572";"143";"-";"6";"-";"23";"2";"1";"-";"47";"-";"-";"-";"225";"-";"-";"-";"18";"-";"-";"-";"107";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773010";"773010";"87";"10";"3";"497";"404";"1";"3";"400";"60";"-";"3";"-";"9";"2";"0";"-";"23";"-";"-";"-";"126";"-";"-";"-";"12";"-";"-";"-";"165";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773011";"773011";"87";"10";"3";"490";"420";"2";"1";"417";"45";"-";"0";"-";"37";"4";"0";"-";"26";"-";"-";"-";"192";"-";"-";"-";"14";"-";"-";"-";"99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773012";"773012";"87";"10";"3";"681";"583";"6";"3";"574";"113";"-";"24";"-";"29";"2";"0";"-";"31";"-";"-";"-";"217";"-";"-";"-";"26";"-";"-";"-";"132";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773013";"773013";"87";"10";"3";"667";"527";"5";"0";"522";"126";"-";"3";"-";"6";"0";"0";"-";"159";"-";"-";"-";"146";"-";"-";"-";"13";"-";"-";"-";"69";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773014";"773014";"87";"10";"3";"732";"597";"2";"1";"594";"41";"-";"4";"-";"116";"0";"0";"-";"22";"-";"-";"-";"312";"-";"-";"-";"22";"-";"-";"-";"77";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773015";"773015";"87";"10";"3";"516";"434";"4";"1";"429";"41";"-";"0";"-";"37";"1";"0";"-";"25";"-";"-";"-";"255";"-";"-";"-";"8";"-";"-";"-";"62";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773016";"773016";"87";"10";"3";"502";"410";"2";"3";"405";"86";"-";"2";"-";"13";"3";"0";"-";"21";"-";"-";"-";"198";"-";"-";"-";"9";"-";"-";"-";"73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773017";"773017";"87";"10";"3";"549";"413";"3";"3";"407";"98";"-";"1";"-";"6";"0";"0";"-";"73";"-";"-";"-";"129";"-";"-";"-";"10";"-";"-";"-";"90";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773018";"773018";"87";"10";"3";"7392";"5715";"55";"23";"5637";"2173";"-";"114";"-";"117";"31";"5";"-";"319";"-";"-";"-";"1391";"-";"-";"-";"231";"-";"-";"-";"1256";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779001";"779001";"74";"9";"3";"6448";"4264";"75";"10";"4179";"1456";"276";"121";"293";"126";"-";"-";"-";"465";"-";"-";"-";"1147";"-";"-";"-";"197";"-";"-";"-";"98";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779002";"779002";"74";"9";"3";"4945";"3913";"45";"6";"3862";"1085";"286";"110";"251";"110";"-";"-";"-";"371";"-";"-";"-";"1468";"-";"-";"-";"95";"-";"-";"-";"86";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779003";"779003";"74";"9";"3";"5461";"4017";"61";"8";"3948";"1560";"207";"77";"221";"138";"-";"-";"-";"466";"-";"-";"-";"1025";"-";"-";"-";"159";"-";"-";"-";"95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779004";"779004";"74";"9";"3";"3092";"2486";"27";"6";"2453";"576";"68";"49";"104";"48";"-";"-";"-";"708";"-";"-";"-";"822";"-";"-";"-";"48";"-";"-";"-";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779005";"779005";"74";"9";"3";"1095";"882";"16";"4";"862";"129";"35";"8";"32";"6";"-";"-";"-";"90";"-";"-";"-";"536";"-";"-";"-";"23";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779006";"779006";"74";"9";"3";"651";"537";"4";"1";"532";"97";"28";"195";"14";"12";"-";"-";"-";"49";"-";"-";"-";"102";"-";"-";"-";"20";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779007";"779007";"74";"9";"3";"753";"605";"7";"1";"597";"247";"23";"11";"20";"13";"-";"-";"-";"56";"-";"-";"-";"205";"-";"-";"-";"11";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779008";"779008";"74";"9";"3";"576";"459";"8";"3";"448";"115";"19";"9";"41";"5";"-";"-";"-";"66";"-";"-";"-";"166";"-";"-";"-";"26";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779009";"779009";"74";"9";"3";"723";"538";"5";"0";"533";"158";"43";"10";"21";"12";"-";"-";"-";"42";"-";"-";"-";"240";"-";"-";"-";"5";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779010";"779010";"74";"9";"3";"1170";"906";"9";"0";"897";"236";"26";"7";"58";"7";"-";"-";"-";"68";"-";"-";"-";"475";"-";"-";"-";"16";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779011";"779011";"74";"9";"3";"1567";"1243";"18";"5";"1220";"148";"35";"3";"42";"7";"-";"-";"-";"174";"-";"-";"-";"722";"-";"-";"-";"45";"-";"-";"-";"44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779012";"779012";"74";"9";"3";"1184";"843";"5";"2";"836";"153";"26";"3";"18";"10";"-";"-";"-";"167";"-";"-";"-";"426";"-";"-";"-";"22";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779013";"779013";"74";"9";"3";"1806";"1366";"17";"2";"1347";"438";"47";"11";"36";"14";"-";"-";"-";"167";"-";"-";"-";"557";"-";"-";"-";"36";"-";"-";"-";"41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779015";"779015";"74";"9";"3";"1347";"1056";"12";"1";"1043";"425";"42";"9";"98";"28";"-";"-";"-";"62";"-";"-";"-";"353";"-";"-";"-";"20";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779017";"779017";"74";"9";"3";"617";"476";"8";"0";"468";"154";"19";"8";"29";"10";"-";"-";"-";"75";"-";"-";"-";"153";"-";"-";"-";"16";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779019";"779019";"74";"9";"3";"764";"565";"9";"2";"554";"152";"55";"7";"34";"5";"-";"-";"-";"100";"-";"-";"-";"175";"-";"-";"-";"22";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779020";"779020";"74";"9";"3";"681";"540";"8";"0";"532";"113";"28";"6";"22";"2";"-";"-";"-";"41";"-";"-";"-";"305";"-";"-";"-";"14";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779021";"779021";"74";"9";"3";"1150";"841";"16";"0";"825";"178";"50";"3";"45";"13";"-";"-";"-";"133";"-";"-";"-";"344";"-";"-";"-";"47";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779024";"779024";"74";"9";"3";"1454";"1183";"22";"5";"1156";"201";"47";"20";"50";"19";"-";"-";"-";"97";"-";"-";"-";"652";"-";"-";"-";"41";"-";"-";"-";"29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779025";"779025";"74";"9";"3";"1305";"998";"15";"0";"983";"374";"34";"6";"24";"14";"-";"-";"-";"106";"-";"-";"-";"377";"-";"-";"-";"39";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787001";"787001";"87";"10";"3";"7510";"5160";"67";"18";"5075";"1772";"55";"242";"196";"134";"48";"20";"-";"546";"-";"-";"-";"1701";"-";"-";"-";"328";"-";"-";"-";"-";"-";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787002";"787002";"87";"10";"3";"973";"762";"4";"5";"753";"204";"8";"56";"17";"12";"12";"1";"-";"140";"-";"-";"-";"268";"-";"-";"-";"29";"-";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787003";"787003";"87";"10";"3";"783";"578";"5";"1";"572";"134";"6";"27";"9";"24";"6";"8";"-";"89";"-";"-";"-";"244";"-";"-";"-";"19";"-";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787004";"787004";"87";"10";"3";"807";"573";"7";"0";"566";"124";"11";"34";"30";"58";"9";"5";"-";"101";"-";"-";"-";"144";"-";"-";"-";"45";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787005";"787005";"87";"10";"3";"525";"451";"2";"0";"449";"170";"0";"3";"12";"4";"1";"1";"-";"38";"-";"-";"-";"212";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787006";"787006";"87";"10";"3";"1270";"969";"6";"3";"960";"249";"9";"34";"23";"35";"12";"34";"-";"121";"-";"-";"-";"428";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787007";"787007";"87";"10";"3";"974";"778";"11";"1";"766";"190";"13";"32";"14";"31";"1";"6";"-";"80";"-";"-";"-";"371";"-";"-";"-";"27";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787008";"787008";"87";"10";"3";"1123";"891";"16";"0";"875";"261";"2";"37";"35";"39";"13";"10";"-";"127";"-";"-";"-";"307";"-";"-";"-";"34";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787009";"787009";"87";"10";"3";"495";"383";"3";"0";"380";"70";"5";"9";"10";"17";"9";"1";"-";"72";"-";"-";"-";"155";"-";"-";"-";"25";"-";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787010";"787010";"87";"10";"3";"1634";"1234";"8";"4";"1222";"298";"10";"115";"29";"34";"10";"2";"-";"353";"-";"-";"-";"275";"-";"-";"-";"84";"-";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787011";"787011";"87";"10";"3";"331";"262";"0";"0";"262";"44";"4";"52";"18";"9";"1";"0";"-";"54";"-";"-";"-";"67";"-";"-";"-";"13";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787012";"787012";"87";"10";"3";"3175";"2484";"28";"9";"2447";"791";"47";"129";"89";"54";"29";"14";"-";"310";"-";"-";"-";"845";"-";"-";"-";"122";"-";"-";"-";"-";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787013";"787013";"87";"10";"3";"335";"240";"3";"0";"237";"56";"5";"25";"8";"7";"14";"0";"-";"49";"-";"-";"-";"47";"-";"-";"-";"23";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787014";"787014";"87";"10";"3";"481";"408";"5";"0";"403";"90";"2";"21";"12";"10";"4";"4";"-";"48";"-";"-";"-";"188";"-";"-";"-";"23";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787015";"787015";"87";"10";"3";"959";"740";"16";"1";"723";"341";"10";"19";"20";"9";"3";"2";"-";"113";"-";"-";"-";"157";"-";"-";"-";"45";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787016";"787016";"87";"10";"3";"877";"669";"7";"2";"660";"125";"6";"10";"14";"14";"5";"1";"-";"82";"-";"-";"-";"371";"-";"-";"-";"27";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787017";"787017";"87";"10";"3";"1654";"1163";"9";"1";"1153";"293";"8";"65";"22";"13";"4";"1";"-";"302";"-";"-";"-";"418";"-";"-";"-";"23";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787018";"787018";"87";"10";"3";"791";"551";"4";"1";"546";"133";"1";"20";"7";"12";"1";"1";"-";"143";"-";"-";"-";"213";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787019";"787019";"87";"10";"3";"681";"541";"6";"0";"535";"262";"12";"23";"32";"7";"2";"1";"-";"71";"-";"-";"-";"102";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787020";"787020";"87";"10";"3";"882";"678";"7";"2";"669";"241";"3";"11";"11";"16";"6";"1";"-";"73";"-";"-";"-";"225";"-";"-";"-";"79";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787021";"787021";"87";"10";"3";"232";"185";"2";"0";"183";"45";"2";"8";"1";"3";"0";"0";"-";"18";"-";"-";"-";"67";"-";"-";"-";"38";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787023";"787023";"87";"10";"3";"1698";"1270";"15";"7";"1248";"316";"21";"113";"28";"31";"12";"5";"-";"263";"-";"-";"-";"379";"-";"-";"-";"42";"-";"-";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787024";"787024";"87";"10";"3";"2694";"2081";"21";"8";"2052";"693";"9";"399";"23";"23";"18";"5";"-";"200";"-";"-";"-";"605";"-";"-";"-";"49";"-";"-";"-";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787025";"787025";"87";"10";"3";"1440";"1113";"5";"2";"1106";"204";"6";"258";"26";"26";"6";"2";"-";"163";"-";"-";"-";"338";"-";"-";"-";"64";"-";"-";"-";"-";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787026";"787026";"87";"10";"3";"1412";"1128";"12";"4";"1112";"265";"21";"262";"20";"9";"12";"3";"-";"158";"-";"-";"-";"314";"-";"-";"-";"39";"-";"-";"-";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787027";"787027";"87";"10";"3";"980";"734";"4";"2";"728";"224";"8";"91";"37";"19";"4";"4";"-";"93";"-";"-";"-";"202";"-";"-";"-";"35";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791001";"791001";"75";"9";"3";"2568";"1936";"31";"5";"1900";"715";"34";"129";"46";"22";"93";"-";"-";"197";"4";"-";"-";"594";"-";"-";"-";"46";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791002";"791002";"75";"9";"3";"2537";"2036";"24";"7";"2005";"540";"82";"324";"188";"29";"13";"-";"-";"104";"1";"-";"-";"618";"-";"-";"-";"92";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791003";"791003";"75";"9";"3";"2713";"1945";"22";"8";"1915";"495";"26";"100";"38";"27";"36";"-";"-";"251";"2";"-";"-";"841";"-";"-";"-";"86";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791004";"791004";"75";"9";"3";"2579";"2087";"20";"3";"2064";"424";"47";"234";"120";"53";"12";"-";"-";"159";"4";"-";"-";"957";"-";"-";"-";"50";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791005";"791005";"75";"9";"3";"1844";"1375";"17";"5";"1353";"328";"28";"297";"54";"23";"3";"-";"-";"150";"3";"-";"-";"422";"-";"-";"-";"41";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791006";"791006";"75";"9";"3";"2581";"1938";"31";"6";"1901";"475";"33";"209";"84";"81";"4";"-";"-";"162";"3";"-";"-";"803";"-";"-";"-";"45";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791007";"791007";"75";"9";"3";"1755";"1307";"23";"3";"1281";"207";"34";"84";"55";"23";"3";"-";"-";"139";"1";"-";"-";"684";"-";"-";"-";"48";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791008";"791008";"75";"9";"3";"22331";"15741";"200";"66";"15475";"5253";"463";"2716";"1017";"316";"78";"-";"-";"1027";"22";"-";"-";"3743";"-";"-";"-";"769";"-";"-";"71";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791009";"791009";"76";"9";"3";"5561";"4132";"53";"19";"4060";"817";"56";"1425";"188";"32";"65";"-";"-";"284";"4";"-";"-";"1081";"-";"-";"-";"105";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791010";"791010";"76";"9";"3";"2262";"1677";"16";"13";"1648";"334";"17";"650";"47";"15";"10";"-";"-";"155";"1";"-";"-";"371";"-";"-";"-";"40";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791011";"791011";"76";"9";"3";"1825";"1320";"17";"5";"1298";"259";"25";"147";"61";"30";"7";"-";"-";"155";"7";"-";"-";"530";"-";"-";"-";"74";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791012";"791012";"76";"9";"3";"3586";"2704";"29";"9";"2666";"593";"61";"109";"66";"35";"17";"-";"-";"202";"10";"-";"-";"1511";"-";"-";"-";"59";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791013";"791013";"76";"9";"3";"9446";"7413";"74";"22";"7317";"2131";"320";"1400";"467";"151";"64";"-";"-";"473";"8";"-";"-";"2032";"-";"-";"-";"250";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
