"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2005 - Stemmeberettigede";"KV2005 - Afgivne stemmer";"KV2005 - Blanke stemmer";"KV2005 - Andre ugyldige stemmer";"KV2005 - Gyldige stemmer";"KV2005 - A";"KV2005 - B";"KV2005 - C";"KV2005 - F";"KV2005 - I";"KV2005 - J";"KV2005 - K";"KV2005 - G";"KV2005 - M";"KV2005 - O";"KV2005 - N";"KV2005 - U";"KV2005 - S";"KV2005 - H";"KV2005 - Y";"KV2005 - V";"KV2005 - Z";"KV2005 - Ø";"KV2005 - R";"KV2005 - Å";"KV2005 - L";"KV2005 - D";"KV2005 - P";"KV2005 - E";"KV2005 - 1";"KV2005 - 2";"KV2005 - 3";"KV2005 - Æ";"KV2005 - Q";"KV2005 - T";"KV2005 - W"
"769003";"769003";"94";"16";"3";"1934";"1382";"13";"4";"1365";"573";"21";"63";"17";"-";"-";"22";"-";"-";"192";"-";"-";"-";"-";"-";"469";"-";"8";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"769004";"769004";"94";"16";"3";"742";"476";"5";"3";"468";"237";"5";"15";"13";"-";"-";"17";"-";"-";"81";"-";"-";"-";"-";"-";"98";"-";"1";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"771001";"771001";"94";"16";"3";"1915";"1296";"10";"1";"1285";"297";"34";"6";"47";"-";"-";"105";"-";"-";"63";"-";"-";"-";"-";"-";"712";"-";"11";"-";"-";"4";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-"
"771002";"771002";"94";"16";"3";"499";"376";"2";"0";"374";"99";"13";"0";"16";"-";"-";"34";"-";"-";"15";"-";"-";"-";"-";"-";"188";"-";"9";"-";"-";"0";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"771003";"771003";"94";"16";"3";"3495";"2575";"30";"5";"2540";"877";"117";"7";"56";"-";"-";"59";"-";"-";"128";"-";"-";"-";"-";"-";"1261";"-";"17";"-";"-";"16";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-"
"771004";"771004";"94";"16";"3";"442";"329";"3";"0";"326";"66";"8";"2";"17";"-";"-";"16";"-";"-";"15";"-";"-";"-";"-";"-";"196";"-";"3";"-";"-";"2";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"771005";"771005";"94";"16";"3";"827";"547";"10";"0";"537";"151";"15";"1";"20";"-";"-";"29";"-";"-";"40";"-";"-";"-";"-";"-";"270";"-";"7";"-";"-";"4";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"771006";"771006";"94";"16";"3";"1740";"1202";"14";"0";"1188";"450";"30";"2";"29";"-";"-";"18";"-";"-";"95";"-";"-";"-";"-";"-";"539";"-";"5";"-";"-";"19";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"771007";"771007";"94";"16";"3";"1013";"736";"13";"0";"723";"186";"17";"2";"24";"-";"-";"46";"-";"-";"47";"-";"-";"-";"-";"-";"386";"-";"13";"-";"-";"1";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"771008";"771008";"94";"16";"3";"534";"343";"5";"2";"336";"86";"10";"0";"6";"-";"-";"18";"-";"-";"17";"-";"-";"-";"-";"-";"153";"-";"2";"-";"-";"44";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"773001";"773001";"91";"16";"3";"766";"629";"10";"1";"618";"237";"7";"191";"10";"20";"-";"9";"-";"2";"12";"-";"-";"-";"-";"-";"74";"45";"4";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773002";"773002";"91";"16";"3";"583";"446";"2";"0";"444";"184";"10";"77";"14";"38";"-";"1";"-";"0";"8";"-";"-";"-";"-";"-";"59";"42";"3";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773003";"773003";"91";"16";"3";"325";"262";"2";"0";"260";"108";"5";"43";"8";"16";"-";"0";"-";"1";"1";"-";"-";"-";"-";"-";"60";"14";"2";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773004";"773004";"91";"16";"3";"487";"380";"4";"1";"375";"152";"20";"37";"5";"38";"-";"1";"-";"0";"12";"-";"-";"-";"-";"-";"53";"41";"3";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773005";"773005";"91";"16";"3";"349";"268";"0";"0";"268";"85";"6";"43";"1";"35";"-";"0";"-";"0";"7";"-";"-";"-";"-";"-";"68";"19";"1";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773006";"773006";"91";"16";"3";"347";"270";"3";"0";"267";"88";"17";"53";"9";"44";"-";"0";"-";"0";"4";"-";"-";"-";"-";"-";"34";"10";"6";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773007";"773007";"91";"16";"3";"765";"601";"4";"0";"597";"216";"13";"89";"13";"58";"-";"1";"-";"0";"11";"-";"-";"-";"-";"-";"137";"40";"1";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773008";"773008";"91";"16";"3";"545";"421";"1";"0";"420";"179";"6";"57";"3";"36";"-";"0";"-";"0";"8";"-";"-";"-";"-";"-";"95";"29";"1";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773009";"773009";"91";"16";"3";"721";"595";"1";"2";"592";"194";"11";"81";"14";"58";"-";"1";"-";"0";"13";"-";"-";"-";"-";"-";"149";"49";"10";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773010";"773010";"91";"16";"3";"533";"411";"3";"0";"408";"141";"7";"51";"3";"87";"-";"1";"-";"0";"4";"-";"-";"-";"-";"-";"81";"27";"1";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773011";"773011";"91";"16";"3";"487";"374";"4";"0";"370";"146";"8";"29";"4";"81";"-";"2";"-";"0";"14";"-";"-";"-";"-";"-";"44";"14";"1";"-";"27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773012";"773012";"91";"16";"3";"696";"563";"5";"1";"557";"207";"7";"64";"14";"73";"-";"0";"-";"1";"10";"-";"-";"-";"-";"-";"145";"22";"1";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773013";"773013";"91";"16";"3";"700";"565";"2";"1";"562";"184";"11";"48";"14";"88";"-";"2";"-";"0";"19";"-";"-";"-";"-";"-";"89";"57";"4";"-";"46";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773014";"773014";"91";"16";"3";"800";"620";"3";"0";"617";"237";"7";"43";"12";"62";"-";"2";"-";"1";"13";"-";"-";"-";"-";"-";"110";"33";"3";"-";"94";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773015";"773015";"91";"16";"3";"547";"425";"1";"1";"423";"155";"2";"32";"16";"55";"-";"5";"-";"5";"18";"-";"-";"-";"-";"-";"64";"43";"1";"-";"27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773016";"773016";"91";"16";"3";"535";"417";"3";"0";"414";"137";"6";"24";"12";"27";"-";"1";"-";"2";"16";"-";"-";"-";"-";"-";"163";"19";"4";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773017";"773017";"91";"16";"3";"637";"487";"3";"0";"484";"209";"3";"17";"6";"39";"-";"1";"-";"0";"31";"-";"-";"-";"-";"-";"136";"33";"2";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773018";"773018";"91";"16";"3";"7424";"5432";"35";"16";"5381";"2678";"93";"464";"149";"975";"-";"40";"-";"11";"93";"-";"-";"-";"-";"-";"687";"96";"39";"-";"56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"775001";"775001";"93";"16";"3";"628";"474";"5";"1";"468";"103";"10";"9";"16";"-";"-";"2";"-";"-";"15";"-";"-";"-";"-";"-";"310";"-";"2";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"775002";"775002";"93";"16";"3";"856";"681";"6";"2";"673";"292";"10";"19";"13";"-";"-";"13";"-";"-";"31";"-";"-";"-";"-";"-";"293";"-";"2";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"775003";"775003";"93";"16";"3";"517";"414";"2";"0";"412";"123";"6";"15";"12";"-";"-";"0";"-";"-";"14";"-";"-";"-";"-";"-";"239";"-";"3";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"775004";"775004";"93";"16";"3";"1474";"1087";"7";"5";"1075";"252";"23";"41";"30";"-";"-";"23";"-";"-";"45";"-";"-";"-";"-";"-";"661";"-";"0";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"775005";"775005";"93";"16";"3";"1509";"1173";"14";"4";"1155";"317";"12";"82";"216";"-";"-";"8";"-";"-";"28";"-";"-";"-";"-";"-";"490";"-";"1";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"775006";"775006";"93";"16";"3";"727";"561";"6";"1";"554";"147";"18";"21";"19";"-";"-";"11";"-";"-";"26";"-";"-";"-";"-";"-";"307";"-";"4";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"775035";"775035";"93";"16";"3";"498";"376";"2";"0";"374";"87";"1";"1";"5";"-";"-";"5";"-";"-";"13";"-";"-";"-";"-";"-";"261";"-";"1";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"777001";"777001";"92";"16";"3";"1552";"978";"8";"2";"968";"305";"103";"63";"38";"-";"-";"4";"-";"-";"198";"-";"-";"-";"-";"-";"257";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"777002";"777002";"92";"16";"3";"1224";"679";"1";"5";"673";"228";"21";"82";"15";"-";"-";"23";"-";"-";"70";"-";"-";"-";"-";"-";"234";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"777003";"777003";"92";"16";"3";"1289";"700";"7";"7";"686";"305";"19";"52";"11";"-";"-";"6";"-";"-";"49";"-";"-";"-";"-";"-";"244";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"777004";"777004";"92";"16";"3";"556";"305";"3";"0";"302";"87";"16";"10";"14";"-";"-";"1";"-";"-";"23";"-";"-";"-";"-";"-";"151";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779001";"779001";"92";"16";"3";"5997";"3116";"31";"12";"3073";"2125";"169";"339";"192";"-";"-";"45";"-";"-";"184";"-";"-";"-";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779002";"779002";"92";"16";"3";"4955";"2871";"25";"11";"2835";"1940";"136";"377";"168";"-";"-";"50";"-";"-";"146";"-";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779003";"779003";"92";"16";"3";"5284";"3239";"22";"8";"3209";"2403";"119";"257";"198";"-";"-";"43";"-";"-";"177";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779004";"779004";"92";"16";"3";"2850";"1547";"15";"1";"1531";"1041";"43";"154";"69";"-";"-";"17";"-";"-";"201";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779005";"779005";"92";"16";"3";"1093";"464";"10";"3";"451";"241";"22";"49";"36";"-";"-";"9";"-";"-";"91";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779006";"779006";"92";"16";"3";"655";"366";"5";"0";"361";"192";"21";"83";"17";"-";"-";"4";"-";"-";"44";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779007";"779007";"92";"16";"3";"783";"413";"6";"0";"407";"333";"18";"21";"10";"-";"-";"4";"-";"-";"19";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"781001";"781001";"92";"16";"3";"1062";"580";"5";"1";"574";"420";"42";"54";"19";"-";"-";"4";"-";"-";"30";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"781002";"781002";"92";"16";"3";"495";"221";"4";"3";"214";"141";"20";"13";"8";"-";"-";"1";"-";"-";"28";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"781004";"781004";"92";"16";"3";"658";"242";"5";"2";"235";"155";"24";"9";"18";"-";"-";"2";"-";"-";"27";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"781005";"781005";"92";"16";"3";"279";"110";"1";"0";"109";"60";"20";"8";"8";"-";"-";"1";"-";"-";"10";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"781006";"781006";"92";"16";"3";"777";"340";"3";"1";"336";"140";"137";"10";"12";"-";"-";"1";"-";"-";"33";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"781008";"781008";"92";"16";"3";"609";"277";"3";"2";"272";"180";"48";"11";"17";"-";"-";"3";"-";"-";"13";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"781009";"781009";"92";"16";"3";"753";"246";"2";"0";"244";"159";"32";"12";"23";"-";"-";"4";"-";"-";"11";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"781010";"781010";"92";"16";"3";"1167";"421";"13";"2";"406";"265";"55";"20";"21";"-";"-";"8";"-";"-";"36";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"783001";"783001";"92";"16";"3";"712";"151";"3";"2";"146";"66";"23";"14";"14";"-";"-";"15";"-";"-";"13";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"783002";"783002";"92";"16";"3";"743";"232";"8";"2";"222";"141";"18";"10";"18";"-";"-";"7";"-";"-";"22";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"783003";"783003";"92";"16";"3";"532";"131";"4";"2";"125";"76";"18";"4";"14";"-";"-";"0";"-";"-";"9";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"783004";"783004";"92";"16";"3";"314";"66";"1";"1";"64";"29";"7";"2";"16";"-";"-";"1";"-";"-";"7";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"783005";"783005";"92";"16";"3";"1159";"337";"5";"6";"326";"175";"73";"20";"40";"-";"-";"2";"-";"-";"11";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"783006";"783006";"92";"16";"3";"1324";"427";"8";"2";"417";"291";"32";"15";"35";"-";"-";"3";"-";"-";"35";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"785001";"785001";"90";"16";"3";"1794";"1275";"7";"12";"1256";"326";"45";"169";"48";"-";"-";"56";"-";"-";"82";"-";"-";"-";"-";"-";"411";"-";"14";"-";"-";"98";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-"
"785002";"785002";"90";"16";"3";"2716";"1932";"13";"6";"1913";"524";"35";"409";"29";"-";"-";"80";"-";"-";"76";"-";"-";"-";"-";"-";"682";"-";"10";"-";"-";"63";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-"
"785003";"785003";"90";"16";"3";"1473";"1078";"10";"1";"1067";"195";"39";"383";"47";"-";"-";"28";"-";"-";"49";"-";"-";"-";"-";"-";"220";"-";"18";"-";"-";"76";"-";"-";"-";"-";"-";"-";"-";"-";"12";"-"
"785004";"785004";"90";"16";"3";"1531";"1143";"8";"1";"1134";"252";"11";"365";"34";"-";"-";"131";"-";"-";"52";"-";"-";"-";"-";"-";"213";"-";"8";"-";"-";"65";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-"
"785005";"785005";"90";"16";"3";"1051";"736";"7";"0";"729";"171";"22";"119";"29";"-";"-";"22";"-";"-";"31";"-";"-";"-";"-";"-";"271";"-";"3";"-";"-";"50";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-"
"787001";"787001";"90";"16";"3";"7287";"4523";"37";"22";"4464";"2442";"138";"69";"238";"-";"-";"99";"-";"-";"226";"-";"-";"-";"-";"-";"1013";"-";"95";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"118";"-"
"787002";"787002";"90";"16";"3";"1006";"737";"2";"1";"734";"420";"15";"22";"22";"-";"-";"36";"-";"-";"47";"-";"-";"-";"-";"-";"150";"-";"6";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"7";"-"
"787003";"787003";"90";"16";"3";"799";"553";"2";"0";"551";"162";"6";"4";"14";"-";"-";"17";"-";"-";"31";"-";"-";"-";"-";"-";"286";"-";"4";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"16";"-"
"787004";"787004";"90";"16";"3";"841";"538";"3";"1";"534";"172";"56";"10";"39";"-";"-";"26";"-";"-";"51";"-";"-";"-";"-";"-";"142";"-";"10";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"23";"-"
"787005";"787005";"90";"16";"3";"575";"432";"1";"2";"429";"189";"13";"2";"8";"-";"-";"2";"-";"-";"21";"-";"-";"-";"-";"-";"186";"-";"2";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-"
"787006";"787006";"90";"16";"3";"1283";"891";"5";"4";"882";"333";"17";"13";"21";"-";"-";"23";"-";"-";"38";"-";"-";"-";"-";"-";"409";"-";"4";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-"
"787007";"787007";"90";"16";"3";"946";"684";"1";"0";"683";"235";"15";"10";"32";"-";"-";"7";"-";"-";"38";"-";"-";"-";"-";"-";"329";"-";"4";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-"
"787008";"787008";"90";"16";"3";"1109";"777";"5";"0";"772";"330";"53";"12";"64";"-";"-";"10";"-";"-";"39";"-";"-";"-";"-";"-";"243";"-";"7";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-"
"787009";"787009";"90";"16";"3";"512";"314";"0";"2";"312";"104";"7";"6";"18";"-";"-";"28";"-";"-";"32";"-";"-";"-";"-";"-";"101";"-";"8";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-"
"787010";"787010";"90";"16";"3";"1633";"1081";"3";"1";"1077";"533";"85";"20";"31";"-";"-";"15";"-";"-";"159";"-";"-";"-";"-";"-";"177";"-";"18";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"25";"-"
"787011";"787011";"90";"16";"3";"331";"248";"3";"0";"245";"57";"35";"15";"10";"-";"-";"2";"-";"-";"21";"-";"-";"-";"-";"-";"75";"-";"3";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-"
"787012";"787012";"90";"16";"3";"3090";"2162";"12";"1";"2149";"1080";"59";"40";"114";"-";"-";"70";"-";"-";"129";"-";"-";"-";"-";"-";"569";"-";"19";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"53";"-"
"787013";"787013";"90";"16";"3";"339";"214";"3";"0";"211";"65";"8";"3";"18";"-";"-";"12";"-";"-";"30";"-";"-";"-";"-";"-";"59";"-";"6";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"9";"-"
"787014";"787014";"90";"16";"3";"464";"327";"3";"0";"324";"114";"2";"4";"16";"-";"-";"12";"-";"-";"23";"-";"-";"-";"-";"-";"140";"-";"1";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-"
"787015";"787015";"90";"16";"3";"964";"742";"9";"2";"731";"210";"17";"7";"37";"-";"-";"8";"-";"-";"30";"-";"-";"-";"-";"-";"348";"-";"15";"-";"-";"41";"-";"-";"-";"-";"-";"-";"-";"-";"18";"-"
"787016";"787016";"90";"16";"3";"916";"635";"2";"0";"633";"242";"22";"22";"10";"-";"-";"2";"-";"-";"38";"-";"-";"-";"-";"-";"277";"-";"3";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"9";"-"
"789001";"789001";"93";"16";"3";"722";"555";"2";"1";"552";"127";"15";"85";"19";"-";"-";"133";"-";"-";"25";"-";"-";"-";"-";"-";"141";"-";"7";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"789002";"789002";"93";"16";"3";"303";"203";"3";"2";"198";"42";"2";"20";"4";"-";"-";"19";"-";"-";"12";"-";"-";"-";"-";"-";"99";"-";"0";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"789003";"789003";"93";"16";"3";"372";"275";"2";"0";"273";"88";"13";"16";"25";"-";"-";"6";"-";"-";"10";"-";"-";"-";"-";"-";"104";"-";"11";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"789004";"789004";"93";"16";"3";"775";"607";"5";"0";"602";"153";"7";"16";"21";"-";"-";"2";"-";"-";"22";"-";"-";"-";"-";"-";"379";"-";"2";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"789005";"789005";"93";"16";"3";"824";"674";"8";"1";"665";"290";"29";"48";"41";"-";"-";"13";"-";"-";"22";"-";"-";"-";"-";"-";"214";"-";"5";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"789006";"789006";"93";"16";"3";"351";"260";"3";"2";"255";"93";"7";"22";"23";"-";"-";"15";"-";"-";"23";"-";"-";"-";"-";"-";"70";"-";"1";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"789007";"789007";"93";"16";"3";"600";"448";"1";"0";"447";"145";"10";"18";"23";"-";"-";"10";"-";"-";"16";"-";"-";"-";"-";"-";"223";"-";"1";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"789008";"789008";"93";"16";"3";"650";"470";"10";"1";"459";"127";"12";"21";"16";"-";"-";"36";"-";"-";"36";"-";"-";"-";"-";"-";"202";"-";"5";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"789009";"789009";"93";"16";"3";"351";"232";"3";"0";"229";"36";"4";"26";"9";"-";"-";"34";"-";"-";"14";"-";"-";"-";"-";"-";"101";"-";"5";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"789010";"789010";"93";"16";"3";"1376";"1045";"8";"2";"1035";"319";"44";"121";"34";"-";"-";"85";"-";"-";"62";"-";"-";"-";"-";"-";"368";"-";"1";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791001";"791001";"93";"16";"3";"20772";"14078";"120";"63";"13895";"7972";"391";"651";"800";"-";"-";"156";"-";"-";"688";"-";"-";"-";"-";"-";"3114";"-";"107";"-";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791002";"791002";"93";"16";"3";"2395";"1806";"14";"1";"1791";"720";"39";"58";"63";"-";"-";"16";"-";"-";"75";"-";"-";"-";"-";"-";"814";"-";"5";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791003";"791003";"93";"16";"3";"2323";"1794";"8";"2";"1784";"808";"64";"76";"110";"-";"-";"12";"-";"-";"84";"-";"-";"-";"-";"-";"613";"-";"17";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791004";"791004";"93";"16";"3";"8829";"6487";"50";"20";"6417";"3344";"243";"357";"262";"-";"-";"93";"-";"-";"239";"-";"-";"-";"-";"-";"1825";"-";"50";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"793001";"793001";"93";"16";"3";"2532";"1693";"21";"6";"1666";"342";"18";"115";"24";"-";"-";"-";"-";"-";"113";"-";"-";"-";"-";"1";"752";"-";"-";"-";"3";"298";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"793004";"793004";"93";"16";"3";"619";"415";"4";"1";"410";"60";"55";"41";"8";"-";"-";"-";"-";"-";"49";"-";"-";"-";"-";"2";"165";"-";"-";"-";"2";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"793007";"793007";"93";"16";"3";"1210";"842";"16";"6";"820";"293";"13";"88";"58";"-";"-";"-";"-";"-";"77";"-";"-";"-";"-";"0";"250";"-";"-";"-";"12";"29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"793008";"793008";"93";"16";"3";"387";"293";"6";"3";"284";"49";"7";"23";"11";"-";"-";"-";"-";"-";"113";"-";"-";"-";"-";"0";"70";"-";"-";"-";"2";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"801001";"801001";"102";"17";"3";"1985";"1343";"12";"1";"1330";"1167";"30";"23";"29";"-";"-";"7";"-";"7";"33";"-";"-";"-";"0";"-";"8";"-";"9";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"801002";"801002";"102";"17";"3";"882";"482";"2";"0";"480";"391";"13";"11";"24";"-";"-";"0";"-";"7";"16";"-";"-";"-";"0";"-";"14";"-";"3";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"801003";"801003";"102";"17";"3";"573";"268";"1";"0";"267";"201";"9";"13";"11";"-";"-";"2";"-";"4";"18";"-";"-";"-";"0";"-";"3";"-";"3";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"801004";"801004";"102";"17";"3";"622";"352";"1";"0";"351";"291";"10";"9";"15";"-";"-";"0";"-";"0";"15";"-";"-";"-";"0";"-";"4";"-";"2";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"801005";"801005";"102";"17";"3";"908";"495";"4";"1";"490";"324";"11";"14";"35";"-";"-";"8";"-";"9";"23";"-";"-";"-";"0";"-";"2";"-";"1";"-";"-";"63";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"801006";"801006";"102";"17";"3";"921";"431";"3";"1";"427";"253";"4";"97";"11";"-";"-";"3";"-";"8";"20";"-";"-";"-";"1";"-";"2";"-";"2";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"801007";"801007";"102";"17";"3";"314";"166";"2";"0";"164";"138";"3";"4";"6";"-";"-";"1";"-";"3";"6";"-";"-";"-";"0";"-";"2";"-";"1";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
