"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2017 - Stemmeberettigede";"KV2017 - Afgivne stemmer";"KV2017 - Blanke stemmer";"KV2017 - Andre ugyldige stemmer";"KV2017 - Gyldige stemmer";"KV2017 - A";"KV2017 - B";"KV2017 - C";"KV2017 - F";"KV2017 - I";"KV2017 - J";"KV2017 - K";"KV2017 - M";"KV2017 - G";"KV2017 - N";"KV2017 - O";"KV2017 - H";"KV2017 - S";"KV2017 - V";"KV2017 - U";"KV2017 - Z";"KV2017 - Ø";"KV2017 - L";"KV2017 - Å";"KV2017 - R";"KV2017 - D";"KV2017 - P";"KV2017 - E";"KV2017 - Q";"KV2017 - Å1";"KV2017 - K2";"KV2017 - K1";"KV2017 - Æ";"KV2017 - W";"KV2017 - Y";"KV2017 - T"
"760032";"760032";"83";"9";"3";"615";"404";"7";"2";"395";"54";"6";"2";"20";"5";"1";"32";"-";"-";"-";"43";"-";"-";"211";"-";"3";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760033";"760033";"83";"9";"3";"1904";"1472";"9";"3";"1460";"414";"8";"7";"19";"13";"18";"223";"-";"-";"-";"79";"-";"-";"652";"-";"10";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"760035";"760035";"83";"9";"3";"2259";"1723";"19";"3";"1701";"508";"9";"22";"62";"30";"15";"160";"-";"-";"-";"91";"-";"-";"785";"-";"4";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766001";"766001";"72";"8";"3";"6401";"4837";"45";"13";"4779";"1244";"67";"100";"128";"126";"-";"192";"-";"-";"-";"684";"-";"-";"2135";"-";"-";"53";"-";"50";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766002";"766002";"72";"8";"3";"3271";"2330";"24";"9";"2297";"807";"22";"115";"81";"34";"-";"241";"-";"-";"-";"383";"-";"-";"569";"-";"-";"37";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766003";"766003";"72";"8";"3";"1678";"1239";"13";"6";"1220";"182";"17";"11";"17";"28";"-";"208";"-";"-";"-";"184";"-";"-";"557";"-";"-";"12";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766004";"766004";"72";"8";"3";"1236";"940";"5";"4";"931";"433";"3";"5";"21";"29";"-";"49";"-";"-";"-";"97";"-";"-";"266";"-";"-";"10";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766005";"766005";"72";"8";"3";"474";"377";"1";"2";"374";"33";"3";"0";"13";"2";"-";"22";"-";"-";"-";"62";"-";"-";"231";"-";"-";"3";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766006";"766006";"72";"8";"3";"1076";"773";"4";"4";"765";"293";"9";"14";"23";"12";"-";"12";"-";"-";"-";"128";"-";"-";"252";"-";"-";"15";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766007";"766007";"72";"8";"3";"3528";"2714";"23";"4";"2687";"1119";"19";"31";"67";"42";"-";"21";"-";"-";"-";"324";"-";"-";"1013";"-";"-";"30";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766008";"766008";"72";"8";"3";"604";"501";"11";"1";"489";"174";"3";"3";"7";"6";"-";"5";"-";"-";"-";"67";"-";"-";"214";"-";"-";"8";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766010";"766010";"72";"8";"3";"1338";"955";"15";"5";"935";"208";"5";"8";"91";"7";"-";"15";"-";"-";"-";"165";"-";"-";"403";"-";"-";"22";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766011";"766011";"72";"8";"3";"1126";"842";"7";"1";"834";"165";"6";"14";"68";"24";"-";"14";"-";"-";"-";"209";"-";"-";"305";"-";"-";"19";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766012";"766012";"72";"8";"3";"1543";"1135";"15";"6";"1114";"322";"8";"22";"107";"17";"-";"14";"-";"-";"-";"173";"-";"-";"414";"-";"-";"28";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766013";"766013";"72";"8";"3";"1412";"1043";"11";"7";"1025";"185";"13";"7";"58";"20";"-";"35";"-";"-";"-";"145";"-";"-";"508";"-";"-";"36";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766014";"766014";"72";"8";"3";"1219";"857";"7";"4";"846";"225";"7";"17";"33";"9";"-";"15";"-";"-";"-";"194";"-";"-";"295";"-";"-";"41";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766015";"766015";"72";"8";"3";"1822";"1412";"11";"7";"1394";"388";"17";"18";"89";"20";"-";"11";"-";"-";"-";"245";"-";"-";"548";"-";"-";"40";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766016";"766016";"72";"8";"3";"90";"79";"0";"0";"79";"16";"4";"0";"16";"5";"-";"0";"-";"-";"-";"5";"-";"-";"21";"-";"-";"9";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766017";"766017";"72";"8";"3";"1088";"880";"5";"0";"875";"202";"17";"4";"25";"10";"-";"23";"-";"-";"-";"200";"-";"-";"345";"-";"-";"35";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766018";"766018";"72";"8";"3";"395";"283";"10";"0";"273";"45";"3";"3";"10";"8";"-";"6";"-";"-";"-";"66";"-";"-";"118";"-";"-";"11";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766019";"766019";"72";"8";"3";"612";"478";"3";"0";"475";"96";"15";"8";"24";"7";"-";"17";"-";"-";"-";"107";"-";"-";"176";"-";"-";"19";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766020";"766020";"72";"8";"3";"1439";"1099";"6";"7";"1086";"166";"20";"6";"72";"19";"-";"153";"-";"-";"-";"150";"-";"-";"478";"-";"-";"14";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766021";"766021";"72";"8";"3";"2414";"1769";"22";"5";"1742";"376";"19";"8";"45";"25";"-";"51";"-";"-";"-";"362";"-";"-";"803";"-";"-";"42";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766022";"766022";"72";"8";"3";"1228";"956";"4";"2";"950";"426";"12";"7";"9";"9";"-";"22";"-";"-";"-";"165";"-";"-";"285";"-";"-";"14";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766023";"766023";"72";"8";"3";"607";"490";"4";"3";"483";"123";"6";"1";"2";"4";"-";"8";"-";"-";"-";"85";"-";"-";"240";"-";"-";"5";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766024";"766024";"72";"8";"3";"780";"579";"10";"1";"568";"112";"6";"5";"25";"6";"-";"15";"-";"-";"-";"117";"-";"-";"268";"-";"-";"12";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"766025";"766025";"72";"8";"3";"371";"275";"7";"1";"267";"38";"3";"0";"5";"4";"-";"4";"-";"-";"-";"62";"-";"-";"117";"-";"-";"27";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773001";"773001";"87";"10";"3";"672";"512";"4";"1";"507";"115";"-";"102";"-";"2";"-";"-";"15";"-";"-";"73";"-";"-";"176";"-";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773002";"773002";"87";"10";"3";"503";"385";"4";"1";"380";"130";"-";"23";"-";"0";"-";"-";"21";"-";"-";"35";"-";"-";"146";"-";"-";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773003";"773003";"87";"10";"3";"315";"270";"6";"0";"264";"54";"-";"5";"-";"1";"-";"-";"14";"-";"-";"14";"-";"-";"156";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773004";"773004";"87";"10";"3";"460";"405";"1";"0";"404";"124";"-";"5";"-";"2";"-";"-";"7";"-";"-";"29";"-";"-";"196";"-";"-";"41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773005";"773005";"87";"10";"3";"333";"272";"2";"2";"268";"78";"-";"5";"-";"3";"-";"-";"18";"-";"-";"37";"-";"-";"123";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773006";"773006";"87";"10";"3";"314";"251";"2";"0";"249";"53";"-";"4";"-";"14";"-";"-";"4";"-";"-";"20";"-";"-";"133";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773007";"773007";"87";"10";"3";"723";"563";"6";"2";"555";"153";"-";"14";"-";"6";"-";"-";"21";"-";"-";"38";"-";"-";"311";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773008";"773008";"87";"10";"3";"515";"419";"2";"0";"417";"118";"-";"9";"-";"2";"-";"-";"17";"-";"-";"36";"-";"-";"222";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773009";"773009";"87";"10";"3";"674";"562";"6";"0";"556";"173";"-";"11";"-";"5";"-";"-";"21";"-";"-";"49";"-";"-";"290";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773010";"773010";"87";"10";"3";"470";"369";"4";"1";"364";"84";"-";"9";"-";"3";"-";"-";"77";"-";"-";"36";"-";"-";"153";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773011";"773011";"87";"10";"3";"465";"370";"5";"0";"365";"67";"-";"11";"-";"13";"-";"-";"15";"-";"-";"35";"-";"-";"213";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773012";"773012";"87";"10";"3";"667";"549";"5";"1";"543";"120";"-";"14";"-";"14";"-";"-";"36";"-";"-";"46";"-";"-";"288";"-";"-";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773013";"773013";"87";"10";"3";"662";"485";"2";"4";"479";"90";"-";"3";"-";"6";"-";"-";"15";"-";"-";"116";"-";"-";"236";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773014";"773014";"87";"10";"3";"699";"551";"1";"1";"549";"76";"-";"49";"-";"51";"-";"-";"10";"-";"-";"42";"-";"-";"302";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773015";"773015";"87";"10";"3";"488";"397";"1";"1";"395";"73";"-";"9";"-";"15";"-";"-";"18";"-";"-";"22";"-";"-";"241";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773016";"773016";"87";"10";"3";"491";"394";"7";"1";"386";"65";"-";"7";"-";"2";"-";"-";"12";"-";"-";"36";"-";"-";"242";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773017";"773017";"87";"10";"3";"530";"395";"4";"0";"391";"129";"-";"6";"-";"3";"-";"-";"7";"-";"-";"66";"-";"-";"162";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"773018";"773018";"87";"10";"3";"7440";"5510";"50";"22";"5438";"1857";"-";"124";"-";"32";"-";"-";"392";"-";"-";"362";"-";"-";"2452";"-";"-";"219";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"779001";"779001";"74";"9";"3";"6496";"4382";"58";"20";"4304";"1457";"174";"112";"307";"72";"-";"-";"539";"-";"-";"314";"-";"-";"1183";"-";"-";"75";"-";"57";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-"
"779002";"779002";"74";"9";"3";"5096";"4001";"37";"11";"3953";"1123";"218";"100";"219";"38";"-";"-";"512";"-";"-";"225";"-";"-";"1436";"-";"-";"33";"-";"35";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-"
"779003";"779003";"74";"9";"3";"5506";"4149";"58";"14";"4077";"1423";"141";"112";"196";"45";"-";"-";"739";"-";"-";"278";"-";"-";"1003";"-";"-";"66";"-";"53";"-";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-"
"779004";"779004";"74";"9";"3";"3103";"2486";"19";"3";"2464";"574";"56";"61";"91";"52";"-";"-";"221";"-";"-";"467";"-";"-";"889";"-";"-";"25";"-";"21";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-"
"779005";"779005";"74";"9";"3";"1105";"899";"10";"1";"888";"153";"21";"6";"37";"4";"-";"-";"30";"-";"-";"93";"-";"-";"515";"-";"-";"19";"-";"9";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"779006";"779006";"74";"9";"3";"648";"527";"3";"0";"524";"244";"12";"17";"14";"11";"-";"-";"41";"-";"-";"39";"-";"-";"136";"-";"-";"4";"-";"6";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"779007";"779007";"74";"9";"3";"772";"628";"5";"5";"618";"154";"14";"15";"40";"5";"-";"-";"91";"-";"-";"60";"-";"-";"228";"-";"-";"3";"-";"4";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-"
"779008";"779008";"74";"9";"3";"577";"449";"6";"2";"441";"153";"18";"11";"40";"2";"-";"-";"9";"-";"-";"21";"-";"-";"176";"-";"-";"6";"-";"2";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"779009";"779009";"74";"9";"3";"730";"533";"4";"0";"529";"176";"13";"8";"30";"7";"-";"-";"11";"-";"-";"35";"-";"-";"236";"-";"-";"4";"-";"4";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-"
"779010";"779010";"74";"9";"3";"1144";"878";"15";"0";"863";"357";"21";"8";"60";"4";"-";"-";"12";"-";"-";"44";"-";"-";"334";"-";"-";"16";"-";"4";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"779011";"779011";"74";"9";"3";"1577";"1191";"15";"2";"1174";"237";"22";"18";"65";"5";"-";"-";"28";"-";"-";"42";"-";"-";"598";"-";"-";"16";"-";"6";"-";"-";"-";"137";"-";"-";"-";"-";"-";"-";"-";"-"
"779012";"779012";"74";"9";"3";"1154";"825";"7";"3";"815";"183";"4";"12";"25";"8";"-";"-";"10";"-";"-";"60";"-";"-";"386";"-";"-";"7";"-";"3";"-";"-";"-";"117";"-";"-";"-";"-";"-";"-";"-";"-"
"779013";"779013";"74";"9";"3";"1764";"1330";"15";"9";"1306";"424";"27";"21";"65";"9";"-";"-";"37";"-";"-";"77";"-";"-";"524";"-";"-";"18";"-";"8";"-";"-";"-";"96";"-";"-";"-";"-";"-";"-";"-";"-"
"779014";"779014";"74";"9";"3";"1325";"968";"10";"0";"958";"410";"28";"11";"36";"14";"-";"-";"27";"-";"-";"97";"-";"-";"294";"-";"-";"15";"-";"7";"-";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-"
"779015";"779015";"74";"9";"3";"1367";"1001";"11";"3";"987";"417";"24";"25";"87";"9";"-";"-";"11";"-";"-";"43";"-";"-";"340";"-";"-";"9";"-";"10";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-"
"779016";"779016";"74";"9";"3";"1450";"1146";"12";"0";"1134";"232";"22";"17";"58";"8";"-";"-";"55";"-";"-";"77";"-";"-";"626";"-";"-";"23";"-";"10";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-"
"779017";"779017";"74";"9";"3";"605";"487";"2";"1";"484";"218";"12";"6";"31";"3";"-";"-";"9";"-";"-";"36";"-";"-";"156";"-";"-";"2";"-";"5";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-"
"779018";"779018";"74";"9";"3";"1116";"807";"14";"1";"792";"187";"25";"14";"35";"4";"-";"-";"19";"-";"-";"67";"-";"-";"362";"-";"-";"18";"-";"7";"-";"-";"-";"54";"-";"-";"-";"-";"-";"-";"-";"-"
"779019";"779019";"74";"9";"3";"767";"561";"7";"1";"553";"193";"47";"5";"34";"4";"-";"-";"11";"-";"-";"59";"-";"-";"181";"-";"-";"8";"-";"5";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-"
"779020";"779020";"74";"9";"3";"680";"568";"9";"0";"559";"106";"14";"12";"23";"1";"-";"-";"0";"-";"-";"26";"-";"-";"361";"-";"-";"6";"-";"9";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"787001";"787001";"87";"10";"3";"7682";"5321";"78";"24";"5219";"2095";"-";"856";"268";"239";"-";"60";"-";"9";"-";"439";"-";"-";"817";"-";"-";"289";"-";"128";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787002";"787002";"87";"10";"3";"929";"723";"4";"1";"718";"240";"-";"89";"18";"14";"-";"21";"-";"0";"-";"130";"-";"-";"179";"-";"-";"12";"-";"15";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787003";"787003";"87";"10";"3";"776";"571";"4";"0";"567";"139";"-";"60";"28";"32";"-";"6";"-";"0";"-";"69";"-";"-";"192";"-";"-";"27";"-";"12";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787004";"787004";"87";"10";"3";"774";"553";"8";"2";"543";"147";"-";"112";"34";"22";"-";"14";"-";"1";"-";"80";"-";"-";"65";"-";"-";"35";"-";"28";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787005";"787005";"87";"10";"3";"540";"432";"2";"4";"426";"105";"-";"206";"11";"7";"-";"0";"-";"0";"-";"50";"-";"-";"31";"-";"-";"13";"-";"2";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787006";"787006";"87";"10";"3";"1249";"953";"8";"3";"942";"323";"-";"112";"22";"142";"-";"10";"-";"0";"-";"73";"-";"-";"222";"-";"-";"19";"-";"16";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787007";"787007";"87";"10";"3";"962";"803";"8";"3";"792";"249";"-";"97";"13";"33";"-";"0";"-";"2";"-";"58";"-";"-";"222";"-";"-";"12";"-";"105";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787008";"787008";"87";"10";"3";"1109";"869";"15";"4";"850";"312";"-";"142";"44";"36";"-";"8";"-";"0";"-";"80";"-";"-";"167";"-";"-";"27";"-";"33";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787009";"787009";"87";"10";"3";"479";"381";"7";"1";"373";"92";"-";"53";"10";"26";"-";"6";"-";"0";"-";"51";"-";"-";"105";"-";"-";"18";"-";"8";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787010";"787010";"87";"10";"3";"1589";"1181";"13";"3";"1165";"345";"-";"244";"53";"34";"-";"12";"-";"2";"-";"261";"-";"-";"147";"-";"-";"38";"-";"25";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787011";"787011";"87";"10";"3";"319";"252";"3";"1";"248";"65";"-";"59";"13";"8";"-";"0";"-";"1";"-";"49";"-";"-";"30";"-";"-";"10";"-";"12";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787012";"787012";"87";"10";"3";"3246";"2508";"33";"5";"2470";"913";"-";"459";"126";"80";"-";"38";"-";"0";"-";"242";"-";"-";"438";"-";"-";"105";"-";"64";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787013";"787013";"87";"10";"3";"316";"238";"5";"3";"230";"48";"-";"34";"13";"7";"-";"10";"-";"0";"-";"48";"-";"-";"37";"-";"-";"22";"-";"10";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787014";"787014";"87";"10";"3";"488";"403";"5";"0";"398";"103";"-";"67";"11";"19";"-";"4";"-";"0";"-";"33";"-";"-";"124";"-";"-";"20";"-";"17";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787015";"787015";"87";"10";"3";"902";"707";"3";"1";"703";"348";"-";"26";"34";"39";"-";"1";"-";"2";"-";"56";"-";"-";"135";"-";"-";"26";"-";"33";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787016";"787016";"87";"10";"3";"874";"633";"3";"2";"628";"167";"-";"44";"34";"22";"-";"4";"-";"0";"-";"70";"-";"-";"257";"-";"-";"14";"-";"13";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787017";"787017";"87";"10";"3";"1663";"1151";"10";"3";"1138";"374";"-";"245";"32";"17";"-";"1";"-";"1";"-";"81";"-";"-";"353";"-";"-";"19";"-";"11";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787018";"787018";"87";"10";"3";"800";"534";"8";"1";"525";"148";"-";"74";"13";"14";"-";"0";"-";"0";"-";"62";"-";"-";"192";"-";"-";"14";"-";"6";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787019";"787019";"87";"10";"3";"784";"652";"5";"3";"644";"301";"-";"52";"26";"15";"-";"5";"-";"1";"-";"52";"-";"-";"91";"-";"-";"35";"-";"64";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787020";"787020";"87";"10";"3";"863";"665";"8";"3";"654";"163";"-";"18";"118";"16";"-";"2";"-";"3";"-";"38";"-";"-";"205";"-";"-";"55";"-";"32";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787021";"787021";"87";"10";"3";"233";"193";"0";"1";"192";"47";"-";"3";"36";"4";"-";"1";"-";"0";"-";"18";"-";"-";"58";"-";"-";"18";"-";"6";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787023";"787023";"87";"10";"3";"1638";"1216";"12";"3";"1201";"361";"-";"193";"33";"58";"-";"7";"-";"0";"-";"177";"-";"-";"305";"-";"-";"31";"-";"29";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787024";"787024";"87";"10";"3";"2690";"2002";"18";"5";"1979";"800";"-";"317";"41";"37";"-";"15";"-";"1";"-";"197";"-";"-";"509";"-";"-";"41";"-";"12";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787025";"787025";"87";"10";"3";"1426";"1066";"20";"4";"1042";"272";"-";"159";"28";"34";"-";"6";"-";"1";"-";"155";"-";"-";"294";"-";"-";"39";"-";"50";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787026";"787026";"87";"10";"3";"1392";"1086";"10";"5";"1071";"328";"-";"299";"30";"16";"-";"8";"-";"1";"-";"121";"-";"-";"216";"-";"-";"29";"-";"19";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"787027";"787027";"87";"10";"3";"938";"696";"3";"1";"692";"225";"-";"96";"16";"22";"-";"4";"-";"0";"-";"88";"-";"-";"183";"-";"-";"21";"-";"33";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791001";"791001";"75";"9";"3";"2597";"1924";"21";"5";"1898";"892";"16";"204";"49";"19";"-";"15";"-";"-";"-";"155";"1";"-";"496";"-";"-";"28";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791002";"791002";"75";"9";"3";"2611";"2110";"14";"4";"2092";"641";"105";"387";"126";"20";"-";"8";"-";"-";"-";"76";"0";"-";"595";"-";"-";"70";"-";"64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791003";"791003";"75";"9";"3";"2747";"1944";"16";"3";"1925";"778";"15";"194";"40";"26";"-";"10";"-";"-";"-";"222";"1";"-";"593";"-";"-";"27";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791004";"791004";"75";"9";"3";"2705";"2168";"23";"4";"2141";"552";"62";"445";"84";"27";"-";"6";"-";"-";"-";"125";"0";"-";"756";"-";"-";"39";"-";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791005";"791005";"75";"9";"3";"1877";"1453";"10";"6";"1437";"223";"14";"642";"39";"15";"-";"2";"-";"-";"-";"79";"0";"-";"396";"-";"-";"20";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791006";"791006";"75";"9";"3";"2612";"2005";"25";"4";"1976";"481";"18";"799";"49";"36";"-";"3";"-";"-";"-";"97";"3";"-";"453";"-";"-";"24";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791007";"791007";"75";"9";"3";"1759";"1298";"7";"8";"1283";"228";"15";"340";"65";"16";"-";"1";"-";"-";"-";"86";"1";"-";"505";"-";"-";"18";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791008";"791008";"75";"9";"3";"23746";"16432";"195";"56";"16181";"5200";"590";"3076";"892";"198";"-";"51";"-";"-";"-";"821";"9";"-";"4361";"-";"-";"540";"-";"443";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791009";"791009";"76";"9";"3";"5674";"4105";"39";"19";"4047";"1183";"54";"638";"207";"30";"-";"83";"-";"-";"-";"299";"5";"-";"1420";"-";"-";"63";"-";"65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791010";"791010";"76";"9";"3";"2280";"1588";"14";"4";"1570";"515";"13";"238";"67";"4";"-";"10";"-";"-";"-";"137";"2";"-";"539";"-";"-";"21";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791011";"791011";"76";"9";"3";"1880";"1360";"10";"7";"1343";"244";"26";"231";"56";"20";"-";"1";"-";"-";"-";"148";"11";"-";"530";"-";"-";"42";"-";"34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791012";"791012";"76";"9";"3";"3671";"2651";"20";"6";"2625";"627";"26";"238";"90";"25";"-";"17";"-";"-";"-";"176";"2";"-";"1370";"-";"-";"41";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791013";"791013";"76";"9";"3";"9780";"7702";"56";"22";"7624";"2291";"303";"1502";"384";"86";"-";"39";"-";"-";"-";"313";"1";"-";"2389";"-";"-";"175";"-";"141";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791014";"791014";"76";"9";"3";"2717";"2077";"15";"3";"2059";"490";"43";"339";"98";"30";"-";"6";"-";"-";"-";"142";"0";"-";"815";"-";"-";"65";"-";"31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"791015";"791015";"76";"9";"3";"2572";"1865";"19";"4";"1842";"428";"19";"204";"92";"11";"-";"54";"-";"-";"-";"174";"1";"-";"790";"-";"-";"36";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
