"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2009 - Stemmeberettigede";"KV2009 - Afgivne stemmer";"KV2009 - Blanke stemmer";"KV2009 - Andre ugyldige stemmer";"KV2009 - Gyldige stemmer";"KV2009 - A";"KV2009 - B";"KV2009 - C";"KV2009 - F";"KV2009 - I";"KV2009 - J";"KV2009 - K";"KV2009 - M";"KV2009 - G";"KV2009 - N";"KV2009 - O";"KV2009 - H";"KV2009 - S";"KV2009 - V";"KV2009 - U";"KV2009 - Z";"KV2009 - Ø";"KV2009 - L";"KV2009 - Å";"KV2009 - R";"KV2009 - D";"KV2009 - P";"KV2009 - E";"KV2009 - 1";"KV2009 - 2";"KV2009 - 3";"KV2009 - Æ";"KV2009 - W";"KV2009 - Q";"KV2009 - Y";"KV2009 - T"
"630023";"630023";"56";"7";"2";"1248";"831";"17";"1";"813";"132";"18";"62";"93";"-";"-";"2";"0";"-";"-";"170";"-";"-";"334";"-";"-";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630024";"630024";"56";"7";"2";"2949";"2220";"11";"2";"2207";"412";"155";"125";"595";"-";"-";"5";"0";"-";"-";"160";"-";"-";"736";"-";"-";"17";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630025";"630025";"56";"7";"2";"1388";"955";"12";"1";"942";"113";"33";"29";"164";"-";"-";"12";"0";"-";"-";"110";"-";"-";"468";"-";"-";"13";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630026";"630026";"56";"7";"2";"998";"790";"7";"0";"783";"424";"16";"37";"70";"-";"-";"7";"0";"-";"-";"63";"-";"-";"162";"-";"-";"3";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630027";"630027";"56";"7";"2";"1643";"1194";"6";"2";"1186";"260";"40";"49";"111";"-";"-";"0";"0";"-";"-";"142";"-";"-";"569";"-";"-";"6";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630028";"630028";"56";"7";"2";"1253";"911";"8";"2";"901";"125";"28";"51";"105";"-";"-";"4";"0";"-";"-";"124";"-";"-";"448";"-";"-";"9";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630029";"630029";"56";"7";"2";"1235";"814";"15";"2";"797";"125";"57";"40";"81";"-";"-";"5";"0";"-";"-";"165";"-";"-";"303";"-";"-";"8";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630030";"630030";"56";"7";"2";"4855";"2975";"34";"17";"2924";"1050";"93";"291";"504";"-";"-";"26";"6";"-";"-";"304";"-";"-";"613";"-";"-";"32";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630031";"630031";"56";"7";"2";"828";"598";"6";"0";"592";"117";"17";"44";"76";"-";"-";"2";"0";"-";"-";"55";"-";"-";"279";"-";"-";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630032";"630032";"56";"7";"2";"6083";"4313";"41";"11";"4261";"871";"170";"706";"552";"-";"-";"26";"12";"-";"-";"402";"-";"-";"1496";"-";"-";"23";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630033";"630033";"56";"7";"2";"1829";"1186";"21";"6";"1159";"291";"50";"107";"259";"-";"-";"11";"3";"-";"-";"152";"-";"-";"268";"-";"-";"16";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"630034";"630034";"56";"7";"2";"2969";"2127";"27";"5";"2095";"550";"101";"186";"383";"-";"-";"13";"26";"-";"-";"244";"-";"-";"574";"-";"-";"13";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657001";"657001";"80";"9";"3";"20395";"13211";"93";"61";"13057";"1860";"939";"318";"1433";"-";"-";"357";"-";"-";"-";"528";"-";"-";"7542";"-";"-";"80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657002";"657002";"80";"9";"3";"713";"512";"0";"3";"509";"57";"13";"8";"30";"-";"-";"14";"-";"-";"-";"24";"-";"-";"358";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657003";"657003";"80";"9";"3";"368";"263";"1";"1";"261";"53";"29";"2";"31";"-";"-";"4";"-";"-";"-";"18";"-";"-";"124";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657004";"657004";"81";"9";"3";"309";"224";"1";"0";"223";"14";"7";"2";"14";"-";"-";"16";"-";"-";"-";"18";"-";"-";"152";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657005";"657005";"81";"9";"3";"2484";"1768";"11";"6";"1751";"357";"55";"44";"81";"-";"-";"131";"-";"-";"-";"71";"-";"-";"1009";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657006";"657006";"81";"9";"3";"777";"517";"2";"1";"514";"60";"19";"8";"57";"-";"-";"40";"-";"-";"-";"35";"-";"-";"293";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657007";"657007";"80";"9";"3";"3964";"3170";"9";"3";"3158";"381";"123";"54";"236";"-";"-";"65";"-";"-";"-";"88";"-";"-";"2203";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657008";"657008";"80";"9";"3";"1630";"1148";"9";"4";"1135";"141";"14";"10";"97";"-";"-";"34";"-";"-";"-";"64";"-";"-";"769";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657009";"657009";"81";"9";"3";"452";"354";"1";"1";"352";"24";"11";"2";"17";"-";"-";"13";"-";"-";"-";"25";"-";"-";"257";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657010";"657010";"81";"9";"3";"296";"178";"0";"0";"178";"36";"2";"4";"17";"-";"-";"8";"-";"-";"-";"27";"-";"-";"81";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657011";"657011";"81";"9";"3";"614";"474";"1";"2";"471";"48";"71";"6";"32";"-";"-";"8";"-";"-";"-";"26";"-";"-";"274";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657012";"657012";"80";"9";"3";"141";"103";"1";"1";"101";"1";"1";"2";"6";"-";"-";"4";"-";"-";"-";"20";"-";"-";"67";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657013";"657013";"81";"9";"3";"3032";"2343";"25";"9";"2309";"176";"65";"201";"224";"-";"-";"159";"-";"-";"-";"183";"-";"-";"1286";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657014";"657014";"81";"9";"3";"621";"421";"3";"1";"417";"28";"4";"9";"25";"-";"-";"6";"-";"-";"-";"46";"-";"-";"298";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657015";"657015";"81";"9";"3";"1390";"843";"6";"4";"833";"113";"109";"3";"150";"-";"-";"23";"-";"-";"-";"29";"-";"-";"392";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657016";"657016";"81";"9";"3";"906";"695";"11";"0";"684";"48";"14";"19";"45";"-";"-";"11";"-";"-";"-";"50";"-";"-";"496";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657017";"657017";"81";"9";"3";"6358";"4452";"32";"6";"4414";"448";"286";"161";"425";"-";"-";"177";"-";"-";"-";"130";"-";"-";"2773";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657018";"657018";"81";"9";"3";"557";"422";"6";"1";"415";"22";"7";"9";"19";"-";"-";"29";"-";"-";"-";"42";"-";"-";"286";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657019";"657019";"81";"9";"3";"734";"528";"4";"0";"524";"54";"19";"9";"34";"-";"-";"11";"-";"-";"-";"29";"-";"-";"368";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657020";"657020";"81";"9";"3";"378";"254";"5";"1";"248";"17";"11";"7";"18";"-";"-";"8";"-";"-";"-";"19";"-";"-";"168";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657021";"657021";"81";"9";"3";"463";"358";"2";"0";"356";"29";"21";"6";"31";"-";"-";"7";"-";"-";"-";"11";"-";"-";"247";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657022";"657022";"81";"9";"3";"747";"599";"5";"3";"591";"70";"20";"7";"57";"-";"-";"42";"-";"-";"-";"21";"-";"-";"371";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657023";"657023";"81";"9";"3";"3459";"2700";"6";"4";"2690";"291";"121";"42";"146";"-";"-";"87";"-";"-";"-";"79";"-";"-";"1917";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657024";"657024";"81";"9";"3";"3410";"2518";"7";"10";"2501";"324";"95";"44";"172";"-";"-";"51";"-";"-";"-";"100";"-";"-";"1703";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657025";"657025";"81";"9";"3";"1020";"698";"4";"2";"692";"70";"11";"20";"40";"-";"-";"115";"-";"-";"-";"57";"-";"-";"379";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657026";"657026";"81";"9";"3";"3958";"3154";"20";"7";"3127";"365";"165";"51";"203";"-";"-";"128";"-";"-";"-";"93";"-";"-";"2111";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657027";"657027";"80";"9";"3";"3194";"2323";"17";"4";"2302";"324";"61";"39";"156";"-";"-";"230";"-";"-";"-";"123";"-";"-";"1364";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657028";"657028";"80";"9";"3";"391";"292";"4";"1";"287";"63";"50";"6";"35";"-";"-";"26";"-";"-";"-";"41";"-";"-";"66";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657029";"657029";"80";"9";"3";"1235";"969";"8";"4";"957";"101";"24";"26";"68";"-";"-";"116";"-";"-";"-";"107";"-";"-";"512";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657030";"657030";"80";"9";"3";"789";"541";"7";"1";"533";"67";"24";"11";"52";"-";"-";"30";"-";"-";"-";"58";"-";"-";"289";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"657031";"657031";"80";"9";"3";"218";"184";"1";"0";"183";"18";"11";"3";"12";"-";"-";"2";"-";"-";"-";"12";"-";"-";"124";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"661001";"661001";"82";"9";"3";"14094";"10409";"155";"31";"10223";"3190";"659";"1463";"1126";"-";"-";"283";"-";"-";"-";"982";"-";"-";"2408";"-";"-";"62";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"-";"-";"-";"-"
"661002";"661002";"82";"9";"3";"3179";"2713";"38";"4";"2671";"765";"100";"284";"207";"-";"-";"55";"-";"-";"-";"238";"-";"-";"1005";"-";"-";"9";"-";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-"
"661003";"661003";"82";"9";"3";"1677";"1284";"12";"6";"1266";"353";"48";"109";"68";"-";"-";"6";"-";"-";"-";"130";"-";"-";"544";"-";"-";"3";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-"
"661004";"661004";"82";"9";"3";"2669";"2237";"24";"7";"2206";"699";"95";"290";"165";"-";"-";"41";"-";"-";"-";"155";"-";"-";"745";"-";"-";"10";"-";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-"
"661005";"661005";"82";"9";"3";"10544";"7806";"98";"17";"7691";"2818";"736";"1017";"749";"-";"-";"239";"-";"-";"-";"731";"-";"-";"1321";"-";"-";"42";"-";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-"
"661006";"661006";"82";"9";"3";"4464";"3322";"32";"9";"3281";"689";"658";"134";"334";"-";"-";"44";"-";"-";"-";"381";"-";"-";"1022";"-";"-";"14";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-"
"661007";"661007";"82";"9";"3";"1608";"1187";"16";"5";"1166";"170";"118";"69";"125";"-";"-";"30";"-";"-";"-";"101";"-";"-";"549";"-";"-";"4";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"661008";"661008";"82";"9";"3";"2713";"1981";"18";"7";"1956";"224";"21";"100";"570";"-";"-";"9";"-";"-";"-";"450";"-";"-";"546";"-";"-";"35";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"661009";"661009";"82";"9";"3";"1622";"1219";"7";"5";"1207";"205";"27";"110";"163";"-";"-";"3";"-";"-";"-";"178";"-";"-";"508";"-";"-";"10";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"661010";"661010";"82";"9";"3";"981";"710";"6";"0";"704";"98";"8";"28";"161";"-";"-";"2";"-";"-";"-";"116";"-";"-";"276";"-";"-";"14";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"665001";"665001";"73";"9";"3";"5695";"4174";"50";"11";"4113";"989";"133";"576";"538";"-";"-";"188";"-";"-";"1";"407";"-";"-";"1259";"-";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"665002";"665002";"73";"9";"3";"2039";"1591";"22";"7";"1562";"332";"61";"161";"236";"-";"-";"100";"-";"-";"8";"134";"-";"-";"502";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"665003";"665003";"73";"9";"3";"1720";"1349";"17";"3";"1329";"239";"25";"154";"237";"-";"-";"37";"-";"-";"2";"140";"-";"-";"480";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"665004";"665004";"73";"9";"3";"1682";"1289";"7";"5";"1277";"166";"30";"159";"217";"-";"-";"33";"-";"-";"5";"169";"-";"-";"487";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"665005";"665005";"73";"9";"3";"1205";"844";"5";"2";"837";"72";"6";"65";"84";"-";"-";"14";"-";"-";"3";"86";"-";"-";"496";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"665006";"665006";"73";"9";"3";"1145";"893";"10";"2";"881";"55";"7";"357";"82";"-";"-";"24";"-";"-";"0";"78";"-";"-";"267";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"665007";"665007";"73";"9";"3";"1718";"1176";"15";"5";"1156";"194";"4";"124";"89";"-";"-";"14";"-";"-";"3";"145";"-";"-";"579";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"665008";"665008";"73";"9";"3";"1521";"1219";"5";"2";"1212";"278";"2";"42";"70";"-";"-";"20";"-";"-";"2";"80";"-";"-";"708";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"671001";"671001";"73";"9";"3";"6821";"4834";"36";"14";"4784";"2056";"56";"312";"718";"-";"-";"-";"-";"-";"-";"444";"-";"-";"1174";"-";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"671002";"671002";"73";"9";"3";"1772";"1338";"7";"1";"1330";"520";"22";"102";"166";"-";"-";"-";"-";"-";"-";"117";"-";"-";"394";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"671003";"671003";"73";"9";"3";"1313";"1047";"11";"4";"1032";"267";"9";"120";"89";"-";"-";"-";"-";"-";"-";"82";"-";"-";"462";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"671004";"671004";"73";"9";"3";"1442";"1143";"11";"4";"1128";"400";"10";"47";"131";"-";"-";"-";"-";"-";"-";"118";"-";"-";"416";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"671005";"671005";"73";"9";"3";"1489";"1246";"9";"10";"1227";"400";"24";"86";"147";"-";"-";"-";"-";"-";"-";"89";"-";"-";"477";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"671006";"671006";"73";"9";"3";"1717";"1379";"11";"3";"1365";"311";"14";"31";"131";"-";"-";"-";"-";"-";"-";"171";"-";"-";"702";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"671007";"671007";"73";"9";"3";"2723";"2019";"45";"8";"1966";"668";"16";"146";"149";"-";"-";"-";"-";"-";"-";"192";"-";"-";"780";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"706001";"706001";"66";"8";"3";"7138";"4842";"65";"20";"4757";"940";"79";"617";"1197";"-";"-";"-";"-";"-";"-";"301";"-";"-";"1121";"-";"-";"42";"460";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"706002";"706002";"66";"8";"3";"3092";"2184";"19";"5";"2160";"423";"42";"115";"632";"-";"-";"-";"-";"-";"-";"122";"-";"-";"663";"-";"-";"58";"105";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"706003";"706003";"66";"8";"3";"1836";"1243";"10";"4";"1229";"206";"21";"36";"464";"-";"-";"-";"-";"-";"-";"84";"-";"-";"360";"-";"-";"21";"37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"706004";"706004";"66";"8";"3";"2518";"1694";"17";"3";"1674";"385";"18";"56";"370";"-";"-";"-";"-";"-";"-";"122";"-";"-";"681";"-";"-";"14";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"706005";"706005";"66";"8";"3";"3519";"2271";"29";"2";"2240";"826";"205";"77";"358";"-";"-";"-";"-";"-";"-";"147";"-";"-";"585";"-";"-";"13";"29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"706006";"706006";"66";"8";"3";"5302";"3570";"29";"17";"3524";"1245";"92";"434";"580";"-";"-";"-";"-";"-";"-";"191";"-";"-";"898";"-";"-";"31";"53";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"706007";"706007";"66";"8";"3";"2675";"1822";"15";"5";"1802";"648";"33";"63";"297";"-";"-";"-";"-";"-";"-";"106";"-";"-";"633";"-";"-";"10";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"706008";"706008";"66";"8";"3";"5679";"3933";"49";"16";"3868";"791";"283";"208";"916";"-";"-";"-";"-";"-";"-";"207";"-";"-";"1139";"-";"-";"49";"275";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"707001";"707001";"66";"8";"3";"6839";"4616";"43";"9";"4564";"2145";"46";"232";"417";"-";"-";"-";"-";"-";"-";"284";"-";"-";"1196";"-";"-";"20";"224";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"707002";"707002";"66";"8";"3";"140";"93";"1";"0";"92";"30";"4";"4";"27";"-";"-";"-";"-";"-";"-";"8";"-";"-";"14";"-";"-";"3";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"707003";"707003";"66";"8";"3";"2155";"1400";"16";"0";"1384";"508";"16";"90";"187";"-";"-";"-";"-";"-";"-";"160";"-";"-";"320";"-";"-";"16";"87";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"707004";"707004";"66";"8";"3";"5650";"3519";"30";"20";"3469";"1760";"32";"131";"343";"-";"-";"-";"-";"-";"-";"292";"-";"-";"691";"-";"-";"25";"195";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"707005";"707005";"66";"8";"3";"4145";"2811";"15";"5";"2791";"1010";"87";"223";"300";"-";"-";"-";"-";"-";"-";"273";"-";"-";"666";"-";"-";"43";"189";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"707006";"707006";"66";"8";"3";"1803";"1190";"10";"0";"1180";"401";"11";"84";"119";"-";"-";"-";"-";"-";"-";"74";"-";"-";"394";"-";"-";"7";"90";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"707007";"707007";"66";"8";"3";"2620";"1718";"16";"6";"1696";"356";"11";"17";"152";"-";"-";"-";"-";"-";"-";"86";"-";"-";"150";"-";"-";"17";"907";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"707008";"707008";"66";"8";"3";"3541";"2365";"17";"1";"2347";"663";"21";"83";"334";"-";"-";"-";"-";"-";"-";"110";"-";"-";"289";"-";"-";"13";"834";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"707009";"707009";"66";"8";"3";"3102";"2148";"16";"3";"2129";"666";"17";"71";"199";"-";"-";"-";"-";"-";"-";"126";"-";"-";"680";"-";"-";"11";"359";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"710001";"710001";"69";"8";"3";"4011";"2779";"32";"1";"2746";"904";"66";"170";"263";"-";"-";"-";"-";"-";"-";"155";"-";"-";"1133";"-";"-";"32";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"710002";"710002";"69";"8";"3";"2788";"1978";"16";"4";"1958";"667";"51";"112";"193";"-";"-";"-";"-";"-";"-";"127";"-";"-";"772";"-";"-";"23";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"710003";"710003";"69";"8";"3";"1544";"1103";"13";"1";"1089";"410";"27";"59";"92";"-";"-";"-";"-";"-";"-";"67";"-";"-";"423";"-";"-";"5";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"710004";"710004";"69";"8";"3";"5560";"3885";"37";"5";"3843";"1902";"188";"376";"238";"-";"-";"-";"-";"-";"-";"183";"-";"-";"911";"-";"-";"19";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"710005";"710005";"69";"8";"3";"1500";"1022";"9";"0";"1013";"412";"43";"109";"104";"-";"-";"-";"-";"-";"-";"63";"-";"-";"270";"-";"-";"4";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"710006";"710006";"69";"8";"3";"3132";"2198";"24";"4";"2170";"801";"74";"166";"348";"-";"-";"-";"-";"-";"-";"107";"-";"-";"607";"-";"-";"35";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"710007";"710007";"69";"8";"3";"2915";"2178";"20";"2";"2156";"782";"48";"181";"289";"-";"-";"-";"-";"-";"-";"111";"-";"-";"692";"-";"-";"30";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"710008";"710008";"69";"8";"3";"1123";"821";"11";"0";"810";"247";"24";"51";"139";"-";"-";"-";"-";"-";"-";"60";"-";"-";"216";"-";"-";"14";"59";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"710009";"710009";"69";"8";"3";"3190";"2176";"33";"5";"2138";"490";"33";"399";"161";"-";"-";"-";"-";"-";"-";"125";"-";"-";"729";"-";"-";"10";"191";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"710010";"710010";"69";"8";"3";"2796";"1927";"22";"0";"1905";"688";"62";"158";"99";"-";"-";"-";"-";"-";"-";"95";"-";"-";"755";"-";"-";"6";"42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"710011";"710011";"69";"8";"3";"1572";"1058";"18";"0";"1040";"307";"30";"39";"131";"-";"-";"-";"-";"-";"-";"69";"-";"-";"430";"-";"-";"10";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"710012";"710012";"69";"8";"3";"1941";"1487";"11";"0";"1476";"506";"61";"148";"152";"-";"-";"-";"-";"-";"-";"69";"-";"-";"500";"-";"-";"12";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"710013";"710013";"69";"8";"3";"917";"699";"6";"0";"693";"231";"4";"14";"40";"-";"-";"-";"-";"-";"-";"30";"-";"-";"370";"-";"-";"0";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"710014";"710014";"69";"8";"3";"841";"541";"3";"0";"538";"185";"25";"53";"83";"-";"-";"-";"-";"-";"-";"49";"-";"-";"130";"-";"-";"6";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"727001";"727001";"70";"8";"3";"9164";"6565";"81";"15";"6469";"1759";"86";"871";"1228";"-";"37";"14";"-";"-";"-";"223";"93";"-";"1657";"-";"17";"32";"313";"-";"-";"139";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"727002";"727002";"70";"8";"3";"346";"261";"1";"1";"259";"50";"2";"97";"34";"-";"1";"2";"-";"-";"-";"8";"2";"-";"59";"-";"0";"1";"2";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"727003";"727003";"70";"8";"3";"1270";"1008";"13";"2";"993";"233";"15";"128";"198";"-";"1";"6";"-";"-";"-";"54";"11";"-";"274";"-";"3";"5";"48";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"727004";"727004";"70";"8";"3";"1022";"761";"5";"0";"756";"157";"21";"87";"146";"-";"2";"4";"-";"-";"-";"30";"21";"-";"229";"-";"1";"8";"41";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"727005";"727005";"70";"8";"3";"1479";"1135";"6";"0";"1129";"298";"19";"90";"217";"-";"2";"0";"-";"-";"-";"34";"90";"-";"264";"-";"4";"8";"94";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"727006";"727006";"70";"8";"3";"877";"579";"2";"0";"577";"105";"5";"146";"75";"-";"0";"1";"-";"-";"-";"24";"12";"-";"174";"-";"1";"4";"30";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
